LGBM,XGB,MLP,RF,DT,kNN,PLS,MLR,lasso
0.3416945550894891,0.20835651820056234,0.21354638951559896,0.26599745682517223,0.37677430801987233,0.29111793236831596,0.28532331457156956,0.2803002305645125,0.2888190179596203
0.11953374858724375,0.12383183573602025,0.14815047068854648,0.2021105393896384,0.14176721078779275,0.210441318876047,0.40162446581608885,0.40840761494956707,0.42021177296689755
0.12619934918032114,0.1391130610401533,0.14521590105652896,0.03089632126803915,0.17627750177430795,0.020653386895700898,0.12766865299196722,0.12710543232987925,0.15820043982693566
0.031126239149685764,0.05102761391209243,0.05771583833534433,0.009373077832978804,0.023953158268275376,0.067148718101526,0.026933139229345593,0.031872598154684906,0.03767793415166254
0.18261377817061297,0.1697107171487775,0.2600446118741663,0.12668293115684892,0.011710432931156811,0.1686445759989289,0.034506897483293386,0.03411532921995719,0.012344578382585625
0.02921296232613113,0.057865549754047396,0.007248296434972379,0.046226342559734845,0.08649751596877225,0.12812003559964436,0.26409675782656145,0.263453186479001,0.28697516359655567
0.026683931840331077,0.04419111427133848,0.0745003544378467,0.03896143837236793,0.10450674237047547,0.00675648371037324,0.08951013539970076,0.08193454386141408,0.06537416862949491
0.06025036256023819,0.009295059781788684,0.028859172018430912,0.05899751596877156,0.06356458481192351,0.05189419357003733,0.021075632941816136,0.017808986396821158,0.048135848947039706
0.07839899910580117,0.10578932632699423,0.0524995748484981,0.1657996214809564,0.2569641589779985,0.11938569862340098,0.24433681881146152,0.2457989894317335,0.2698496533482698
0.2623769684013727,0.2738577804089946,0.15175481134782726,0.27456943458717764,0.5400993612491127,0.4633335871074122,0.5282053216968701,0.5274433451062948,0.5278927365391455
0.08199446256501486,0.0775017571246226,0.12666425322993446,0.06249615566595701,0.019561745919091544,0.13775993512364648,0.034294616515060494,0.036180102108018364,0.0971037340538663
0.06732577654236227,0.040450249604928434,0.06647549969492772,0.05036402886207719,0.35898687012065295,0.06083470560336851,0.03620642838760246,0.05974788776033352,0.07706005708857847
0.40789698456730583,0.35658098881002687,0.19978436828687565,0.3204784717293585,0.7616217175301632,0.36976450119730153,0.5189748971451803,0.5160031069412031,0.5116378093789041
0.017037243518507994,0.07744479492423045,0.07802849146610658,0.07868996924532684,0.09701029098651526,0.07407152562393715,0.09123964175117932,0.08833091473566684,0.11656612563263419
0.07332536169088569,0.01998438276324055,0.07126817194022361,0.03551129642772621,0.03229240596167493,0.21288155279121318,0.11931547828316036,0.11115961519964634,0.1464228512876501
0.017620977594103804,0.0507843401560637,0.07359154979534754,0.0019904778802923295,0.1057487579843861,0.031199654536302246,0.0005430533941718219,0.0011697121771775398,0.029633026203336965
0.08234235403716139,0.07052848147026103,0.0974446334655501,0.08223148805299385,0.1407913413768631,0.06409092481610934,0.004043530364716719,0.0044197437557890185,0.006209051749637373
0.11858219404069475,0.06836033485052506,0.03870716702110788,0.0612248639697191,0.18479418026969474,0.04528874982632192,0.02169796002883545,0.022581268688306566,0.04548081722127195
0.03257814770968204,0.02844272698807826,0.03134518576821843,0.0549819612017981,0.042938254080908456,0.034665985146942635,0.12169727941058406,0.12804500540818103,0.11969264876462693
0.12504597090379643,0.17228650869081175,0.3018897808124195,0.19023539153063707,0.3939850958126331,0.18141549445352217,0.12265954035667448,0.10789920254584406,0.10894752627005244
0.07426745503328636,0.06818343477946287,0.0938351676882665,0.11049030044949171,0.02195706174591916,0.08085460966435032,0.099136607034357,0.10076574266974714,0.1642296409322963
0.005372902036213545,0.06386254183191886,0.0571808461938067,0.04656493967352737,0.15964336408800583,0.018780708857881412,0.07327592010622219,0.07415629362934684,0.034215829523935204
0.1432530911705649,0.13103875644753554,0.11167720508386547,0.19009788265909577,0.17601135557132713,0.26464179861465614,0.27793359004666035,0.2843798595371107,0.2843027863310161
0.14786467490957,0.15870188702244215,0.002759714711819017,0.0996614028862085,0.22374024130589065,0.08031863250364818,0.03449075332717022,0.03198639772842282,0.015075526751620494
0.004844465808968079,0.043266978836634884,0.06115212122215019,0.05935178613673925,0.054737402413058966,0.0026202267274999524,0.16353140875438998,0.16069032719419574,0.1509202259855903
0.1426915060719312,0.157905447199634,0.2389217403570063,0.1520951620534648,0.27031582682753724,0.18997010443825468,0.2291863258438176,0.2305322416016557,0.2628789817765193
0.0034318496685904476,0.044081407586592514,0.0417392939643515,0.09527353915306258,0.1102732434350604,0.003437532254012554,0.13509387405161366,0.1385556422951525,0.12284347495645853
0.003888591395747043,0.09639631893890299,0.008549244267308853,0.16714543411402893,0.04945883605393897,0.343829896207299,0.2177822755843133,0.21780629207129987,0.2670809138553166
0.03730227305101541,0.01140913365156293,0.05484626828048167,0.012802815235391174,0.031050390347764356,0.07224652664731512,0.03891530880478089,0.04193647952465274,0.02978795217315655
0.04902233279472262,0.1428782724801152,0.066308593402991,0.03477318429145976,0.012863733144073852,0.014820866757447038,0.005142053880518249,0.009326820414124803,0.006552525168444734
0.014143997397208063,0.0024334619111249234,0.16473851100107795,0.04495091081145042,0.10366394606103613,0.13206228138729414,0.1140183823014892,0.11596464877394286,0.14521854850526128
0.07458769682108046,0.1617086958682139,0.08175704115861648,0.1488576413532049,0.2798083747338538,0.09457368865330928,0.18599065025980543,0.18800944370715478,0.214519276401402
0.15220242964526054,0.12970976706004622,0.04596646568486429,0.18369322214336437,0.047019162526614644,0.14676778144553138,0.12182100995280176,0.1237314004796568,0.19083623416923967
0.012692117252137924,0.012699755838020521,0.04380627139858906,0.00017506505796138772,0.002217885024840327,0.027644472542095844,0.024919005119486637,0.02179229270593319,0.010793405407651446
