,HepG2,HEK293,N2a,ARPE19,B16,PC3
LGBM,0.5763725272485136,0.7494741741623991,0.8389879037438237,0.760864986045175,0.8347097370632173,0.6781554475826225
XGB,0.5897499777707061,0.7909619619156352,0.8328717264744082,0.7731585650109143,0.7869707393030716,0.5002038192269053
RF,0.5950421484062395,0.7961446644339272,0.8643479007241492,0.776827969698752,0.7721744198371107,0.6605842067776362
MLR,0.48989337070050265,0.6139710356585494,0.6519271780484628,0.5244362796137212,0.5527456254483496,0.6544830054997315
lasso,0.48234966546459446,0.511307725985254,0.6028777467538978,0.5152610785414953,0.5747938239024665,0.6553608211340572
PLS,0.5022462445229933,0.48242504138463743,0.5731451995432483,0.5058296651631612,0.5582981515798726,0.65538531831455
kNN,0.5758578441512763,0.612581771399623,0.7874331021413549,0.7636548014913608,0.7488004639203647,0.6556847410871054
DT,0.5743558670278458,0.6276540502681727,0.7863402583851546,0.7502427749788125,0.7828760332651336,0.620848518967143
