,HepG2,HEK293,N2a,ARPE19,B16,PC3
LGBM,0.7725220860873978,0.7285012645281495,0.8931857974061821,0.7953576588335168,0.882414959364204,0.8693062552791145
XGB,0.678758451648699,0.7820234450767325,0.8858612678645436,0.7867794934058936,0.8309553001463115,0.8099496703057256
RF,0.6979947270143917,0.7735342033701573,0.8825590013521661,0.7828169293277545,0.8478051273766105,0.8641035593970012
MLR,0.3843964232615407,0.5765851370387881,0.6259296645082069,0.4759163292549712,0.5682332886421868,0.6630657913795188
lasso,0.3705050000385421,0.4923586721624823,0.5565876763113251,0.5220571748885681,0.5806751078703996,0.6604908960805724
PLS,[0.4442470502721273],[0.43014618944067684],[0.6295985691537522],[0.4629563875853094],[0.5751134882500224],[0.6634421099262551]
kNN,0.5255372649326421,0.6024519985020442,0.7919028586659629,0.7269952648687045,0.8289945611704552,0.7781053923060662
DT,0.6402441232396413,0.5901566506735073,0.8152678637198401,0.6535616524816888,0.8331249665113425,0.8363210051885499
