,HepG2,HEK293,N2a,ARPE19,B16,PC3
LGBM,0.05324335377498871,0.10268294549520872,0.07559139783681863,0.11947395123705476,0.06039202570651008,0.058316370555351785
XGB,0.053220681869381656,0.10914377859975473,0.07298928575790425,0.11849507096085746,0.061454586826651704,0.05068802360425095
RF,0.05281823993886682,0.11609150162158773,0.07779496808074915,0.12175893226286284,0.0656360681250549,0.05785900986349354
MLR,0.10472198898862514,0.15144473482604165,0.13955999603111097,0.18989311675030138,0.09849386486375042,0.1129436395629837
lasso,0.10398881641447993,0.16166088001421203,0.14560041103008692,0.19520537455727108,0.09858012856970629,0.11659187886031994
PLS,0.1019685430854855,0.15220430387103356,0.14156188725574687,0.1913221775458397,0.09783197738869194,0.11308728219411164
kNN,0.05698433071276774,0.13407491968335725,0.10447020834272563,0.12090318329165396,0.07396807971937608,0.06598572341762761
DT,0.05200250893881626,0.13052447175647217,0.08530724697906736,0.13785115440115442,0.06917957127699263,0.058164630611307534
