,14PA,18PG,DDAB,DOPE,DOTAP,DSPC,aggregate
0,0.13863739030664873,0.009123517942421278,0.06148881916340029,0.25126547714486025,0.39727307918818905,0.0024750000148224816,0.13863739030664873
1,0.07838724314398354,0.046681271810116304,0.06863156878862392,0.23969205057336676,0.24933037338169184,0.0037522422723433313,0.07838724314398354
2,0.05837877142409548,0.11454701159899369,0.11176110152805255,0.05808969265941025,0.2663755675015839,0.005339369850221265,0.05837877142409548
3,0.14978721244945328,0.04696284383935814,0.03101640844730852,0.1461208309129384,0.2709971792158938,0.08679716433570409,0.14978721244945328
4,0.14060060721760312,0.09491432018815221,0.011960335451358495,0.02905790683018418,0.2274169048952227,0.17499807270092949,0.14060060721760312
5,0.24307497126378888,0.004853661327963721,0.07872583990493287,0.02409178043245841,0.26165134828670716,0.1825131943199484,0.24307497126378888
6,0.1338608128825356,0.026689303260604272,0.24872307467926774,0.021215208890266422,0.12209591252772586,0.03802357667611653,0.1338608128825356
7,0.11311655349780633,0.013300744531509742,0.18756760786769971,0.03915732166462228,0.11575438885509487,0.018932221661761346,0.11311655349780633
8,0.07635437152063437,0.05537175985706844,0.2843718345264684,0.08218156739749943,0.12851087413760698,0.05904071197442173,0.07635437152063437
9,0.15783448847311227,0.09770396859535216,0.29130753538388904,0.0025317947156042082,0.01671960958060216,0.08938629308806674,0.15783448847311227
10,0.06934809574917676,0.11026977246554637,0.24982140612973863,0.00762906995327918,0.008215373089486956,0.046890994507862244,0.06934809574917676
11,0.15595151451727723,0.16805944114610258,0.31033662658227246,0.0170769485728004,0.21142214911273952,0.11964252968386775,0.15595151451727723
12,0.0975651147387353,0.022483603993663004,0.0067594376039630255,0.2409638058324022,0.3023125072745282,0.013241004088584418,0.0975651147387353
13,0.20181257240346742,0.1657111287892268,0.08771668669846694,0.21281568320104105,0.25119745654958103,0.03378381420376561,0.20181257240346742
14,0.06856396920758384,0.1786898632752197,0.05242274288039411,0.223645722168619,0.18691961357778414,0.006626130168164046,0.06856396920758384
15,0.15786436724612668,0.19261342481467095,0.15166970811116198,0.06293949071651692,0.3043307813751114,0.21609467103540989,0.15786436724612668
16,0.16784842877240302,0.18681844351032673,0.05960613920081648,0.011683120718296441,0.14072623594167277,0.20276584546962081,0.16784842877240302
17,0.27085226636541737,0.2171192241996698,0.11822320977397163,0.10202957753158319,0.19261273325298317,0.33260603538934286,0.27085226636541737
18,0.18798307854429866,0.044363423577317325,0.07979764008177227,0.04549947594379882,0.14819640014773558,0.04207180124059761,0.18798307854429866
19,0.12381476594684135,0.05869796012193661,0.3047018718915831,0.029989538909756766,0.09657415612865061,0.10162610742333418,0.12381476594684135
20,0.15204132711763085,0.2073667348385329,0.2589212213787507,0.10352885497307959,0.15379942048963569,0.08008914078074053,0.15204132711763085
21,0.1940520011910661,0.07638381001375293,0.2574898736867008,0.010439623298001414,0.04011282284094113,0.10614421630185891,0.1940520011910661
22,0.08623579709521911,0.11496049333695761,0.27032348925676,0.005907734418651123,0.03196556851049003,0.04206251418150988,0.08623579709521911
23,0.14710604019491938,0.23289097031259817,0.20824972417453866,0.016524105270498128,0.3135328840935894,0.10984472519067029,0.14710604019491938
24,0.03181742206153754,0.14965947685471165,0.05713213672929601,0.28155084114900264,0.29330148983688353,0.011158619732412944,0.03181742206153754
25,0.16295442926407022,0.1716032052594769,0.02931625842409516,0.15724208128471387,0.19310399086289348,0.027380060509927306,0.16295442926407022
26,0.11133760589430122,0.176796096418348,0.03875667575410108,0.18400485982635392,0.23442581672727075,0.0028295012312713475,0.11133760589430122
27,0.11903504016193131,0.06881091461724745,0.04187574676035502,0.007596637107278294,0.30358778070280923,0.008212834911481018,0.11903504016193131
28,0.19858051652456885,0.2313059181124645,0.0642760904426995,0.015259540095194611,0.20357361506617255,0.20089590386649808,0.19858051652456885
29,0.17498752613549343,0.19820436224012736,0.028376445399584532,0.10131237959620625,0.23143570928636448,0.3665763710234686,0.17498752613549343
30,0.10107356262041978,0.07836467902287543,0.11457866502121006,0.0009607400667622148,0.17147505004549413,0.05933472196609874,0.10107356262041978
31,0.020430777830186285,0.10523964160274459,0.20836982393341483,0.03772515554949295,0.14461137636710816,0.010419124574528475,0.020430777830186285
