Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,18PG,DOPE,DSPC,DOTAP,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_ARPE19
404,DOTAP,1,0,12.515,0,4,2,0,0,0,1,133.6333333,0.194,15.33333333,8,0.199600798,60,9.090909091,4.736
405,DOTAP,1,0,12.515,0,4,2,0,0,0,1,139.3666667,0.264333333,20.86666667,12,0.199600798,60,9.090909091,4.754
406,DOTAP,1,0,12.515,0,4,2,0,0,0,1,138.7666667,0.140333333,15.56666667,4,0.199600798,80,9.090909091,5.011
407,DOTAP,1,0,12.515,0,4,2,0,0,0,1,143.8333333,0.207,18.4,8,0.199600798,80,9.090909091,4.745
408,DOTAP,1,0,12.515,0,4,2,0,0,0,1,581.7333333,0.704333333,-31.76666667,12,0.199600798,80,9.090909091,3.892
409,DOTAP,1,0,12.515,0,4,2,0,0,0,1,137.3,0.147333333,19.9,4,0.199600798,20,50.0,5.911
410,DOTAP,1,0,12.515,0,4,2,0,0,0,1,899.4,0.383333333,16.3,8,0.199600798,20,50.0,4.635
411,DOTAP,1,0,12.515,0,4,2,0,0,0,1,158.2333333,0.258666667,12.23333333,12,0.199600798,20,50.0,3.584
412,DOTAP,1,0,12.515,0,4,2,0,0,0,1,214.0333333,0.282,5.41,4,0.199600798,40,50.0,5.9
413,DOTAP,1,0,12.515,0,4,2,0,0,0,1,173.5,0.248333333,22.13333333,8,0.199600798,40,50.0,6.671
414,DOTAP,1,0,12.515,0,4,2,0,0,0,1,217.2,0.522333333,24.76666667,12,0.199600798,40,50.0,4.159
415,DOTAP,1,0,12.515,0,4,2,0,0,0,1,218.4,0.214,22.4,4,0.199600798,60,50.0,5.82
416,DOTAP,1,0,12.515,0,4,2,0,0,0,1,152.1333333,0.246333333,23.5,8,0.199600798,60,50.0,6.094
417,DOTAP,1,0,12.515,0,4,2,0,0,0,1,101.8666667,0.231333333,21.46666667,12,0.199600798,60,50.0,5.656
418,DOTAP,1,0,12.515,0,4,2,0,0,0,1,200.6,0.364,12.93333333,4,0.199600798,80,50.0,5.124
419,DOTAP,1,0,12.515,0,4,2,0,0,0,1,133.7333333,0.264333333,31.5,8,0.199600798,80,50.0,6.18
420,DOTAP,1,0,12.515,0,4,2,0,0,0,1,223.2,0.314333333,-16.6,12,0.199600798,80,50.0,5.529
421,DOTAP,1,0,12.515,0,4,2,0,0,0,1,265.1,0.339333333,-27.6,4,0.99009901,20,0.497512438,6.282
422,DOTAP,1,0,12.515,0,4,2,0,0,0,1,576.1666667,0.390666667,-2.563333333,8,0.99009901,20,0.497512438,4.745
423,DOTAP,1,0,12.515,0,4,2,0,0,0,1,453.7333333,0.368333333,1.926666667,12,0.99009901,20,0.497512438,2.197
424,DOTAP,1,0,12.515,0,4,2,0,0,0,1,157.1,0.253333333,-3.873333333,4,0.99009901,40,0.497512438,1.5
425,DOTAP,1,0,12.515,0,4,2,0,0,0,1,161.9333333,0.634666667,-3.35,8,0.99009901,40,0.497512438,7.043
426,DOTAP,1,0,12.515,0,4,2,0,0,0,1,154.0333333,0.321666667,-2.93,12,0.99009901,40,0.497512438,7.156
427,DOTAP,1,0,12.515,0,4,2,0,0,0,1,187.9,0.252666667,-3.706666667,4,0.99009901,60,0.497512438,3.178
428,DOTAP,1,0,12.515,0,4,2,0,0,0,1,151.0666667,0.26,-1.271,8,0.99009901,60,0.497512438,6.907
429,DOTAP,1,0,12.515,0,4,2,0,0,0,1,165.1666667,0.227,4.56,12,0.99009901,60,0.497512438,6.494
430,DOTAP,1,0,12.515,0,4,2,0,0,0,1,152.2,0.155,1.253333333,4,0.99009901,80,0.497512438,3.401
431,DOTAP,1,0,12.515,0,4,2,0,0,0,1,143.4666667,0.167666667,4.306666667,8,0.99009901,80,0.497512438,3.332
432,DOTAP,1,0,12.515,0,4,2,0,0,0,1,119.9666667,0.237,3.433333333,12,0.99009901,80,0.497512438,3.738
433,DOTAP,1,0,12.515,0,4,2,0,0,0,1,269.6333333,0.338666667,-30.33333333,4,0.99009901,20,0.99009901,6.335
434,DOTAP,1,0,12.515,0,4,2,0,0,0,1,115.6666667,0.283333333,3.27,8,0.99009901,20,0.99009901,5.215
435,DOTAP,1,0,12.515,0,4,2,0,0,0,1,388.5666667,0.348666667,-0.77,12,0.99009901,20,0.99009901,2.708
436,DOTAP,1,0,12.515,0,4,2,0,0,0,1,176.5,0.311333333,-3.76,4,0.99009901,40,0.99009901,3.258
437,DOTAP,1,0,12.515,0,4,2,0,0,0,1,214.0333333,0.314666667,-3.076666667,8,0.99009901,40,0.99009901,6.652
438,DOTAP,1,0,12.515,0,4,2,0,0,0,1,199.2,0.431,-2.876666667,12,0.99009901,40,0.99009901,6.428
439,DOTAP,1,0,12.515,0,4,2,0,0,0,1,182.5333333,0.252,-2.633333333,4,0.99009901,60,0.99009901,4.99
440,DOTAP,1,0,12.515,0,4,2,0,0,0,1,155.6333333,0.269,-2.463333333,8,0.99009901,60,0.99009901,3.611
441,DOTAP,1,0,12.515,0,4,2,0,0,0,1,181.7,0.266666667,2.173333333,12,0.99009901,60,0.99009901,6.161
442,DOTAP,1,0,12.515,0,4,2,0,0,0,1,175.7,0.143666667,-1.211333333,4,0.99009901,80,0.99009901,3.258
443,DOTAP,1,0,12.515,0,4,2,0,0,0,1,162.9666667,0.154333333,2.933333333,8,0.99009901,80,0.99009901,3.784
444,DOTAP,1,0,12.515,0,4,2,0,0,0,1,128.4666667,0.179,3.573333333,12,0.99009901,80,0.99009901,3.367
445,DOTAP,1,0,12.515,0,4,2,0,0,0,1,298.2666667,0.356666667,-28.56666667,4,0.99009901,20,1.960784314,6.766
446,DOTAP,1,0,12.515,0,4,2,0,0,0,1,139.2,0.262333333,1.826666667,8,0.99009901,20,1.960784314,4.745
447,DOTAP,1,0,12.515,0,4,2,0,0,0,1,307.7,0.539333333,1.6,12,0.99009901,20,1.960784314,2.565
448,DOTAP,1,0,12.515,0,4,2,0,0,0,1,162.2333333,0.378,-3.646666667,4,0.99009901,40,1.960784314,7.419
449,DOTAP,1,0,12.515,0,4,2,0,0,0,1,223.1333333,0.318,-2.73,8,0.99009901,40,1.960784314,7.412
450,DOTAP,1,0,12.515,0,4,2,0,0,0,1,242.6666667,0.782666667,-2.316666667,12,0.99009901,40,1.960784314,6.261
451,DOTAP,1,0,12.515,0,4,2,0,0,0,1,207.0333333,0.238333333,-5.89,4,0.99009901,60,1.960784314,7.476
452,DOTAP,1,0,12.515,0,4,2,0,0,0,1,154.4666667,0.284666667,-0.982333333,8,0.99009901,60,1.960784314,7.001
453,DOTAP,1,0,12.515,0,4,2,0,0,0,1,170.7333333,0.238333333,3.386666667,12,0.99009901,60,1.960784314,6.916
454,DOTAP,1,0,12.515,0,4,2,0,0,0,1,149.4333333,0.106333333,2.24,4,0.99009901,80,1.960784314,3.912
455,DOTAP,1,0,12.515,0,4,2,0,0,0,1,171.1333333,0.235,1.28,8,0.99009901,80,1.960784314,4.22
456,DOTAP,1,0,12.515,0,4,2,0,0,0,1,163.5333333,0.214,2.923333333,12,0.99009901,80,1.960784314,3.296
457,DOTAP,1,0,12.515,0,4,2,0,0,0,1,1760.0,0.536,-30.76666667,4,0.99009901,20,9.090909091,6.485
458,DOTAP,1,0,12.515,0,4,2,0,0,0,1,171.1666667,0.473666667,3.026666667,8,0.99009901,20,9.090909091,3.555
459,DOTAP,1,0,12.515,0,4,2,0,0,0,1,224.7333333,0.667333333,1.253333333,12,0.99009901,20,9.090909091,2.079
460,DOTAP,1,0,12.515,0,4,2,0,0,0,1,166.5666667,0.488666667,-2.246666667,4,0.99009901,40,9.090909091,5.624
461,DOTAP,1,0,12.515,0,4,2,0,0,0,1,146.1333333,0.331,-2.403333333,8,0.99009901,40,9.090909091,5.953
462,DOTAP,1,0,12.515,0,4,2,0,0,0,1,231.5,0.267666667,-2.746666667,12,0.99009901,40,9.090909091,6.859
463,DOTAP,1,0,12.515,0,4,2,0,0,0,1,161.8333333,0.254333333,-1.385333333,4,0.99009901,60,9.090909091,5.193
464,DOTAP,1,0,12.515,0,4,2,0,0,0,1,137.9,0.27,-0.514,8,0.99009901,60,9.090909091,5.204
465,DOTAP,1,0,12.515,0,4,2,0,0,0,1,150.0,0.260666667,2.373333333,12,0.99009901,60,9.090909091,5.352
466,DOTAP,1,0,12.515,0,4,2,0,0,0,1,169.0,0.172333333,-0.684,4,0.99009901,80,9.090909091,2.773
467,DOTAP,1,0,12.515,0,4,2,0,0,0,1,125.6,0.137,2.273333333,8,0.99009901,80,9.090909091,5.22
468,DOTAP,1,0,12.515,0,4,2,0,0,0,1,136.8666667,0.203,4.91,12,0.99009901,80,9.090909091,2.708
469,DOTAP,1,0,12.515,0,4,2,0,0,0,1,322.6333333,0.253,-28.23333333,4,0.99009901,20,50.0,6.39
470,DOTAP,1,0,12.515,0,4,2,0,0,0,1,130.5333333,0.249666667,4.226666667,8,0.99009901,20,50.0,4.691
471,DOTAP,1,0,12.515,0,4,2,0,0,0,1,401.8333333,0.549333333,6.786666667,12,0.99009901,20,50.0,2.303
472,DOTAP,1,0,12.515,0,4,2,0,0,0,1,161.9,0.303,-3.153333333,4,0.99009901,40,50.0,7.224
473,DOTAP,1,0,12.515,0,4,2,0,0,0,1,345.8666667,0.653,-1.426666667,8,0.99009901,40,50.0,5.737
474,DOTAP,1,0,12.515,0,4,2,0,0,0,1,354.4666667,0.356333333,-1.543333333,12,0.99009901,40,50.0,5.991
475,DOTAP,1,0,12.515,0,4,2,0,0,0,1,202.1,0.265333333,-2.55,4,0.99009901,60,50.0,6.718
476,DOTAP,1,0,12.515,0,4,2,0,0,0,1,139.7,0.281666667,0.63,8,0.99009901,60,50.0,5.313
477,DOTAP,1,0,12.515,0,4,2,0,0,0,1,122.8,0.189333333,6.336666667,12,0.99009901,60,50.0,5.468
478,DOTAP,1,0,12.515,0,4,2,0,0,0,1,152.7666667,0.206666667,6.34,4,0.99009901,80,50.0,5.883
479,DOTAP,1,0,12.515,0,4,2,0,0,0,1,134.0,0.192,12.86666667,8,0.99009901,80,50.0,2.639
480,DOTAP,1,0,12.515,0,4,2,0,0,0,1,194.4666667,0.301666667,6.843333333,12,0.99009901,80,50.0,3.664
481,DOTAP,1,0,12.515,0,4,2,0,0,0,1,183.1333333,0.629333333,-2.183333333,4,9.090909091,20,0.497512438,2.708
482,DOTAP,1,0,12.515,0,4,2,0,0,0,1,151.5333333,0.402,-2.966666667,8,9.090909091,20,0.497512438,2.197
483,DOTAP,1,0,12.515,0,4,2,0,0,0,1,766.5666667,0.907333333,-2.463333333,12,9.090909091,20,0.497512438,2.639
484,DOTAP,1,0,12.515,0,4,2,0,0,0,1,99.71,0.181666667,-1.186666667,4,9.090909091,40,0.497512438,2.639
485,DOTAP,1,0,12.515,0,4,2,0,0,0,1,247.2666667,0.368666667,-3.813333333,8,9.090909091,40,0.497512438,2.398
486,DOTAP,1,0,12.515,0,4,2,0,0,0,1,400.6,0.535333333,-5.33,12,9.090909091,40,0.497512438,2.833
487,DOTAP,1,0,12.515,0,4,2,0,0,0,1,1350.666667,0.896,-20.13333333,4,9.090909091,60,0.497512438,2.398
488,DOTAP,1,0,12.515,0,4,2,0,0,0,1,297.0,0.258333333,-9.57,8,9.090909091,60,0.497512438,2.303
489,DOTAP,1,0,12.515,0,4,2,0,0,0,1,134.1333333,0.257,-1.092,12,9.090909091,60,0.497512438,1.792
490,DOTAP,1,0,12.515,0,4,2,0,0,0,1,165.4666667,0.175,-1.492333333,4,9.090909091,80,0.497512438,1.609
491,DOTAP,1,0,12.515,0,4,2,0,0,0,1,110.9666667,0.174666667,-1.123,8,9.090909091,80,0.497512438,1.609
492,DOTAP,1,0,12.515,0,4,2,0,0,0,1,128.5333333,0.182,-0.810666667,12,9.090909091,80,0.497512438,2.303
493,DOTAP,1,0,12.515,0,4,2,0,0,0,1,176.3333333,0.631666667,-1.883333333,4,9.090909091,20,0.99009901,3.219
494,DOTAP,1,0,12.515,0,4,2,0,0,0,1,176.6666667,0.532666667,-1.316666667,8,9.090909091,20,0.99009901,2.303
495,DOTAP,1,0,12.515,0,4,2,0,0,0,1,495.4333333,0.636333333,-2.92,12,9.090909091,20,0.99009901,2.398
496,DOTAP,1,0,12.515,0,4,2,0,0,0,1,116.2666667,0.275666667,-1.833333333,4,9.090909091,40,0.99009901,2.639
497,DOTAP,1,0,12.515,0,4,2,0,0,0,1,285.1333333,0.367666667,-6.416666667,8,9.090909091,40,0.99009901,2.303
498,DOTAP,1,0,12.515,0,4,2,0,0,0,1,432.9,0.635333333,-4.216666667,12,9.090909091,40,0.99009901,2.197
499,DOTAP,1,0,12.515,0,4,2,0,0,0,1,141.4,0.175333333,-20.63333333,4,9.090909091,60,0.99009901,1.946
500,DOTAP,1,0,12.515,0,4,2,0,0,0,1,293.6333333,0.427333333,-9.726666667,8,9.090909091,60,0.99009901,1.5
501,DOTAP,1,0,12.515,0,4,2,0,0,0,1,162.9333333,0.248333333,-1.077,12,9.090909091,60,0.99009901,1.792
502,DOTAP,1,0,12.515,0,4,2,0,0,0,1,170.3,0.095333333,-2.533333333,4,9.090909091,80,0.99009901,2.079
503,DOTAP,1,0,12.515,0,4,2,0,0,0,1,136.5,0.184666667,-0.168,8,9.090909091,80,0.99009901,1.5
504,DOTAP,1,0,12.515,0,4,2,0,0,0,1,108.9333333,0.175,-0.043,12,9.090909091,80,0.99009901,1.792
505,DOTAP,1,0,12.515,0,4,2,0,0,0,1,145.8666667,0.455333333,-1.640333333,4,9.090909091,20,1.960784314,2.89
506,DOTAP,1,0,12.515,0,4,2,0,0,0,1,241.3666667,0.758666667,-1.149,8,9.090909091,20,1.960784314,2.303
507,DOTAP,1,0,12.515,0,4,2,0,0,0,1,357.8666667,0.772,-2.276666667,12,9.090909091,20,1.960784314,2.639
508,DOTAP,1,0,12.515,0,4,2,0,0,0,1,133.4,0.228666667,-0.863666667,4,9.090909091,40,1.960784314,1.792
509,DOTAP,1,0,12.515,0,4,2,0,0,0,1,282.5,0.323,-7.106666667,8,9.090909091,40,1.960784314,2.398
510,DOTAP,1,0,12.515,0,4,2,0,0,0,1,462.7,0.739666667,-2.183333333,12,9.090909091,40,1.960784314,2.708
511,DOTAP,1,0,12.515,0,4,2,0,0,0,1,116.7666667,0.118,-22.2,4,9.090909091,60,1.960784314,2.485
512,DOTAP,1,0,12.515,0,4,2,0,0,0,1,296.5666667,0.253,-14.66666667,8,9.090909091,60,1.960784314,2.303
513,DOTAP,1,0,12.515,0,4,2,0,0,0,1,138.1666667,0.219666667,-1.203333333,12,9.090909091,60,1.960784314,2.485
514,DOTAP,1,0,12.515,0,4,2,0,0,0,1,159.1333333,0.153,-2.56,4,9.090909091,80,1.960784314,3.332
515,DOTAP,1,0,12.515,0,4,2,0,0,0,1,117.1333333,0.218666667,-0.0463,8,9.090909091,80,1.960784314,1.5
516,DOTAP,1,0,12.515,0,4,2,0,0,0,1,118.5666667,0.198666667,-0.131666667,12,9.090909091,80,1.960784314,2.708
517,DOTAP,1,0,12.515,0,4,2,0,0,0,1,122.3666667,0.275666667,-1.79,4,9.090909091,20,9.090909091,3.401
518,DOTAP,1,0,12.515,0,4,2,0,0,0,1,411.6333333,1.0,-3.726666667,8,9.090909091,20,9.090909091,2.833
519,DOTAP,1,0,12.515,0,4,2,0,0,0,1,199.2,0.498,-1.776666667,12,9.090909091,20,9.090909091,2.565
520,DOTAP,1,0,12.515,0,4,2,0,0,0,1,119.1333333,0.235666667,-0.88,4,9.090909091,40,9.090909091,3.135
521,DOTAP,1,0,12.515,0,4,2,0,0,0,1,393.5333333,0.312,-13.16666667,8,9.090909091,40,9.090909091,3.584
522,DOTAP,1,0,12.515,0,4,2,0,0,0,1,474.5,0.771333333,-6.36,12,9.090909091,40,9.090909091,4.043
523,DOTAP,1,0,12.515,0,4,2,0,0,0,1,171.8333333,0.23,-19.56666667,4,9.090909091,60,9.090909091,2.303
524,DOTAP,1,0,12.515,0,4,2,0,0,0,1,309.2,0.357333333,-9.383333333,8,9.090909091,60,9.090909091,2.485
525,DOTAP,1,0,12.515,0,4,2,0,0,0,1,135.1,0.243666667,-1.427,12,9.090909091,60,9.090909091,2.833
526,DOTAP,1,0,12.515,0,4,2,0,0,0,1,178.8,0.187666667,-2.843333333,4,9.090909091,80,9.090909091,1.609
527,DOTAP,1,0,12.515,0,4,2,0,0,0,1,114.0333333,0.199666667,0.044333333,8,9.090909091,80,9.090909091,2.197
528,DOTAP,1,0,12.515,0,4,2,0,0,0,1,99.51,0.233666667,-0.3501,12,9.090909091,80,9.090909091,2.485
529,DOTAP,1,0,12.515,0,4,2,0,0,0,1,142.0666667,0.393,-2.13,4,9.090909091,20,50.0,6.353
530,DOTAP,1,0,12.515,0,4,2,0,0,0,1,155.0333333,0.426,-0.929,8,9.090909091,20,50.0,3.401
531,DOTAP,1,0,12.515,0,4,2,0,0,0,1,123.6666667,0.345,-0.883333333,12,9.090909091,20,50.0,4.06
532,DOTAP,1,0,12.515,0,4,2,0,0,0,1,108.2666667,0.213333333,-1.0292,4,9.090909091,40,50.0,2.996
533,DOTAP,1,0,12.515,0,4,2,0,0,0,1,247.7,0.358333333,-6.423333333,8,9.090909091,40,50.0,6.738
534,DOTAP,1,0,12.515,0,4,2,0,0,0,1,772.0333333,0.821333333,-11.56666667,12,9.090909091,40,50.0,4.443
535,DOTAP,1,0,12.515,0,4,2,0,0,0,1,182.6,0.103666667,-20.7,4,9.090909091,60,50.0,2.197
536,DOTAP,1,0,12.515,0,4,2,0,0,0,1,397.4666667,0.533,-4.423333333,8,9.090909091,60,50.0,4.369
537,DOTAP,1,0,12.515,0,4,2,0,0,0,1,117.0333333,0.272333333,-1.237,12,9.090909091,60,50.0,3.434
538,DOTAP,1,0,12.515,0,4,2,0,0,0,1,137.2333333,0.148333333,-0.065666667,4,9.090909091,80,50.0,2.197
539,DOTAP,1,0,12.515,0,4,2,0,0,0,1,104.4666667,0.211,2.526666667,8,9.090909091,80,50.0,6.001
540,DOTAP,1,0,12.515,0,4,2,0,0,0,1,99.66666667,0.235333333,1.341666667,12,9.090909091,80,50.0,5.756
541,DSPC,1,1,6.12,0,8,0,0,0,1,0,445.6,0.224,-20.0,4,0.199600798,20,0.497512438,6.858
542,DSPC,1,1,6.12,0,8,0,0,0,1,0,388.5666667,0.160666667,-2.833333333,8,0.199600798,20,0.497512438,6.293
543,DSPC,1,1,6.12,0,8,0,0,0,1,0,168.4666667,0.232333333,-0.537666667,12,0.199600798,20,0.497512438,5.971
544,DSPC,1,1,6.12,0,8,0,0,0,1,0,206.4666667,0.204666667,-0.144176667,4,0.199600798,40,0.497512438,3.85
545,DSPC,1,1,6.12,0,8,0,0,0,1,0,266.9333333,0.448,-1.186333333,8,0.199600798,40,0.497512438,5.861
546,DSPC,1,1,6.12,0,8,0,0,0,1,0,295.5333333,0.357,-1.356666667,12,0.199600798,40,0.497512438,6.373
547,DSPC,1,1,6.12,0,8,0,0,0,1,0,213.1,0.208333333,-2.03,4,0.199600798,60,0.497512438,3.466
548,DSPC,1,1,6.12,0,8,0,0,0,1,0,226.5333333,0.251333333,0.105433333,8,0.199600798,60,0.497512438,3.045
549,DSPC,1,1,6.12,0,8,0,0,0,1,0,191.9333333,0.201333333,0.3688,12,0.199600798,60,0.497512438,3.912
550,DSPC,1,1,6.12,0,8,0,0,0,1,0,204.2,0.222333333,-2.123333333,4,0.199600798,80,0.497512438,2.565
551,DSPC,1,1,6.12,0,8,0,0,0,1,0,153.2,0.214666667,1.007666667,8,0.199600798,80,0.497512438,1.946
552,DSPC,1,1,6.12,0,8,0,0,0,1,0,145.8666667,0.251,-0.358366667,12,0.199600798,80,0.497512438,2.565
553,DSPC,1,1,6.12,0,8,0,0,0,1,0,380.3333333,0.369666667,-7.156666667,4,0.199600798,20,0.99009901,4.691
554,DSPC,1,1,6.12,0,8,0,0,0,1,0,300.7,0.191666667,-7.346666667,8,0.199600798,20,0.99009901,4.905
555,DSPC,1,1,6.12,0,8,0,0,0,1,0,323.3666667,0.139333333,-1.173666667,12,0.199600798,20,0.99009901,3.912
556,DSPC,1,1,6.12,0,8,0,0,0,1,0,197.5333333,0.27,-0.223666667,4,0.199600798,40,0.99009901,2.398
557,DSPC,1,1,6.12,0,8,0,0,0,1,0,266.7,0.469333333,-1.3988,8,0.199600798,40,0.99009901,4.205
558,DSPC,1,1,6.12,0,8,0,0,0,1,0,260.9333333,0.451,-1.876666667,12,0.199600798,40,0.99009901,4.522
559,DSPC,1,1,6.12,0,8,0,0,0,1,0,236.7333333,0.212,1.45,4,0.199600798,60,0.99009901,2.485
560,DSPC,1,1,6.12,0,8,0,0,0,1,0,169.5666667,0.271,2.546666667,8,0.199600798,60,0.99009901,2.398
561,DSPC,1,1,6.12,0,8,0,0,0,1,0,227.0666667,0.248666667,2.25,12,0.199600798,60,0.99009901,3.296
562,DSPC,1,1,6.12,0,8,0,0,0,1,0,198.8,0.230666667,-5.656666667,4,0.199600798,80,0.99009901,1.792
563,DSPC,1,1,6.12,0,8,0,0,0,1,0,148.5333333,0.221333333,-0.2858,8,0.199600798,80,0.99009901,2.079
564,DSPC,1,1,6.12,0,8,0,0,0,1,0,134.8333333,0.301666667,3.186666667,12,0.199600798,80,0.99009901,1.946
565,DSPC,1,1,6.12,0,8,0,0,0,1,0,160.3666667,0.219333333,3.713333333,4,0.199600798,20,1.960784314,5.717
566,DSPC,1,1,6.12,0,8,0,0,0,1,0,394.7333333,0.162333333,-4.73,8,0.199600798,20,1.960784314,6.026
567,DSPC,1,1,6.12,0,8,0,0,0,1,0,294.7666667,0.212333333,-2.64,12,0.199600798,20,1.960784314,5.142
568,DSPC,1,1,6.12,0,8,0,0,0,1,0,174.7,0.195333333,1.836666667,4,0.199600798,40,1.960784314,4.111
569,DSPC,1,1,6.12,0,8,0,0,0,1,0,308.0666667,0.109,5.443333333,8,0.199600798,40,1.960784314,4.663
570,DSPC,1,1,6.12,0,8,0,0,0,1,0,458.9333333,0.305333333,-1.491333333,12,0.199600798,40,1.960784314,5.268
571,DSPC,1,1,6.12,0,8,0,0,0,1,0,191.4333333,0.245666667,-1.055666667,4,0.199600798,60,1.960784314,3.296
572,DSPC,1,1,6.12,0,8,0,0,0,1,0,201.9333333,0.207333333,4.203333333,8,0.199600798,60,1.960784314,2.639
573,DSPC,1,1,6.12,0,8,0,0,0,1,0,211.8333333,0.225,0.894,12,0.199600798,60,1.960784314,3.367
574,DSPC,1,1,6.12,0,8,0,0,0,1,0,190.4333333,0.222666667,-0.884,4,0.199600798,80,1.960784314,1.609
575,DSPC,1,1,6.12,0,8,0,0,0,1,0,190.6333333,0.218,-0.851,8,0.199600798,80,1.960784314,1.5
576,DSPC,1,1,6.12,0,8,0,0,0,1,0,128.8,0.305666667,2.053333333,12,0.199600798,80,1.960784314,2.079
577,DSPC,1,1,6.12,0,8,0,0,0,1,0,595.8333333,0.223,-15.63333333,4,0.199600798,20,9.090909091,6.064
578,DSPC,1,1,6.12,0,8,0,0,0,1,0,377.5666667,0.193666667,-3.236666667,8,0.199600798,20,9.090909091,5.981
579,DSPC,1,1,6.12,0,8,0,0,0,1,0,288.2333333,0.216666667,-2.386666667,12,0.199600798,20,9.090909091,3.526
580,DSPC,1,1,6.12,0,8,0,0,0,1,0,217.5333333,0.217,-1.123333333,4,0.199600798,40,9.090909091,3.219
581,DSPC,1,1,6.12,0,8,0,0,0,1,0,218.9666667,0.235,0.326666667,8,0.199600798,40,9.090909091,3.611
582,DSPC,1,1,6.12,0,8,0,0,0,1,0,316.5666667,0.160666667,6.206666667,12,0.199600798,40,9.090909091,2.639
583,DSPC,1,1,6.12,0,8,0,0,0,1,0,273.8,0.336,-2.076666667,4,0.199600798,60,9.090909091,3.178
584,DSPC,1,1,6.12,0,8,0,0,0,1,0,146.0,0.277666667,1.556666667,8,0.199600798,60,9.090909091,3.738
585,DSPC,1,1,6.12,0,8,0,0,0,1,0,181.1666667,0.254,-0.4172,12,0.199600798,60,9.090909091,3.555
586,DSPC,1,1,6.12,0,8,0,0,0,1,0,275.1,0.284,-2.526666667,4,0.199600798,80,9.090909091,3.584
587,DSPC,1,1,6.12,0,8,0,0,0,1,0,160.8666667,0.203666667,-0.499666667,8,0.199600798,80,9.090909091,1.5
588,DSPC,1,1,6.12,0,8,0,0,0,1,0,155.4,0.298333333,-0.839666667,12,0.199600798,80,9.090909091,3.219
589,DSPC,1,1,6.12,0,8,0,0,0,1,0,720.4,0.440666667,-2.03,4,0.199600798,20,50.0,5.659
590,DSPC,1,1,6.12,0,8,0,0,0,1,0,474.8333333,0.644333333,-1.383333333,8,0.199600798,20,50.0,4.727
591,DSPC,1,1,6.12,0,8,0,0,0,1,0,343.4,0.394333333,0.513666667,12,0.199600798,20,50.0,3.091
592,DSPC,1,1,6.12,0,8,0,0,0,1,0,221.6333333,0.178333333,0.588,4,0.199600798,40,50.0,2.565
593,DSPC,1,1,6.12,0,8,0,0,0,1,0,288.5,0.270666667,1.082333333,8,0.199600798,40,50.0,3.689
594,DSPC,1,1,6.12,0,8,0,0,0,1,0,253.8,0.277666667,1.406666667,12,0.199600798,40,50.0,3.664
595,DSPC,1,1,6.12,0,8,0,0,0,1,0,289.6666667,0.285,0.446333333,4,0.199600798,60,50.0,3.466
596,DSPC,1,1,6.12,0,8,0,0,0,1,0,132.6,0.250333333,5.146666667,8,0.199600798,60,50.0,3.367
597,DSPC,1,1,6.12,0,8,0,0,0,1,0,241.5333333,0.276666667,2.226666667,12,0.199600798,60,50.0,4.331
598,DSPC,1,1,6.12,0,8,0,0,0,1,0,269.8333333,0.182,-8.26,4,0.199600798,80,50.0,2.197
599,DSPC,1,1,6.12,0,8,0,0,0,1,0,210.1666667,0.217,-1.306,8,0.199600798,80,50.0,1.946
600,DSPC,1,1,6.12,0,8,0,0,0,1,0,200.7333333,0.231,1.663666667,12,0.199600798,80,50.0,3.584
601,DSPC,1,1,6.12,0,8,0,0,0,1,0,665.4,0.428666667,-4.956666667,4,0.99009901,20,0.497512438,5.159
602,DSPC,1,1,6.12,0,8,0,0,0,1,0,461.8666667,0.204666667,-3.503333333,8,0.99009901,20,0.497512438,5.011
603,DSPC,1,1,6.12,0,8,0,0,0,1,0,426.1,0.213666667,-2.953333333,12,0.99009901,20,0.497512438,3.219
604,DSPC,1,1,6.12,0,8,0,0,0,1,0,278.2,0.298333333,-3.166666667,4,0.99009901,40,0.497512438,4.691
605,DSPC,1,1,6.12,0,8,0,0,0,1,0,185.7333333,0.289333333,2.283333333,8,0.99009901,40,0.497512438,4.787
606,DSPC,1,1,6.12,0,8,0,0,0,1,0,244.9,0.259,2.306666667,12,0.99009901,40,0.497512438,4.443
607,DSPC,1,1,6.12,0,8,0,0,0,1,0,217.0666667,0.225333333,-1.85,4,0.99009901,60,0.497512438,2.303
608,DSPC,1,1,6.12,0,8,0,0,0,1,0,222.0666667,0.144666667,0.132760333,8,0.99009901,60,0.497512438,2.197
609,DSPC,1,1,6.12,0,8,0,0,0,1,0,187.0666667,0.212333333,-0.077333333,12,0.99009901,60,0.497512438,3.466
610,DSPC,1,1,6.12,0,8,0,0,0,1,0,186.3666667,0.218,-4.35,4,0.99009901,80,0.497512438,2.89
611,DSPC,1,1,6.12,0,8,0,0,0,1,0,208.6666667,0.198333333,-1.425333333,8,0.99009901,80,0.497512438,2.079
612,DSPC,1,1,6.12,0,8,0,0,0,1,0,200.6333333,0.218,-0.192333333,12,0.99009901,80,0.497512438,1.5
613,DSPC,1,1,6.12,0,8,0,0,0,1,0,411.7333333,0.436333333,-4.316666667,4,0.99009901,20,0.99009901,3.434
