,LGBM,XGB,RF,DT,kNN,MLR,PLS,lasso
0,0.10168040438175459,0.015488759614527225,0.0006103157121879589,0.0038342307064773984,0.020226167341387616,0.11097873077954856,0.10871786015954639,0.036858582396266173
1,0.02051962692935013,0.03478829935193062,0.030935977063569747,0.13574808288464676,0.08137327748413573,0.16041893071362404,0.15989070733255994,0.08707478790841268
2,0.1083070542074705,0.012617889791727066,0.02664410778383794,0.019375101974220904,0.22571085004460661,0.26474256801924617,0.26309525080510915,0.027865346926588458
3,0.006232201448309687,0.011501858942210674,0.0,0.0004262657499521868,0.0,0.05610092159682468,0.054381835182677654,0.08714895321583699
4,0.007173847740225145,0.0011097509413957596,0.00026028919889052056,0.0004262657499521868,0.053856110949791085,0.02091589097242369,0.015211472848685806,0.08732352633260385
5,0.0015303525365568922,0.010504694655537605,0.01589196207627284,0.0004262657499521868,0.014856712400596819,0.027027225441066276,0.03404099881531711,0.08639909470339964
6,0.0014913179561717289,0.0060910312458872795,8.073299069995115e-05,0.0004262657499521868,0.0,0.010340686256717102,0.005122263105516459,0.11834084272448357
7,0.007738927989816324,0.0027324091643095016,0.005159479669253898,0.0004262657499521868,0.046458156220575926,0.015092740431213244,0.022318318242255733,0.12203746635448025
8,0.0014670595135568313,0.0002106612519128248,0.001467918910099527,0.0011013215859030812,0.0,0.03221598813723036,0.0387224266159398,0.17302177022433501
9,0.009711709147327177,0.006861689500510693,0.015504683166095611,0.0003839856870390066,0.05168393964197299,0.06565404395930906,0.07633537521291558,0.13819458600274326
10,0.017348004874896236,0.050775423645973206,0.06280621256089315,0.0003839856870390066,0.05419900575679448,0.029130755392909102,0.037787722936087106,0.13647707397593412
11,0.009106129802616523,0.007427602540701628,0.004382953989231521,0.0004262657499521868,0.0,0.03444508995306785,0.04832830826341754,0.13669409820567813
12,0.01929961682293271,0.026310501620173454,0.018306667074563555,0.0011013215859030812,0.06537958919553392,0.06455283005760303,0.06444191900520406,0.1574590679506219
13,0.020559812188164578,0.012403229251503944,0.0022469407733724913,0.0011013215859030812,0.0,0.06558899333656655,0.06402423298840114,0.16123620929580687
14,0.01162195830208826,0.0001895572495413944,0.0,0.0003839856870390066,0.0,0.0492824895437826,0.04513087995328664,0.156654065356732
15,0.0014443420388634528,0.011623005382716656,6.01138032305433e-05,0.0003839856870390066,0.08831659650105982,0.048649788207173396,0.03442248604277688,0.18444592754161018
16,0.001387017663487115,0.0036537684500217438,5.445423396965243e-05,0.0004262657499521868,0.04216168560338604,0.07005384340832552,0.06686380411562652,0.2034346048695374
17,0.0010083682447274906,0.01614498719573021,0.0019046693995757866,0.0004262657499521868,0.0,0.003017523377138149,0.0073780132622860845,0.18014655586243689
18,0.0023527672463777394,0.0024908483028411865,0.007815844754446069,0.0004262657499521868,0.14838269015935202,0.038621470172204124,0.03263304584714993,0.09276849290898836
19,0.005455261248177259,0.008464519865810871,0.009257966371815488,0.0004262657499521868,0.26811434517869814,0.007612074640243734,0.0022989520078282727,0.09963459873043812
20,0.02411988920525088,0.02088051661849022,5.4709169521944795e-05,0.005115026921194321,0.3432180687421694,0.021247704234315302,0.02915249513342645,0.10996789282064684
21,0.01927575514444642,0.0033009066246449947,0.0029682860172948284,0.0004262657499521868,0.0,0.03871886115422327,0.04833683037607571,0.11535263719891456
22,0.004675059978253672,0.005463834386318922,0.0,0.0004262657499521868,0.0,0.020421254859139638,0.031174847979054898,0.13305098309639826
23,0.03086919665196787,0.005832755472511053,0.0012379058573992485,0.005115026921194321,0.0,0.002404974766317465,0.01587303636120027,0.1237988054610562
24,0.020903197444717848,0.014247925952076912,6.959740577581995e-06,0.0003839856870390066,0.16325832202785331,0.008848113851597911,0.014344556748773232,0.1252212222058974
25,0.0008032977778131419,0.0035091331228613853,6.959740577581995e-06,0.0004262657499521868,0.0,0.0060136205264265,0.017762460256109974,0.14663602689619468
26,0.00019066292693927623,0.012448417954146862,0.001208394517865883,0.0004262657499521868,0.0,0.049580691115535765,0.02759982079273131,0.13265048075002725
27,0.0045241894980916075,0.005775026977062225,0.0,0.0021781693587860974,0.04233989658575202,0.08977343063000806,0.0917297218250815,0.05453503875017472
28,4.283200872972001e-05,0.03679734095931053,0.03614311754131414,0.0021781693587860974,0.0,0.09069476638237983,0.09031692166258475,0.05246003603823584
29,0.0035589597642370725,0.041618794202804565,0.03158535606484397,0.0004262657499521868,0.16543494730631478,0.05526786966008418,0.049740609316996434,0.05555455965712501
30,0.007482105889258786,0.020952429622411728,0.0311602251736475,0.0004262657499521868,0.2035894651307278,0.00256564902767188,0.02965112792024857,0.08975511576309017
31,0.0006135884307304185,0.018931198865175247,0.011934298009463211,0.0011013215859030812,0.0,0.04385619036059035,0.04127617546817568,0.13042232038077095
32,0.01691457348066947,0.020746542140841484,0.024094914691280347,0.0003839856870390066,0.0,0.028243661781009267,0.02026091427590483,0.10175921318192387
33,0.0056984110159003275,0.05928041413426399,0.06860397291564692,0.0004262657499521868,0.0,0.02007375217162026,0.017925338434720536,0.10402308797945883
34,0.001121629256065035,0.040926240384578705,0.05689602890532131,0.0011013215859030812,0.2267436085163913,0.03785128228309765,0.06932624451884317,0.1319024836646844
35,0.040517918627144,0.005513469222933054,0.01746353620376197,0.0004262657499521868,0.13991734224739522,0.0029054235061667564,0.0016621436013017493,0.1187672699212664
36,0.004623326427730825,0.013627959415316582,0.02453141315875346,0.0003839856870390066,0.0,0.014747251166298162,0.021732669985910683,0.11841775446243123
37,0.004637050417853505,0.0461898148059845,0.06927907212199615,0.0004262657499521868,0.0,0.013014897835588264,0.02487221191059541,0.11950362995550115
38,0.0589803491724656,0.00329531291413121,0.013220005739691829,0.018918257464512978,0.0,0.0038542479356053466,0.01600517189947831,0.08808135365030051
39,0.00183996877444672,0.057047322392463684,0.07249880107451695,0.013950073421439058,0.0,0.020941070229921154,0.035140099423407636,0.08597633831791389
40,0.010284916886142617,0.03309046553071299,0.023378370248001275,0.000927965410344266,0.0,0.037882068138870496,0.061932043681865535,0.08458628352773936
41,0.0010350389755221872,0.11796195061838166,0.18653554351200272,0.000927965410344266,0.0,0.000658317405088805,0.00846086915528746,0.11894427639734177
42,0.02368659439266631,0.03250209045812047,0.00235119193296502,0.004460908645930669,0.05550823192688807,0.06293837629224183,0.09506181062506454,0.1351708851453861
43,0.027637686927827573,0.013462428003549576,0.025455543245810307,0.013950073421439058,0.03212445418178976,0.07853477697355553,0.10795432081574242,0.13444102408838582
