group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.01,1.0,-0.0907,0.0708,False
DT,MLR,0.0661,0.2027,-0.0146,0.1469,False
DT,PLS,0.0697,0.1498,-0.011,0.1505,False
DT,RF,-0.0071,1.0,-0.0879,0.0736,False
DT,XGB,-0.0086,1.0,-0.0893,0.0722,False
DT,kNN,0.035,0.894,-0.0458,0.1158,False
DT,lasso,0.0866,0.0255,0.0058,0.1674,True
LGBM,MLR,0.0761,0.0818,-0.0047,0.1569,False
LGBM,PLS,0.0797,0.0563,-0.0011,0.1604,False
LGBM,RF,0.0028,1.0,-0.0779,0.0836,False
LGBM,XGB,0.0014,1.0,-0.0794,0.0822,False
LGBM,kNN,0.0449,0.6957,-0.0358,0.1257,False
LGBM,lasso,0.0966,0.007,0.0158,0.1773,True
MLR,PLS,0.0036,1.0,-0.0772,0.0843,False
MLR,RF,-0.0733,0.1082,-0.154,0.0075,False
MLR,XGB,-0.0747,0.0941,-0.1555,0.0061,False
MLR,kNN,-0.0312,0.9406,-0.1119,0.0496,False
MLR,lasso,0.0205,0.9947,-0.0603,0.1012,False
PLS,RF,-0.0768,0.0759,-0.1576,0.0039,False
PLS,XGB,-0.0783,0.0654,-0.159,0.0025,False
PLS,kNN,-0.0347,0.8979,-0.1155,0.046,False
PLS,lasso,0.0169,0.9984,-0.0639,0.0977,False
RF,XGB,-0.0014,1.0,-0.0822,0.0793,False
RF,kNN,0.0421,0.7622,-0.0387,0.1229,False
RF,lasso,0.0937,0.0104,0.013,0.1745,True
XGB,kNN,0.0435,0.7293,-0.0372,0.1243,False
XGB,lasso,0.0952,0.0085,0.0144,0.1759,True
kNN,lasso,0.0516,0.5249,-0.0291,0.1324,False
