,B16,HepG2,PC3,HEK293,N2a,ARPE19
0,0.0575332362986814,0.0034384657927320136,0.03201094188207333,0.28702764521019375,0.024565788883423312,0.02375371717210395
1,0.005356853308267971,0.001297143443305474,0.00389775838452836,0.11650452908963424,0.16607855423711598,0.035210578396632296
2,0.034443619323286365,0.13289634595429545,0.1031077671168936,0.10168969180296358,0.23450847065383817,0.15129773478703226
3,0.05792065907415128,0.0013252972443323267,0.023565199149724568,0.0761038363434895,0.03774635638265145,0.002177890888907741
4,0.08110199497983281,0.0750402262671182,0.10019006589760843,0.12360295368523089,0.11203932989836202,3.4430793917628044e-05
5,0.003226826770370672,0.06401693031944608,0.08592149538456662,0.027196089134548573,0.003707001183810024,0.0511100687583631
6,0.012775886007080274,0.005148267515144619,0.015757644449322313,0.015533052631025335,0.11212649225041055,0.015827739928418967
7,0.05514315071409831,0.04510477766644529,0.011411733595286102,0.059667958864860315,0.015559798293698773,0.04124754446165793
8,0.030420541367989218,0.05390700946577276,0.21419511797644675,0.09397582753428912,0.09889352933555035,0.1373250317784212
9,0.05726390807315475,0.0601088690978303,0.013942113566606313,0.29608807858997105,0.05466400663462645,0.014773926771718293
10,0.03684179892003073,0.007784727336197709,0.016654032901075342,0.057954216786524904,0.0773102775636203,0.2175460462855972
11,0.01750526394386553,0.03513133077360542,0.014700301322651434,0.08164509349489285,0.030442268723121946,0.19606603658071353
12,0.003029136255386206,0.06955428409586645,0.005054397266364807,0.38793121578368783,0.037540476905507714,0.05642733593777166
13,0.09468053166680049,0.013643704615229752,0.023213373369296946,0.023951948455085414,0.039866398671663555,0.09458107724380432
14,0.016715918731970508,0.04434980112896576,4.255546922204981e-05,0.027471150979776343,0.35193455938594226,0.35301334078554614
15,0.03132252447924311,0.07584665577215381,0.035144699015262126,0.0014863946561499697,0.00420125387230838,0.03481138902155819
16,0.0683856730999534,0.008858897464453301,0.05693856217222013,0.09589900069399704,0.009492806331551973,0.05058617678549543
17,0.037255480723446144,0.07401200293749277,0.13660696442399797,0.13471071506390492,0.03589472401637321,0.05118036322062078
18,0.032824048014678864,0.05302279672598372,0.0126545144358103,0.03151800335449395,0.0687075577953028,0.18837671878626755
19,0.04693726130222816,0.06820331634638385,0.00637459943569992,0.15545729554951065,0.05987514872388938,0.0692279130910261
20,0.01771636608249416,0.013286363163396056,0.0006839148720244881,0.09990466498073891,0.039401779771435,0.10116730748981817
21,0.0528062810004514,0.006300846687523768,0.029775050265710704,0.013228900324273929,0.08923145349244022,0.04929914171365091
22,0.017579064312032947,0.07625961664275901,0.026164086470249075,0.17379003782185398,0.028490699381040818,0.10121750869623569
23,0.03511414341322838,0.15447002002884552,0.38943966748363235,0.11058123956571764,0.037977763988477686,0.09230826041572748
24,0.010745396004263608,0.08129435872867236,0.06048436216302831,0.003104700103536806,0.1079127039886707,0.10207723248510764
25,0.009939709017683901,0.011890945221188035,0.022124323008606152,0.1960730924040177,0.001331686572530022,0.07287357417495877
26,0.00789031326142623,0.05815262883112207,0.0011735884740868355,0.04125177657985324,0.09968666124620962,0.05783430617391601
27,0.10144927018603114,0.02934540697739063,0.03546526134003705,0.059121658472076066,0.03457279580661263,0.16629589986655796
28,0.10815692447852651,0.0011291110176311903,0.0003982188448736889,0.011785464616557828,0.022096475720147113,0.1386209568106151
29,0.05743185130983727,0.039024665873296185,0.39038445549230893,0.04515418125990195,0.023818342857587382,0.040051403248464595
30,0.08208568411929708,0.02932424893847775,0.01144285705055001,0.0054849222609968384,0.10941483911218586,0.07091716527935653
31,0.11081710638055026,0.17386588431397526,0.32073068156047596,0.11606932634133971,0.003530895036403081,0.2090395935137226
32,0.053370380304870735,0.055877711568725716,0.03323265404821041,0.1358482915110122,0.0428729841624117,0.14292450025580927
33,0.06021513415004137,0.08710004705467853,0.0009096840130994321,0.01803753951042153,0.049950458147464905,0.21503265676375194
34,0.01090593684019505,0.002533967885056128,0.017324402643685274,0.016723619895275488,0.017275749212936842,0.12920594657221346
35,0.0666139515737215,0.004612611198087107,0.015675560163714037,0.073856680283578,0.06924377102918569,0.13809978771916687
36,0.004228387985773671,0.005418280079158164,0.0075848345141672525,0.041267108381935313,0.05792035734918466,0.03372377338340804
37,0.03723266367559172,0.08114154902506432,0.07270515315884372,0.034991234251323444,0.022635365842110053,0.08267547335642574
38,0.011360275717886035,0.13879985846247644,0.019497700392292424,0.013892887260190223,0.005564360130503321,0.0410219222304081
39,0.16837928275973532,0.0026771210817383984,0.1334909165096796,0.06961976024171179,0.010492171775974835,0.09249098549305967
40,0.03353454476734623,0.025694291199687556,0.0010687334131571549,0.038723171814489143,0.18119819940626325,0.2941788172301173
41,0.1041931458860278,0.08710867339375006,0.022667888500710442,0.09114293335564616,0.06848817901922943,0.047175072917898686
42,0.04994485761073028,0.046216334990706466,0.02873748348525229,0.13681889697588306,0.005752181281446611,0.0961555847499509
43,0.07674493329135013,0.00017812636855436335,0.008364483007344617,0.1082455687918123,0.013399176036957727,0.02670457993007813
44,0.0018916865341480037,0.0016500174450837582,0.003822653613782905,0.022665653599134555,0.03295545266871386,0.025206243732104838
45,0.0049346961115326144,0.01411803721400201,0.011295126845066901,0.03745151690906179,0.11249327816700369,0.13955790653436373
46,0.08903205098793349,0.10259435187489077,0.007106157393446291,0.24136920622861335,0.0652639169532635,0.0041277066184209205
47,0.04910316778723556,0.005701422610103581,0.029753609972369043,0.034999967107901986,0.1625725455239524,0.09061512199636079
48,0.040755433035119325,0.02860261192898165,0.00543768261723177,0.22801295820854042,0.008683443819801573,0.3817012532405859
49,0.033496098407541586,0.10242666150114768,0.016284537475824812,0.02325339462582532,0.1330233863428651,0.1310749886578716
50,0.06411255629048496,0.07522444818241808,0.01840734506305569,0.0030297812829786497,0.08571995833518578,0.06113493056194666
51,0.010774880459421904,0.005932302495030926,0.019609737347770648,0.06485435930483041,0.1813028155772345,0.022444991130747716
52,0.006068176606293552,0.057290555553777045,0.05603411267166686,0.026191927817698524,0.057372477890011375,0.026581862957813285
53,0.046617679743357676,0.05683712500822298,0.0014982476705495545,0.05109985164622394,0.1780036278948882,0.07644583679572414
54,0.12117447728256472,0.26324125435423174,0.2765427394742931,0.0669461002076116,0.013152854413984394,0.057007506319782575
55,0.03842677277966622,0.05526459525031983,0.14576889485771066,0.08206608501748447,0.022474615653842483,0.0989404097211466
56,0.01210153628973304,0.02701335740045636,0.03559121745437338,0.03529027272935892,0.1347848857045375,0.021968869991672912
57,0.05520850170181227,0.009515737033431112,0.04296697236012962,0.1249929315687377,0.002893092024780164,0.02669343484644643
58,0.027060658651034408,0.09247988894098949,0.1594899696573581,0.11556406659155138,0.03886722769066206,0.07651810291039182
59,0.007654642912704457,0.008773903937879579,0.024752337888538478,0.04646045023364287,0.0176607756552164,0.1586983642412545
60,0.10173220507323424,0.038503963239421055,0.030874141037072943,0.026580637246197747,0.15101865023066183,0.016183998253113074
61,0.10705651712472791,0.07351190995836865,0.08118311377714209,0.1530007653328047,0.049030397224142985,0.04295674528127952
62,0.054724690214198735,0.0398592486986466,0.014180175592069244,0.046462701106189,0.010784669955666626,0.05348171434660758
63,0.01241918137433199,0.008106177989452595,0.014453584149181319,0.1408214394965187,0.14608759355057627,0.06887894464920274
64,0.024724295797309892,0.20740894183844183,0.1491697586147196,0.08076232136553185,0.057703327723679615,0.06539796584630336
65,0.005756815540473678,0.0011299427972063358,0.006370242456993809,0.07112301547367728,0.14641758596675386,0.1366288223210311
66,0.05997629593690753,0.043231841749151914,0.032563280330541816,0.1893096300102825,0.10664429886799445,0.18698272774474367
67,0.08629717555659361,0.0038717286895697672,0.04573119527794276,0.007040705289170279,0.0007737128364656565,0.10262861639166199
68,0.05317143184611764,0.020810534405979412,0.04187923606416091,0.02912789721030995,0.018670237725726735,0.19508782180970086
69,0.0672085067960172,0.23101358825558843,0.1820997600032821,0.24713324740530418,0.0018887561375573458,0.028663372802391174
70,0.04511401244543957,0.05211523799266509,0.01134040724916243,0.291809829133421,0.029151010323320514,0.017713133823499205
71,0.04195775134487924,0.0014039148830266995,0.01934042424562671,0.08246840407354755,0.25609540345327325,0.2509492680877161
72,0.04821022520654916,0.06704889564647759,0.16524184960513977,0.014994826832823493,0.021127671343949814,0.1007775302735196
73,0.009613778236734635,0.0016781221172673308,0.013936552074584682,0.10146790969187114,0.11150220450212162,0.03541068657840574
74,0.009526447309969398,0.003222651145796636,0.02577185190133201,0.07277328627100099,0.08926786783931678,0.07145879973756686
75,0.024324402837917137,0.009913770983662695,0.008655944826520084,0.09653881281409182,0.05838995114769224,0.09179628432968534
76,0.038738357625611584,0.003614899864948293,0.014779478688914672,0.10249329673418939,0.12697847477548507,0.037862337790929956
77,0.020921816443425834,0.021083575775861625,0.074028442500232,0.14161031203663188,0.11853894060527126,0.08584639241415548
78,0.08420932757389368,0.0038808112452065643,0.005906214049100862,0.08490228621385942,0.03626923736379267,0.0683273423419759
