LGBM,XGB,RF,DT,MLP,kNN,PLS,MLR,lasso
0.062150556228451836,0.028609416349748562,0.06062234437704861,0.05856079404466499,0.006503941142265324,0.053695597557989055,0.06478165390707494,0.06755814685959644,0.07349354766632549
0.009348144964234615,0.007319231517612934,0.006338103279635539,0.00016542597187758635,0.0039027925068844116,0.00019593752315214954,0.055536017514803276,0.06459024638046171,0.07624437322052818
0.00963960031511285,0.028392872428775723,0.0013456955604132792,0.10785773366418527,0.014189766839660445,0.03581464281848659,0.25347923793317917,0.248223619391815,0.2037757692937969
0.05139721527716774,0.04386602807096748,0.027547877935982762,0.055541770057899086,0.02219897405596108,0.01345237128509734,0.018016223228463746,0.02956276375417391,0.03587772952677648
0.03281348958577604,0.07988075780119161,0.13610635114835387,0.014345533498759278,0.3467120004327694,0.22177760179067654,0.09211245172509605,0.10292298066612618,0.12053554250781903
0.017283329865630803,0.0035511092818206746,0.027705974618272677,0.03424317617866007,0.011264632731839475,0.1954343423910953,0.0030518574528519693,0.0034368772324616104,0.04659164927752879
0.009125927647303918,0.027623500674962997,0.031573364285057824,0.002253928866832089,0.01818004641391581,0.04756903527527843,0.03674898356908543,0.0411031186024816,0.056218984757705426
0.04207173396581945,0.01588016696662528,0.00725009887812314,0.019747725392886717,0.00023003861873607812,0.12426301191492888,0.007310700456796798,0.009095361604095326,0.019238809004169216
0.06606318247691134,0.06322556016758718,0.02199881551393651,0.10967224979321755,0.14334524353880307,0.03980070152993692,0.06337838319491573,0.050190246257724835,0.03517762792493068
0.0025291470190699273,0.027477353811264038,0.049152666180891987,0.0,0.06450990339262708,0.09610301374754913,0.15031119610246282,0.16943826271398063,0.17412419886325858
0.05217358559971619,0.025293359525249054,0.05654954062514539,0.05024813895781635,0.018160437216015846,0.004490503250267203,0.05821854439033389,0.044297392296859056,0.040414431070874196
0.012428178713300065,0.017258420586586,0.03396491837016029,0.0,0.06897894546481734,0.02134429001838578,0.030056515760186114,0.020516111230943407,0.02939785286090027
0.017001616293309624,0.03871363028883934,0.03747601241351239,0.03184449958643506,0.03992001773723865,0.42980507531275625,0.14739495430742863,0.15001670144315193,0.15660142489116669
0.11367964623972496,0.1103253645577443,0.028302576493100612,0.11052522746071139,0.03862853339086572,0.053197142054208085,0.10468015279090567,0.09156241994101186,0.047858451166798294
0.014644626393045384,0.00965457971957323,0.03578949298908975,0.001840363937138123,0.0901595433460268,0.10903813014913864,0.32027535935403223,0.3101274974064778,0.27103466581941993
0.07090309046388849,0.048187574342423156,0.054819981367696224,0.2731940998070031,0.04627793334845143,0.15196960792878456,0.03254042307631122,0.06792949217228689,0.10553017857952646
0.005394782890523232,0.02691336978008127,0.00516470223325062,0.15763716570168185,0.059377512881253064,0.11965855297660372,0.007389159391909095,0.005232708684000317,0.00098322040449636
0.03911618877875142,0.07775928619925496,0.02438242365460111,0.049800110283981236,0.0035530298652116377,0.04061624314518966,0.05906069766743263,0.06990727339585004,0.08627767908203463
0.06183561722280184,0.06552976616361691,0.03309591159288744,0.012226013234077737,0.05186145485911106,0.012309710803588808,0.05249514492846219,0.047584284921516756,0.05514154084695147
0.0025551031657678816,0.00956359788593647,0.02190509177202723,0.00041356492969396585,0.05201065054795474,0.02464763969358993,0.00994456388895415,0.010602232508320535,0.006217615728643627
0.00041779046907589046,0.0415388023168021,0.015325036460453106,0.0005944995864350655,0.028147844060240373,0.006793459919144346,0.0460617136084204,0.041342848139796856,0.03297916019954997
0.018101611070406393,0.04262740350489383,0.032293399563896846,0.04986042183622827,0.05001785581102819,0.06893804066458076,0.06889811396218884,0.08258516923211931,0.08349489348991165
0.0102022536786616,0.005376841167313101,0.011608939758469349,0.006720430107526876,0.06482997318227746,0.03778246072465939,0.11781113069235963,0.14795247910141981,0.1484772899389614
0.05894487260088854,0.09684060658178029,0.056573525799668345,0.09447890818858556,0.011683004581037826,0.029124723493458127,0.021426821270457808,0.00998920972183881,0.009870697425925556
0.006242409654276138,0.05770185639091119,0.024060948584470165,0.06836228287841187,0.018361335379381838,0.10670422296868798,0.0075185165098170526,0.019223429071925646,0.043807981180464584
0.0390593542908432,0.011975807750195494,0.0005470918343903619,0.015653432588916494,0.07640525547076385,0.023541261076867465,0.06133435254435449,0.044881377028689856,0.04200588668349922
0.0024336145651339346,0.01644277386367321,0.00365534040332427,0.0,0.001947139507107995,0.059296822951982894,0.015065363714807156,0.03686688847373909,0.016362151982983242
0.12487854848862864,0.0413108753445624,0.07306785377853933,0.19923490488006618,0.16771604542745544,0.01631417676406792,0.17459266761552383,0.18633224987432373,0.18477009257736227
0.01786122910990673,0.06925506097310039,0.01680762657543569,0.14096360628618695,0.021245065920615536,0.008119771197189124,0.029126911857913385,0.015312793444493211,0.004204312156193685
0.0475881841045131,0.07702013396644908,0.0743076642717099,0.06860008271298593,0.04237127529262727,0.20461116056144613,0.07551487443746657,0.10182766292448339,0.10256437859233808
0.09371351476846168,0.1304823760408523,0.13566298260182663,0.10783705541770056,0.09362969635790583,0.17494792250693747,0.40496134796900884,0.38183973128978377,0.3432752311333337
0.08668763788046113,0.0925180431335203,0.07563723873199707,0.001929969671905174,0.035035240995562655,0.09169510142533388,0.05791889464539113,0.045276638720826934,0.03165345292496585
0.06070783006932068,0.0277754810104891,0.07340052614649406,0.09340363937138135,0.1883864550884648,0.22602600763627484,0.1690652250635672,0.17674159195916667,0.18671361912924123
0.05917910934021209,0.12591007847348157,0.11885815379363779,0.11021505376344082,0.1322160101874062,0.10542814566875375,0.34850830053738996,0.32895968332848274,0.3204271485723843
0.002187943600678608,0.0011924663558602333,0.0332498996175071,0.0065756823821339905,0.06679039121072547,0.12675315421155936,0.18296233038139983,0.16993911178702079,0.16406895906399388
0.04675566056269084,0.08227280298104653,0.0661078016343472,0.13802729528535979,0.10803921207626399,0.2063663724178535,0.04953573089311551,0.0513149355009247,0.06056419630197432
0.014975253853685866,0.010641010513573856,0.011217518741712285,0.00041356492969396585,0.029061625812926692,0.0003763085342524089,0.012976430141275058,0.030150656556819703,0.015574864116324971
0.017948800933848763,0.05503472634048087,0.014456117396641793,0.019747725392886717,0.14107842872767426,0.03695754764390477,0.027442813123009863,0.02272773348362736,0.01842579816174708
0.005219835798479328,0.006328500807285309,0.018301574993107254,0.0,0.12215399349957473,0.2655800161036198,0.10341077306214615,0.10913418525064825,0.12157719590944052
0.20660225490351516,0.19045004078531388,0.1416187059903459,0.2530328094844224,0.029146519122206532,0.19397454847423243,0.047690813468293874,0.054484509202243264,0.0769900535834179
0.00030895092275886053,0.008242497220635414,0.005011043168301232,0.01912737799834573,0.014049004466809387,0.0,0.08350712451685913,0.09251851143091488,0.101116222420607
0.17269153475347204,0.10811750720215785,0.16268720951987098,0.041304797353184375,0.0950399217353512,0.2091279473592021,0.0862783760414948,0.0859696316028225,0.1317083530957308
0.0591845720685695,0.058820936727168815,0.0697964193810966,0.063921629445823,0.05521501313760652,0.009282535884552412,0.14294885377347652,0.128002031092548,0.12220434890775639
0.09084333217520671,0.06582500272244832,0.07877479009938695,0.009770471464019853,0.11042687604206511,0.06427430652246122,0.17923514899497198,0.1599146788604994,0.11704964814382499
0.030691836824280963,0.04487340897321701,0.0347519935634855,0.002253928866832089,0.10571913658311086,0.19424451971295853,0.3362745565454987,0.3340502949112258,0.2950393466080397
0.0076030949317774125,0.006689948529756906,0.000503603922958739,0.0,0.04137681127834725,0.002336432393210342,0.041358986369175316,0.021142483639027064,0.006203955788714952
0.05215673983077467,0.06755374561813471,0.058783805377219354,0.00041356492969396585,0.038134560581025295,0.24626615437167818,0.09192741422518605,0.10360031464817407,0.12075705599756806
0.021851500806082946,0.021167716598392422,0.02337175712578929,0.14330024813895778,0.042199621575748386,0.021447894100822193,0.02949229775372629,0.020534307433418525,0.011806729615595035
0.00159940539366207,0.005311862099915743,0.01790724001207872,0.0,0.05581646547915145,0.004653480678267905,0.11525432301593157,0.11649655527644107,0.12356234808540295
0.046149987036306656,0.011416668532997054,0.02465529540899178,0.04449958643507035,0.08126794220160713,0.11473950376400355,0.0586412488342507,0.05813960696664544,0.059428880786686955
0.10177083985451962,0.04880767202850611,0.011939779393744576,0.018114143920595516,0.26072301394802155,0.5741196019193334,0.2874059387035991,0.30409094572374024,0.35864908799454
0.042973832753471636,0.05613339489604738,0.047140755264747175,0.11300661703887502,0.05054728011923226,0.07813184308415361,0.20620711635644515,0.18436340600443527,0.14590530846745078
0.10159768628441912,0.06594728006125494,0.0079901593702002,0.030913978494623684,0.02593373553204642,0.03719584699509915,0.016537957135518422,0.016425626349202416,0.00036053251521284135
0.018595538521929245,0.0524427157921471,0.005923306271088613,0.10093569065343258,0.00107947089972954,0.07022139906342695,0.02435933912182442,0.011388634936326691,0.011606017147552772
0.17335039299508984,0.15688652643199005,0.16804104631927222,0.14743589743589744,0.13350896116655261,0.1766549770397046,0.1245617363851714,0.1292620689754185,0.1512985028512421
0.030123117488585816,0.030946671839486184,0.030440729881926087,0.02409015715467322,0.0761026826115942,0.014716599316045464,0.0024202503105347217,0.01268356699131662,0.03333614721626932
0.0003585464236539604,0.0021520908505981706,0.019744334816915496,0.055314309346567406,0.10101883911637044,0.12540615189742185,0.009092352712296664,0.021105093936602037,0.023513716630882198
0.05388463139993106,0.027120153645378592,0.05938307272178234,0.0652191894127378,0.08779305520439093,0.014524872423670981,0.13780688054735943,0.13520941693740574,0.13838809448446218
0.04018341636085543,0.02517244365217275,0.06309501544851026,0.014371381306865216,0.13535167727147457,0.1928349891047948,0.10333706193751474,0.08793405146013478,0.06838508534381399
0.07109346533787819,0.11736991718054013,0.05071959682342736,0.10659636062861866,0.03285814491893729,0.014993594797802379,0.0349222544986415,0.022599649776312347,0.003889913950838375
0.02315835702100047,0.10136082166970714,0.10257950963562534,0.04208023159636062,0.07460096839040398,0.032869012460739894,0.06847297002007005,0.11321054320914517,0.1126637311223462
0.10285006087455717,0.0556160744011549,0.1565095504480582,0.10556244830438372,0.27278476333877516,0.3940712851901622,0.30833203278871724,0.30539076425608636,0.30359394744448664
0.1420641086189226,0.14892034799575413,0.12088689925417068,0.04627791563275434,0.04922407984641888,0.09890318542685439,0.0045800545873970755,0.012161948923194554,0.02639590180476592
0.0044943539360791165,0.042428819032815784,0.05716737878061802,0.009270747173972988,0.00949817460904731,0.03798583183914203,0.06674509057262173,0.049738558356243745,0.053721588109128665
0.015588317012344699,0.05861226729956215,0.02659018833615595,0.10618279569892475,0.012989641163407561,0.00835147315597684,0.06712625801083139,0.048874437009017335,0.034174763530148755
0.00987188973716889,0.05051424227981555,0.027543209739782304,0.07694892473118281,0.00810558971232661,0.0014584428603476446,0.025470834773788267,0.0031142556982999003,0.0024949489419883453
0.06763417457547619,0.07445384379448575,0.06576746094656041,0.05800248138957814,0.024039738615320466,0.014293525188066689,0.04918339915578385,0.07476476630184775,0.0812135003617088
0.07041397730322657,0.02972983571988075,0.03443493176725704,0.04401020126826577,0.09335938772674873,0.11508755458206243,0.010249794569004267,0.028636183841758367,0.06976170773480977
0.010800044096161643,0.04059212415103977,0.08487260189780368,0.07299421009098425,0.15246850825827993,0.07205646428418191,0.2608365742343872,0.24327868522432308,0.20124298643026337
0.13066924653271617,0.14172343871532345,0.08560284063308288,0.13837882547559976,0.06419460809805178,0.26227397518126405,0.2627117131222652,0.2626661097590935,0.3039953571719327
0.005650979839761596,0.0055977157317101955,0.012829300254703486,0.0,0.08158147577298586,0.02532827256154574,0.0764252769124345,0.07638964446889535,0.09611113308875652
0.012295009097286896,0.07209757725323793,0.07230244438208143,0.0568307140887786,0.1146671793910275,0.008870521611842708,0.06722473230466314,0.039067229385198965,0.03074163350984202
0.056793040316314436,0.017001962715974095,0.05106099398908509,0.09067411083540111,0.1334873304556684,0.0817559875617293,0.11389861576454496,0.12143699126170787,0.09751910417632703
0.0015683486007813663,0.004887619400142734,0.010489501413560573,0.011414392059553316,0.03398485701863663,0.00031581635795804863,0.033197882321156016,0.041157323116950806,0.0360857549268889
0.04529751752814419,0.0043480233289301395,0.020464936422597717,0.0029208023159636026,0.016918701630432645,0.1218161100535583,0.037610779491324936,0.04512345067102924,0.048755973123930485
0.018864838522172096,0.016227002029913423,0.040300459024249335,0.00927074717397297,0.026067566668655645,0.007869487534530886,0.00023886986604645943,0.003839626212096242,0.023207823143209544
0.025829296941976394,0.013784335494793298,0.02639859125342995,0.005893300248138965,0.007788244212107082,0.010227987465524037,0.016141932265075015,0.029106915875330673,0.015326828857509606
0.04305180525271138,0.002196328558884325,0.03296390770718724,0.007650951199338285,0.02161622576685135,0.10172751201335392,0.28076484152284775,0.259661596513873,0.2177985693658728
0.11392225663732561,0.04519909450197343,0.030916593226068906,0.11052522746071139,0.020171295068599965,0.0761408674775795,0.10114280699379138,0.09089661786055656,0.052251707943944486
0.009698744832576106,0.014005999080836773,0.0034893187010122473,0.0,0.014892248337398994,0.008012478933576083,0.02925142134965228,0.05275055767391003,0.026063447330585382
