,RLU_HEK293
0,0.6610724519033977
1,0.5752148997134672
2,0.5714285714285714
3,0.6244371674171101
4,0.8286942284076955
5,0.6660867785509621
6,0.7026197298403603
7,0.7221653704461728
8,0.7968686041751945
9,0.13200982398690136
10,0.7148997134670487
11,0.0
12,0.23362668849774876
13,0.4631600491199345
14,0.5348956201391732
15,0.6918747441670077
16,0.6823577568563242
17,0.6898280802292263
18,0.6124641833810889
19,0.6635284486287352
20,0.7130577159230453
21,0.5775685632419156
22,0.7118297175603765
23,0.0
24,0.16680311092918543
25,0.4794310274252968
26,0.48802701596397874
27,0.6695661072451904
28,0.7302496930004092
29,0.5949652067130577
30,0.5940442079410562
31,0.6481784690953745
32,0.6593327875562833
33,0.6740687679083095
34,0.7615636512484649
35,0.013814981580024532
36,0.42365943512075316
37,0.7159230454359395
38,0.686246418338109
39,0.7010847318870241
40,0.6280188293082276
41,0.5774662300450266
42,0.6092918542775276
43,0.8050552599263201
44,0.8179492427343431
45,0.8973598035202619
46,0.9164961113385182
47,0.09332787556283262
48,0.15790012279983628
49,0.11195251739664352
50,0.037556283258289025
51,0.30996725337699554
52,0.1637331150225133
53,0.0
54,0.037556283258289025
55,0.08698321735571024
56,0.08810888252149002
57,0.09926320098239871
58,0.10847318870241507
59,0.1262791649611134
60,0.6260744985673352
61,0.4124027834629554
62,0.5292672943102743
63,0.6058125255832993
64,0.6916700777732296
65,0.7071223905034794
66,0.6946377404830126
67,0.7218583708555055
68,0.8399508800654933
69,0.5542365943512075
70,0.7694433074089235
71,0.9536430618092511
72,0.5858575521899305
73,0.4244781006958657
74,0.5900532132623824
75,0.6211625051166598
76,0.6956610724519035
77,0.7196070405239459
78,0.752865329512894
79,0.7300450266066312
80,0.864101514531314
81,0.5709169054441261
82,0.31999590667212446
83,0.9809660253786328
84,0.5581252558329923
85,0.5066516577977895
86,0.59250920998772
87,0.6154318460908719
88,0.7114203847728202
89,0.7692386410151453
90,0.7727179697093738
91,0.8262382316823578
92,0.8862054850593533
93,0.8017805976258698
94,0.8837494883340156
95,0.9887433483422023
96,0.2809046254604994
97,0.5456406058125256
98,0.5303929594760541
99,0.5653909128121164
100,0.5577159230454358
101,0.6379451494064674
102,0.8211215718379041
103,0.6003888661481787
104,0.7202210397052804
105,0.260028653295129
106,0.7570609905853458
107,0.7824396234138355
108,0.07910356119525175
109,0.18706508391322152
110,0.0
111,0.018215309046254624
112,0.0
113,0.0
114,0.6077568563241915
115,0.1103151862464184
116,0.0
117,0.0
118,0.0
119,0.0
120,0.09926320098239871
121,0.15790012279983628
122,0.0691772410970119
123,0.16219811706917725
124,0.4371674171101106
125,0.4689930413426116
126,0.1240278346295538
127,0.47769136307818266
128,0.4010437986082685
129,0.17990176013098652
130,0.3708555055259926
131,0.07552189930413428
132,0.06794924273434305
133,0.10028653295128942
134,0.09230454359394191
135,0.14398280802292268
136,0.4143471142038478
137,0.27783462955382726
138,0.176320098239869
139,0.5839132214490381
140,0.614203847728203
141,0.3186655751125665
142,0.470937372083504
143,0.5973188702415064
144,0.12699549733933685
145,0.14879246827670894
146,0.17539909946786741
147,0.37934916086778553
148,0.34128121162505115
149,0.35325419566107247
150,0.20814572247237
151,0.5875972165370447
152,0.5612975849365534
153,0.3466025378632828
154,0.4825010233319689
155,0.5291649611133851
156,0.07173557101923866
157,0.08913221449038072
158,0.26780597625869834
159,0.1776504297994269
160,0.3337085550552599
161,0.3190749079001229
162,0.2845886205485059
163,0.5945558739255015
164,0.4958043389275481
165,0.5116659844453542
166,0.6770364306180925
167,0.6940237413016783
168,0.0
169,0.1946377404830127
170,0.0
171,0.0691772410970119
172,0.2517396643471142
173,0.3395415472779369
174,0.33810888252149
175,0.4848546868604176
176,0.18123209169054444
177,0.042775276299631626
178,0.34424887433483425
179,0.09731887024150637
180,0.3460908718788375
181,0.4506753990994679
182,0.68061809250921
183,0.0
184,0.406058125255833
185,0.5137126483831356
186,0.08483422022103976
187,0.3418952108063857
188,0.7823372902169463
189,0.03213262382316828
190,0.28817028243962345
191,0.30505525992632015
192,0.5486082685223088
193,0.5967048710601719
194,0.5124846500204665
195,0.0
196,0.5110519852640196
197,0.7453950061399919
198,0.5266066311911586
199,0.3413835448219403
200,0.7992222677036431
201,0.14203847728203028
202,0.42007777322963574
203,0.5322349570200573
204,0.5403192795742939
205,0.5461522717969709
206,0.6717151043798608
207,0.0
208,0.5379656160458453
209,0.7609496520671306
210,0.35130986492018007
211,0.33729021694637745
212,0.8185632419156774
213,0.0778755628325829
214,0.47175603765861657
215,0.8608268522308637
216,0.582480556692591
217,0.6755014326647566
218,0.6600491199345067
219,0.13415882112157185
220,0.6503274662300451
221,0.6245395006139991
222,0.7514326647564469
223,0.8316618911174785
224,0.8305362259516986
225,0.30065493246009006
226,0.5446172738436348
227,0.8402578796561604
228,0.7480556692591076
229,0.7731273024969301
230,0.7078387228817027
231,0.11614817846909536
232,0.8346295538272617
233,0.8061809250920999
234,0.9372697503069995
235,0.8444535407286125
236,0.9162914449447401
237,0.8557101923864101
238,0.885898485468686
239,0.7880679492427345
240,0.5451289398280803
241,0.5466639377814164
242,0.5879042161277117
243,0.0
244,0.4779983626688498
245,0.6156365124846501
246,0.744167007777323
247,0.6519647973802702
248,0.7336266884977487
249,0.4640810478919362
250,0.5151453131395827
251,0.7610519852640196
252,0.5741915677445764
253,0.5883135489152682
254,0.5608882521489971
255,0.5866762177650431
256,0.5399099467867376
257,0.5646745804338928
258,0.7476463364715513
259,0.6707941056078592
260,0.8073065902578795
261,0.4352230863692182
262,0.6567744576340564
263,0.765963978714695
264,0.518931641424478
265,0.5617069177241099
266,0.6157388456815391
267,0.563548915268113
268,0.5322349570200573
269,0.7353663528448628
270,0.7139787146950471
271,0.7235980352026197
272,0.8246009005321326
273,0.4714490380679493
274,0.734138354482194
275,0.030290626279164956
276,0.6384568153909129
277,0.7256446991404011
278,0.7243143675808432
279,0.7616659844453539
280,0.7080433892754809
281,0.7549119934506754
282,0.8462955382726156
283,0.8175399099467868
284,0.7596193205075727
285,0.7131600491199344
286,0.7943102742529677
287,0.7747646336471552
288,0.5913835448219402
289,0.7952312730249693
290,0.8251125665165779
291,0.8695251739664347
292,0.8855914858780187
293,0.8364715513712648
294,0.8749488334015556
295,0.8409742120343839
296,0.8692181743757674
297,0.8306385591485879
298,0.7910356119525175
299,0.7769136307818256
300,0.47267703643061815
301,0.32695456406058127
302,0.24304134261154325
303,0.7028243962341383
304,0.3920384772820304
305,0.2690339746213672
306,0.5999795333606222
307,0.6255628325828899
308,0.5782848956201392
309,0.3637945149406468
310,0.547891936144085
311,0.7506139991813345
312,0.4501637331150225
313,0.33933688088415886
314,0.13415882112157185
315,0.654625460499386
316,0.5425706099058534
317,0.4928366762177651
318,0.6341588211215718
319,0.624232501023332
320,0.6135898485468687
321,0.4832173557101925
322,0.5455382726156366
323,0.5897462136717151
324,0.423454768726975
325,0.2957429390094147
326,0.07552189930413428
327,0.6035611952517397
328,0.5642652476463363
329,0.62003683995088
330,0.6221858370855506
331,0.6213671715104379
332,0.573577568563242
333,0.4640810478919362
334,0.3399508800654933
335,0.6225951698731069
336,0.4863896848137536
337,0.3792468276708965
338,0.05382726156365125
339,0.6712034383954155
340,0.5510642652476463
341,0.4708350388866149
342,0.6944330740892344
343,0.6041751944330742
344,0.6243348342202211
345,0.42846909537453953
346,0.5688702415063447
347,0.7589029881293492
348,0.35622185837085557
349,0.36123618501842
350,0.0
351,0.49959066721244366
352,0.5550552599263201
353,0.7103970528039296
354,0.5975235366352845
355,0.6036635284486287
356,0.6061195251739664
357,0.5528039295947604
358,0.7335243553008595
359,0.7966639377814162
360,0.0
361,0.3019852640196479
362,0.17447810069586578
363,0.061092918542775265
364,0.2680106426524765
365,0.2071223905034793
366,0.43041342611543193
367,0.21827670896438806
368,0.31999590667212446
369,0.5121776504297995
370,0.4119934506753991
371,0.1960704052394598
372,0.22155137126483831
373,0.28817028243962345
374,0.20405239459680719
375,0.09332787556283262
376,0.3019852640196479
377,0.4371674171101106
378,0.2721039705280393
379,0.4128121162505117
380,0.18123209169054444
381,0.4025787965616046
382,0.5903602128530496
383,0.5321326238231683
384,0.16782644289807613
385,0.35857552189930414
386,0.049222267703643074
387,0.1960704052394598
388,0.24989766680311093
389,0.09731887024150637
390,0.3350388866148179
391,0.3197912402783463
392,0.42857142857142855
393,0.33739255014326647
394,0.5124846500204665
395,0.6206508391322145
396,0.10028653295128942
397,0.27773229635693825
398,0.4331764224314368
399,0.22380270159639787
400,0.42498976668031113
401,0.49447400736799024
402,0.7012893982808022
403,0.7385386819484241
404,0.784588620548506
405,0.7176627097830537
406,0.7226770364306181
407,0.7636103151862463
408,0.5303929594760541
409,0.632623823168236
410,0.6136921817437577
411,0.7874539500614
412,0.7267703643061809
413,0.6938190749079001
414,0.7955382726156364
415,0.7764019647973803
416,0.737003683995088
417,0.8397462136717151
418,0.8144699140401146
419,0.7816209578387228
420,0.31293491608677854
421,0.23772001637331158
422,0.33074089234547693
423,0.4446377404830127
424,0.4257060990585347
425,0.47677036430618097
426,0.5064469914040115
427,0.7068153909128121
428,0.683688088415882
429,0.6482808022922637
430,0.6173761768317643
431,0.7705689725747031
432,0.1960704052394598
433,0.25593532541956615
