P_charged_centers,N_charged_centers,cLogP,Size,Zeta,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,0,12.515,218.4,22.4,0.199600798,60,50.0
1,0,12.515,152.1333333,23.5,0.199600798,60,50.0
1,0,12.515,101.8666667,21.46666667,0.199600798,60,50.0
1,0,12.515,200.6,12.93333333,0.199600798,80,50.0
1,0,12.515,133.7333333,31.5,0.199600798,80,50.0
1,0,12.515,223.2,-16.6,0.199600798,80,50.0
1,0,12.515,265.1,-27.6,0.99009901,20,0.497512438
1,0,12.515,576.1666667,-2.563333333,0.99009901,20,0.497512438
1,0,12.515,453.7333333,1.926666667,0.99009901,20,0.497512438
1,0,12.515,157.1,-3.873333333,0.99009901,40,0.497512438
1,0,12.515,161.9333333,-3.35,0.99009901,40,0.497512438
1,0,12.515,154.0333333,-2.93,0.99009901,40,0.497512438
1,0,12.515,187.9,-3.706666667,0.99009901,60,0.497512438
1,0,12.515,151.0666667,-1.271,0.99009901,60,0.497512438
1,0,12.515,165.1666667,4.56,0.99009901,60,0.497512438
1,0,12.515,152.2,1.253333333,0.99009901,80,0.497512438
1,0,12.515,143.4666667,4.306666667,0.99009901,80,0.497512438
1,0,12.515,119.9666667,3.433333333,0.99009901,80,0.497512438
1,0,12.515,269.6333333,-30.33333333,0.99009901,20,0.99009901
1,0,12.515,115.6666667,3.27,0.99009901,20,0.99009901
1,0,12.515,388.5666667,-0.77,0.99009901,20,0.99009901
1,0,12.515,176.5,-3.76,0.99009901,40,0.99009901
1,0,12.515,214.0333333,-3.076666667,0.99009901,40,0.99009901
1,0,12.515,199.2,-2.876666667,0.99009901,40,0.99009901
1,0,12.515,182.5333333,-2.633333333,0.99009901,60,0.99009901
1,0,12.515,155.6333333,-2.463333333,0.99009901,60,0.99009901
1,0,12.515,181.7,2.173333333,0.99009901,60,0.99009901
1,0,12.515,175.7,-1.211333333,0.99009901,80,0.99009901
1,0,12.515,162.9666667,2.933333333,0.99009901,80,0.99009901
1,0,12.515,128.4666667,3.573333333,0.99009901,80,0.99009901
1,0,12.515,298.2666667,-28.56666667,0.99009901,20,1.960784314
1,0,12.515,139.2,1.826666667,0.99009901,20,1.960784314
1,0,12.515,307.7,1.6,0.99009901,20,1.960784314
1,0,12.515,162.2333333,-3.646666667,0.99009901,40,1.960784314
1,0,12.515,223.1333333,-2.73,0.99009901,40,1.960784314
1,0,12.515,242.6666667,-2.316666667,0.99009901,40,1.960784314
1,0,12.515,207.0333333,-5.89,0.99009901,60,1.960784314
1,0,12.515,154.4666667,-0.982333333,0.99009901,60,1.960784314
1,0,12.515,170.7333333,3.386666667,0.99009901,60,1.960784314
1,0,12.515,149.4333333,2.24,0.99009901,80,1.960784314
1,0,12.515,171.1333333,1.28,0.99009901,80,1.960784314
1,0,12.515,163.5333333,2.923333333,0.99009901,80,1.960784314
1,0,12.515,1760.0,-30.76666667,0.99009901,20,9.090909091
1,0,12.515,171.1666667,3.026666667,0.99009901,20,9.090909091
1,0,12.515,224.7333333,1.253333333,0.99009901,20,9.090909091
1,0,12.515,166.5666667,-2.246666667,0.99009901,40,9.090909091
1,0,12.515,146.1333333,-2.403333333,0.99009901,40,9.090909091
1,0,12.515,231.5,-2.746666667,0.99009901,40,9.090909091
1,0,12.515,161.8333333,-1.385333333,0.99009901,60,9.090909091
1,0,12.515,137.9,-0.514,0.99009901,60,9.090909091
1,0,12.515,150.0,2.373333333,0.99009901,60,9.090909091
1,0,12.515,169.0,-0.684,0.99009901,80,9.090909091
1,0,12.515,125.6,2.273333333,0.99009901,80,9.090909091
1,0,12.515,136.8666667,4.91,0.99009901,80,9.090909091
1,0,12.515,322.6333333,-28.23333333,0.99009901,20,50.0
1,0,12.515,130.5333333,4.226666667,0.99009901,20,50.0
1,0,12.515,401.8333333,6.786666667,0.99009901,20,50.0
1,0,12.515,161.9,-3.153333333,0.99009901,40,50.0
1,0,12.515,345.8666667,-1.426666667,0.99009901,40,50.0
1,0,12.515,354.4666667,-1.543333333,0.99009901,40,50.0
1,0,12.515,202.1,-2.55,0.99009901,60,50.0
1,0,12.515,139.7,0.63,0.99009901,60,50.0
1,0,12.515,122.8,6.336666667,0.99009901,60,50.0
1,0,12.515,152.7666667,6.34,0.99009901,80,50.0
1,0,12.515,134.0,12.86666667,0.99009901,80,50.0
1,0,12.515,194.4666667,6.843333333,0.99009901,80,50.0
1,0,12.515,183.1333333,-2.183333333,9.090909091,20,0.497512438
1,0,12.515,151.5333333,-2.966666667,9.090909091,20,0.497512438
1,0,12.515,766.5666667,-2.463333333,9.090909091,20,0.497512438
1,0,12.515,99.71,-1.186666667,9.090909091,40,0.497512438
1,0,12.515,247.2666667,-3.813333333,9.090909091,40,0.497512438
1,0,12.515,400.6,-5.33,9.090909091,40,0.497512438
1,0,12.515,1350.666667,-20.13333333,9.090909091,60,0.497512438
1,0,12.515,297.0,-9.57,9.090909091,60,0.497512438
1,0,12.515,134.1333333,-1.092,9.090909091,60,0.497512438
1,0,12.515,165.4666667,-1.492333333,9.090909091,80,0.497512438
1,0,12.515,110.9666667,-1.123,9.090909091,80,0.497512438
1,0,12.515,128.5333333,-0.810666667,9.090909091,80,0.497512438
1,0,12.515,176.3333333,-1.883333333,9.090909091,20,0.99009901
1,0,12.515,176.6666667,-1.316666667,9.090909091,20,0.99009901
1,0,12.515,495.4333333,-2.92,9.090909091,20,0.99009901
1,0,12.515,116.2666667,-1.833333333,9.090909091,40,0.99009901
1,0,12.515,285.1333333,-6.416666667,9.090909091,40,0.99009901
1,0,12.515,432.9,-4.216666667,9.090909091,40,0.99009901
1,0,12.515,141.4,-20.63333333,9.090909091,60,0.99009901
1,0,12.515,293.6333333,-9.726666667,9.090909091,60,0.99009901
1,0,12.515,162.9333333,-1.077,9.090909091,60,0.99009901
1,0,12.515,170.3,-2.533333333,9.090909091,80,0.99009901
1,0,12.515,136.5,-0.168,9.090909091,80,0.99009901
1,0,12.515,108.9333333,-0.043,9.090909091,80,0.99009901
1,0,12.515,145.8666667,-1.640333333,9.090909091,20,1.960784314
1,0,12.515,241.3666667,-1.149,9.090909091,20,1.960784314
1,0,12.515,357.8666667,-2.276666667,9.090909091,20,1.960784314
1,0,12.515,133.4,-0.863666667,9.090909091,40,1.960784314
1,0,12.515,282.5,-7.106666667,9.090909091,40,1.960784314
1,0,12.515,462.7,-2.183333333,9.090909091,40,1.960784314
1,0,12.515,116.7666667,-22.2,9.090909091,60,1.960784314
1,0,12.515,296.5666667,-14.66666667,9.090909091,60,1.960784314
1,0,12.515,138.1666667,-1.203333333,9.090909091,60,1.960784314
1,0,12.515,159.1333333,-2.56,9.090909091,80,1.960784314
1,0,12.515,117.1333333,-0.0463,9.090909091,80,1.960784314
1,0,12.515,118.5666667,-0.131666667,9.090909091,80,1.960784314
1,0,12.515,122.3666667,-1.79,9.090909091,20,9.090909091
1,0,12.515,411.6333333,-3.726666667,9.090909091,20,9.090909091
1,0,12.515,199.2,-1.776666667,9.090909091,20,9.090909091
1,0,12.515,119.1333333,-0.88,9.090909091,40,9.090909091
1,0,12.515,393.5333333,-13.16666667,9.090909091,40,9.090909091
1,0,12.515,474.5,-6.36,9.090909091,40,9.090909091
1,0,12.515,171.8333333,-19.56666667,9.090909091,60,9.090909091
1,0,12.515,309.2,-9.383333333,9.090909091,60,9.090909091
1,0,12.515,135.1,-1.427,9.090909091,60,9.090909091
1,0,12.515,178.8,-2.843333333,9.090909091,80,9.090909091
1,0,12.515,114.0333333,0.044333333,9.090909091,80,9.090909091
1,0,12.515,99.51,-0.3501,9.090909091,80,9.090909091
1,0,12.515,142.0666667,-2.13,9.090909091,20,50.0
1,0,12.515,155.0333333,-0.929,9.090909091,20,50.0
1,0,12.515,123.6666667,-0.883333333,9.090909091,20,50.0
1,0,12.515,108.2666667,-1.0292,9.090909091,40,50.0
1,0,12.515,247.7,-6.423333333,9.090909091,40,50.0
1,0,12.515,772.0333333,-11.56666667,9.090909091,40,50.0
1,0,12.515,182.6,-20.7,9.090909091,60,50.0
1,0,12.515,397.4666667,-4.423333333,9.090909091,60,50.0
1,0,12.515,117.0333333,-1.237,9.090909091,60,50.0
1,0,12.515,137.2333333,-0.065666667,9.090909091,80,50.0
1,0,12.515,104.4666667,2.526666667,9.090909091,80,50.0
1,0,12.515,99.66666667,1.341666667,9.090909091,80,50.0
1,1,6.12,445.6,-20.0,0.199600798,20,0.497512438
1,1,6.12,388.5666667,-2.833333333,0.199600798,20,0.497512438
1,1,6.12,168.4666667,-0.537666667,0.199600798,20,0.497512438
1,1,6.12,206.4666667,-0.144176667,0.199600798,40,0.497512438
1,1,6.12,266.9333333,-1.186333333,0.199600798,40,0.497512438
1,1,6.12,295.5333333,-1.356666667,0.199600798,40,0.497512438
1,1,6.12,213.1,-2.03,0.199600798,60,0.497512438
1,1,6.12,226.5333333,0.105433333,0.199600798,60,0.497512438
1,1,6.12,191.9333333,0.3688,0.199600798,60,0.497512438
1,1,6.12,204.2,-2.123333333,0.199600798,80,0.497512438
1,1,6.12,153.2,1.007666667,0.199600798,80,0.497512438
1,1,6.12,145.8666667,-0.358366667,0.199600798,80,0.497512438
1,1,6.12,380.3333333,-7.156666667,0.199600798,20,0.99009901
1,1,6.12,300.7,-7.346666667,0.199600798,20,0.99009901
1,1,6.12,323.3666667,-1.173666667,0.199600798,20,0.99009901
1,1,6.12,197.5333333,-0.223666667,0.199600798,40,0.99009901
1,1,6.12,266.7,-1.3988,0.199600798,40,0.99009901
1,1,6.12,260.9333333,-1.876666667,0.199600798,40,0.99009901
1,1,6.12,236.7333333,1.45,0.199600798,60,0.99009901
1,1,6.12,169.5666667,2.546666667,0.199600798,60,0.99009901
1,1,6.12,227.0666667,2.25,0.199600798,60,0.99009901
1,1,6.12,198.8,-5.656666667,0.199600798,80,0.99009901
1,1,6.12,148.5333333,-0.2858,0.199600798,80,0.99009901
1,1,6.12,134.8333333,3.186666667,0.199600798,80,0.99009901
1,1,6.12,160.3666667,3.713333333,0.199600798,20,1.960784314
1,1,6.12,394.7333333,-4.73,0.199600798,20,1.960784314
1,1,6.12,294.7666667,-2.64,0.199600798,20,1.960784314
1,1,6.12,174.7,1.836666667,0.199600798,40,1.960784314
1,1,6.12,308.0666667,5.443333333,0.199600798,40,1.960784314
1,1,6.12,458.9333333,-1.491333333,0.199600798,40,1.960784314
1,1,6.12,191.4333333,-1.055666667,0.199600798,60,1.960784314
1,1,6.12,201.9333333,4.203333333,0.199600798,60,1.960784314
1,1,6.12,211.8333333,0.894,0.199600798,60,1.960784314
1,1,6.12,190.4333333,-0.884,0.199600798,80,1.960784314
1,1,6.12,190.6333333,-0.851,0.199600798,80,1.960784314
1,1,6.12,128.8,2.053333333,0.199600798,80,1.960784314
1,1,6.12,595.8333333,-15.63333333,0.199600798,20,9.090909091
1,1,6.12,377.5666667,-3.236666667,0.199600798,20,9.090909091
1,1,6.12,288.2333333,-2.386666667,0.199600798,20,9.090909091
1,1,6.12,217.5333333,-1.123333333,0.199600798,40,9.090909091
1,1,6.12,218.9666667,0.326666667,0.199600798,40,9.090909091
1,1,6.12,316.5666667,6.206666667,0.199600798,40,9.090909091
1,1,6.12,273.8,-2.076666667,0.199600798,60,9.090909091
1,1,6.12,146.0,1.556666667,0.199600798,60,9.090909091
1,1,6.12,181.1666667,-0.4172,0.199600798,60,9.090909091
1,1,6.12,275.1,-2.526666667,0.199600798,80,9.090909091
1,1,6.12,160.8666667,-0.499666667,0.199600798,80,9.090909091
1,1,6.12,155.4,-0.839666667,0.199600798,80,9.090909091
1,1,6.12,720.4,-2.03,0.199600798,20,50.0
1,1,6.12,474.8333333,-1.383333333,0.199600798,20,50.0
1,1,6.12,343.4,0.513666667,0.199600798,20,50.0
1,1,6.12,221.6333333,0.588,0.199600798,40,50.0
1,1,6.12,288.5,1.082333333,0.199600798,40,50.0
1,1,6.12,253.8,1.406666667,0.199600798,40,50.0
1,1,6.12,289.6666667,0.446333333,0.199600798,60,50.0
1,1,6.12,132.6,5.146666667,0.199600798,60,50.0
1,1,6.12,241.5333333,2.226666667,0.199600798,60,50.0
1,1,6.12,269.8333333,-8.26,0.199600798,80,50.0
1,1,6.12,210.1666667,-1.306,0.199600798,80,50.0
1,1,6.12,200.7333333,1.663666667,0.199600798,80,50.0
1,1,6.12,665.4,-4.956666667,0.99009901,20,0.497512438
1,1,6.12,461.8666667,-3.503333333,0.99009901,20,0.497512438
1,1,6.12,426.1,-2.953333333,0.99009901,20,0.497512438
1,1,6.12,278.2,-3.166666667,0.99009901,40,0.497512438
1,1,6.12,185.7333333,2.283333333,0.99009901,40,0.497512438
1,1,6.12,244.9,2.306666667,0.99009901,40,0.497512438
1,1,6.12,217.0666667,-1.85,0.99009901,60,0.497512438
1,1,6.12,222.0666667,0.132760333,0.99009901,60,0.497512438
1,1,6.12,187.0666667,-0.077333333,0.99009901,60,0.497512438
1,1,6.12,186.3666667,-4.35,0.99009901,80,0.497512438
1,1,6.12,208.6666667,-1.425333333,0.99009901,80,0.497512438
1,1,6.12,200.6333333,-0.192333333,0.99009901,80,0.497512438
1,1,6.12,411.7333333,-4.316666667,0.99009901,20,0.99009901
1,1,6.12,570.8666667,-3.67,0.99009901,20,0.99009901
1,1,6.12,219.3333333,2.13,0.99009901,20,0.99009901
1,1,6.12,265.8666667,-2.493333333,0.99009901,40,0.99009901
1,1,6.12,174.9,-0.763333333,0.99009901,40,0.99009901
1,1,6.12,221.6,3.32,0.99009901,40,0.99009901
1,1,6.12,180.1666667,0.096,0.99009901,60,0.99009901
1,1,6.12,213.7666667,-1.543333333,0.99009901,60,0.99009901
1,1,6.12,176.4333333,-0.458,0.99009901,60,0.99009901
1,1,6.12,180.8666667,-3.533333333,0.99009901,80,0.99009901
1,1,6.12,171.9333333,-2.693333333,0.99009901,80,0.99009901
1,1,6.12,192.2,-1.073,0.99009901,80,0.99009901
1,1,6.12,391.5666667,-4.583333333,0.99009901,20,1.960784314
1,1,6.12,258.8333333,-2.473333333,0.99009901,20,1.960784314
1,1,6.12,237.1333333,-0.988333333,0.99009901,20,1.960784314
1,1,6.12,194.0333333,-0.591633333,0.99009901,40,1.960784314
1,1,6.12,170.3,-1.048,0.99009901,40,1.960784314
1,1,6.12,198.4,1.671666667,0.99009901,40,1.960784314
1,1,6.12,174.6333333,0.497666667,0.99009901,60,1.960784314
1,1,6.12,223.9666667,1.216666667,0.99009901,60,1.960784314
1,1,6.12,202.3,-0.367833333,0.99009901,60,1.960784314
1,1,6.12,233.2666667,-2.813333333,0.99009901,80,1.960784314
1,1,6.12,167.0333333,0.119166667,0.99009901,80,1.960784314
1,1,6.12,190.2333333,-1.521333333,0.99009901,80,1.960784314
1,1,6.12,264.9,-3.486666667,0.99009901,20,9.090909091
1,1,6.12,216.4,1.181,0.99009901,20,9.090909091
1,1,6.12,314.3333333,-1.583333333,0.99009901,20,9.090909091
1,1,6.12,207.4,-1.696666667,0.99009901,40,9.090909091
1,1,6.12,180.6333333,1.110333333,0.99009901,40,9.090909091
1,1,6.12,212.9666667,-0.2816,0.99009901,40,9.090909091
1,1,6.12,253.3,-0.997666667,0.99009901,60,9.090909091
1,1,6.12,170.7666667,1.956666667,0.99009901,60,9.090909091
1,1,6.12,158.8333333,0.975666667,0.99009901,60,9.090909091
1,1,6.12,188.7333333,-4.646666667,0.99009901,80,9.090909091
1,1,6.12,206.5333333,-1.383,0.99009901,80,9.090909091
1,1,6.12,182.9,0.969,0.99009901,80,9.090909091
1,1,6.12,394.3,-7.95,0.99009901,20,50.0
1,1,6.12,254.7,-4.996666667,0.99009901,20,50.0
1,1,6.12,308.6333333,1.496666667,0.99009901,20,50.0
1,1,6.12,431.1,-12.68333333,0.99009901,40,50.0
1,1,6.12,161.8333333,-0.225866667,0.99009901,40,50.0
1,1,6.12,234.1666667,1.199666667,0.99009901,40,50.0
1,1,6.12,227.1333333,1.106666667,0.99009901,60,50.0
1,1,6.12,191.0333333,1.159666667,0.99009901,60,50.0
1,1,6.12,173.0666667,0.740633333,0.99009901,60,50.0
1,1,6.12,385.4666667,-5.563333333,0.99009901,80,50.0
1,1,6.12,235.9666667,-1.49,0.99009901,80,50.0
1,1,6.12,221.4,-0.068,0.99009901,80,50.0
1,1,6.12,429.7333333,-4.106666667,9.090909091,20,0.497512438
1,1,6.12,164.9,-4.78,9.090909091,20,0.497512438
1,1,6.12,204.7333333,-3.8,9.090909091,20,0.497512438
1,1,6.12,151.1,-8.67,9.090909091,40,0.497512438
1,1,6.12,219.6333333,-3.373333333,9.090909091,40,0.497512438
1,1,6.12,145.9333333,-1.295666667,9.090909091,40,0.497512438
1,1,6.12,127.0666667,-0.760666667,9.090909091,60,0.497512438
1,1,6.12,127.8,0.013,9.090909091,60,0.497512438
1,1,6.12,82.80666667,-1.82,9.090909091,60,0.497512438
1,1,6.12,104.6,-4.656666667,9.090909091,80,0.497512438
1,1,6.12,101.8666667,-2.406666667,9.090909091,80,0.497512438
1,1,6.12,92.93333333,-2.843333333,9.090909091,80,0.497512438
1,1,6.12,100.2433333,-9.143333333,9.090909091,20,0.99009901
1,1,6.12,142.6,-2.086666667,9.090909091,20,0.99009901
1,1,6.12,656.7666667,-2.69,9.090909091,20,0.99009901
1,1,6.12,156.8,-9.543333333,9.090909091,40,0.99009901
1,1,6.12,122.3333333,-1.101,9.090909091,40,0.99009901
1,1,6.12,146.9333333,-0.806,9.090909091,40,0.99009901
1,1,6.12,119.6333333,-0.956333333,9.090909091,60,0.99009901
1,1,6.12,138.6333333,-1.070666667,9.090909091,60,0.99009901
1,1,6.12,92.68333333,-1.873333333,9.090909091,60,0.99009901
1,1,6.12,107.7666667,-7.5,9.090909091,80,0.99009901
1,1,6.12,96.23333333,-3.133333333,9.090909091,80,0.99009901
1,1,6.12,112.1666667,-1.543333333,9.090909091,80,0.99009901
1,1,6.12,131.9333333,-8.303333333,9.090909091,20,1.960784314
1,1,6.12,130.2,-1.67,9.090909091,20,1.960784314
1,1,6.12,611.0333333,-4.006666667,9.090909091,20,1.960784314
1,1,6.12,149.6666667,-5.433333333,9.090909091,40,1.960784314
1,1,6.12,133.9666667,-0.782666667,9.090909091,40,1.960784314
1,1,6.12,138.3,-0.808,9.090909091,40,1.960784314
1,1,6.12,134.9666667,-2.59,9.090909091,60,1.960784314
1,1,6.12,140.6333333,-0.939333333,9.090909091,60,1.960784314
1,1,6.12,97.09,-1.427333333,9.090909091,60,1.960784314
1,1,6.12,104.5666667,-4.286666667,9.090909091,80,1.960784314
1,1,6.12,110.4,-3.123333333,9.090909091,80,1.960784314
1,1,6.12,95.28,-2.5,9.090909091,80,1.960784314
1,1,6.12,115.9666667,-5.833333333,9.090909091,20,9.090909091
1,1,6.12,130.5666667,-1.171666667,9.090909091,20,9.090909091
1,1,6.12,320.0666667,-3.613333333,9.090909091,20,9.090909091
1,1,6.12,129.2333333,-8.426666667,9.090909091,40,9.090909091
1,1,6.12,121.4666667,-0.833,9.090909091,40,9.090909091
1,1,6.12,169.4666667,-0.889,9.090909091,40,9.090909091
1,1,6.12,134.3333333,-3.496666667,9.090909091,60,9.090909091
1,1,6.12,114.1666667,-1.372,9.090909091,60,9.090909091
1,1,6.12,92.96333333,-2.23,9.090909091,60,9.090909091
1,1,6.12,118.9,-7.86,9.090909091,80,9.090909091
1,1,6.12,94.82333333,-1.491,9.090909091,80,9.090909091
1,1,6.12,95.42666667,-2.646666667,9.090909091,80,9.090909091
1,1,6.12,395.1666667,-16.8,9.090909091,20,50.0
1,1,6.12,156.3,-9.796666667,9.090909091,20,50.0
1,1,6.12,139.8,-6.03,9.090909091,20,50.0
1,1,6.12,144.2333333,-7.93,9.090909091,40,50.0
1,1,6.12,131.1,-1.069666667,9.090909091,40,50.0
1,1,6.12,150.6666667,-1.002,9.090909091,40,50.0
1,1,6.12,151.8666667,-6.88,9.090909091,60,50.0
1,1,6.12,143.0666667,-0.741333333,9.090909091,60,50.0
1,1,6.12,122.1,-1.561,9.090909091,60,50.0
1,1,6.12,149.8,-13.63333333,9.090909091,80,50.0
1,1,6.12,152.3333333,-3.446666667,9.090909091,80,50.0
1,1,6.12,156.8,-1.356666667,9.090909091,80,50.0
0,1,11.8502,215.1166667,-5.068333333,0.199600798,20,0.497512438
0,1,11.8502,161.0666667,-4.021666667,0.199600798,20,0.497512438
0,1,11.8502,155.4833333,-2.968333333,0.199600798,20,0.497512438
0,1,11.8502,197.0333333,-3.041666667,0.199600798,40,0.497512438
0,1,11.8502,176.2666667,-1.898333333,0.199600798,40,0.497512438
0,1,11.8502,180.2333333,-3.103333333,0.199600798,40,0.497512438
0,1,11.8502,182.5,-1.049666667,0.199600798,60,0.497512438
0,1,11.8502,255.3333333,-1.217666667,0.199600798,60,0.497512438
0,1,11.8502,154.7333333,2.996666667,0.199600798,60,0.497512438
0,1,11.8502,200.9666667,-6.603333333,0.199600798,80,0.497512438
0,1,11.8502,172.4333333,0.623,0.199600798,80,0.497512438
0,1,11.8502,200.2333333,0.325333333,0.199600798,80,0.497512438
0,1,11.8502,200.4,-4.816666667,0.199600798,20,0.99009901
0,1,11.8502,207.5166667,-3.873333333,0.199600798,20,0.99009901
0,1,11.8502,307.6333333,-3.5,0.199600798,20,0.99009901
0,1,11.8502,197.9,-2.638333333,0.199600798,40,0.99009901
0,1,11.8502,190.1333333,0.246333333,0.199600798,40,0.99009901
0,1,11.8502,179.7666667,-3.133333333,0.199600798,40,0.99009901
0,1,11.8502,231.2,-9.153333333,0.199600798,60,0.99009901
0,1,11.8502,214.3333333,-0.320666667,0.199600798,60,0.99009901
0,1,11.8502,169.7,2.133333333,0.199600798,60,0.99009901
0,1,11.8502,210.8333333,-9.556666667,0.199600798,80,0.99009901
0,1,11.8502,201.4666667,0.087033333,0.199600798,80,0.99009901
0,1,11.8502,162.3333333,3.74,0.199600798,80,0.99009901
0,1,11.8502,213.1333333,-4.85,0.199600798,20,1.960784314
0,1,11.8502,209.5833333,-2.693333333,0.199600798,20,1.960784314
0,1,11.8502,186.8666667,-2.901666667,0.199600798,20,1.960784314
0,1,11.8502,180.9,-1.799333333,0.199600798,40,1.960784314
0,1,11.8502,219.7,-0.851333333,0.199600798,40,1.960784314
0,1,11.8502,193.5666667,-1.121333333,0.199600798,40,1.960784314
0,1,11.8502,298.8333333,-2.73,0.199600798,60,1.960784314
0,1,11.8502,180.7,1.443333333,0.199600798,60,1.960784314
0,1,11.8502,165.1666667,0.187266667,0.199600798,60,1.960784314
0,1,11.8502,223.7,-5.206666667,0.199600798,80,1.960784314
0,1,11.8502,197.4666667,0.386,0.199600798,80,1.960784314
0,1,11.8502,176.4,0.998,0.199600798,80,1.960784314
0,1,11.8502,170.7333333,-3.636666667,0.199600798,20,9.090909091
0,1,11.8502,174.4,-2.656666667,0.199600798,20,9.090909091
0,1,11.8502,245.4333333,-1.633,0.199600798,20,9.090909091
0,1,11.8502,201.5166667,-1.138333333,0.199600798,40,9.090909091
0,1,11.8502,158.9333333,-0.238,0.199600798,40,9.090909091
0,1,11.8502,203.6333333,-0.738666667,0.199600798,40,9.090909091
0,1,11.8502,209.3333333,-3.896666667,0.199600798,60,9.090909091
0,1,11.8502,223.4666667,-0.527,0.199600798,60,9.090909091
0,1,11.8502,185.9666667,-0.284666667,0.199600798,60,9.090909091
0,1,11.8502,230.6,-1.926666667,0.199600798,80,9.090909091
0,1,11.8502,208.0666667,-0.139,0.199600798,80,9.090909091
0,1,11.8502,188.6333333,-0.031,0.199600798,80,9.090909091
0,1,11.8502,337.1666667,-11.87166667,0.199600798,20,50.0
0,1,11.8502,247.8666667,-8.006666667,0.199600798,20,50.0
0,1,11.8502,208.5333333,-8.283333333,0.199600798,20,50.0
0,1,11.8502,239.25,-15.03333333,0.199600798,40,50.0
0,1,11.8502,323.1666667,-7.436666667,0.199600798,40,50.0
0,1,11.8502,255.3,-8.44,0.199600798,40,50.0
0,1,11.8502,501.3333333,-15.4,0.199600798,60,50.0
0,1,11.8502,231.3666667,-3.776666667,0.199600798,60,50.0
0,1,11.8502,229.3333333,-5.566666667,0.199600798,60,50.0
0,1,11.8502,232.4333333,-6.826666667,0.199600798,80,50.0
0,1,11.8502,341.5666667,-13.4,0.199600798,80,50.0
0,1,11.8502,278.9666667,-4.993333333,0.199600798,80,50.0
0,1,11.8502,198.6,-4.593333333,0.99009901,20,0.497512438
0,1,11.8502,144.3666667,-3.04,0.99009901,20,0.497512438
0,1,11.8502,164.5666667,-1.816666667,0.99009901,20,0.497512438
0,1,11.8502,162.7333333,-13.76666667,0.99009901,40,0.497512438
0,1,11.8502,145.8,-3.333333333,0.99009901,40,0.497512438
0,1,11.8502,139.0666667,-2.323333333,0.99009901,40,0.497512438
0,1,11.8502,151.2,-4.963333333,0.99009901,60,0.497512438
0,1,11.8502,123.4666667,-2.55,0.99009901,60,0.497512438
0,1,11.8502,114.8,-1.646666667,0.99009901,60,0.497512438
0,1,11.8502,168.1,-6.486666667,0.99009901,80,0.497512438
0,1,11.8502,147.2333333,-3.843333333,0.99009901,80,0.497512438
0,1,11.8502,150.2,-4.066666667,0.99009901,80,0.497512438
0,1,11.8502,139.3666667,-2.46,0.99009901,20,0.99009901
0,1,11.8502,176.9,-3.883333333,0.99009901,20,0.99009901
0,1,11.8502,120.0666667,-2.693333333,0.99009901,20,0.99009901
0,1,11.8502,167.7333333,-5.593333333,0.99009901,40,0.99009901
0,1,11.8502,130.9,-1.499,0.99009901,40,0.99009901
0,1,11.8502,141.1666667,-1.446,0.99009901,40,0.99009901
0,1,11.8502,129.2666667,-2.78,0.99009901,60,0.99009901
0,1,11.8502,116.2666667,-1.616666667,0.99009901,60,0.99009901
0,1,11.8502,167.0666667,-0.117666667,0.99009901,60,0.99009901
0,1,11.8502,181.1666667,-4.66,0.99009901,80,0.99009901
0,1,11.8502,146.6,-5.24,0.99009901,80,0.99009901
0,1,11.8502,153.0,-2.843333333,0.99009901,80,0.99009901
0,1,11.8502,150.3,-5.36,0.99009901,20,1.960784314
0,1,11.8502,136.1333333,-4.023333333,0.99009901,20,1.960784314
0,1,11.8502,139.5,-2.783333333,0.99009901,20,1.960784314
0,1,11.8502,179.5333333,-1.955666667,0.99009901,40,1.960784314
0,1,11.8502,136.8333333,-2.006,0.99009901,40,1.960784314
0,1,11.8502,124.5333333,-2.606666667,0.99009901,40,1.960784314
0,1,11.8502,147.5,-4.78,0.99009901,60,1.960784314
0,1,11.8502,117.8333333,-2.276666667,0.99009901,60,1.960784314
0,1,11.8502,174.4333333,-0.321666667,0.99009901,60,1.960784314
0,1,11.8502,166.5,-5.69,0.99009901,80,1.960784314
0,1,11.8502,146.4333333,-3.793333333,0.99009901,80,1.960784314
0,1,11.8502,172.0,-2.906666667,0.99009901,80,1.960784314
0,1,11.8502,142.4333333,-5.61,0.99009901,20,9.090909091
0,1,11.8502,124.6,-2.116666667,0.99009901,20,9.090909091
0,1,11.8502,134.9,-2.88,0.99009901,20,9.090909091
0,1,11.8502,170.8666667,-3.836666667,0.99009901,40,9.090909091
0,1,11.8502,165.8,-2.166666667,0.99009901,40,9.090909091
0,1,11.8502,137.2,-2.34,0.99009901,40,9.090909091
0,1,11.8502,140.6333333,-3.42,0.99009901,60,9.090909091
0,1,11.8502,123.8333333,-2.623333333,0.99009901,60,9.090909091
0,1,11.8502,184.6,-1.114333333,0.99009901,60,9.090909091
0,1,11.8502,181.1666667,-5.173333333,0.99009901,80,9.090909091
0,1,11.8502,163.4,-3.976666667,0.99009901,80,9.090909091
0,1,11.8502,156.7666667,-1.926666667,0.99009901,80,9.090909091
0,1,11.8502,346.0333333,-12.6,0.99009901,20,50.0
0,1,11.8502,247.9666667,-5.433333333,0.99009901,20,50.0
0,1,11.8502,400.5333333,-2.986666667,0.99009901,20,50.0
