P_charged_centers,N_charged_centers,cLogP,Size,Zeta,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
0,1,9.3028,154.0833333,-22.66666667,0.199600798,80,9.090909091
0,1,9.3028,172.25,-0.437,0.199600798,80,9.090909091
0,1,9.3028,175.9333333,-2.24,0.199600798,80,9.090909091
0,1,9.3028,1859.333333,-19.73333333,0.199600798,20,50.0
0,1,9.3028,487.5,-3.413333333,0.199600798,20,50.0
0,1,9.3028,1049.966667,-2.423333333,0.199600798,20,50.0
0,1,9.3028,370.2333333,-25.56666667,0.199600798,40,50.0
0,1,9.3028,1164.833333,-15.7,0.199600798,40,50.0
0,1,9.3028,1153.333333,-4.87,0.199600798,40,50.0
0,1,9.3028,1720.666667,-28.26666667,0.199600798,60,50.0
0,1,9.3028,214.1666667,-17.83333333,0.199600798,60,50.0
0,1,9.3028,1034.266667,-5.81,0.199600798,60,50.0
0,1,9.3028,476.1166667,-6.776666667,0.199600798,80,50.0
0,1,9.3028,418.8333333,-5.44,0.199600798,80,50.0
0,1,9.3028,268.4333333,-4.47,0.199600798,80,50.0
0,1,9.3028,514.5666667,-1.836666667,0.99009901,20,0.497512438
0,1,9.3028,209.0,-1.497333333,0.99009901,20,0.497512438
0,1,9.3028,296.5333333,-1.007333333,0.99009901,20,0.497512438
0,1,9.3028,75.20666667,-1.843333333,0.99009901,40,0.497512438
0,1,9.3028,210.5666667,-0.593366667,0.99009901,40,0.497512438
0,1,9.3028,184.1666667,-7.61,0.99009901,40,0.497512438
0,1,9.3028,133.6666667,-4.72,0.99009901,60,0.497512438
0,1,9.3028,145.6666667,-3.62,0.99009901,60,0.497512438
0,1,9.3028,164.5333333,-4.233333333,0.99009901,60,0.497512438
0,1,9.3028,415.6,-2.0,0.99009901,80,0.497512438
0,1,9.3028,420.6,-2.613333333,0.99009901,80,0.497512438
0,1,9.3028,725.6666667,-0.015666667,0.99009901,80,0.497512438
0,1,9.3028,613.1333333,-2.063333333,0.99009901,20,0.99009901
0,1,9.3028,187.7333333,-1.543333333,0.99009901,20,0.99009901
0,1,9.3028,99.15666667,-1.906666667,0.99009901,20,0.99009901
0,1,9.3028,118.2,-1.441,0.99009901,40,0.99009901
0,1,9.3028,170.9666667,-1.497333333,0.99009901,40,0.99009901
0,1,9.3028,215.6333333,-4.113333333,0.99009901,40,0.99009901
0,1,9.3028,182.2,-3.46,0.99009901,60,0.99009901
0,1,9.3028,207.7333333,-5.52,0.99009901,60,0.99009901
0,1,9.3028,348.7,-2.886666667,0.99009901,60,0.99009901
0,1,9.3028,379.2666667,-2.153333333,0.99009901,80,0.99009901
0,1,9.3028,430.7333333,-1.356666667,0.99009901,80,0.99009901
0,1,9.3028,255.0166667,0.867666667,0.99009901,80,0.99009901
0,1,9.3028,738.2666667,-1.916666667,0.99009901,20,1.960784314
0,1,9.3028,190.2,-0.810333333,0.99009901,20,1.960784314
0,1,9.3028,210.8,-2.876666667,0.99009901,20,1.960784314
0,1,9.3028,263.4666667,-2.14,0.99009901,40,1.960784314
0,1,9.3028,162.0,-0.342,0.99009901,40,1.960784314
0,1,9.3028,203.3333333,-2.2,0.99009901,40,1.960784314
0,1,9.3028,194.0,-3.503333333,0.99009901,60,1.960784314
0,1,9.3028,235.7333333,-2.013333333,0.99009901,60,1.960784314
0,1,9.3028,183.1666667,-3.336666667,0.99009901,60,1.960784314
0,1,9.3028,264.4666667,-6.496666667,0.99009901,80,1.960784314
0,1,9.3028,410.2,0.9383,0.99009901,80,1.960784314
0,1,9.3028,363.8,0.4627,0.99009901,80,1.960784314
0,1,9.3028,457.7666667,-20.96666667,0.99009901,20,9.090909091
0,1,9.3028,170.4666667,-1.013333333,0.99009901,20,9.090909091
0,1,9.3028,205.1333333,-0.812553333,0.99009901,20,9.090909091
0,1,9.3028,153.8666667,-1.636666667,0.99009901,40,9.090909091
0,1,9.3028,202.0333333,-0.022666667,0.99009901,40,9.090909091
0,1,9.3028,192.2666667,-3.43,0.99009901,40,9.090909091
0,1,9.3028,176.8,-13.4,0.99009901,60,9.090909091
0,1,9.3028,293.4666667,-1.985333333,0.99009901,60,9.090909091
0,1,9.3028,281.8333333,-3.243333333,0.99009901,60,9.090909091
0,1,9.3028,496.8666667,-1.304,0.99009901,80,9.090909091
0,1,9.3028,526.7333333,-0.888,0.99009901,80,9.090909091
0,1,9.3028,501.1333333,-0.417666667,0.99009901,80,9.090909091
0,1,9.3028,237.7333333,-6.72,0.99009901,20,50.0
0,1,9.3028,154.0666667,-5.936666667,0.99009901,20,50.0
0,1,9.3028,185.1,-3.736666667,0.99009901,20,50.0
0,1,9.3028,196.1666667,-7.57,0.99009901,40,50.0
0,1,9.3028,298.0333333,-4.593333333,0.99009901,40,50.0
0,1,9.3028,189.2333333,-1.266666667,0.99009901,40,50.0
0,1,9.3028,241.5,-16.4,0.99009901,60,50.0
0,1,9.3028,249.8,-1.483333333,0.99009901,60,50.0
0,1,9.3028,346.5,-0.622,0.99009901,60,50.0
0,1,9.3028,364.1333333,-8.473333333,0.99009901,80,50.0
0,1,9.3028,812.3666667,-5.833333333,0.99009901,80,50.0
0,1,9.3028,409.6,-6.46,0.99009901,80,50.0
0,1,9.3028,113.3,-1.485333333,9.090909091,20,0.497512438
0,1,9.3028,179.0666667,-0.415666667,9.090909091,20,0.497512438
0,1,9.3028,1512.333333,-2.8,9.090909091,20,0.497512438
0,1,9.3028,108.3166667,-1.42,9.090909091,40,0.497512438
0,1,9.3028,153.9,-0.845333333,9.090909091,40,0.497512438
0,1,9.3028,120.1,-1.69,9.090909091,40,0.497512438
0,1,9.3028,166.4,-3.313333333,9.090909091,60,0.497512438
0,1,9.3028,192.9,-1.398,9.090909091,60,0.497512438
0,1,9.3028,260.3666667,-0.940666667,9.090909091,60,0.497512438
0,1,9.3028,230.6333333,8.696666667,9.090909091,80,0.497512438
0,1,9.3028,237.4,-0.939,9.090909091,80,0.497512438
0,1,9.3028,208.8333333,-0.976,9.090909091,80,0.497512438
0,1,9.3028,129.5333333,-1.733333333,9.090909091,20,0.99009901
0,1,9.3028,247.0333333,-1.54,9.090909091,20,0.99009901
0,1,9.3028,1955.333333,-1.195666667,9.090909091,20,0.99009901
0,1,9.3028,181.4666667,-1.7,9.090909091,40,0.99009901
0,1,9.3028,144.4,-0.988333333,9.090909091,40,0.99009901
0,1,9.3028,123.8,-2.643333333,9.090909091,40,0.99009901
0,1,9.3028,253.1333333,-0.603333333,9.090909091,60,0.99009901
0,1,9.3028,212.9666667,-0.511666667,9.090909091,60,0.99009901
0,1,9.3028,219.6333333,-1.116666667,9.090909091,60,0.99009901
0,1,9.3028,243.4333333,2.933333333,9.090909091,80,0.99009901
0,1,9.3028,226.2666667,0.520333333,9.090909091,80,0.99009901
0,1,9.3028,262.2333333,-2.67,9.090909091,80,0.99009901
0,1,9.3028,135.9333333,-1.596666667,9.090909091,20,1.960784314
0,1,9.3028,967.0333333,-1.566666667,9.090909091,20,1.960784314
0,1,9.3028,1599.666667,-2.373333333,9.090909091,20,1.960784314
0,1,9.3028,113.75,-1.247666667,9.090909091,40,1.960784314
0,1,9.3028,142.2666667,-1.014,9.090909091,40,1.960784314
0,1,9.3028,142.3333333,-3.99,9.090909091,40,1.960784314
0,1,9.3028,256.9666667,-10.79333333,9.090909091,60,1.960784314
0,1,9.3028,205.9333333,-1.503333333,9.090909091,60,1.960784314
0,1,9.3028,184.7,-1.180333333,9.090909091,60,1.960784314
0,1,9.3028,244.4333333,1.269666667,9.090909091,80,1.960784314
0,1,9.3028,247.3666667,-1.149666667,9.090909091,80,1.960784314
0,1,9.3028,250.6333333,-1.219666667,9.090909091,80,1.960784314
0,1,9.3028,636.7,-2.273333333,9.090909091,20,9.090909091
0,1,9.3028,691.7,-1.220666667,9.090909091,20,9.090909091
0,1,9.3028,1708.333333,-1.876666667,9.090909091,20,9.090909091
0,1,9.3028,111.6666667,-1.019766667,9.090909091,40,9.090909091
0,1,9.3028,148.1333333,-1.61,9.090909091,40,9.090909091
0,1,9.3028,118.0,-1.693333333,9.090909091,40,9.090909091
0,1,9.3028,233.5,-0.879,9.090909091,60,9.090909091
0,1,9.3028,264.6666667,-0.790333333,9.090909091,60,9.090909091
0,1,9.3028,220.9,-1.506666667,9.090909091,60,9.090909091
0,1,9.3028,256.1,0.606333333,9.090909091,80,9.090909091
0,1,9.3028,278.3,-1.317,9.090909091,80,9.090909091
0,1,9.3028,265.9,-0.951333333,9.090909091,80,9.090909091
0,1,9.3028,675.8333333,-3.106666667,9.090909091,20,50.0
0,1,9.3028,682.8333333,-31.73333333,9.090909091,20,50.0
0,1,9.3028,464.0,-2.386666667,9.090909091,20,50.0
0,1,9.3028,163.5666667,-1.746666667,9.090909091,40,50.0
0,1,9.3028,459.9666667,-1.683333333,9.090909091,40,50.0
0,1,9.3028,753.9666667,-1.856666667,9.090909091,40,50.0
0,1,9.3028,194.8666667,-1.74,9.090909091,60,50.0
0,1,9.3028,934.6333333,-1.833333333,9.090909091,60,50.0
0,1,9.3028,1021.5,-1.422666667,9.090909091,60,50.0
0,1,9.3028,201.0,-1.713333333,9.090909091,80,50.0
0,1,9.3028,456.4,-2.203333333,9.090909091,80,50.0
0,1,9.3028,398.5,-1.184333333,9.090909091,80,50.0
1,1,9.784,288.9666667,-7.436666667,0.199600798,20,0.497512438
1,1,9.784,533.7,-3.523333333,0.199600798,20,0.497512438
1,1,9.784,342.3333333,-3.396666667,0.199600798,20,0.497512438
1,1,9.784,237.1333333,-4.23,0.199600798,40,0.497512438
1,1,9.784,185.1333333,-1.803333333,0.199600798,40,0.497512438
1,1,9.784,267.7333333,-2.356666667,0.199600798,40,0.497512438
1,1,9.784,206.6,-5.31,0.199600798,60,0.497512438
1,1,9.784,173.1333333,0.721666667,0.199600798,60,0.497512438
1,1,9.784,183.6666667,-0.501666667,0.199600798,60,0.497512438
1,1,9.784,166.6333333,-24.63333333,0.199600798,80,0.497512438
1,1,9.784,137.6333333,-6.11,0.199600798,80,0.497512438
1,1,9.784,158.8,-0.955,0.199600798,80,0.497512438
1,1,9.784,577.6666667,-11.77666667,0.199600798,20,0.99009901
1,1,9.784,562.7666667,-3.553333333,0.199600798,20,0.99009901
1,1,9.784,288.1666667,-1.593,0.199600798,20,0.99009901
1,1,9.784,240.3,-3.686666667,0.199600798,40,0.99009901
1,1,9.784,191.7333333,0.269333333,0.199600798,40,0.99009901
1,1,9.784,189.9666667,-2.24,0.199600798,40,0.99009901
1,1,9.784,192.8,-3.663333333,0.199600798,60,0.99009901
1,1,9.784,170.3,0.073,0.199600798,60,0.99009901
1,1,9.784,181.6333333,-1.161666667,0.199600798,60,0.99009901
1,1,9.784,172.9333333,-26.66666667,0.199600798,80,0.99009901
1,1,9.784,148.0,-6.033333333,0.199600798,80,0.99009901
1,1,9.784,162.5333333,-0.325333333,0.199600798,80,0.99009901
1,1,9.784,650.7333333,-11.36666667,0.199600798,20,1.960784314
1,1,9.784,403.2666667,-4.096666667,0.199600798,20,1.960784314
1,1,9.784,475.3333333,-3.116666667,0.199600798,20,1.960784314
1,1,9.784,191.8,-0.756333333,0.199600798,40,1.960784314
1,1,9.784,170.0,0.3774,0.199600798,40,1.960784314
1,1,9.784,307.4666667,-3.04,0.199600798,40,1.960784314
1,1,9.784,189.0333333,-2.12,0.199600798,60,1.960784314
1,1,9.784,155.4333333,1.195666667,0.199600798,60,1.960784314
1,1,9.784,256.8,0.16,0.199600798,60,1.960784314
1,1,9.784,202.3,-29.4,0.199600798,80,1.960784314
1,1,9.784,135.8666667,-10.41,0.199600798,80,1.960784314
1,1,9.784,163.5333333,-0.4925,0.199600798,80,1.960784314
1,1,9.784,431.8,-9.42,0.199600798,20,9.090909091
1,1,9.784,465.9333333,-1.686666667,0.199600798,20,9.090909091
1,1,9.784,599.5333333,-0.166206667,0.199600798,20,9.090909091
1,1,9.784,197.5666667,-2.53,0.199600798,40,9.090909091
1,1,9.784,199.4,2.476666667,0.199600798,40,9.090909091
1,1,9.784,208.5,1.541666667,0.199600798,40,9.090909091
1,1,9.784,193.9,-1.64,0.199600798,60,9.090909091
1,1,9.784,159.3,2.77,0.199600798,60,9.090909091
1,1,9.784,190.9666667,2.354,0.199600798,60,9.090909091
1,1,9.784,166.8666667,-26.83333333,0.199600798,80,9.090909091
1,1,9.784,146.8666667,5.42,0.199600798,80,9.090909091
1,1,9.784,167.8,7.203333333,0.199600798,80,9.090909091
1,1,9.784,287.7333333,2.916666667,0.199600798,20,50.0
1,1,9.784,306.5333333,3.96,0.199600798,20,50.0
1,1,9.784,473.2,5.006666667,0.199600798,20,50.0
1,1,9.784,261.7,4.206666667,0.199600798,40,50.0
1,1,9.784,205.1,4.25,0.199600798,40,50.0
1,1,9.784,177.9333333,2.72,0.199600798,40,50.0
1,1,9.784,224.5,4.343333333,0.199600798,60,50.0
1,1,9.784,195.0333333,5.876666667,0.199600798,60,50.0
1,1,9.784,179.0333333,6.29,0.199600798,60,50.0
1,1,9.784,237.6333333,6.303333333,0.199600798,80,50.0
1,1,9.784,164.9666667,11.93333333,0.199600798,80,50.0
1,1,9.784,171.5333333,8.72,0.199600798,80,50.0
1,1,9.784,177.0333333,-4.186666667,0.99009901,20,0.497512438
1,1,9.784,223.4,-2.646666667,0.99009901,20,0.497512438
1,1,9.784,169.1333333,-2.373333333,0.99009901,20,0.497512438
1,1,9.784,193.5,-1.616666667,0.99009901,40,0.497512438
1,1,9.784,139.0,-1.976666667,0.99009901,40,0.497512438
1,1,9.784,159.2333333,-2.136666667,0.99009901,40,0.497512438
1,1,9.784,171.7,-0.094333333,0.99009901,60,0.497512438
1,1,9.784,150.1333333,-1.95,0.99009901,60,0.497512438
1,1,9.784,177.5333333,-2.43,0.99009901,60,0.497512438
1,1,9.784,219.6333333,-15.26666667,0.99009901,80,0.497512438
1,1,9.784,141.4666667,-3.21,0.99009901,80,0.497512438
1,1,9.784,160.0333333,-4.51,0.99009901,80,0.497512438
1,1,9.784,176.9333333,-4.66,0.99009901,20,0.99009901
1,1,9.784,263.8333333,-6.34,0.99009901,20,0.99009901
1,1,9.784,303.3666667,-2.326666667,0.99009901,20,0.99009901
1,1,9.784,174.6666667,-3.043333333,0.99009901,40,0.99009901
1,1,9.784,148.9333333,-0.049066667,0.99009901,40,0.99009901
1,1,9.784,152.4666667,-1.993333333,0.99009901,40,0.99009901
1,1,9.784,164.2,-2.476666667,0.99009901,60,0.99009901
1,1,9.784,150.2666667,1.32,0.99009901,60,0.99009901
1,1,9.784,191.8,-1.426666667,0.99009901,60,0.99009901
1,1,9.784,241.5333333,-15.93333333,0.99009901,80,0.99009901
1,1,9.784,148.0333333,-3.53,0.99009901,80,0.99009901
1,1,9.784,155.5666667,-3.316666667,0.99009901,80,0.99009901
1,1,9.784,153.8666667,-3.213333333,0.99009901,20,1.960784314
1,1,9.784,203.9333333,-2.766666667,0.99009901,20,1.960784314
1,1,9.784,263.9333333,-1.060666667,0.99009901,20,1.960784314
1,1,9.784,170.0666667,-3.176666667,0.99009901,40,1.960784314
1,1,9.784,158.3666667,-1.57,0.99009901,40,1.960784314
1,1,9.784,130.9333333,0.963666667,0.99009901,40,1.960784314
1,1,9.784,160.7333333,-3.816666667,0.99009901,60,1.960784314
1,1,9.784,138.7333333,0.242266667,0.99009901,60,1.960784314
1,1,9.784,152.2333333,-1.88,0.99009901,60,1.960784314
1,1,9.784,189.0,-15.9,0.99009901,80,1.960784314
1,1,9.784,147.2,-5.523333333,0.99009901,80,1.960784314
1,1,9.784,148.5333333,-2.94,0.99009901,80,1.960784314
1,1,9.784,154.9,-5.373333333,0.99009901,20,9.090909091
1,1,9.784,230.9333333,-2.173333333,0.99009901,20,9.090909091
1,1,9.784,168.1666667,-0.284166667,0.99009901,20,9.090909091
1,1,9.784,164.0666667,-0.60825,0.99009901,40,9.090909091
1,1,9.784,478.0,-3.73,0.99009901,40,9.090909091
1,1,9.784,161.1333333,0.813333333,0.99009901,40,9.090909091
1,1,9.784,179.6666667,1.84,0.99009901,60,9.090909091
1,1,9.784,153.8,-0.397333333,0.99009901,60,9.090909091
1,1,9.784,150.7333333,-0.254666667,0.99009901,60,9.090909091
1,1,9.784,222.5666667,-12.13333333,0.99009901,80,9.090909091
1,1,9.784,166.1666667,-6.06,0.99009901,80,9.090909091
1,1,9.784,198.6666667,-0.9158,0.99009901,80,9.090909091
1,1,9.784,236.7666667,-3.646666667,0.99009901,20,50.0
1,1,9.784,211.3666667,1.916666667,0.99009901,20,50.0
1,1,9.784,182.6,0.651,0.99009901,20,50.0
1,1,9.784,179.9,-1.32,0.99009901,40,50.0
1,1,9.784,196.2,2.876666667,0.99009901,40,50.0
1,1,9.784,180.0,-3.013333333,0.99009901,40,50.0
1,1,9.784,197.7,0.54,0.99009901,60,50.0
1,1,9.784,148.4666667,4.106666667,0.99009901,60,50.0
1,1,9.784,171.6333333,1.651,0.99009901,60,50.0
1,1,9.784,253.0666667,-0.074666667,0.99009901,80,50.0
1,1,9.784,186.6333333,-5.6,0.99009901,80,50.0
1,1,9.784,150.0333333,6.683333333,0.99009901,80,50.0
1,1,9.784,274.6,-9.106666667,9.090909091,20,0.497512438
1,1,9.784,236.6,-4.033333333,9.090909091,20,0.497512438
1,1,9.784,405.4,-5.893333333,9.090909091,20,0.497512438
1,1,9.784,170.1333333,-5.413333333,9.090909091,40,0.497512438
1,1,9.784,176.6666667,-1.593333333,9.090909091,40,0.497512438
1,1,9.784,260.6666667,-1.943333333,9.090909091,40,0.497512438
1,1,9.784,153.6333333,-3.223333333,9.090909091,60,0.497512438
1,1,9.784,153.0333333,-1.48,9.090909091,60,0.497512438
1,1,9.784,149.9,-2.086666667,9.090909091,60,0.497512438
1,1,9.784,133.1,-3.64,9.090909091,80,0.497512438
1,1,9.784,138.3666667,-33.9,9.090909091,80,0.497512438
1,1,9.784,136.2333333,-2.783333333,9.090909091,80,0.497512438
1,1,9.784,196.5,-6.903333333,9.090909091,20,0.99009901
1,1,9.784,197.3,-2.48,9.090909091,20,0.99009901
1,1,9.784,213.9333333,-1.81,9.090909091,20,0.99009901
1,1,9.784,137.9333333,-6.893333333,9.090909091,40,0.99009901
1,1,9.784,470.4333333,-3.68,9.090909091,40,0.99009901
1,1,9.784,165.9666667,-2.296666667,9.090909091,40,0.99009901
1,1,9.784,137.5666667,-3.093333333,9.090909091,60,0.99009901
1,1,9.784,115.6333333,-2.686666667,9.090909091,60,0.99009901
1,1,9.784,207.0666667,-1.29,9.090909091,60,0.99009901
1,1,9.784,145.4,-3.763333333,9.090909091,80,0.99009901
1,1,9.784,135.8666667,-36.3,9.090909091,80,0.99009901
1,1,9.784,120.9333333,-1.66,9.090909091,80,0.99009901
1,1,9.784,278.8333333,-8.986666667,9.090909091,20,1.960784314
1,1,9.784,415.8,-6.63,9.090909091,20,1.960784314
1,1,9.784,496.8333333,-6.54,9.090909091,20,1.960784314
1,1,9.784,93.06666667,-2.723333333,9.090909091,40,1.960784314
1,1,9.784,207.5666667,-2.203333333,9.090909091,40,1.960784314
1,1,9.784,201.6333333,-2.146666667,9.090909091,40,1.960784314
1,1,9.784,136.1666667,-2.57,9.090909091,60,1.960784314
1,1,9.784,129.5,-1.666333333,9.090909091,60,1.960784314
1,1,9.784,202.5,-2.12,9.090909091,60,1.960784314
1,1,9.784,143.0333333,-3.51,9.090909091,80,1.960784314
1,1,9.784,134.7,-36.66666667,9.090909091,80,1.960784314
1,1,9.784,135.2333333,-2.383333333,9.090909091,80,1.960784314
1,1,9.784,235.4666667,-9.563333333,9.090909091,20,9.090909091
1,1,9.784,378.9333333,-5.376666667,9.090909091,20,9.090909091
1,1,9.784,476.3333333,-7.476666667,9.090909091,20,9.090909091
1,1,9.784,132.7666667,-5.483333333,9.090909091,40,9.090909091
1,1,9.784,279.9666667,-2.596666667,9.090909091,40,9.090909091
1,1,9.784,153.0,-1.983333333,9.090909091,40,9.090909091
1,1,9.784,156.7333333,-3.656666667,9.090909091,60,9.090909091
1,1,9.784,134.0666667,-1.370333333,9.090909091,60,9.090909091
1,1,9.784,167.5,-2.37,9.090909091,60,9.090909091
1,1,9.784,144.4333333,-4.92,9.090909091,80,9.090909091
1,1,9.784,161.1333333,-31.9,9.090909091,80,9.090909091
1,1,9.784,118.1666667,-2.056666667,9.090909091,80,9.090909091
1,1,9.784,302.6666667,-8.333333333,9.090909091,20,50.0
1,1,9.784,270.0333333,-7.673333333,9.090909091,20,50.0
1,1,9.784,180.3,-9.613333333,9.090909091,20,50.0
1,1,9.784,157.5,-3.126666667,9.090909091,40,50.0
1,1,9.784,140.4666667,-1.383333333,9.090909091,40,50.0
1,1,9.784,228.2,-1.873333333,9.090909091,40,50.0
1,1,9.784,153.2,-2.37,9.090909091,60,50.0
1,1,9.784,129.7666667,-1.059,9.090909091,60,50.0
1,1,9.784,145.7333333,-1.533333333,9.090909091,60,50.0
1,1,9.784,165.1666667,-3.313333333,9.090909091,80,50.0
1,1,9.784,157.6666667,15.6,9.090909091,80,50.0
1,1,9.784,140.5666667,-1.012333333,9.090909091,80,50.0
1,0,12.515,157.3333333,5.9,0.199600798,20,0.497512438
1,0,12.515,138.8333333,5.12,0.199600798,20,0.497512438
1,0,12.515,235.9333333,9.113333333,0.199600798,20,0.497512438
1,0,12.515,175.8333333,12.9,0.199600798,40,0.497512438
1,0,12.515,172.5333333,1.866666667,0.199600798,40,0.497512438
1,0,12.515,173.3,6.673333333,0.199600798,40,0.497512438
1,0,12.515,222.7333333,16.2,0.199600798,60,0.497512438
1,0,12.515,163.4666667,13.33333333,0.199600798,60,0.497512438
1,0,12.515,132.7666667,15.63333333,0.199600798,60,0.497512438
1,0,12.515,172.6333333,-10.96666667,0.199600798,80,0.497512438
1,0,12.515,156.5,5.703333333,0.199600798,80,0.497512438
1,0,12.515,415.4333333,-30.56666667,0.199600798,80,0.497512438
1,0,12.515,126.4666667,1.823,0.199600798,20,0.99009901
1,0,12.515,173.0,7.926666667,0.199600798,20,0.99009901
1,0,12.515,198.5333333,2.883333333,0.199600798,20,0.99009901
1,0,12.515,185.6666667,12.1,0.199600798,40,0.99009901
1,0,12.515,160.6,4.013333333,0.199600798,40,0.99009901
1,0,12.515,183.8333333,2.956666667,0.199600798,40,0.99009901
1,0,12.515,224.0,22.76666667,0.199600798,60,0.99009901
1,0,12.515,147.6666667,9.33,0.199600798,60,0.99009901
1,0,12.515,146.4333333,19.53333333,0.199600798,60,0.99009901
1,0,12.515,170.8666667,7.633333333,0.199600798,80,0.99009901
1,0,12.515,136.8333333,7.98,0.199600798,80,0.99009901
1,0,12.515,290.3,-25.13333333,0.199600798,80,0.99009901
1,0,12.515,122.2,18.9,0.199600798,20,1.960784314
1,0,12.515,176.0666667,21.16666667,0.199600798,20,1.960784314
1,0,12.515,186.9666667,2.883333333,0.199600798,20,1.960784314
1,0,12.515,153.4666667,17.63333333,0.199600798,40,1.960784314
1,0,12.515,204.5333333,0.663333333,0.199600798,40,1.960784314
1,0,12.515,177.8333333,3.57,0.199600798,40,1.960784314
1,0,12.515,193.0,24.03333333,0.199600798,60,1.960784314
1,0,12.515,155.2333333,9.956666667,0.199600798,60,1.960784314
1,0,12.515,133.8333333,18.63333333,0.199600798,60,1.960784314
1,0,12.515,204.0333333,6.13,0.199600798,80,1.960784314
1,0,12.515,118.1,9.33,0.199600798,80,1.960784314
1,0,12.515,1330.666667,-27.3,0.199600798,80,1.960784314
1,0,12.515,105.7,44.06666667,0.199600798,20,9.090909091
1,0,12.515,131.2333333,25.86666667,0.199600798,20,9.090909091
1,0,12.515,241.2,1.388333333,0.199600798,20,9.090909091
1,0,12.515,204.4333333,26.16666667,0.199600798,40,9.090909091
1,0,12.515,135.9,27.06666667,0.199600798,40,9.090909091
1,0,12.515,199.2666667,22.36666667,0.199600798,40,9.090909091
1,0,12.515,157.6333333,30.7,0.199600798,60,9.090909091
1,0,12.515,133.6333333,15.33333333,0.199600798,60,9.090909091
1,0,12.515,139.3666667,20.86666667,0.199600798,60,9.090909091
1,0,12.515,138.7666667,15.56666667,0.199600798,80,9.090909091
1,0,12.515,143.8333333,18.4,0.199600798,80,9.090909091
1,0,12.515,581.7333333,-31.76666667,0.199600798,80,9.090909091
1,0,12.515,137.3,19.9,0.199600798,20,50.0
1,0,12.515,899.4,16.3,0.199600798,20,50.0
1,0,12.515,158.2333333,12.23333333,0.199600798,20,50.0
1,0,12.515,214.0333333,5.41,0.199600798,40,50.0
1,0,12.515,173.5,22.13333333,0.199600798,40,50.0
1,0,12.515,217.2,24.76666667,0.199600798,40,50.0
