,0,1,2,3,4,Train_size,Score_Type,Mean_MAE,sd,Percent_Error,Percent_SD
2,0.20531818181818182,0.18995454545454546,0.1999545454545455,0.1525151515151515,0.171,2,Train,0.18374848484848486,0.021819993085591953,18.374848484848485,2.1819993085591953
14,0.22487414926692298,0.2416561536260903,0.2175463821875437,0.23800402015158256,0.2100810143723208,14,Train,0.2264323439208921,0.01336434002523305,22.64323439208921,1.336434002523305
26,0.15526147429816234,0.1576654051333007,0.17255179315104793,0.16086084447613797,0.17417016861374668,26,Train,0.16410193713447913,0.008701390130365711,16.410193713447914,0.8701390130365712
37,0.10380090940333689,0.10147444530337912,0.10675379550641624,0.1110960824780842,0.11455082554491029,37,Train,0.10753521164722535,0.005319472543024779,10.753521164722535,0.5319472543024779
49,0.08614035687118926,0.07601782093009161,0.08666548910527005,0.08284351279254983,0.08636853116319129,49,Train,0.08360714217245842,0.004515995421253896,8.360714217245842,0.45159954212538966
61,0.07243660776753502,0.0672760569549287,0.0755002799271475,0.06834782607898786,0.06806843600568854,61,Train,0.07032584134685753,0.0035192242616580087,7.032584134685753,0.3519224261658009
73,0.06430364074437502,0.06650593966991357,0.06509463351935021,0.06265618536115253,0.05916499220288146,73,Train,0.06354507829953457,0.0028159600177640196,6.354507829953457,0.281596001776402
84,0.059045079243617404,0.06045459036029351,0.056946615615234175,0.05548973176679539,0.058874276200025354,84,Train,0.05816205863719317,0.0019468765748935307,5.816205863719317,0.19468765748935307
96,0.053611036603705545,0.05444923140677142,0.05429893349144741,0.05464840536835053,0.0536333804987984,96,Train,0.05412819747381466,0.0004783118835290627,5.412819747381466,0.04783118835290627
108,0.05222835645474957,0.052726186428051304,0.05232499957348299,0.05108220153585698,0.050217458581104005,108,Train,0.05171584051464897,0.001036965885017927,5.1715840514648965,0.1036965885017927
119,0.04879781368336652,0.0501016202017754,0.04789776688825091,0.0489919398325977,0.05042712056227028,119,Train,0.049243252233652154,0.0010259439589834973,4.924325223365216,0.10259439589834973
131,0.047331883312337154,0.04677505331036108,0.04742452673441627,0.04555500604606834,0.04958729196082138,131,Train,0.047334752272800845,0.0014631098977114527,4.733475227280085,0.14631098977114526
143,0.04840235204676351,0.045542693495556195,0.04547496796607836,0.04596398813522906,0.04555081730982554,143,Train,0.04618696379069053,0.0012534320764055304,4.618696379069053,0.12534320764055304
154,0.045096337808085966,0.043232346935340296,0.04388261489430008,0.04665371601956237,0.04557768759392704,154,Train,0.04488854065024315,0.0013591184184059348,4.488854065024315,0.1359118418405935
166,0.044674929628237,0.04364465685596189,0.044162210638941886,0.045022037518985966,0.043649952259100046,166,Train,0.04423075738024535,0.0006141987286108234,4.423075738024536,0.061419872861082345
178,0.04502071511061538,0.04351890141993045,0.04455546225022833,0.045090536389492133,0.04459299512339628,178,Train,0.04455572205873251,0.0006282179742296876,4.455572205873251,0.06282179742296876
190,0.04334210294443917,0.04485971617454541,0.04440630395414852,0.0461011692558963,0.043343143953389,190,Train,0.04441048725648368,0.0011555189860905652,4.441048725648368,0.11555189860905653
201,0.04348172445815877,0.04371280743851864,0.04344450936136828,0.04397592906491402,0.04270392987305369,201,Train,0.043463780039202676,0.00047496760582687583,4.346378003920267,0.047496760582687585
213,0.04202969807086508,0.04369956001912645,0.04345515699906285,0.04367774298763559,0.04248327162540224,213,Train,0.043069085940418445,0.0007649374782335473,4.306908594041844,0.07649374782335473
225,0.043056632262333756,0.04284201734047172,0.04277370097363774,0.04283337218065361,0.04103734680968708,225,Train,0.04250861391335678,0.0008294347364431571,4.250861391335678,0.08294347364431572
236,0.042553788544614814,0.04312805196187641,0.043683910054863107,0.04251101401771081,0.04024700294967228,236,Train,0.04242475350574749,0.0013083188005260432,4.242475350574749,0.13083188005260432
248,0.04173343756460252,0.04201629338554884,0.04250925285976972,0.042156028449522064,0.04109203173271955,248,Train,0.04190140879843254,0.0005316976603007699,4.190140879843255,0.05316976603007699
260,0.042700786803051234,0.04223516968526826,0.042670004725746134,0.04077219860854737,0.04094439107392302,260,Train,0.0418645101793072,0.0009387934092269295,4.18645101793072,0.09387934092269296
271,0.04203809479087023,0.04243110488943201,0.04193536996493497,0.041077195027257624,0.04134399802381715,271,Train,0.0417651525392624,0.0005471792762924011,4.17651525392624,0.05471792762924011
283,0.04173023501452307,0.04275973191157899,0.04147823825639295,0.04062687281456266,0.04143097231210775,283,Train,0.041605210061833084,0.0007668403260357691,4.160521006183308,0.07668403260357691
295,0.04149434198945447,0.04299700112991144,0.04094403599177524,0.04145076142145647,0.041032855031917594,295,Train,0.04158379911290304,0.0008269942225744119,4.158379911290304,0.08269942225744119
306,0.0413239121670609,0.04310461808575915,0.04140977753448363,0.04195083990905635,0.04078820754244206,306,Train,0.04171547104776042,0.0008791633072782657,4.1715471047760415,0.08791633072782658
318,0.041638833046523376,0.04262733169103845,0.04137794908041293,0.04100504388022571,0.04120064572984482,318,Train,0.04156996068560905,0.0006354466608823958,4.156996068560905,0.06354466608823958
330,0.040786539302055426,0.042884225580405944,0.04075582674950412,0.04045648220573674,0.04041801959610532,330,Train,0.041060218686761504,0.0010333771595722728,4.106021868676151,0.10333771595722728
342,0.03992068300205713,0.04212572225748603,0.04057866276685208,0.04002671664137286,0.04072567808055581,342,Train,0.04067549254966478,0.0008811510131835156,4.067549254966478,0.08811510131835157
353,0.040142816948190566,0.04198103062199501,0.03981544644391423,0.03984770466702342,0.039855742635809495,353,Train,0.04032854826338654,0.0009331697688167954,4.032854826338654,0.09331697688167953
