group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0036,0.9821,-0.0153,0.0081,False
DT,MLR,0.0313,0.0,0.0195,0.043,True
DT,PLS,0.0317,0.0,0.02,0.0434,True
DT,RF,-0.0014,1.0,-0.0131,0.0103,False
DT,XGB,-0.0045,0.9391,-0.0162,0.0072,False
DT,kNN,0.0286,0.0,0.0169,0.0403,True
DT,lasso,0.0339,0.0,0.0222,0.0456,True
LGBM,MLR,0.0349,0.0,0.0232,0.0466,True
LGBM,PLS,0.0353,0.0,0.0236,0.047,True
LGBM,RF,0.0023,0.9991,-0.0095,0.014,False
LGBM,XGB,-0.0009,1.0,-0.0126,0.0108,False
LGBM,kNN,0.0323,0.0,0.0205,0.044,True
LGBM,lasso,0.0375,0.0,0.0258,0.0492,True
MLR,PLS,0.0004,1.0,-0.0113,0.0122,False
MLR,RF,-0.0326,0.0,-0.0443,-0.0209,True
MLR,XGB,-0.0358,0.0,-0.0475,-0.0241,True
MLR,kNN,-0.0026,0.9975,-0.0143,0.0091,False
MLR,lasso,0.0026,0.9976,-0.0091,0.0143,False
PLS,RF,-0.0331,0.0,-0.0448,-0.0214,True
PLS,XGB,-0.0362,0.0,-0.048,-0.0245,True
PLS,kNN,-0.0031,0.9933,-0.0148,0.0086,False
PLS,lasso,0.0022,0.9993,-0.0096,0.0139,False
RF,XGB,-0.0032,0.9922,-0.0149,0.0086,False
RF,kNN,0.03,0.0,0.0183,0.0417,True
RF,lasso,0.0352,0.0,0.0235,0.0469,True
XGB,kNN,0.0332,0.0,0.0215,0.0449,True
XGB,lasso,0.0384,0.0,0.0267,0.0501,True
kNN,lasso,0.0052,0.8773,-0.0065,0.0169,False
