group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0034,0.9978,-0.0188,0.012,False
DT,MLR,0.0429,0.0,0.0275,0.0583,True
DT,PLS,0.0459,0.0,0.0305,0.0613,True
DT,RF,-0.0002,1.0,-0.0156,0.0152,False
DT,XGB,-0.0013,1.0,-0.0167,0.0141,False
DT,kNN,0.0263,0.0,0.0109,0.0417,True
DT,lasso,0.0449,0.0,0.0295,0.0603,True
LGBM,MLR,0.0463,0.0,0.0309,0.0617,True
LGBM,PLS,0.0493,0.0,0.0339,0.0647,True
LGBM,RF,0.0032,0.9986,-0.0123,0.0186,False
LGBM,XGB,0.0021,0.9999,-0.0133,0.0175,False
LGBM,kNN,0.0296,0.0,0.0142,0.0451,True
LGBM,lasso,0.0483,0.0,0.0329,0.0637,True
MLR,PLS,0.0031,0.9988,-0.0123,0.0185,False
MLR,RF,-0.0431,0.0,-0.0585,-0.0277,True
MLR,XGB,-0.0441,0.0,-0.0595,-0.0287,True
MLR,kNN,-0.0166,0.0241,-0.032,-0.0012,True
MLR,lasso,0.0021,0.9999,-0.0133,0.0175,False
PLS,RF,-0.0462,0.0,-0.0616,-0.0308,True
PLS,XGB,-0.0472,0.0,-0.0626,-0.0318,True
PLS,kNN,-0.0197,0.0027,-0.0351,-0.0043,True
PLS,lasso,-0.001,1.0,-0.0164,0.0144,False
RF,XGB,-0.001,1.0,-0.0164,0.0144,False
RF,kNN,0.0265,0.0,0.0111,0.0419,True
RF,lasso,0.0452,0.0,0.0298,0.0606,True
XGB,kNN,0.0275,0.0,0.0121,0.0429,True
XGB,lasso,0.0462,0.0,0.0308,0.0616,True
kNN,lasso,0.0187,0.0058,0.0033,0.0341,True
