group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0082,0.8514,-0.0259,0.0094,False
DT,MLR,0.0519,0.0,0.0342,0.0696,True
DT,PLS,0.0513,0.0,0.0336,0.069,True
DT,RF,-0.0148,0.1835,-0.0324,0.0029,False
DT,XGB,-0.0151,0.161,-0.0328,0.0026,False
DT,kNN,0.0271,0.0001,0.0094,0.0448,True
DT,lasso,0.0508,0.0,0.0331,0.0685,True
LGBM,MLR,0.0601,0.0,0.0424,0.0778,True
LGBM,PLS,0.0596,0.0,0.0419,0.0773,True
LGBM,RF,-0.0065,0.9537,-0.0242,0.0112,False
LGBM,XGB,-0.0068,0.9396,-0.0245,0.0108,False
LGBM,kNN,0.0354,0.0,0.0177,0.0531,True
LGBM,lasso,0.059,0.0,0.0413,0.0767,True
MLR,PLS,-0.0005,1.0,-0.0182,0.0171,False
MLR,RF,-0.0666,0.0,-0.0843,-0.0489,True
MLR,XGB,-0.067,0.0,-0.0847,-0.0493,True
MLR,kNN,-0.0247,0.0006,-0.0424,-0.007,True
MLR,lasso,-0.0011,1.0,-0.0188,0.0166,False
PLS,RF,-0.0661,0.0,-0.0838,-0.0484,True
PLS,XGB,-0.0664,0.0,-0.0841,-0.0487,True
PLS,kNN,-0.0242,0.0009,-0.0419,-0.0065,True
PLS,lasso,-0.0006,1.0,-0.0183,0.0171,False
RF,XGB,-0.0003,1.0,-0.018,0.0174,False
RF,kNN,0.0419,0.0,0.0242,0.0596,True
RF,lasso,0.0655,0.0,0.0478,0.0832,True
XGB,kNN,0.0422,0.0,0.0245,0.0599,True
XGB,lasso,0.0659,0.0,0.0482,0.0835,True
kNN,lasso,0.0236,0.0013,0.0059,0.0413,True
