group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,0.0022,0.9999,-0.0148,0.0192,False
DT,MLR,0.0555,0.0,0.0385,0.0724,True
DT,PLS,0.0556,0.0,0.0386,0.0725,True
DT,RF,-0.0003,1.0,-0.0172,0.0167,False
DT,XGB,0.0026,0.9998,-0.0143,0.0196,False
DT,kNN,0.0284,0.0,0.0114,0.0453,True
DT,lasso,0.0568,0.0,0.0398,0.0738,True
LGBM,MLR,0.0533,0.0,0.0363,0.0702,True
LGBM,PLS,0.0534,0.0,0.0364,0.0703,True
LGBM,RF,-0.0025,0.9999,-0.0194,0.0145,False
LGBM,XGB,0.0004,1.0,-0.0165,0.0174,False
LGBM,kNN,0.0262,0.0001,0.0092,0.0431,True
LGBM,lasso,0.0546,0.0,0.0376,0.0716,True
MLR,PLS,0.0001,1.0,-0.0169,0.0171,False
MLR,RF,-0.0557,0.0,-0.0727,-0.0388,True
MLR,XGB,-0.0528,0.0,-0.0698,-0.0359,True
MLR,kNN,-0.0271,0.0,-0.0441,-0.0101,True
MLR,lasso,0.0013,1.0,-0.0156,0.0183,False
PLS,RF,-0.0558,0.0,-0.0728,-0.0389,True
PLS,XGB,-0.0529,0.0,-0.0699,-0.036,True
PLS,kNN,-0.0272,0.0,-0.0442,-0.0102,True
PLS,lasso,0.0012,1.0,-0.0157,0.0182,False
RF,XGB,0.0029,0.9996,-0.0141,0.0199,False
RF,kNN,0.0286,0.0,0.0117,0.0456,True
RF,lasso,0.0571,0.0,0.0401,0.074,True
XGB,kNN,0.0257,0.0001,0.0088,0.0427,True
XGB,lasso,0.0542,0.0,0.0372,0.0711,True
kNN,lasso,0.0284,0.0,0.0115,0.0454,True
