,RF,DT,LGBM,XGB,kNN,MLR,PLS,lasso
0,0.002131742054595808,0.0,0.00037922285472156866,2.7894973754882812e-05,0.0,0.12884604595166382,0.11810782373941196,0.14545724355417133
1,0.00033792694184359764,0.0,0.0004788418864781469,0.003518909215927124,0.07504734743316882,0.08424895392815043,0.07968310294612523,0.09305500985766645
2,0.0012343399709877365,0.0,0.009196328883490968,0.011906832456588745,0.0,0.01850923830774609,0.012701506879400123,0.03397518821673666
3,0.008971713042331535,0.0,0.0018510276384242203,0.004396229982376099,0.0,0.024518083157480747,0.01721942408439686,0.032466251141636614
4,0.0006376104444151393,0.0,0.0010293734124921432,0.0029168128967285156,0.0,0.017517256500059142,0.025651219475464934,0.0011218502400835023
5,0.0007671765791902946,0.0,0.0003471500281049153,0.004091352224349976,0.13359686136253465,0.04544987082037416,0.05203072819931805,0.02976965788806328
6,0.0,0.0,0.0038501472234021648,0.0013528168201446533,0.0,0.06516266556940528,0.06007073403790776,0.08092967932198822
7,0.0029012264275352783,0.0,0.0022477396740145273,0.000915229320526123,0.0,0.04694063090624764,0.043411954642687614,0.06031090326770776
8,0.012416589740208366,0.0,0.002317134795840866,0.04092714190483093,0.0,0.02915605648868147,0.030950602331189722,0.015922219821177107
9,0.005371884478438616,0.0,0.0014214872271645091,0.0004546642303466797,0.0,0.06173425739377503,0.06755751573828848,0.04349680239415861
10,0.0017354608993801935,0.0,0.003011613147774963,0.0023341774940490723,0.0,0.05305631001695338,0.060147972363858736,0.035634808507554405
11,0.003450481339839115,0.0,0.0011994045971722692,0.0036728084087371826,0.0,0.003960533006565958,0.005586661538489121,0.015105493402977704
12,0.005343531583805888,0.0,0.0015979856484408862,0.0022697746753692627,0.11497333270892324,0.05856226046792384,0.06481933804973612,0.045138334436416946
13,0.00010945536067519455,0.0,6.721458632976456e-05,0.0036574602127075195,0.0,0.059076164287160504,0.05621322335870875,0.06973214291389704
14,0.0,0.0,0.0007488429717666786,0.00130423903465271,0.0,0.017675993299089948,0.013586363696666229,0.027613198485965725
15,0.0039364367664512755,0.0,0.008478678696098354,0.04987713694572449,0.0,0.004028941715632922,0.0073880506125578865,0.006691990396672169
16,0.00013220361334564154,0.0,0.0033012505711206715,0.0009944736957550049,0.0,0.006622560929905236,0.0017686971663003065,0.014882090936154144
17,0.0037254384808123446,0.0,0.00871947974445642,0.0010343194007873535,0.0,0.07642694030351443,0.08044634174954193,0.06400205008851935
18,0.0008133324541738102,0.0,0.0004312405847628184,0.014142632484436035,0.0,0.058403858267015385,0.06583776964468045,0.046514678437278995
19,0.006191151259396019,0.0,0.001370845471568805,0.0011594891548156738,0.0,0.070861774273897,0.06957971960300757,0.0645246337620218
20,0.012215811684030067,0.0,0.016894197721682106,0.003707319498062134,0.0621693475604229,0.04721516057720826,0.052492961065239166,0.05225388939611518
21,0.00033792694184359764,0.0,6.105496773052048e-05,0.0005226433277130127,0.0,0.030907966935754955,0.035763745536662575,0.028274039788497206
22,0.0,0.0,0.00021333900353816482,0.0014593899250030518,0.0,0.01440244024678175,0.018911935035358957,0.01811731474583567
23,0.0017113939074245021,0.0,0.0007386449311439483,0.0021245479583740234,0.0,0.008625641450288074,0.0029756007469151913,0.00773277019149874
24,0.0012036792826058296,0.0,0.002189092814603849,0.0023579299449920654,0.0,0.008400727150559256,0.0019119521534563533,0.0056732991476044145
