,RF,LGBM,XGB,DT,kNN,MLR,PLS,lasso
0,0.014093769063180816,0.005405823201185234,0.03735807538032532,0.0,0.1248431578214844,0.03976199207255683,0.03887354670650486,0.08894914492955988
1,0.07210139044506687,0.030047811150211826,0.15826308727264404,0.0,0.22979369223626675,0.06847106185225126,0.06502985546343068,0.09785161653442351
2,0.023057351903724446,0.029322716471667676,0.03511354327201843,0.0,0.0833957175929911,0.0792719287271961,0.08357248522060808,0.11919634764752704
3,0.0386704326174914,0.034530057104439696,0.09136360883712769,0.0,0.13664034768346947,0.10608849303547134,0.10965039517326299,0.14472477231182135
4,0.05876159637929244,0.05570690039014241,0.1629437804222107,0.0,0.8034782912182554,0.0006649090047245532,0.002759396940629405,0.03425839624831997
5,0.17440459228135713,0.20832677568773236,0.21597784173254875,0.22558823529411764,0.08407756926785248,0.2225877781916953,0.22231108000496824,0.20093060454918446
6,0.21440403205726727,0.20667598284212296,0.21571502463490344,0.035098039215686216,0.01919424430015232,0.31800538600082473,0.3185509813732499,0.26787215468616776
7,0.14589384868762312,0.1326073718072564,0.31823062896728516,0.0,0.745714696454752,0.15450201490216522,0.1637844171014222,0.21424358410725286
8,0.15880514368710438,0.058068331100297396,0.11015701293945312,0.17637254901960786,0.22125310724289954,0.15588326144290507,0.16790588480782254,0.21633027446949546
9,0.08289864923747277,0.04622383946402849,0.05775374174118042,0.0,0.1850170091127005,0.0051775543689281936,0.0024559345358001194,0.043743819532015865
10,0.016109405539993765,0.014022995257526254,0.04122546315193176,0.0,0.0,0.1020990600431006,0.10142812065652268,0.1271756337625047
11,0.0486074727668845,0.07713025348741863,0.0767863392829895,0.0928431372549019,0.18623934561510277,0.22648456855148033,0.22560956319360279,0.24621733591977835
12,0.016835832555244304,0.01362996950992427,0.024439513683319092,0.0,0.0,0.10654687798778113,0.10901703176296748,0.14258994074906373
13,0.05336300731403672,0.05001465542795166,0.043681323528289795,0.0,0.013283249697720897,0.015600562841206055,0.019482242171794034,0.023190545405874785
14,0.05136746965452848,0.03847324053520787,0.060221385067584454,0.08509803921568626,0.04487239209822746,0.09712946550070621,0.0962126211169532,0.055117918861472215
15,0.024852816682228444,0.0036123860474653303,0.0577755868434906,0.0,0.0,0.02881685885498413,0.03367267061912388,0.09104504456050642
16,0.04244679816370939,0.053171916343295655,0.05718360113162624,0.03235294117647047,0.1850524301374478,0.09605630558456146,0.0964705301468643,0.1614792593888001
17,0.16178845030604855,0.27653794238899726,0.2582683758174673,0.1725490196078434,0.29369812722087335,0.20716396342534232,0.20487997781447043,0.276830195096774
18,0.05226625038904442,0.02770638600213321,0.0036146042861191496,0.10313725490196068,0.06360580737760715,0.18309048857905785,0.18405744052343898,0.12463578143084442
