,XGB,RF,LGBM,DT,kNN,lasso,PLS,MLR
0,0.0302261230797497,0.019921584036500406,0.03738235227254194,0.13605808012906684,0.04123622629072554,0.07000013297998214,0.07465181844021515,0.11231147060144453
1,0.038211215188279524,0.04227517317763352,0.02355046086320478,0.04911714618625074,0.06648473372970837,0.026814227305846816,0.02344587730099551,0.05151245255609499
2,0.0446126206439168,0.029691482392006918,0.013131250059570443,0.09283409518687824,0.0072750338290295535,0.0016094384391242,0.007838294926941158,0.04412145166446524
3,0.02362400151510724,0.03194966164739638,0.031695203698054175,0.031191180424845477,0.06529202442639753,0.01786360790907876,0.011001218272503444,0.027685150591393648
4,0.044440785405391536,0.06789892885241108,0.0767997961998653,0.04403065340145201,0.047489813018931515,0.25893683486187785,0.27499555702930223,0.29762624118964287
5,0.015796458626601173,0.038587992128224696,0.053380449902674515,0.15851035224522714,0.07757308508408994,0.09491099377607765,0.08969122526833978,0.10971114099282978
6,0.17080869179286118,0.18098523455272592,0.22377295856562365,0.06782737294971763,0.20967134704195697,0.19813341691619749,0.21773716499574675,0.24640940756814625
7,0.05061662569642067,0.07515915105031802,0.046501869579995414,0.0,0.6270875855792897,0.2681851674698144,0.2534725952269449,0.21230496183617767
8,0.030682329088449478,0.03559214053103539,0.05253302862549715,0.0,0.23210992640495273,0.26675126812448174,0.24742870214939733,0.20116603816842804
9,0.06337596476078033,0.02478741298437454,0.09930948880149346,0.0,0.20974541167615937,0.20630426825824277,0.17655237704048415,0.14890854531598033
10,0.036235637962818146,0.04722858433953487,0.03444979541844191,0.029443398763108364,0.05569517954696443,0.1488711890138424,0.14724430820643025,0.12938593276125418
11,0.049795962870121,0.07347080948539672,0.03735335602317406,0.1169669265931702,0.08413022436211899,0.19848799023973127,0.1800856271186207,0.15495921448725838
12,0.05762598291039467,0.06236334172012442,0.03613435649145251,0.11328314062920139,0.020704621545515597,0.19455018308702188,0.18658848501745892,0.15991032256450277
13,0.026209389153316,0.030562176425647805,0.02067185444935611,0.057407905350900845,0.06349792885793087,0.07871714575683492,0.06765171580104884,0.047604694578148476
14,0.11490336385873356,0.1078081475292755,0.1693307594361841,0.048265662812584154,0.08232414369457455,0.0663737698774085,0.0858511039113393,0.10962444345582947
15,0.03033299557864666,0.04719937835311592,0.02894874686057185,0.0,0.05882530286328697,0.22180834844350383,0.1992302895792629,0.15989693776326405
16,0.10149623002054609,0.07604016590054474,0.0657118435007581,0.11810970691045974,0.04832051296862544,0.05428755526075679,0.06996040224536249,0.09955240194542425
17,0.007842495536637517,0.015519809792699013,0.02135789970948948,0.007461683248184969,0.017192518034507,0.043263698393537386,0.06526676693607558,0.09632571981185356
18,0.0861174847152355,0.09189662728644973,0.08770784609207269,0.0194608765797257,0.0995707274533131,0.11345098510529417,0.12298829398802252,0.1507828265289639
19,0.01291889187853068,0.00975014956088499,0.0019089018768497779,0.03475396611992465,0.0039052298443727484,0.14626593402045818,0.16670331492096346,0.19409025126428237
20,0.060993449185990145,0.058370734758305454,0.03365600086438503,0.05424845388545296,0.016482600198803432,0.15715527545462893,0.1891629937215873,0.23732827661346567
21,0.14510531927443665,0.1258489768263564,0.1128062848809881,0.07851573003495557,0.06132196259002462,0.2735942682518992,0.27464054535347787,0.30355965447709526
22,0.021253974447650315,0.02109315331253364,0.007985809957719914,0.0645065877924173,0.04889123181305566,0.04464189593834733,0.0764103233514486,0.11001717932274446
23,0.054104483081115484,0.03097667419272704,0.007444989255916745,0.046114546921215305,0.11781959124558283,0.04082479645385817,0.06276031854832376,0.09314293894109499
24,0.005440787823170035,0.03222291258530835,0.01664277909532913,0.06731200143407734,0.20176009064366862,0.035320295887566244,0.013027604643629953,0.017823938305791542
25,0.30503913083041856,0.3365469245942828,0.3793879051500503,0.49471184010038527,0.02205671157822897,0.0934438406777045,0.1313152596878111,0.16000444124232271
26,0.04148441248601653,0.029248300589992504,0.07057285719155348,0.013758178721878678,0.32449195200022096,0.4484490221413241,0.41843552394105094,0.38676618128176765
27,0.16418003151255856,0.12541260006885802,0.20368897606870107,0.10157300349556331,0.6173225537713039,0.4973976049052694,0.46320806236350137,0.42112031339989153
28,0.09790209168130015,0.08035689923667189,0.05377230045172662,0.04577843506318907,0.09404512589844677,0.0064035667304528365,0.026229111493940527,0.0669583264929419
29,0.2215018146627531,0.2135377878646903,0.17489994900747646,0.1274805055122345,0.18396776027259357,0.21226288321131487,0.21540108113279163,0.17663312617087132
30,0.016609214116053206,0.0322762972850697,0.017633546246426157,0.07710406023124489,0.03918516148468976,0.034766246136082146,0.009058945771933002,0.0421682326846356
31,0.0039616466914815796,0.014885052234272556,0.031160509866567987,0.037133638074751285,0.10078929363395003,0.013412585529364862,0.002089283946400622,0.03886477307981079
32,0.023407268504937462,0.017712278112822583,0.04245356954094512,0.007797795106211314,0.07639958437608346,0.011643771610608034,0.024271181854613078,0.0553436316850105
33,0.038773257711075315,0.03992067671232094,0.05105516163226462,0.03383526037465265,0.15772970391590624,0.023006699259633334,0.010213637495185446,0.027298428636798378
34,0.028856391806889592,0.03668714370364687,0.04481669497212393,0.03350363000806661,0.1519545331748931,0.02709827760423486,0.016459893640206336,0.02110069494089767
35,0.18474424852979343,0.20812004824296448,0.18464328932451535,0.15440978757730564,0.17830470747411484,0.11603601526097157,0.11582095888910987,0.16998168074601416
36,0.01095014969230046,0.01746459390574079,0.031227334274248786,0.027964506587792426,0.1580798942803078,0.00326704601940353,0.025765351525297686,0.07217957189691049
37,0.24597739422471965,0.24668584460463971,0.19199438504682187,0.26270502823339603,0.14522792047129984,0.29046235676111526,0.2690221070236499,0.22564715706786898
38,0.2293596109352818,0.2776603843981498,0.1888984262254365,0.4013175584834632,0.5419121662643211,0.4977508344411534,0.49788770468534554,0.4512353090408772
39,0.05357699642324998,0.11185861605853498,0.06495785739369242,0.07488572196827115,0.3949157036480463,0.28502555858371337,0.26723521404734774,0.23666456509258998
