Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio,RLU_N2a
435,DOTAP,1,0,12.515,0,4,2,388.5666667,0.348666667,-0.77,12,0.99009901,20,0.99009901,81.81399208,2.0
436,DOTAP,1,0,12.515,0,4,2,176.5,0.311333333,-3.76,4,0.99009901,40,0.99009901,15.04398416,2.0
437,DOTAP,1,0,12.515,0,4,2,214.0333333,0.314666667,-3.076666667,8,0.99009901,40,0.99009901,30.08796832,5.293
438,DOTAP,1,0,12.515,0,4,2,199.2,0.431,-2.876666667,12,0.99009901,40,0.99009901,45.13195248,5.011
439,DOTAP,1,0,12.515,0,4,2,182.5333333,0.252,-2.633333333,4,0.99009901,60,0.99009901,10.96820198,4.431
440,DOTAP,1,0,12.515,0,4,2,155.6333333,0.269,-2.463333333,8,0.99009901,60,0.99009901,21.93640396,2.0
441,DOTAP,1,0,12.515,0,4,2,181.7,0.266666667,2.173333333,12,0.99009901,60,0.99009901,32.90460594,4.248
442,DOTAP,1,0,12.515,0,4,2,175.7,0.143666667,-1.211333333,4,0.99009901,80,0.99009901,8.930310891,2.0
443,DOTAP,1,0,12.515,0,4,2,162.9666667,0.154333333,2.933333333,8,0.99009901,80,0.99009901,17.86062178,3.401
444,DOTAP,1,0,12.515,0,4,2,128.4666667,0.179,3.573333333,12,0.99009901,80,0.99009901,26.79093267,2.303
445,DOTAP,1,0,12.515,0,4,2,298.2666667,0.356666667,-28.56666667,4,0.99009901,20,1.960784314,27.27377798,5.303
446,DOTAP,1,0,12.515,0,4,2,139.2,0.262333333,1.826666667,8,0.99009901,20,1.960784314,54.54755597,4.394
447,DOTAP,1,0,12.515,0,4,2,307.7,0.539333333,1.6,12,0.99009901,20,1.960784314,81.82133395,2.0
448,DOTAP,1,0,12.515,0,4,2,162.2333333,0.378,-3.646666667,4,0.99009901,40,1.960784314,15.04643145,5.398
449,DOTAP,1,0,12.515,0,4,2,223.1333333,0.318,-2.73,8,0.99009901,40,1.960784314,30.0928629,5.638
450,DOTAP,1,0,12.515,0,4,2,242.6666667,0.782666667,-2.316666667,12,0.99009901,40,1.960784314,45.13929435,5.22
451,DOTAP,1,0,12.515,0,4,2,207.0333333,0.238333333,-5.89,4,0.99009901,60,1.960784314,10.97064927,4.99
452,DOTAP,1,0,12.515,0,4,2,154.4666667,0.284666667,-0.982333333,8,0.99009901,60,1.960784314,21.94129854,5.236
453,DOTAP,1,0,12.515,0,4,2,170.7333333,0.238333333,3.386666667,12,0.99009901,60,1.960784314,32.91194782,4.654
454,DOTAP,1,0,12.515,0,4,2,149.4333333,0.106333333,2.24,4,0.99009901,80,1.960784314,8.932758183,2.996
455,DOTAP,1,0,12.515,0,4,2,171.1333333,0.235,1.28,8,0.99009901,80,1.960784314,17.86551637,3.091
456,DOTAP,1,0,12.515,0,4,2,163.5333333,0.214,2.923333333,12,0.99009901,80,1.960784314,26.79827455,3.296
457,DOTAP,1,0,12.515,0,4,2,1760.0,0.536,-30.76666667,4,0.99009901,20,9.090909091,27.29175446,6.936
458,DOTAP,1,0,12.515,0,4,2,171.1666667,0.473666667,3.026666667,8,0.99009901,20,9.090909091,54.58350891,6.157
459,DOTAP,1,0,12.515,0,4,2,224.7333333,0.667333333,1.253333333,12,0.99009901,20,9.090909091,81.87526337,3.258
460,DOTAP,1,0,12.515,0,4,2,166.5666667,0.488666667,-2.246666667,4,0.99009901,40,9.090909091,15.06440792,6.468
461,DOTAP,1,0,12.515,0,4,2,146.1333333,0.331,-2.403333333,8,0.99009901,40,9.090909091,30.12881584,7.005
462,DOTAP,1,0,12.515,0,4,2,231.5,0.267666667,-2.746666667,12,0.99009901,40,9.090909091,45.19322376,5.638
463,DOTAP,1,0,12.515,0,4,2,161.8333333,0.254333333,-1.385333333,4,0.99009901,60,9.090909091,10.98862574,6.288
464,DOTAP,1,0,12.515,0,4,2,137.9,0.27,-0.514,8,0.99009901,60,9.090909091,21.97725149,6.845
465,DOTAP,1,0,12.515,0,4,2,150.0,0.260666667,2.373333333,12,0.99009901,60,9.090909091,32.96587723,5.231
466,DOTAP,1,0,12.515,0,4,2,169.0,0.172333333,-0.684,4,0.99009901,80,9.090909091,8.950734653,5.727
467,DOTAP,1,0,12.515,0,4,2,125.6,0.137,2.273333333,8,0.99009901,80,9.090909091,17.90146931,6.144
468,DOTAP,1,0,12.515,0,4,2,136.8666667,0.203,4.91,12,0.99009901,80,9.090909091,26.85220396,3.638
469,DOTAP,1,0,12.515,0,4,2,322.6333333,0.253,-28.23333333,4,0.99009901,20,50.0,27.39489446,8.379
470,DOTAP,1,0,12.515,0,4,2,130.5333333,0.249666667,4.226666667,8,0.99009901,20,50.0,54.78978891,4.575
471,DOTAP,1,0,12.515,0,4,2,401.8333333,0.549333333,6.786666667,12,0.99009901,20,50.0,82.18468337,3.932
472,DOTAP,1,0,12.515,0,4,2,161.9,0.303,-3.153333333,4,0.99009901,40,50.0,15.16754792,9.966
473,DOTAP,1,0,12.515,0,4,2,345.8666667,0.653,-1.426666667,8,0.99009901,40,50.0,30.33509584,6.946
474,DOTAP,1,0,12.515,0,4,2,354.4666667,0.356333333,-1.543333333,12,0.99009901,40,50.0,45.50264376,6.542
475,DOTAP,1,0,12.515,0,4,2,202.1,0.265333333,-2.55,4,0.99009901,60,50.0,11.09176574,10.418
476,DOTAP,1,0,12.515,0,4,2,139.7,0.281666667,0.63,8,0.99009901,60,50.0,22.18353149,6.495
477,DOTAP,1,0,12.515,0,4,2,122.8,0.189333333,6.336666667,12,0.99009901,60,50.0,33.27529723,6.717
478,DOTAP,1,0,12.515,0,4,2,152.7666667,0.206666667,6.34,4,0.99009901,80,50.0,9.053874653,9.422
479,DOTAP,1,0,12.515,0,4,2,134.0,0.192,12.86666667,8,0.99009901,80,50.0,18.10774931,4.86
480,DOTAP,1,0,12.515,0,4,2,194.4666667,0.301666667,6.843333333,12,0.99009901,80,50.0,27.16162396,5.951
481,DOTAP,1,0,12.515,0,4,2,183.1333333,0.629333333,-2.183333333,4,9.090909091,20,0.497512438,35.48759978,2.833
482,DOTAP,1,0,12.515,0,4,2,151.5333333,0.402,-2.966666667,8,9.090909091,20,0.497512438,70.97519957,2.197
483,DOTAP,1,0,12.515,0,4,2,766.5666667,0.907333333,-2.463333333,12,9.090909091,20,0.497512438,106.4627993,2.303
484,DOTAP,1,0,12.515,0,4,2,99.71,0.181666667,-1.186666667,4,9.090909091,40,0.497512438,18.12430887,3.466
485,DOTAP,1,0,12.515,0,4,2,247.2666667,0.368666667,-3.813333333,8,9.090909091,40,0.497512438,36.24861775,3.219
486,DOTAP,1,0,12.515,0,4,2,400.6,0.535333333,-5.33,12,9.090909091,40,0.497512438,54.37292662,3.401
487,DOTAP,1,0,12.515,0,4,2,1350.666667,0.896,-20.13333333,4,9.090909091,60,0.497512438,12.33654524,3.367
488,DOTAP,1,0,12.515,0,4,2,297.0,0.258333333,-9.57,8,9.090909091,60,0.497512438,24.67309047,4.234
489,DOTAP,1,0,12.515,0,4,2,134.1333333,0.257,-1.092,12,9.090909091,60,0.497512438,37.00963571,5.124
490,DOTAP,1,0,12.515,0,4,2,165.4666667,0.175,-1.492333333,4,9.090909091,80,0.497512438,9.442663419,2.944
491,DOTAP,1,0,12.515,0,4,2,110.9666667,0.174666667,-1.123,8,9.090909091,80,0.497512438,18.88532684,3.178
492,DOTAP,1,0,12.515,0,4,2,128.5333333,0.182,-0.810666667,12,9.090909091,80,0.497512438,28.32799026,5.153
493,DOTAP,1,0,12.515,0,4,2,176.3333333,0.631666667,-1.883333333,4,9.090909091,20,0.99009901,35.48884169,2.996
494,DOTAP,1,0,12.515,0,4,2,176.6666667,0.532666667,-1.316666667,8,9.090909091,20,0.99009901,70.97768338,2.0
495,DOTAP,1,0,12.515,0,4,2,495.4333333,0.636333333,-2.92,12,9.090909091,20,0.99009901,106.4665251,2.079
496,DOTAP,1,0,12.515,0,4,2,116.2666667,0.275666667,-1.833333333,4,9.090909091,40,0.99009901,18.12555078,3.332
497,DOTAP,1,0,12.515,0,4,2,285.1333333,0.367666667,-6.416666667,8,9.090909091,40,0.99009901,36.25110157,2.639
498,DOTAP,1,0,12.515,0,4,2,432.9,0.635333333,-4.216666667,12,9.090909091,40,0.99009901,54.37665235,3.045
499,DOTAP,1,0,12.515,0,4,2,141.4,0.175333333,-20.63333333,4,9.090909091,60,0.99009901,12.33778715,3.932
500,DOTAP,1,0,12.515,0,4,2,293.6333333,0.427333333,-9.726666667,8,9.090909091,60,0.99009901,24.67557429,4.007
501,DOTAP,1,0,12.515,0,4,2,162.9333333,0.248333333,-1.077,12,9.090909091,60,0.99009901,37.01336144,4.635
502,DOTAP,1,0,12.515,0,4,2,170.3,0.095333333,-2.533333333,4,9.090909091,80,0.99009901,9.443905329,3.526
503,DOTAP,1,0,12.515,0,4,2,136.5,0.184666667,-0.168,8,9.090909091,80,0.99009901,18.88781066,3.584
504,DOTAP,1,0,12.515,0,4,2,108.9333333,0.175,-0.043,12,9.090909091,80,0.99009901,28.33171599,5.176
505,DOTAP,1,0,12.515,0,4,2,145.8666667,0.455333333,-1.640333333,4,9.090909091,20,1.960784314,35.49128898,2.89
506,DOTAP,1,0,12.515,0,4,2,241.3666667,0.758666667,-1.149,8,9.090909091,20,1.960784314,70.98257797,2.079
507,DOTAP,1,0,12.515,0,4,2,357.8666667,0.772,-2.276666667,12,9.090909091,20,1.960784314,106.473867,2.565
508,DOTAP,1,0,12.515,0,4,2,133.4,0.228666667,-0.863666667,4,9.090909091,40,1.960784314,18.12799807,3.466
509,DOTAP,1,0,12.515,0,4,2,282.5,0.323,-7.106666667,8,9.090909091,40,1.960784314,36.25599615,3.466
510,DOTAP,1,0,12.515,0,4,2,462.7,0.739666667,-2.183333333,12,9.090909091,40,1.960784314,54.38399422,3.497
511,DOTAP,1,0,12.515,0,4,2,116.7666667,0.118,-22.2,4,9.090909091,60,1.960784314,12.34023444,3.664
512,DOTAP,1,0,12.515,0,4,2,296.5666667,0.253,-14.66666667,8,9.090909091,60,1.960784314,24.68046888,4.644
513,DOTAP,1,0,12.515,0,4,2,138.1666667,0.219666667,-1.203333333,12,9.090909091,60,1.960784314,37.02070332,5.964
514,DOTAP,1,0,12.515,0,4,2,159.1333333,0.153,-2.56,4,9.090909091,80,1.960784314,9.44635262,4.29
515,DOTAP,1,0,12.515,0,4,2,117.1333333,0.218666667,-0.0463,8,9.090909091,80,1.960784314,18.89270524,3.466
516,DOTAP,1,0,12.515,0,4,2,118.5666667,0.198666667,-0.131666667,12,9.090909091,80,1.960784314,28.33905786,5.38
517,DOTAP,1,0,12.515,0,4,2,122.3666667,0.275666667,-1.79,4,9.090909091,20,9.090909091,35.50926545,2.639
518,DOTAP,1,0,12.515,0,4,2,411.6333333,1.0,-3.726666667,8,9.090909091,20,9.090909091,71.01853091,2.303
519,DOTAP,1,0,12.515,0,4,2,199.2,0.498,-1.776666667,12,9.090909091,20,9.090909091,106.5277964,2.0
520,DOTAP,1,0,12.515,0,4,2,119.1333333,0.235666667,-0.88,4,9.090909091,40,9.090909091,18.14597455,4.394
521,DOTAP,1,0,12.515,0,4,2,393.5333333,0.312,-13.16666667,8,9.090909091,40,9.090909091,36.29194909,5.242
522,DOTAP,1,0,12.515,0,4,2,474.5,0.771333333,-6.36,12,9.090909091,40,9.090909091,54.43792364,4.977
523,DOTAP,1,0,12.515,0,4,2,171.8333333,0.23,-19.56666667,4,9.090909091,60,9.090909091,12.35821091,4.605
524,DOTAP,1,0,12.515,0,4,2,309.2,0.357333333,-9.383333333,8,9.090909091,60,9.090909091,24.71642182,5.273
525,DOTAP,1,0,12.515,0,4,2,135.1,0.243666667,-1.427,12,9.090909091,60,9.090909091,37.07463273,4.913
526,DOTAP,1,0,12.515,0,4,2,178.8,0.187666667,-2.843333333,4,9.090909091,80,9.090909091,9.464329091,3.951
527,DOTAP,1,0,12.515,0,4,2,114.0333333,0.199666667,0.044333333,8,9.090909091,80,9.090909091,18.92865818,4.595
528,DOTAP,1,0,12.515,0,4,2,99.51,0.233666667,-0.3501,12,9.090909091,80,9.090909091,28.39298727,5.684
529,DOTAP,1,0,12.515,0,4,2,142.0666667,0.393,-2.13,4,9.090909091,20,50.0,35.61240545,7.878
530,DOTAP,1,0,12.515,0,4,2,155.0333333,0.426,-0.929,8,9.090909091,20,50.0,71.22481091,6.004
531,DOTAP,1,0,12.515,0,4,2,123.6666667,0.345,-0.883333333,12,9.090909091,20,50.0,106.8372164,4.787
532,DOTAP,1,0,12.515,0,4,2,108.2666667,0.213333333,-1.0292,4,9.090909091,40,50.0,18.24911455,9.21
533,DOTAP,1,0,12.515,0,4,2,247.7,0.358333333,-6.423333333,8,9.090909091,40,50.0,36.49822909,9.339
534,DOTAP,1,0,12.515,0,4,2,772.0333333,0.821333333,-11.56666667,12,9.090909091,40,50.0,54.74734364,7.827
535,DOTAP,1,0,12.515,0,4,2,182.6,0.103666667,-20.7,4,9.090909091,60,50.0,12.46135091,6.897
536,DOTAP,1,0,12.515,0,4,2,397.4666667,0.533,-4.423333333,8,9.090909091,60,50.0,24.92270182,7.683
537,DOTAP,1,0,12.515,0,4,2,117.0333333,0.272333333,-1.237,12,9.090909091,60,50.0,37.38405273,7.054
538,DOTAP,1,0,12.515,0,4,2,137.2333333,0.148333333,-0.065666667,4,9.090909091,80,50.0,9.567469091,6.452
539,DOTAP,1,0,12.515,0,4,2,104.4666667,0.211,2.526666667,8,9.090909091,80,50.0,19.13493818,7.391
540,DOTAP,1,0,12.515,0,4,2,99.66666667,0.235333333,1.341666667,12,9.090909091,80,50.0,28.70240727,6.306
541,DSPC,1,1,6.12,0,8,0,445.6,0.224,-20.0,4,0.199600798,20,0.497512438,26.47578468,6.196
542,DSPC,1,1,6.12,0,8,0,388.5666667,0.160666667,-2.833333333,8,0.199600798,20,0.497512438,52.95156936,5.759
543,DSPC,1,1,6.12,0,8,0,168.4666667,0.232333333,-0.537666667,12,0.199600798,20,0.497512438,79.42735404,5.384
544,DSPC,1,1,6.12,0,8,0,206.4666667,0.204666667,-0.144176667,4,0.199600798,40,0.497512438,14.74961702,5.242
545,DSPC,1,1,6.12,0,8,0,266.9333333,0.448,-1.186333333,8,0.199600798,40,0.497512438,29.49923403,5.204
546,DSPC,1,1,6.12,0,8,0,295.5333333,0.357,-1.356666667,12,0.199600798,40,0.497512438,44.24885105,5.38
547,DSPC,1,1,6.12,0,8,0,213.1,0.208333333,-2.03,4,0.199600798,60,0.497512438,10.84089446,4.963
548,DSPC,1,1,6.12,0,8,0,226.5333333,0.251333333,0.105433333,8,0.199600798,60,0.497512438,21.68178892,4.431
549,DSPC,1,1,6.12,0,8,0,191.9333333,0.201333333,0.3688,12,0.199600798,60,0.497512438,32.52268339,4.357
550,DSPC,1,1,6.12,0,8,0,204.2,0.222333333,-2.123333333,4,0.199600798,80,0.497512438,8.886533184,4.868
551,DSPC,1,1,6.12,0,8,0,153.2,0.214666667,1.007666667,8,0.199600798,80,0.497512438,17.77306637,3.219
552,DSPC,1,1,6.12,0,8,0,145.8666667,0.251,-0.358366667,12,0.199600798,80,0.497512438,26.65959955,3.296
553,DSPC,1,1,6.12,0,8,0,380.3333333,0.369666667,-7.156666667,4,0.199600798,20,0.99009901,26.48453361,6.37
554,DSPC,1,1,6.12,0,8,0,300.7,0.191666667,-7.346666667,8,0.199600798,20,0.99009901,52.96906722,5.737
555,DSPC,1,1,6.12,0,8,0,323.3666667,0.139333333,-1.173666667,12,0.199600798,20,0.99009901,79.45360083,5.565
556,DSPC,1,1,6.12,0,8,0,197.5333333,0.27,-0.223666667,4,0.199600798,40,0.99009901,14.75836595,4.804
557,DSPC,1,1,6.12,0,8,0,266.7,0.469333333,-1.3988,8,0.199600798,40,0.99009901,29.51673189,4.942
558,DSPC,1,1,6.12,0,8,0,260.9333333,0.451,-1.876666667,12,0.199600798,40,0.99009901,44.27509784,5.136
559,DSPC,1,1,6.12,0,8,0,236.7333333,0.212,1.45,4,0.199600798,60,0.99009901,10.84964339,4.754
560,DSPC,1,1,6.12,0,8,0,169.5666667,0.271,2.546666667,8,0.199600798,60,0.99009901,21.69928678,4.344
561,DSPC,1,1,6.12,0,8,0,227.0666667,0.248666667,2.25,12,0.199600798,60,0.99009901,32.54893017,4.419
562,DSPC,1,1,6.12,0,8,0,198.8,0.230666667,-5.656666667,4,0.199600798,80,0.99009901,8.895282113,4.431
563,DSPC,1,1,6.12,0,8,0,148.5333333,0.221333333,-0.2858,8,0.199600798,80,0.99009901,17.79056423,3.296
564,DSPC,1,1,6.12,0,8,0,134.8333333,0.301666667,3.186666667,12,0.199600798,80,0.99009901,26.68584634,3.091
565,DSPC,1,1,6.12,0,8,0,160.3666667,0.219333333,3.713333333,4,0.199600798,20,1.960784314,26.50177415,6.409
566,DSPC,1,1,6.12,0,8,0,394.7333333,0.162333333,-4.73,8,0.199600798,20,1.960784314,53.00354829,5.549
567,DSPC,1,1,6.12,0,8,0,294.7666667,0.212333333,-2.64,12,0.199600798,20,1.960784314,79.50532244,5.583
568,DSPC,1,1,6.12,0,8,0,174.7,0.195333333,1.836666667,4,0.199600798,40,1.960784314,14.77560648,5.159
569,DSPC,1,1,6.12,0,8,0,308.0666667,0.109,5.443333333,8,0.199600798,40,1.960784314,29.55121296,4.745
570,DSPC,1,1,6.12,0,8,0,458.9333333,0.305333333,-1.491333333,12,0.199600798,40,1.960784314,44.32681944,5.063
571,DSPC,1,1,6.12,0,8,0,191.4333333,0.245666667,-1.055666667,4,0.199600798,60,1.960784314,10.86688393,4.654
572,DSPC,1,1,6.12,0,8,0,201.9333333,0.207333333,4.203333333,8,0.199600798,60,1.960784314,21.73376785,4.111
573,DSPC,1,1,6.12,0,8,0,211.8333333,0.225,0.894,12,0.199600798,60,1.960784314,32.60065178,4.22
574,DSPC,1,1,6.12,0,8,0,190.4333333,0.222666667,-0.884,4,0.199600798,80,1.960784314,8.912522649,3.045
575,DSPC,1,1,6.12,0,8,0,190.6333333,0.218,-0.851,8,0.199600798,80,1.960784314,17.8250453,2.944
576,DSPC,1,1,6.12,0,8,0,128.8,0.305666667,2.053333333,12,0.199600798,80,1.960784314,26.73756795,2.079
577,DSPC,1,1,6.12,0,8,0,595.8333333,0.223,-15.63333333,4,0.199600798,20,9.090909091,26.62841372,6.673
578,DSPC,1,1,6.12,0,8,0,377.5666667,0.193666667,-3.236666667,8,0.199600798,20,9.090909091,53.25682744,6.612
579,DSPC,1,1,6.12,0,8,0,288.2333333,0.216666667,-2.386666667,12,0.199600798,20,9.090909091,79.88524115,5.841
580,DSPC,1,1,6.12,0,8,0,217.5333333,0.217,-1.123333333,4,0.199600798,40,9.090909091,14.90224605,6.148
581,DSPC,1,1,6.12,0,8,0,218.9666667,0.235,0.326666667,8,0.199600798,40,9.090909091,29.80449211,5.159
582,DSPC,1,1,6.12,0,8,0,316.5666667,0.160666667,6.206666667,12,0.199600798,40,9.090909091,44.70673816,5.293
583,DSPC,1,1,6.12,0,8,0,273.8,0.336,-2.076666667,4,0.199600798,60,9.090909091,10.9935235,4.754
584,DSPC,1,1,6.12,0,8,0,146.0,0.277666667,1.556666667,8,0.199600798,60,9.090909091,21.987047,4.745
585,DSPC,1,1,6.12,0,8,0,181.1666667,0.254,-0.4172,12,0.199600798,60,9.090909091,32.9805705,4.787
586,DSPC,1,1,6.12,0,8,0,275.1,0.284,-2.526666667,4,0.199600798,80,9.090909091,9.039162221,4.7
587,DSPC,1,1,6.12,0,8,0,160.8666667,0.203666667,-0.499666667,8,0.199600798,80,9.090909091,18.07832444,3.296
588,DSPC,1,1,6.12,0,8,0,155.4,0.298333333,-0.839666667,12,0.199600798,80,9.090909091,27.11748666,3.989
589,DSPC,1,1,6.12,0,8,0,720.4,0.440666667,-2.03,4,0.199600798,20,50.0,27.35500826,7.304
590,DSPC,1,1,6.12,0,8,0,474.8333333,0.644333333,-1.383333333,8,0.199600798,20,50.0,54.71001653,7.217
591,DSPC,1,1,6.12,0,8,0,343.4,0.394333333,0.513666667,12,0.199600798,20,50.0,82.06502479,6.513
592,DSPC,1,1,6.12,0,8,0,221.6333333,0.178333333,0.588,4,0.199600798,40,50.0,15.6288406,6.244
593,DSPC,1,1,6.12,0,8,0,288.5,0.270666667,1.082333333,8,0.199600798,40,50.0,31.2576812,6.79
594,DSPC,1,1,6.12,0,8,0,253.8,0.277666667,1.406666667,12,0.199600798,40,50.0,46.8865218,6.915
595,DSPC,1,1,6.12,0,8,0,289.6666667,0.285,0.446333333,4,0.199600798,60,50.0,11.72011804,4.836
596,DSPC,1,1,6.12,0,8,0,132.6,0.250333333,5.146666667,8,0.199600798,60,50.0,23.44023609,5.553
597,DSPC,1,1,6.12,0,8,0,241.5333333,0.276666667,2.226666667,12,0.199600798,60,50.0,35.16035413,5.714
598,DSPC,1,1,6.12,0,8,0,269.8333333,0.182,-8.26,4,0.199600798,80,50.0,9.765756766,4.29
599,DSPC,1,1,6.12,0,8,0,210.1666667,0.217,-1.306,8,0.199600798,80,50.0,19.53151353,4.431
600,DSPC,1,1,6.12,0,8,0,200.7333333,0.231,1.663666667,12,0.199600798,80,50.0,29.2972703,4.852
601,DSPC,1,1,6.12,0,8,0,665.4,0.428666667,-4.956666667,4,0.99009901,20,0.497512438,27.27767087,5.787
602,DSPC,1,1,6.12,0,8,0,461.8666667,0.204666667,-3.503333333,8,0.99009901,20,0.497512438,54.55534175,4.913
603,DSPC,1,1,6.12,0,8,0,426.1,0.213666667,-2.953333333,12,0.99009901,20,0.497512438,81.83301262,4.718
604,DSPC,1,1,6.12,0,8,0,278.2,0.298333333,-3.166666667,4,0.99009901,40,0.497512438,15.05032434,4.745
605,DSPC,1,1,6.12,0,8,0,185.7333333,0.289333333,2.283333333,8,0.99009901,40,0.497512438,30.10064868,5.088
606,DSPC,1,1,6.12,0,8,0,244.9,0.259,2.306666667,12,0.99009901,40,0.497512438,45.15097302,4.875
607,DSPC,1,1,6.12,0,8,0,217.0666667,0.225333333,-1.85,4,0.99009901,60,0.497512438,10.97454216,4.331
608,DSPC,1,1,6.12,0,8,0,222.0666667,0.144666667,0.132760333,8,0.99009901,60,0.497512438,21.94908432,4.078
609,DSPC,1,1,6.12,0,8,0,187.0666667,0.212333333,-0.077333333,12,0.99009901,60,0.497512438,32.92362648,3.466
610,DSPC,1,1,6.12,0,8,0,186.3666667,0.218,-4.35,4,0.99009901,80,0.497512438,8.936651071,3.892
611,DSPC,1,1,6.12,0,8,0,208.6666667,0.198333333,-1.425333333,8,0.99009901,80,0.497512438,17.87330214,2.773
612,DSPC,1,1,6.12,0,8,0,200.6333333,0.218,-0.192333333,12,0.99009901,80,0.497512438,26.80995321,3.135
613,DSPC,1,1,6.12,0,8,0,411.7333333,0.436333333,-4.316666667,4,0.99009901,20,0.99009901,27.2864198,5.733
614,DSPC,1,1,6.12,0,8,0,570.8666667,0.539333333,-3.67,8,0.99009901,20,0.99009901,54.5728396,5.407
615,DSPC,1,1,6.12,0,8,0,219.3333333,0.198666667,2.13,12,0.99009901,20,0.99009901,81.85925941,4.543
616,DSPC,1,1,6.12,0,8,0,265.8666667,0.319666667,-2.493333333,4,0.99009901,40,0.99009901,15.05907327,4.779
617,DSPC,1,1,6.12,0,8,0,174.9,0.285,-0.763333333,8,0.99009901,40,0.99009901,30.11814653,4.86
618,DSPC,1,1,6.12,0,8,0,221.6,0.295666667,3.32,12,0.99009901,40,0.99009901,45.1772198,4.828
619,DSPC,1,1,6.12,0,8,0,180.1666667,0.231666667,0.096,4,0.99009901,60,0.99009901,10.98329109,4.736
620,DSPC,1,1,6.12,0,8,0,213.7666667,0.231666667,-1.543333333,8,0.99009901,60,0.99009901,21.96658218,4.19
621,DSPC,1,1,6.12,0,8,0,176.4333333,0.280666667,-0.458,12,0.99009901,60,0.99009901,32.94987327,4.111
622,DSPC,1,1,6.12,0,8,0,180.8666667,0.208333333,-3.533333333,4,0.99009901,80,0.99009901,8.9454,4.585
623,DSPC,1,1,6.12,0,8,0,171.9333333,0.230666667,-2.693333333,8,0.99009901,80,0.99009901,17.8908,3.401
624,DSPC,1,1,6.12,0,8,0,192.2,0.185333333,-1.073,12,0.99009901,80,0.99009901,26.8362,3.332
625,DSPC,1,1,6.12,0,8,0,391.5666667,0.541,-4.583333333,4,0.99009901,20,1.960784314,27.30366034,6.001
626,DSPC,1,1,6.12,0,8,0,258.8333333,0.707,-2.473333333,8,0.99009901,20,1.960784314,54.60732068,5.088
627,DSPC,1,1,6.12,0,8,0,237.1333333,0.195333333,-0.988333333,12,0.99009901,20,1.960784314,81.91098101,4.673
628,DSPC,1,1,6.12,0,8,0,194.0333333,0.253,-0.591633333,4,0.99009901,40,1.960784314,15.0763138,5.561
629,DSPC,1,1,6.12,0,8,0,170.3,0.291333333,-1.048,8,0.99009901,40,1.960784314,30.15262761,5.159
630,DSPC,1,1,6.12,0,8,0,198.4,0.239666667,1.671666667,12,0.99009901,40,1.960784314,45.22894141,5.142
631,DSPC,1,1,6.12,0,8,0,174.6333333,0.245333333,0.497666667,4,0.99009901,60,1.960784314,11.00053162,5.318
632,DSPC,1,1,6.12,0,8,0,223.9666667,0.187,1.216666667,8,0.99009901,60,1.960784314,22.00106325,4.868
633,DSPC,1,1,6.12,0,8,0,202.3,0.240333333,-0.367833333,12,0.99009901,60,1.960784314,33.00159487,4.543
634,DSPC,1,1,6.12,0,8,0,233.2666667,0.174,-2.813333333,4,0.99009901,80,1.960784314,8.962640536,4.812
635,DSPC,1,1,6.12,0,8,0,167.0333333,0.204,0.119166667,8,0.99009901,80,1.960784314,17.92528107,4.234
636,DSPC,1,1,6.12,0,8,0,190.2333333,0.240666667,-1.521333333,12,0.99009901,80,1.960784314,26.88792161,3.526
637,DSPC,1,1,6.12,0,8,0,264.9,0.459,-3.486666667,4,0.99009901,20,9.090909091,27.43029991,6.507
638,DSPC,1,1,6.12,0,8,0,216.4,0.234333333,1.181,8,0.99009901,20,9.090909091,54.86059982,6.246
639,DSPC,1,1,6.12,0,8,0,314.3333333,0.333,-1.583333333,12,0.99009901,20,9.090909091,82.29089973,5.704
640,DSPC,1,1,6.12,0,8,0,207.4,0.21,-1.696666667,4,0.99009901,40,9.090909091,15.20295338,6.207
641,DSPC,1,1,6.12,0,8,0,180.6333333,0.302666667,1.110333333,8,0.99009901,40,9.090909091,30.40590675,4.654
642,DSPC,1,1,6.12,0,8,0,212.9666667,0.360333333,-0.2816,12,0.99009901,40,9.090909091,45.60886013,5.13
643,DSPC,1,1,6.12,0,8,0,253.3,0.169,-0.997666667,4,0.99009901,60,9.090909091,11.1271712,3.664
644,DSPC,1,1,6.12,0,8,0,170.7666667,0.234666667,1.956666667,8,0.99009901,60,9.090909091,22.25434239,4.654
645,DSPC,1,1,6.12,0,8,0,158.8333333,0.296333333,0.975666667,12,0.99009901,60,9.090909091,33.38151359,4.304
646,DSPC,1,1,6.12,0,8,0,188.7333333,0.239666667,-4.646666667,4,0.99009901,80,9.090909091,9.089280108,3.466
647,DSPC,1,1,6.12,0,8,0,206.5333333,0.225333333,-1.383,8,0.99009901,80,9.090909091,18.17856022,2.996
648,DSPC,1,1,6.12,0,8,0,182.9,0.292,0.969,12,0.99009901,80,9.090909091,27.26784032,2.996
649,DSPC,1,1,6.12,0,8,0,394.3,0.600333333,-7.95,4,0.99009901,20,50.0,28.15689446,8.461
650,DSPC,1,1,6.12,0,8,0,254.7,0.583333333,-4.996666667,8,0.99009901,20,50.0,56.31378891,7.442
651,DSPC,1,1,6.12,0,8,0,308.6333333,0.453,1.496666667,12,0.99009901,20,50.0,84.47068337,7.786
