group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0098,0.6824,-0.0272,0.0076,False
DT,MLR,0.0551,0.0,0.0377,0.0725,True
DT,PLS,0.0555,0.0,0.0381,0.0729,True
DT,RF,-0.0152,0.1397,-0.0326,0.0022,False
DT,XGB,-0.0118,0.4446,-0.0292,0.0056,False
DT,kNN,0.0298,0.0,0.0124,0.0472,True
DT,lasso,0.0545,0.0,0.0371,0.0719,True
LGBM,MLR,0.0649,0.0,0.0475,0.0823,True
LGBM,PLS,0.0653,0.0,0.0479,0.0827,True
LGBM,RF,-0.0054,0.9822,-0.0228,0.012,False
LGBM,XGB,-0.002,1.0,-0.0194,0.0154,False
LGBM,kNN,0.0396,0.0,0.0222,0.057,True
LGBM,lasso,0.0643,0.0,0.0469,0.0818,True
MLR,PLS,0.0004,1.0,-0.017,0.0179,False
MLR,RF,-0.0703,0.0,-0.0877,-0.0529,True
MLR,XGB,-0.0669,0.0,-0.0843,-0.0495,True
MLR,kNN,-0.0253,0.0003,-0.0427,-0.0079,True
MLR,lasso,-0.0005,1.0,-0.0179,0.0169,False
PLS,RF,-0.0707,0.0,-0.0881,-0.0533,True
PLS,XGB,-0.0673,0.0,-0.0847,-0.0499,True
PLS,kNN,-0.0257,0.0002,-0.0431,-0.0083,True
PLS,lasso,-0.001,1.0,-0.0184,0.0164,False
RF,XGB,0.0034,0.999,-0.014,0.0208,False
RF,kNN,0.045,0.0,0.0276,0.0624,True
RF,lasso,0.0697,0.0,0.0523,0.0871,True
XGB,kNN,0.0416,0.0,0.0242,0.059,True
XGB,lasso,0.0663,0.0,0.0489,0.0837,True
kNN,lasso,0.0248,0.0004,0.0074,0.0422,True
