group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0213,0.1039,-0.0446,0.002,False
DT,MLR,0.0472,0.0,0.0239,0.0706,True
DT,PLS,0.0473,0.0,0.024,0.0706,True
DT,RF,-0.0208,0.1212,-0.0441,0.0025,False
DT,XGB,-0.0139,0.6127,-0.0373,0.0094,False
DT,kNN,0.0122,0.7574,-0.0111,0.0355,False
DT,lasso,0.051,0.0,0.0277,0.0744,True
LGBM,MLR,0.0685,0.0,0.0452,0.0918,True
LGBM,PLS,0.0686,0.0,0.0452,0.0919,True
LGBM,RF,0.0005,1.0,-0.0229,0.0238,False
LGBM,XGB,0.0073,0.9804,-0.016,0.0307,False
LGBM,kNN,0.0335,0.0004,0.0102,0.0568,True
LGBM,lasso,0.0723,0.0,0.049,0.0957,True
MLR,PLS,0.0001,1.0,-0.0233,0.0234,False
MLR,RF,-0.068,0.0,-0.0914,-0.0447,True
MLR,XGB,-0.0612,0.0,-0.0845,-0.0378,True
MLR,kNN,-0.035,0.0001,-0.0583,-0.0117,True
MLR,lasso,0.0038,0.9997,-0.0195,0.0271,False
PLS,RF,-0.0681,0.0,-0.0914,-0.0448,True
PLS,XGB,-0.0612,0.0,-0.0845,-0.0379,True
PLS,kNN,-0.0351,0.0001,-0.0584,-0.0117,True
PLS,lasso,0.0038,0.9997,-0.0196,0.0271,False
RF,XGB,0.0069,0.9867,-0.0164,0.0302,False
RF,kNN,0.033,0.0005,0.0097,0.0564,True
RF,lasso,0.0719,0.0,0.0485,0.0952,True
XGB,kNN,0.0262,0.0157,0.0028,0.0495,True
XGB,lasso,0.065,0.0,0.0417,0.0883,True
kNN,lasso,0.0388,0.0,0.0155,0.0622,True
