group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0047,0.8968,-0.0157,0.0062,False
DT,MLR,0.0325,0.0,0.0216,0.0435,True
DT,PLS,0.0329,0.0,0.022,0.0439,True
DT,RF,-0.0037,0.9712,-0.0147,0.0073,False
DT,XGB,-0.0068,0.5658,-0.0178,0.0042,False
DT,kNN,0.0272,0.0,0.0163,0.0382,True
DT,lasso,0.035,0.0,0.024,0.0459,True
LGBM,MLR,0.0373,0.0,0.0263,0.0482,True
LGBM,PLS,0.0377,0.0,0.0267,0.0486,True
LGBM,RF,0.001,1.0,-0.0099,0.012,False
LGBM,XGB,-0.0021,0.9992,-0.013,0.0089,False
LGBM,kNN,0.032,0.0,0.021,0.0429,True
LGBM,lasso,0.0397,0.0,0.0287,0.0506,True
MLR,PLS,0.0004,1.0,-0.0106,0.0114,False
MLR,RF,-0.0362,0.0,-0.0472,-0.0253,True
MLR,XGB,-0.0393,0.0,-0.0503,-0.0284,True
MLR,kNN,-0.0053,0.8241,-0.0163,0.0057,False
MLR,lasso,0.0024,0.9978,-0.0086,0.0134,False
PLS,RF,-0.0366,0.0,-0.0476,-0.0257,True
PLS,XGB,-0.0397,0.0,-0.0507,-0.0288,True
PLS,kNN,-0.0057,0.7645,-0.0167,0.0053,False
PLS,lasso,0.002,0.9993,-0.0089,0.013,False
RF,XGB,-0.0031,0.9897,-0.0141,0.0079,False
RF,kNN,0.0309,0.0,0.02,0.0419,True
RF,lasso,0.0387,0.0,0.0277,0.0496,True
XGB,kNN,0.034,0.0,0.0231,0.045,True
XGB,lasso,0.0417,0.0,0.0308,0.0527,True
kNN,lasso,0.0077,0.3929,-0.0032,0.0187,False
