group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0074,0.7886,-0.0221,0.0073,False
DT,MLR,0.0382,0.0,0.0235,0.0529,True
DT,PLS,0.0418,0.0,0.0271,0.0565,True
DT,RF,-0.0035,0.9964,-0.0182,0.0112,False
DT,XGB,-0.0034,0.9969,-0.0181,0.0113,False
DT,kNN,0.0213,0.0003,0.0066,0.036,True
DT,lasso,0.0396,0.0,0.0249,0.0543,True
LGBM,MLR,0.0456,0.0,0.0309,0.0603,True
LGBM,PLS,0.0493,0.0,0.0346,0.064,True
LGBM,RF,0.0039,0.9924,-0.0107,0.0186,False
LGBM,XGB,0.004,0.9915,-0.0107,0.0187,False
LGBM,kNN,0.0288,0.0,0.0141,0.0435,True
LGBM,lasso,0.047,0.0,0.0323,0.0617,True
MLR,PLS,0.0036,0.9953,-0.011,0.0183,False
MLR,RF,-0.0417,0.0,-0.0564,-0.027,True
MLR,XGB,-0.0416,0.0,-0.0563,-0.0269,True
MLR,kNN,-0.0169,0.0119,-0.0316,-0.0022,True
MLR,lasso,0.0014,1.0,-0.0133,0.0161,False
PLS,RF,-0.0453,0.0,-0.06,-0.0306,True
PLS,XGB,-0.0452,0.0,-0.0599,-0.0306,True
PLS,kNN,-0.0205,0.0006,-0.0352,-0.0058,True
PLS,lasso,-0.0023,0.9998,-0.0169,0.0124,False
RF,XGB,0.0001,1.0,-0.0146,0.0148,False
RF,kNN,0.0248,0.0,0.0101,0.0395,True
RF,lasso,0.0431,0.0,0.0284,0.0578,True
XGB,kNN,0.0247,0.0,0.0101,0.0394,True
XGB,lasso,0.043,0.0,0.0283,0.0577,True
kNN,lasso,0.0182,0.0042,0.0036,0.0329,True
