,LGBM,RF,XGB,DT,kNN,lasso,MLR,PLS
0,0.0072273447787663736,0.0019356047047593933,0.0012461841106414795,0.0,0.0,0.052006689472027565,0.04703507910794441,0.04934587025306848
1,0.007002387165578793,0.001056969537122511,0.0005531907081604004,0.0,0.32984283091172445,0.013088955542383273,0.043606034838306884,0.050988149852206024
2,0.0072273447787663736,0.0327831027109512,0.023226231336593628,0.0,0.0,0.002022863325075612,0.013548536492139523,0.019237445723027713
3,0.007002387165578793,0.0010553211130159574,0.0011365413665771484,0.0,0.17814595546991913,0.01604941176360154,0.05364051583781221,0.06268500745178127
4,0.007002387165578793,0.0,0.0015206336975097656,0.0,0.0,0.10764005280305268,0.09516737502577434,0.08998807238612232
5,0.007002387165578793,0.006548177941887559,0.005475074052810669,0.0,0.0,0.049116057079220496,0.04779353368899157,0.04453408706968694
6,0.007002387165578793,0.0019200843993142569,0.0026401281356811523,0.0,0.0,0.026685526931744183,0.01973463149728641,0.016840228230476886
7,0.007002387165578793,0.002286479625478044,0.0014902949333190918,0.0,0.0,0.011033622057520467,0.0380457703169568,0.04252606429635535
8,0.007002387165578793,0.014010023203531712,0.04379695653915405,0.0,0.0,0.024602712388086864,0.05447421176554715,0.05882007902758521
9,0.007348226755244666,0.030846031693700815,0.019372224807739258,0.0,0.06351933515974288,0.007387837422462663,0.008946172774545902,0.006654592201678439
10,0.007348226755244666,0.0009811530177150647,0.0006359219551086426,0.0,0.055256591575868,0.0005793173888633957,0.005753236923210475,0.005182262255622738
11,0.007002387165578793,0.0007682535496065764,0.0053736865520477295,0.0,0.059796230738585344,0.01604209470011127,0.037119326834257615,0.04306986915176925
12,0.0072273447787663736,0.020335736107709602,0.0569193959236145,0.0,0.0,0.06404463581762115,0.09536231775665205,0.10010488175248007
13,0.007002387165578793,5.6705789265462286e-05,0.0019044876098632812,0.0,0.005884328297193936,0.013164750455785863,0.003935172542157056,0.0032441752809903024
14,0.007002387165578793,0.0008446964701745134,0.004065454006195068,0.0,0.0,0.025416341308572163,0.06400544340860823,0.0758713101382551
15,0.007002387165578793,7.86298298826322e-05,0.002011418342590332,0.0,0.0,0.06683603474645858,0.08649861452103144,0.09046160481554072
16,0.007348226755244666,0.019157067343619504,0.013486117124557495,0.0,0.0,0.10008281363292475,0.08633905964975999,0.08108713454028267
17,0.007348226755244666,0.010138033539935823,0.02413797378540039,0.0,0.0,0.08408587247610551,0.06721745507896404,0.06196578822555028
18,0.007348226755244666,0.008069208693631745,0.0015965104103088379,0.0,0.12137493953469447,0.02634373046543284,0.005293869787457134,0.003332527092030302
19,0.007002387165578793,0.014741012163799977,0.005620986223220825,0.0,0.0,0.0431026297695271,0.03227775785479463,0.026917488741880213
20,0.007002387165578793,8.026726449514266e-05,0.006942868232727051,0.0,0.06071845297038349,0.01021017841631558,0.013733242627025882,0.01414190616498677
21,0.009922424622087816,0.0038958470702008885,0.05455300211906433,0.0,0.0,0.019872168065632134,0.03426381400400652,0.03862250924874865
22,0.007002387165578793,0.0,0.002365708351135254,0.0,0.15945891622121142,0.0055670914994834925,0.014226330666760656,0.020219360777126327
23,0.007002387165578793,0.002570442656820081,0.0003407597541809082,0.0,0.006398022086416976,0.05066948788901839,0.07079039453994673,0.07647108046566178
24,0.007002387165578793,0.0010203745219570094,0.004953950643539429,0.0,0.0,0.03705734889846802,0.061450930678533716,0.06913317538426722
25,0.007002387165578793,0.0,0.0005247294902801514,0.025319794276671508,0.0,0.1321180498938455,0.14434119222006528,0.1520657841071203
26,0.007002387165578793,0.004712611909681013,0.0030590593814849854,0.025319794276671508,0.04759078293197852,0.09807057577923829,0.09847870013598498,0.10590861233018216
27,0.0072273447787663736,0.0014370961360938947,0.016208350658416748,0.0,0.0,0.09799582480498585,0.1019829831024274,0.10972879517296326
28,0.007348226755244666,0.0019824992307354173,0.00011029839515686035,0.025319794276671508,0.0,0.09685019887729122,0.09157485978655411,0.0975735236084433
29,0.007062189721778364,0.016116857569877484,0.014109045267105103,0.0,0.0405018867318478,0.07677925358719549,0.07751353736768678,0.0863458133348952
30,0.0068372321085907834,0.0,0.0024125874042510986,0.0,0.0,0.020517976693754686,0.012212434382973092,0.02230650415638591
31,0.007062189721778364,0.009040325948393336,0.0067739784717559814,0.05169457998153766,0.025458961516052224,0.15772049041496783,0.15147995475305376,0.15420274652136728
32,0.0068372321085907834,0.004124752736384018,0.0023255348205566406,0.24502175919820648,0.2263486968593822,0.3124807759339052,0.30903374426123864,0.3146295448146981
33,0.0068372321085907834,0.0008787199437337909,0.006791144609451294,0.02067783199261506,0.0,0.004845596042186762,0.008130014747963432,0.00015445010753410704
34,0.0068372321085907834,0.0030153797969141504,0.011460185050964355,0.02067783199261506,0.014590690398548259,0.007823970976223955,0.009107056001708524,0.0026582434448967768
35,0.021010721517772567,0.002252461646665788,0.006864309310913086,0.0,0.0,0.00939230770775007,0.004648945172058133,0.014879844322970612
36,0.008317293569648098,0.01612260743015392,0.024739444255828857,0.0,0.03930123258753347,0.029789230348610647,0.022899657446326716,0.01452828228985975
37,0.00953036939936273,0.011119927563534979,0.020365089178085327,0.0,0.011779740331965168,0.044085669619233846,0.04741777343774678,0.04104974380546304
38,0.011181682447839961,0.015398320098842663,0.01942506432533264,0.025517605169458016,0.0,0.05763088022993838,0.04886384483187356,0.05431095259487938
39,0.00936949408793094,0.054162753621823295,0.04942765831947327,0.0,0.0,0.015498672719720101,0.0025791529624717147,0.010180236875278414
40,0.0068372321085907834,0.0035018705688790114,0.0031810402870178223,0.0,0.0,0.02210250707048715,0.020404865032666225,0.025552553127439398
41,0.0068372321085907834,0.0010317156798101018,8.875131607055664e-05,0.0,0.0,0.027005912121953822,0.03423264011164551,0.027260551650213204
42,0.0068372321085907834,0.006406545342652435,0.001315295696258545,0.0,0.0,0.0045528534179932675,0.007769184424602504,0.003562489327932475
43,0.0068372321085907834,0.0035623159259747694,0.0010806620121002197,0.0,0.0,0.027240020351861884,0.032053756122393584,0.026577022504483155
44,0.0068372321085907834,6.099169194250302e-05,0.0035228431224823,0.0,0.0,0.07199741174765202,0.081065998228048,0.07386131949634858
45,0.006783481566937424,0.02286489359029912,0.013770133256912231,0.0,0.06190131633951533,0.03585634320876099,0.04361618170985507,0.04031965257914613
46,0.0068372321085907834,6.099169194250302e-05,0.002445727586746216,0.0,0.12355807105582946,0.07468411260989503,0.07798562521310073,0.07088286367979434
47,0.015079780574596236,0.046545799893872905,0.015428364276885986,0.07495714097322956,0.0675381263157151,0.08492664408394393,0.07711224039691755,0.08489408848425381
48,0.013917957875639363,0.019247078364512105,0.01021471619606018,0.0182645391006198,0.03772646767116842,0.005136019232984929,0.005593727372995572,0.013336376321460432
49,0.019882590875993023,0.029083797246974758,0.010343313217163086,0.21374565914985277,0.07289738784567085,0.13019852761463907,0.12452545092515205,0.13144434482836884
50,0.6021880417448503,0.5370974113985126,0.5341740063001437,0.4459756472811992,0.36980369691078646,0.37177349828580175,0.372243800576264,0.3803322460882446
51,0.0068372321085907834,0.005555430615474465,0.010098040103912354,0.0,0.0,0.048809300411372145,0.04430961265255383,0.05143576570858334
52,0.0068372321085907834,0.000658616077315801,0.0014772117137908936,0.0,0.0,0.0257861566232271,0.02029801244125401,0.028834688475737294
53,0.0068372321085907834,6.099169194250302e-05,0.002903580665588379,0.0,0.0,0.029036022144058315,0.03455597047528863,0.027066708407496753
54,0.0068372321085907834,0.0004674930766187526,0.007170975208282471,0.025517605169458016,0.0,0.0017275875349171618,0.008116512637265372,0.005113620094483809
55,0.0068372321085907834,0.004188299485691682,0.0015018284320831299,0.0,0.0,0.03496180456351793,0.040246864196155946,0.03483792389500484
56,0.007465162494186745,9.08281682711328e-05,0.002391308546066284,0.0,0.015349757064200555,0.04630837731701187,0.04668345476956029,0.03958661507129084
