,RF,XGB,LGBM,DT,kNN,lasso,MLR,PLS
0,0.09976757865017466,0.0861889397338308,0.10933056644266748,0.0544501210002688,0.04302725680751146,0.0135834521262303,0.30265345038404756,0.0028494574891758107
1,0.05792215649368071,0.06519616688730634,0.02143278778019264,0.05498789997311093,0.10806789133050904,0.111061882572802,0.08429802207438446,0.12775630293500606
2,0.0702804853455235,0.009542751958146467,0.01240709503401366,0.010890024200053805,0.07031405017076736,0.00826744107181665,0.06801454617544012,0.006627752823353428
3,0.18950507528905547,0.15465250256305807,0.12864089755847144,0.23104329120731376,0.19849003335515442,0.07886611750344591,0.013435464496781443,0.1113829294666017
4,0.058448171551491956,0.06482273595856869,0.10122452906760016,0.10291745092766874,0.0026111503871834307,0.07764587492054223,0.10315693036827056,0.10977287641212188
5,0.015123184995965877,0.013823320217176138,0.1367330146909823,0.010621134713632685,0.03558706579575291,0.09362396919433252,0.004107057635560629,0.08349099781383251
6,0.022444709599353907,0.048906444084839906,0.08528616026442803,0.02877117504705573,0.060724231573822174,0.07767761729971434,0.034790152676128394,0.07306705758767484
7,0.10405300484000984,0.10638546642355784,0.09935432958326268,0.12200860446356548,0.1545632966382826,0.13162244407918777,0.035363445444426156,0.11287337496978866
8,0.03666812315138518,0.00963156929770026,0.008847162966342859,0.03616563592363542,0.09302310452078436,0.06507298218723823,0.11196878904564836,0.04953960709134031
9,0.22137570583490146,0.1520386665105884,0.2062195451213802,0.1449986555525679,0.094798061920638,0.25901065033740556,0.2461182042031413,0.250936527721461
10,0.013076431836515195,0.008712351322174072,0.010200823524344649,0.0,0.19560614553598735,0.05841998736850085,0.28378806213731883,0.05215607861615368
11,0.02666442592094648,0.011326968669891357,0.0029081423525335603,0.0,0.3326816976380478,0.08485656854247436,0.2674313731407704,0.0715064614509206
12,0.030393250873891275,0.0497454666072048,0.10044499645785554,0.0037644528098952357,0.01744526549015707,0.09032088253661824,0.2528472649903842,0.10885129224960183
13,0.23335725329389628,0.204937618228818,0.003431041138951145,0.23514385587523517,0.2243395010620381,0.3364180105844476,0.017598771776641958,0.3282645260720946
14,0.08242101371336419,0.06266635378287277,0.017290024883996752,0.019225598279107303,0.11473774338904108,0.14487327655992022,0.28199150217076363,0.163249182171852
15,0.06641771981715541,0.09702671503757843,0.046629567121882265,0.06816348480774403,0.05036158839865601,0.062093839312334254,0.3144711127999898,0.07091548364969119
16,0.04214456171013739,0.03677979062788905,0.15865342705677316,0.020099489109975777,0.14505680164936263,0.16740349855738434,0.22487290202504084,0.15814094571047216
17,0.0391398897553103,0.06041664475713815,0.14039607321357303,0.04645065877924165,0.05918220867270779,0.17584742691685717,0.14748879524227107,0.20352967497559266
18,0.058864950255444415,0.06072799558118969,0.020705028873520395,0.17639150309222912,0.14702076419253457,0.24342555386042727,0.11457041134942658,0.21995039684449438
19,0.05066550147889276,0.003940215744488773,0.016464704939970244,0.05391234202742662,0.09924891482918824,0.16473253813582278,0.057088000691379204,0.1487767677918749
20,0.06251243613874698,0.2673822343349457,0.06039228367553559,0.0,0.0917936683852575,0.000898335035950798,0.16653775032045998,0.018772626964043193
21,0.05850715918257603,0.021037713073857045,0.04369708113954417,0.015461145469212068,0.0037290349176775095,0.08668269817429775,0.15648843301372578,0.07149914446731423
