18PG,14PA,DOPE,DSPC,DOTAP,DDAB,Size,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
0,0,0,0,1,0,162.2333333,0.99009901,40,1.960784314
0,0,0,0,1,0,223.1333333,0.99009901,40,1.960784314
0,0,0,0,1,0,242.6666667,0.99009901,40,1.960784314
0,0,0,0,1,0,207.0333333,0.99009901,60,1.960784314
0,0,0,0,1,0,154.4666667,0.99009901,60,1.960784314
0,0,0,0,1,0,170.7333333,0.99009901,60,1.960784314
0,0,0,0,1,0,149.4333333,0.99009901,80,1.960784314
0,0,0,0,1,0,171.1333333,0.99009901,80,1.960784314
0,0,0,0,1,0,163.5333333,0.99009901,80,1.960784314
0,0,0,0,1,0,1760.0,0.99009901,20,9.090909091
0,0,0,0,1,0,171.1666667,0.99009901,20,9.090909091
0,0,0,0,1,0,224.7333333,0.99009901,20,9.090909091
0,0,0,0,1,0,166.5666667,0.99009901,40,9.090909091
0,0,0,0,1,0,146.1333333,0.99009901,40,9.090909091
0,0,0,0,1,0,231.5,0.99009901,40,9.090909091
0,0,0,0,1,0,161.8333333,0.99009901,60,9.090909091
0,0,0,0,1,0,137.9,0.99009901,60,9.090909091
0,0,0,0,1,0,150.0,0.99009901,60,9.090909091
0,0,0,0,1,0,169.0,0.99009901,80,9.090909091
0,0,0,0,1,0,125.6,0.99009901,80,9.090909091
0,0,0,0,1,0,136.8666667,0.99009901,80,9.090909091
0,0,0,0,1,0,322.6333333,0.99009901,20,50.0
0,0,0,0,1,0,130.5333333,0.99009901,20,50.0
0,0,0,0,1,0,401.8333333,0.99009901,20,50.0
0,0,0,0,1,0,161.9,0.99009901,40,50.0
0,0,0,0,1,0,345.8666667,0.99009901,40,50.0
0,0,0,0,1,0,354.4666667,0.99009901,40,50.0
0,0,0,0,1,0,202.1,0.99009901,60,50.0
0,0,0,0,1,0,139.7,0.99009901,60,50.0
0,0,0,0,1,0,122.8,0.99009901,60,50.0
0,0,0,0,1,0,152.7666667,0.99009901,80,50.0
0,0,0,0,1,0,134.0,0.99009901,80,50.0
0,0,0,0,1,0,194.4666667,0.99009901,80,50.0
0,0,0,0,1,0,183.1333333,9.090909091,20,0.497512438
0,0,0,0,1,0,151.5333333,9.090909091,20,0.497512438
0,0,0,0,1,0,766.5666667,9.090909091,20,0.497512438
0,0,0,0,1,0,99.71,9.090909091,40,0.497512438
0,0,0,0,1,0,247.2666667,9.090909091,40,0.497512438
0,0,0,0,1,0,400.6,9.090909091,40,0.497512438
0,0,0,0,1,0,1350.666667,9.090909091,60,0.497512438
0,0,0,0,1,0,297.0,9.090909091,60,0.497512438
0,0,0,0,1,0,134.1333333,9.090909091,60,0.497512438
0,0,0,0,1,0,165.4666667,9.090909091,80,0.497512438
0,0,0,0,1,0,110.9666667,9.090909091,80,0.497512438
0,0,0,0,1,0,128.5333333,9.090909091,80,0.497512438
0,0,0,0,1,0,176.3333333,9.090909091,20,0.99009901
0,0,0,0,1,0,176.6666667,9.090909091,20,0.99009901
0,0,0,0,1,0,495.4333333,9.090909091,20,0.99009901
0,0,0,0,1,0,116.2666667,9.090909091,40,0.99009901
0,0,0,0,1,0,285.1333333,9.090909091,40,0.99009901
0,0,0,0,1,0,432.9,9.090909091,40,0.99009901
0,0,0,0,1,0,141.4,9.090909091,60,0.99009901
0,0,0,0,1,0,293.6333333,9.090909091,60,0.99009901
0,0,0,0,1,0,162.9333333,9.090909091,60,0.99009901
0,0,0,0,1,0,170.3,9.090909091,80,0.99009901
0,0,0,0,1,0,136.5,9.090909091,80,0.99009901
0,0,0,0,1,0,108.9333333,9.090909091,80,0.99009901
0,0,0,0,1,0,145.8666667,9.090909091,20,1.960784314
0,0,0,0,1,0,241.3666667,9.090909091,20,1.960784314
0,0,0,0,1,0,357.8666667,9.090909091,20,1.960784314
0,0,0,0,1,0,133.4,9.090909091,40,1.960784314
0,0,0,0,1,0,282.5,9.090909091,40,1.960784314
0,0,0,0,1,0,462.7,9.090909091,40,1.960784314
0,0,0,0,1,0,116.7666667,9.090909091,60,1.960784314
0,0,0,0,1,0,296.5666667,9.090909091,60,1.960784314
0,0,0,0,1,0,138.1666667,9.090909091,60,1.960784314
0,0,0,0,1,0,159.1333333,9.090909091,80,1.960784314
0,0,0,0,1,0,117.1333333,9.090909091,80,1.960784314
0,0,0,0,1,0,118.5666667,9.090909091,80,1.960784314
0,0,0,0,1,0,122.3666667,9.090909091,20,9.090909091
0,0,0,0,1,0,411.6333333,9.090909091,20,9.090909091
0,0,0,0,1,0,199.2,9.090909091,20,9.090909091
0,0,0,0,1,0,119.1333333,9.090909091,40,9.090909091
0,0,0,0,1,0,393.5333333,9.090909091,40,9.090909091
0,0,0,0,1,0,474.5,9.090909091,40,9.090909091
0,0,0,0,1,0,171.8333333,9.090909091,60,9.090909091
0,0,0,0,1,0,309.2,9.090909091,60,9.090909091
0,0,0,0,1,0,135.1,9.090909091,60,9.090909091
0,0,0,0,1,0,178.8,9.090909091,80,9.090909091
0,0,0,0,1,0,114.0333333,9.090909091,80,9.090909091
0,0,0,0,1,0,99.51,9.090909091,80,9.090909091
0,0,0,0,1,0,142.0666667,9.090909091,20,50.0
0,0,0,0,1,0,155.0333333,9.090909091,20,50.0
0,0,0,0,1,0,123.6666667,9.090909091,20,50.0
0,0,0,0,1,0,108.2666667,9.090909091,40,50.0
0,0,0,0,1,0,247.7,9.090909091,40,50.0
0,0,0,0,1,0,772.0333333,9.090909091,40,50.0
0,0,0,0,1,0,182.6,9.090909091,60,50.0
0,0,0,0,1,0,397.4666667,9.090909091,60,50.0
0,0,0,0,1,0,117.0333333,9.090909091,60,50.0
0,0,0,0,1,0,137.2333333,9.090909091,80,50.0
0,0,0,0,1,0,104.4666667,9.090909091,80,50.0
0,0,0,0,1,0,99.66666667,9.090909091,80,50.0
0,0,0,1,0,0,445.6,0.199600798,20,0.497512438
0,0,0,1,0,0,388.5666667,0.199600798,20,0.497512438
0,0,0,1,0,0,168.4666667,0.199600798,20,0.497512438
0,0,0,1,0,0,206.4666667,0.199600798,40,0.497512438
0,0,0,1,0,0,266.9333333,0.199600798,40,0.497512438
0,0,0,1,0,0,295.5333333,0.199600798,40,0.497512438
0,0,0,1,0,0,213.1,0.199600798,60,0.497512438
0,0,0,1,0,0,226.5333333,0.199600798,60,0.497512438
0,0,0,1,0,0,191.9333333,0.199600798,60,0.497512438
0,0,0,1,0,0,204.2,0.199600798,80,0.497512438
0,0,0,1,0,0,153.2,0.199600798,80,0.497512438
0,0,0,1,0,0,145.8666667,0.199600798,80,0.497512438
0,0,0,1,0,0,380.3333333,0.199600798,20,0.99009901
0,0,0,1,0,0,300.7,0.199600798,20,0.99009901
0,0,0,1,0,0,323.3666667,0.199600798,20,0.99009901
0,0,0,1,0,0,197.5333333,0.199600798,40,0.99009901
0,0,0,1,0,0,266.7,0.199600798,40,0.99009901
0,0,0,1,0,0,260.9333333,0.199600798,40,0.99009901
0,0,0,1,0,0,236.7333333,0.199600798,60,0.99009901
0,0,0,1,0,0,169.5666667,0.199600798,60,0.99009901
0,0,0,1,0,0,227.0666667,0.199600798,60,0.99009901
0,0,0,1,0,0,198.8,0.199600798,80,0.99009901
0,0,0,1,0,0,148.5333333,0.199600798,80,0.99009901
0,0,0,1,0,0,134.8333333,0.199600798,80,0.99009901
0,0,0,1,0,0,160.3666667,0.199600798,20,1.960784314
0,0,0,1,0,0,394.7333333,0.199600798,20,1.960784314
0,0,0,1,0,0,294.7666667,0.199600798,20,1.960784314
0,0,0,1,0,0,174.7,0.199600798,40,1.960784314
0,0,0,1,0,0,308.0666667,0.199600798,40,1.960784314
0,0,0,1,0,0,458.9333333,0.199600798,40,1.960784314
0,0,0,1,0,0,191.4333333,0.199600798,60,1.960784314
0,0,0,1,0,0,201.9333333,0.199600798,60,1.960784314
0,0,0,1,0,0,211.8333333,0.199600798,60,1.960784314
0,0,0,1,0,0,190.4333333,0.199600798,80,1.960784314
0,0,0,1,0,0,190.6333333,0.199600798,80,1.960784314
0,0,0,1,0,0,128.8,0.199600798,80,1.960784314
0,0,0,1,0,0,595.8333333,0.199600798,20,9.090909091
0,0,0,1,0,0,377.5666667,0.199600798,20,9.090909091
0,0,0,1,0,0,288.2333333,0.199600798,20,9.090909091
0,0,0,1,0,0,217.5333333,0.199600798,40,9.090909091
0,0,0,1,0,0,218.9666667,0.199600798,40,9.090909091
0,0,0,1,0,0,316.5666667,0.199600798,40,9.090909091
0,0,0,1,0,0,273.8,0.199600798,60,9.090909091
0,0,0,1,0,0,146.0,0.199600798,60,9.090909091
0,0,0,1,0,0,181.1666667,0.199600798,60,9.090909091
0,0,0,1,0,0,275.1,0.199600798,80,9.090909091
0,0,0,1,0,0,160.8666667,0.199600798,80,9.090909091
0,0,0,1,0,0,155.4,0.199600798,80,9.090909091
0,0,0,1,0,0,720.4,0.199600798,20,50.0
0,0,0,1,0,0,474.8333333,0.199600798,20,50.0
0,0,0,1,0,0,343.4,0.199600798,20,50.0
0,0,0,1,0,0,221.6333333,0.199600798,40,50.0
0,0,0,1,0,0,288.5,0.199600798,40,50.0
0,0,0,1,0,0,253.8,0.199600798,40,50.0
0,0,0,1,0,0,289.6666667,0.199600798,60,50.0
0,0,0,1,0,0,132.6,0.199600798,60,50.0
0,0,0,1,0,0,241.5333333,0.199600798,60,50.0
0,0,0,1,0,0,269.8333333,0.199600798,80,50.0
0,0,0,1,0,0,210.1666667,0.199600798,80,50.0
0,0,0,1,0,0,200.7333333,0.199600798,80,50.0
0,0,0,1,0,0,665.4,0.99009901,20,0.497512438
0,0,0,1,0,0,461.8666667,0.99009901,20,0.497512438
0,0,0,1,0,0,426.1,0.99009901,20,0.497512438
0,0,0,1,0,0,278.2,0.99009901,40,0.497512438
0,0,0,1,0,0,185.7333333,0.99009901,40,0.497512438
0,0,0,1,0,0,244.9,0.99009901,40,0.497512438
0,0,0,1,0,0,217.0666667,0.99009901,60,0.497512438
0,0,0,1,0,0,222.0666667,0.99009901,60,0.497512438
0,0,0,1,0,0,187.0666667,0.99009901,60,0.497512438
0,0,0,1,0,0,186.3666667,0.99009901,80,0.497512438
0,0,0,1,0,0,208.6666667,0.99009901,80,0.497512438
0,0,0,1,0,0,200.6333333,0.99009901,80,0.497512438
0,0,0,1,0,0,411.7333333,0.99009901,20,0.99009901
0,0,0,1,0,0,570.8666667,0.99009901,20,0.99009901
0,0,0,1,0,0,219.3333333,0.99009901,20,0.99009901
0,0,0,1,0,0,265.8666667,0.99009901,40,0.99009901
0,0,0,1,0,0,174.9,0.99009901,40,0.99009901
0,0,0,1,0,0,221.6,0.99009901,40,0.99009901
0,0,0,1,0,0,180.1666667,0.99009901,60,0.99009901
0,0,0,1,0,0,213.7666667,0.99009901,60,0.99009901
0,0,0,1,0,0,176.4333333,0.99009901,60,0.99009901
0,0,0,1,0,0,180.8666667,0.99009901,80,0.99009901
0,0,0,1,0,0,171.9333333,0.99009901,80,0.99009901
0,0,0,1,0,0,192.2,0.99009901,80,0.99009901
0,0,0,1,0,0,391.5666667,0.99009901,20,1.960784314
0,0,0,1,0,0,258.8333333,0.99009901,20,1.960784314
0,0,0,1,0,0,237.1333333,0.99009901,20,1.960784314
0,0,0,1,0,0,194.0333333,0.99009901,40,1.960784314
0,0,0,1,0,0,170.3,0.99009901,40,1.960784314
0,0,0,1,0,0,198.4,0.99009901,40,1.960784314
0,0,0,1,0,0,174.6333333,0.99009901,60,1.960784314
0,0,0,1,0,0,223.9666667,0.99009901,60,1.960784314
0,0,0,1,0,0,202.3,0.99009901,60,1.960784314
0,0,0,1,0,0,233.2666667,0.99009901,80,1.960784314
0,0,0,1,0,0,167.0333333,0.99009901,80,1.960784314
0,0,0,1,0,0,190.2333333,0.99009901,80,1.960784314
0,0,0,1,0,0,264.9,0.99009901,20,9.090909091
0,0,0,1,0,0,216.4,0.99009901,20,9.090909091
0,0,0,1,0,0,314.3333333,0.99009901,20,9.090909091
0,0,0,1,0,0,207.4,0.99009901,40,9.090909091
0,0,0,1,0,0,180.6333333,0.99009901,40,9.090909091
0,0,0,1,0,0,212.9666667,0.99009901,40,9.090909091
0,0,0,1,0,0,253.3,0.99009901,60,9.090909091
0,0,0,1,0,0,170.7666667,0.99009901,60,9.090909091
0,0,0,1,0,0,158.8333333,0.99009901,60,9.090909091
0,0,0,1,0,0,188.7333333,0.99009901,80,9.090909091
0,0,0,1,0,0,206.5333333,0.99009901,80,9.090909091
0,0,0,1,0,0,182.9,0.99009901,80,9.090909091
0,0,0,1,0,0,394.3,0.99009901,20,50.0
0,0,0,1,0,0,254.7,0.99009901,20,50.0
0,0,0,1,0,0,308.6333333,0.99009901,20,50.0
0,0,0,1,0,0,431.1,0.99009901,40,50.0
0,0,0,1,0,0,161.8333333,0.99009901,40,50.0
0,0,0,1,0,0,234.1666667,0.99009901,40,50.0
0,0,0,1,0,0,227.1333333,0.99009901,60,50.0
0,0,0,1,0,0,191.0333333,0.99009901,60,50.0
0,0,0,1,0,0,173.0666667,0.99009901,60,50.0
0,0,0,1,0,0,385.4666667,0.99009901,80,50.0
0,0,0,1,0,0,235.9666667,0.99009901,80,50.0
0,0,0,1,0,0,221.4,0.99009901,80,50.0
0,0,0,1,0,0,429.7333333,9.090909091,20,0.497512438
0,0,0,1,0,0,164.9,9.090909091,20,0.497512438
0,0,0,1,0,0,204.7333333,9.090909091,20,0.497512438
0,0,0,1,0,0,151.1,9.090909091,40,0.497512438
0,0,0,1,0,0,219.6333333,9.090909091,40,0.497512438
0,0,0,1,0,0,145.9333333,9.090909091,40,0.497512438
0,0,0,1,0,0,127.0666667,9.090909091,60,0.497512438
0,0,0,1,0,0,127.8,9.090909091,60,0.497512438
0,0,0,1,0,0,82.80666667,9.090909091,60,0.497512438
0,0,0,1,0,0,104.6,9.090909091,80,0.497512438
0,0,0,1,0,0,101.8666667,9.090909091,80,0.497512438
0,0,0,1,0,0,92.93333333,9.090909091,80,0.497512438
0,0,0,1,0,0,100.2433333,9.090909091,20,0.99009901
0,0,0,1,0,0,142.6,9.090909091,20,0.99009901
0,0,0,1,0,0,656.7666667,9.090909091,20,0.99009901
0,0,0,1,0,0,156.8,9.090909091,40,0.99009901
0,0,0,1,0,0,122.3333333,9.090909091,40,0.99009901
0,0,0,1,0,0,146.9333333,9.090909091,40,0.99009901
0,0,0,1,0,0,119.6333333,9.090909091,60,0.99009901
0,0,0,1,0,0,138.6333333,9.090909091,60,0.99009901
0,0,0,1,0,0,92.68333333,9.090909091,60,0.99009901
0,0,0,1,0,0,107.7666667,9.090909091,80,0.99009901
0,0,0,1,0,0,96.23333333,9.090909091,80,0.99009901
0,0,0,1,0,0,112.1666667,9.090909091,80,0.99009901
0,0,0,1,0,0,131.9333333,9.090909091,20,1.960784314
0,0,0,1,0,0,130.2,9.090909091,20,1.960784314
0,0,0,1,0,0,611.0333333,9.090909091,20,1.960784314
0,0,0,1,0,0,149.6666667,9.090909091,40,1.960784314
0,0,0,1,0,0,133.9666667,9.090909091,40,1.960784314
0,0,0,1,0,0,138.3,9.090909091,40,1.960784314
0,0,0,1,0,0,134.9666667,9.090909091,60,1.960784314
0,0,0,1,0,0,140.6333333,9.090909091,60,1.960784314
0,0,0,1,0,0,97.09,9.090909091,60,1.960784314
0,0,0,1,0,0,104.5666667,9.090909091,80,1.960784314
0,0,0,1,0,0,110.4,9.090909091,80,1.960784314
0,0,0,1,0,0,95.28,9.090909091,80,1.960784314
0,0,0,1,0,0,115.9666667,9.090909091,20,9.090909091
0,0,0,1,0,0,130.5666667,9.090909091,20,9.090909091
0,0,0,1,0,0,320.0666667,9.090909091,20,9.090909091
0,0,0,1,0,0,129.2333333,9.090909091,40,9.090909091
0,0,0,1,0,0,121.4666667,9.090909091,40,9.090909091
0,0,0,1,0,0,169.4666667,9.090909091,40,9.090909091
0,0,0,1,0,0,134.3333333,9.090909091,60,9.090909091
0,0,0,1,0,0,114.1666667,9.090909091,60,9.090909091
0,0,0,1,0,0,92.96333333,9.090909091,60,9.090909091
0,0,0,1,0,0,118.9,9.090909091,80,9.090909091
0,0,0,1,0,0,94.82333333,9.090909091,80,9.090909091
0,0,0,1,0,0,95.42666667,9.090909091,80,9.090909091
0,0,0,1,0,0,395.1666667,9.090909091,20,50.0
0,0,0,1,0,0,156.3,9.090909091,20,50.0
0,0,0,1,0,0,139.8,9.090909091,20,50.0
0,0,0,1,0,0,144.2333333,9.090909091,40,50.0
0,0,0,1,0,0,131.1,9.090909091,40,50.0
0,0,0,1,0,0,150.6666667,9.090909091,40,50.0
0,0,0,1,0,0,151.8666667,9.090909091,60,50.0
0,0,0,1,0,0,143.0666667,9.090909091,60,50.0
0,0,0,1,0,0,122.1,9.090909091,60,50.0
0,0,0,1,0,0,149.8,9.090909091,80,50.0
0,0,0,1,0,0,152.3333333,9.090909091,80,50.0
0,0,0,1,0,0,156.8,9.090909091,80,50.0
0,1,0,0,0,0,215.1166667,0.199600798,20,0.497512438
0,1,0,0,0,0,161.0666667,0.199600798,20,0.497512438
0,1,0,0,0,0,155.4833333,0.199600798,20,0.497512438
0,1,0,0,0,0,197.0333333,0.199600798,40,0.497512438
0,1,0,0,0,0,176.2666667,0.199600798,40,0.497512438
0,1,0,0,0,0,180.2333333,0.199600798,40,0.497512438
0,1,0,0,0,0,182.5,0.199600798,60,0.497512438
0,1,0,0,0,0,255.3333333,0.199600798,60,0.497512438
0,1,0,0,0,0,154.7333333,0.199600798,60,0.497512438
0,1,0,0,0,0,200.9666667,0.199600798,80,0.497512438
0,1,0,0,0,0,172.4333333,0.199600798,80,0.497512438
0,1,0,0,0,0,200.2333333,0.199600798,80,0.497512438
0,1,0,0,0,0,200.4,0.199600798,20,0.99009901
0,1,0,0,0,0,207.5166667,0.199600798,20,0.99009901
0,1,0,0,0,0,307.6333333,0.199600798,20,0.99009901
0,1,0,0,0,0,197.9,0.199600798,40,0.99009901
0,1,0,0,0,0,190.1333333,0.199600798,40,0.99009901
0,1,0,0,0,0,179.7666667,0.199600798,40,0.99009901
0,1,0,0,0,0,231.2,0.199600798,60,0.99009901
0,1,0,0,0,0,214.3333333,0.199600798,60,0.99009901
0,1,0,0,0,0,169.7,0.199600798,60,0.99009901
0,1,0,0,0,0,210.8333333,0.199600798,80,0.99009901
0,1,0,0,0,0,201.4666667,0.199600798,80,0.99009901
0,1,0,0,0,0,162.3333333,0.199600798,80,0.99009901
0,1,0,0,0,0,213.1333333,0.199600798,20,1.960784314
0,1,0,0,0,0,209.5833333,0.199600798,20,1.960784314
0,1,0,0,0,0,186.8666667,0.199600798,20,1.960784314
0,1,0,0,0,0,180.9,0.199600798,40,1.960784314
0,1,0,0,0,0,219.7,0.199600798,40,1.960784314
0,1,0,0,0,0,193.5666667,0.199600798,40,1.960784314
0,1,0,0,0,0,298.8333333,0.199600798,60,1.960784314
0,1,0,0,0,0,180.7,0.199600798,60,1.960784314
0,1,0,0,0,0,165.1666667,0.199600798,60,1.960784314
0,1,0,0,0,0,223.7,0.199600798,80,1.960784314
0,1,0,0,0,0,197.4666667,0.199600798,80,1.960784314
0,1,0,0,0,0,176.4,0.199600798,80,1.960784314
0,1,0,0,0,0,170.7333333,0.199600798,20,9.090909091
0,1,0,0,0,0,174.4,0.199600798,20,9.090909091
0,1,0,0,0,0,245.4333333,0.199600798,20,9.090909091
0,1,0,0,0,0,201.5166667,0.199600798,40,9.090909091
0,1,0,0,0,0,158.9333333,0.199600798,40,9.090909091
0,1,0,0,0,0,203.6333333,0.199600798,40,9.090909091
0,1,0,0,0,0,209.3333333,0.199600798,60,9.090909091
0,1,0,0,0,0,223.4666667,0.199600798,60,9.090909091
0,1,0,0,0,0,185.9666667,0.199600798,60,9.090909091
0,1,0,0,0,0,230.6,0.199600798,80,9.090909091
0,1,0,0,0,0,208.0666667,0.199600798,80,9.090909091
0,1,0,0,0,0,188.6333333,0.199600798,80,9.090909091
0,1,0,0,0,0,337.1666667,0.199600798,20,50.0
0,1,0,0,0,0,247.8666667,0.199600798,20,50.0
0,1,0,0,0,0,208.5333333,0.199600798,20,50.0
0,1,0,0,0,0,239.25,0.199600798,40,50.0
0,1,0,0,0,0,323.1666667,0.199600798,40,50.0
0,1,0,0,0,0,255.3,0.199600798,40,50.0
0,1,0,0,0,0,501.3333333,0.199600798,60,50.0
0,1,0,0,0,0,231.3666667,0.199600798,60,50.0
0,1,0,0,0,0,229.3333333,0.199600798,60,50.0
0,1,0,0,0,0,232.4333333,0.199600798,80,50.0
0,1,0,0,0,0,341.5666667,0.199600798,80,50.0
0,1,0,0,0,0,278.9666667,0.199600798,80,50.0
0,1,0,0,0,0,198.6,0.99009901,20,0.497512438
0,1,0,0,0,0,144.3666667,0.99009901,20,0.497512438
0,1,0,0,0,0,164.5666667,0.99009901,20,0.497512438
0,1,0,0,0,0,162.7333333,0.99009901,40,0.497512438
0,1,0,0,0,0,145.8,0.99009901,40,0.497512438
0,1,0,0,0,0,139.0666667,0.99009901,40,0.497512438
0,1,0,0,0,0,151.2,0.99009901,60,0.497512438
0,1,0,0,0,0,123.4666667,0.99009901,60,0.497512438
0,1,0,0,0,0,114.8,0.99009901,60,0.497512438
0,1,0,0,0,0,168.1,0.99009901,80,0.497512438
0,1,0,0,0,0,147.2333333,0.99009901,80,0.497512438
0,1,0,0,0,0,150.2,0.99009901,80,0.497512438
0,1,0,0,0,0,139.3666667,0.99009901,20,0.99009901
0,1,0,0,0,0,176.9,0.99009901,20,0.99009901
0,1,0,0,0,0,120.0666667,0.99009901,20,0.99009901
0,1,0,0,0,0,167.7333333,0.99009901,40,0.99009901
0,1,0,0,0,0,130.9,0.99009901,40,0.99009901
0,1,0,0,0,0,141.1666667,0.99009901,40,0.99009901
0,1,0,0,0,0,129.2666667,0.99009901,60,0.99009901
0,1,0,0,0,0,116.2666667,0.99009901,60,0.99009901
0,1,0,0,0,0,167.0666667,0.99009901,60,0.99009901
0,1,0,0,0,0,181.1666667,0.99009901,80,0.99009901
0,1,0,0,0,0,146.6,0.99009901,80,0.99009901
0,1,0,0,0,0,153.0,0.99009901,80,0.99009901
0,1,0,0,0,0,150.3,0.99009901,20,1.960784314
0,1,0,0,0,0,136.1333333,0.99009901,20,1.960784314
0,1,0,0,0,0,139.5,0.99009901,20,1.960784314
0,1,0,0,0,0,179.5333333,0.99009901,40,1.960784314
0,1,0,0,0,0,136.8333333,0.99009901,40,1.960784314
0,1,0,0,0,0,124.5333333,0.99009901,40,1.960784314
0,1,0,0,0,0,147.5,0.99009901,60,1.960784314
0,1,0,0,0,0,117.8333333,0.99009901,60,1.960784314
0,1,0,0,0,0,174.4333333,0.99009901,60,1.960784314
0,1,0,0,0,0,166.5,0.99009901,80,1.960784314
0,1,0,0,0,0,146.4333333,0.99009901,80,1.960784314
0,1,0,0,0,0,172.0,0.99009901,80,1.960784314
0,1,0,0,0,0,142.4333333,0.99009901,20,9.090909091
0,1,0,0,0,0,124.6,0.99009901,20,9.090909091
0,1,0,0,0,0,134.9,0.99009901,20,9.090909091
0,1,0,0,0,0,170.8666667,0.99009901,40,9.090909091
0,1,0,0,0,0,165.8,0.99009901,40,9.090909091
0,1,0,0,0,0,137.2,0.99009901,40,9.090909091
0,1,0,0,0,0,140.6333333,0.99009901,60,9.090909091
0,1,0,0,0,0,123.8333333,0.99009901,60,9.090909091
0,1,0,0,0,0,184.6,0.99009901,60,9.090909091
0,1,0,0,0,0,181.1666667,0.99009901,80,9.090909091
0,1,0,0,0,0,163.4,0.99009901,80,9.090909091
0,1,0,0,0,0,156.7666667,0.99009901,80,9.090909091
0,1,0,0,0,0,346.0333333,0.99009901,20,50.0
0,1,0,0,0,0,247.9666667,0.99009901,20,50.0
0,1,0,0,0,0,400.5333333,0.99009901,20,50.0
0,1,0,0,0,0,204.2333333,0.99009901,40,50.0
0,1,0,0,0,0,159.2666667,0.99009901,40,50.0
0,1,0,0,0,0,176.7666667,0.99009901,40,50.0
0,1,0,0,0,0,183.5666667,0.99009901,60,50.0
0,1,0,0,0,0,154.5,0.99009901,60,50.0
0,1,0,0,0,0,198.3333333,0.99009901,60,50.0
0,1,0,0,0,0,279.1333333,0.99009901,80,50.0
0,1,0,0,0,0,185.8,0.99009901,80,50.0
0,1,0,0,0,0,161.5666667,0.99009901,80,50.0
0,1,0,0,0,0,136.6,9.090909091,20,0.497512438
0,1,0,0,0,0,171.6333333,9.090909091,20,0.497512438
0,1,0,0,0,0,132.0333333,9.090909091,20,0.497512438
0,1,0,0,0,0,118.8333333,9.090909091,40,0.497512438
0,1,0,0,0,0,101.1166667,9.090909091,40,0.497512438
0,1,0,0,0,0,104.8433333,9.090909091,40,0.497512438
0,1,0,0,0,0,127.2666667,9.090909091,60,0.497512438
0,1,0,0,0,0,129.6333333,9.090909091,60,0.497512438
0,1,0,0,0,0,106.2,9.090909091,60,0.497512438
0,1,0,0,0,0,146.4,9.090909091,80,0.497512438
0,1,0,0,0,0,125.3333333,9.090909091,80,0.497512438
0,1,0,0,0,0,126.2666667,9.090909091,80,0.497512438
0,1,0,0,0,0,162.4,9.090909091,20,0.99009901
0,1,0,0,0,0,116.5333333,9.090909091,20,0.99009901
0,1,0,0,0,0,119.3,9.090909091,20,0.99009901
0,1,0,0,0,0,115.8333333,9.090909091,40,0.99009901
0,1,0,0,0,0,132.1666667,9.090909091,40,0.99009901
0,1,0,0,0,0,118.2666667,9.090909091,40,0.99009901
0,1,0,0,0,0,121.0,9.090909091,60,0.99009901
0,1,0,0,0,0,111.5333333,9.090909091,60,0.99009901
0,1,0,0,0,0,126.0666667,9.090909091,60,0.99009901
0,1,0,0,0,0,144.3333333,9.090909091,80,0.99009901
0,1,0,0,0,0,116.6333333,9.090909091,80,0.99009901
0,1,0,0,0,0,127.7333333,9.090909091,80,0.99009901
0,1,0,0,0,0,159.3666667,9.090909091,20,1.960784314
0,1,0,0,0,0,116.4666667,9.090909091,20,1.960784314
0,1,0,0,0,0,153.8,9.090909091,20,1.960784314
0,1,0,0,0,0,108.6666667,9.090909091,40,1.960784314
0,1,0,0,0,0,118.8333333,9.090909091,40,1.960784314
0,1,0,0,0,0,113.7333333,9.090909091,40,1.960784314
0,1,0,0,0,0,132.3,9.090909091,60,1.960784314
0,1,0,0,0,0,117.4333333,9.090909091,60,1.960784314
0,1,0,0,0,0,120.5333333,9.090909091,60,1.960784314
0,1,0,0,0,0,131.1,9.090909091,80,1.960784314
0,1,0,0,0,0,119.6,9.090909091,80,1.960784314
0,1,0,0,0,0,121.0,9.090909091,80,1.960784314
0,1,0,0,0,0,191.2666667,9.090909091,20,9.090909091
0,1,0,0,0,0,385.8666667,9.090909091,20,9.090909091
0,1,0,0,0,0,183.3333333,9.090909091,20,9.090909091
0,1,0,0,0,0,97.60333333,9.090909091,40,9.090909091
0,1,0,0,0,0,119.1666667,9.090909091,40,9.090909091
0,1,0,0,0,0,103.9666667,9.090909091,40,9.090909091
0,1,0,0,0,0,143.1666667,9.090909091,60,9.090909091
0,1,0,0,0,0,124.6,9.090909091,60,9.090909091
0,1,0,0,0,0,118.8333333,9.090909091,60,9.090909091
0,1,0,0,0,0,128.4666667,9.090909091,80,9.090909091
0,1,0,0,0,0,122.4,9.090909091,80,9.090909091
0,1,0,0,0,0,134.6,9.090909091,80,9.090909091
0,1,0,0,0,0,216.2666667,9.090909091,20,50.0
0,1,0,0,0,0,193.8333333,9.090909091,20,50.0
0,1,0,0,0,0,874.3333333,9.090909091,20,50.0
0,1,0,0,0,0,139.2666667,9.090909091,40,50.0
0,1,0,0,0,0,163.2333333,9.090909091,40,50.0
0,1,0,0,0,0,190.5333333,9.090909091,40,50.0
0,1,0,0,0,0,149.8666667,9.090909091,60,50.0
0,1,0,0,0,0,152.6333333,9.090909091,60,50.0
