7.000000000000000000e+00,1.100000000000000000e+01,5.514993495670328372e-01,2.000000000000000000e+00
5.000000000000000000e+00,8.000000000000000000e+00,6.323811138591224346e-01,2.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,6.946955547649749096e-01,2.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,7.999999999999998224e-01,2.000000000000000000e+00
4.000000000000000000e+00,1.600000000000000000e+01,7.999999999999998224e-01,3.000000000000000000e+00
1.000000000000000000e+00,1.700000000000000000e+01,7.999999999999999334e-01,4.000000000000000000e+00
1.000000000000000000e+01,1.500000000000000000e+01,9.255375881832883511e-01,3.000000000000000000e+00
1.400000000000000000e+01,1.900000000000000000e+01,9.516103579892510878e-01,5.000000000000000000e+00
9.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00
1.300000000000000000e+01,2.100000000000000000e+01,1.062800077045949587e+00,4.000000000000000000e+00
1.800000000000000000e+01,2.000000000000000000e+01,1.109845421540341714e+00,9.000000000000000000e+00
2.200000000000000000e+01,2.300000000000000000e+01,1.257523870898744622e+00,1.300000000000000000e+01
