,RLU_N2a
0,0.5468319559228649
1,0.5375079465988557
2,0.37539732994278446
3,0.42975206611570244
4,0.45592286501377405
5,0.3743377834286925
6,0.40898495443949984
7,0.3776223776223776
8,0.516211061665607
9,0.26128417037507945
10,0.362258953168044
11,0.4742530197075651
12,0.5039203221021402
13,0.4852723034541216
14,0.4004026276753549
15,0.3840856113583386
16,0.3977537613901249
17,0.3731722822631913
18,0.4168255986437805
19,0.4221233312142402
20,0.41301123119304933
21,0.4283746556473829
22,0.44130112311930486
23,0.4891926255562619
24,0.4072896800169527
25,0.42138164865437594
26,0.337995337995338
27,0.449459631277813
28,0.4004026276753549
29,0.3659673659673659
30,0.43049374867556683
31,0.41142191142191137
32,0.4447976266158084
33,0.3472133926679381
34,0.4454333545242635
35,0.46980292434837884
36,0.449459631277813
37,0.38917143462598003
38,0.3146853146853147
39,0.4625980080525534
40,0.4331426149607967
41,0.4431023521932613
42,0.5025429116338207
43,0.5375079465988557
44,0.5574274210637846
45,0.48643780461962277
46,0.5137741046831956
47,0.6265098537825811
48,0.10023310023310023
49,0.010489510489510481
50,0.0839160839160839
51,0.10023310023310023
52,0.06452638270820088
53,0.2392456028819665
54,0.0839160839160839
55,0.12682771773680865
56,0.04089849544394997
57,0.06452638270820088
58,0.0
59,0.04089849544394997
60,0.49554990464081367
61,0.4418308963763509
62,0.31267217630853994
63,0.45645263827082
64,0.23076923076923073
65,0.3543123543123543
66,0.45698241152786595
67,0.37656283110828564
68,0.45327399872854407
69,0.3901250264886629
70,0.26456876456876455
71,0.4382284382284382
72,0.5200254291163382
73,0.437592710319983
74,0.3648018648018647
75,0.4669421487603305
76,0.3840856113583386
77,0.3871582962492053
78,0.3787878787878788
79,0.39584657766475945
80,0.437592710319983
81,0.42975206611570244
82,0.33958465776647595
83,0.44130112311930486
84,0.5312566221657131
85,0.4447976266158084
86,0.37200678109769014
87,0.499470226742954
88,0.4418308963763509
89,0.416083916083916
90,0.41142191142191137
91,0.4488239033693579
92,0.4317652044924772
93,0.4848484848484848
94,0.40898495443949984
95,0.44130112311930486
96,0.4382284382284382
97,0.290103835558381
98,0.26128417037507945
99,0.46503496503496505
100,0.32242000423818606
101,0.3296249205340114
102,0.510701419792329
103,0.4910998092816274
104,0.22621318075863528
105,0.5413223140495866
106,0.4098325916507735
107,0.39584657766475945
108,0.010489510489510481
109,0.04089849544394997
110,0.010489510489510481
111,0.10023310023310023
112,0.010489510489510481
113,0.04089849544394997
114,0.04089849544394997
115,0.04089849544394997
116,0.06452638270820088
117,0.0
118,0.04089849544394997
119,0.06452638270820088
120,0.11432506887052343
121,0.06452638270820088
122,0.04089849544394997
123,0.12682771773680865
124,0.23511337147700778
125,0.26456876456876455
126,0.1736596736596736
127,0.3064208518753973
128,0.3186056367874549
129,0.23076923076923073
130,0.24327187963551594
131,0.38514515787243053
132,0.11432506887052343
133,0.06452638270820088
134,0.06452638270820088
135,0.10023310023310023
136,0.21148548421275692
137,0.04089849544394997
138,0.20025429116338206
139,0.3146853146853147
140,0.187857596948506
141,0.24327187963551594
142,0.3242212333121423
143,0.351451578724306
144,0.11432506887052343
145,0.11432506887052343
146,0.06452638270820088
147,0.10023310023310023
148,0.21148548421275692
149,0.0839160839160839
150,0.1736596736596736
151,0.3106590379317652
152,0.187857596948506
153,0.28226319135410044
154,0.3330154693791057
155,0.37539732994278446
156,0.1573426573426573
157,0.12682771773680865
158,0.10023310023310023
159,0.16581902945539306
160,0.21667726213180755
161,0.1573426573426573
162,0.32242000423818606
163,0.32242000423818606
164,0.20025429116338206
165,0.42350074168255986
166,0.4146005509641873
167,0.3296249205340114
168,0.27071413435049796
169,0.41767323585505406
170,0.2507946598855689
171,0.04089849544394997
172,0.10023310023310023
173,0.10023310023310023
174,0.04089849544394997
175,0.06452638270820088
176,0.04089849544394997
177,0.04089849544394997
178,0.010489510489510481
179,0.010489510489510481
180,0.5598643780461963
181,0.5350709896164441
182,0.48071625344352614
183,0.4706505615596524
184,0.4393939393939394
