,0,1,2,3,4,5,6,7,8,9
4,0.029204308227588478,0.02885785918952053,0.028524099467866815,0.029989510847318417,0.021405699959066177,0.023923966434710908,0.016912709783053065,0.03352993246008965,0.021648127302496368,0.026849007367989713
21,0.056320010525700195,0.05601433639358314,0.059168128569479304,0.05576042336705449,0.057728904742412726,0.057170993898992196,0.058322602966688064,0.056263629807223714,0.05592556965479596,0.05825161296610336
39,0.05252723637394126,0.05245075936479947,0.05253280434942327,0.05309383691761915,0.05231088300429278,0.05280084385528513,0.05507596271922923,0.05210908194002747,0.05483164877147688,0.05213274977171826
56,0.051169460119291285,0.05242589980118119,0.049652070785334214,0.04934396745804338,0.05048436129466115,0.05088720688848608,0.050601605900239745,0.05097392696333547,0.050853667183205685,0.05052545903748321
74,0.04671120465533071,0.04722005232821848,0.04759327809184541,0.04503450288192405,0.04694365312918318,0.04646510161409869,0.04637617683176419,0.04660817725216003,0.047752171123231255,0.04658357026695135
92,0.04905653019274235,0.049239028101585695,0.0476220612575415,0.04790927272241898,0.048523323070351856,0.04929110680026337,0.049287889978465525,0.04929311119614157,0.048457825375073406,0.049587183434480035
109,0.05187402689579289,0.051603153740137506,0.05144597182738926,0.05162074378396243,0.05143881038128038,0.05124745105844447,0.052068895590096406,0.05042602718119923,0.05139028942456825,0.050166215399174575
127,0.04970944624042339,0.04898426969551441,0.04958916363964534,0.04813477684916893,0.048895362291747915,0.04923853787617523,0.050413095748418256,0.05038824570281151,0.04972303963437235,0.049209907142696005
144,0.04954545157365718,0.0497370051052895,0.049955804850593546,0.05118682772774824,0.051024393675808445,0.04973324720289262,0.04967049421248921,0.04980405893255107,0.0499443946991404,0.050112145813435226
162,0.051645430633253,0.050005341540203065,0.04941674373240755,0.05129034454703034,0.050565735813586844,0.050180743166416554,0.050704193892350556,0.05047278568649153,0.0499219639888217,0.04955750746653329
179,0.05050580383583699,0.04933159042938785,0.05097214821963107,0.050561884714507566,0.051227367212672424,0.05031227518139847,0.05020566800138125,0.04978581833399271,0.05001684553061194,0.05001262986025516
197,0.05244299781204352,0.05098596736557991,0.052036565677134085,0.052268431922970635,0.05166952403115917,0.0514036509575686,0.051875882818619865,0.05224522877962726,0.05163540707834047,0.05187736846807726
214,0.05089630299807575,0.04997805383299987,0.05133445836090911,0.04996075665357056,0.0504876062065562,0.05024463468005095,0.05056386643509399,0.05067502132738588,0.051048201804889795,0.05176325932188475
232,0.04964113247561648,0.04941159558626335,0.05045496280717604,0.04992460513500925,0.05022201275283358,0.049791595797987205,0.04996986199133343,0.049352165582170024,0.050242632892006714,0.05024364387341738
249,0.04844188131979413,0.04836421083433202,0.04939251562122416,0.0493085308898303,0.04877229260883075,0.048442058861726076,0.04918502828341612,0.04911152345772776,0.04897699763441815,0.04914824833513341
267,0.04886256919947078,0.04741930701645457,0.04835222396482499,0.048077711906371653,0.04764465621411633,0.04847564929838521,0.04771888189292653,0.04859243332244846,0.048425883936524305,0.04847991049869611
285,0.04872585116085343,0.04706896682968166,0.04783658070678128,0.04752537719657311,0.04838159582336932,0.04756333311789503,0.047515261649826585,0.048026021357117726,0.047725403049170216,0.04902665474574688
