,RLU_N2a
0,0.4249798332885183
1,0.4131486958859909
2,0.20744823877386398
3,0.27641839204087115
4,0.3096262436138747
5,0.2061037913417586
6,0.2500672223716053
7,0.2102715783812853
8,0.3861253025006721
9,0.19077709061575687
10,0.3705297122882495
11,0.3468674374831944
12,0.21847270771712823
13,0.23581607959128792
14,0.2600161333691853
15,0.2667383705297123
16,0.2551761226136058
17,0.2910728690508201
18,0.3518418929819843
19,0.24791610648023665
20,0.23917719817155147
21,0.1954826566281258
22,0.27735950524334496
23,0.2531594514654477
24,0.295509545576768
25,0.29631621403603114
26,0.3272385049744555
27,0.30142511427803165
28,0.13041140091422432
29,0.31809626243613864
30,0.2807206238236085
31,0.29335842968539927
32,0.36878193062651254
33,0.4131486958859909
34,0.4384243076095724
35,0.3483463296585103
36,0.3830330734068298
37,0.5260822801828449
38,0.0
39,0.0
40,0.0
41,0.0
42,0.127856950793224
43,0.30626512503361114
44,0.22613605808012904
45,0.0668190373756386
46,0.2871739714977144
47,0.28636730303845115
48,0.3236084969077708
49,0.23339607421349817
50,0.27641839204087115
51,0.16200591556870125
52,0.2910728690508201
53,0.25907502016671136
54,0.3006184458187684
55,0.27897284216187146
56,0.2500672223716053
57,0.2910728690508201
58,0.09922022048937884
59,0.3211884915299812
60,0.14022586716859375
61,0.1493681097069104
62,0.3791341758537241
63,0.35426189835977406
64,0.018150040333422934
65,0.4179887066415703
66,0.25114278031728965
67,0.23339607421349817
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.029443398763108364
84,0.0668190373756386
85,0.11992471094380208
86,0.13538585641301415
87,0.02393116429147618
88,0.03979564399031993
89,0.2198171551492336
90,0.0
91,0.0
92,0.0
93,0.0
94,0.13041140091422432
95,0.0
96,0.03979564399031993
97,0.14251142780317283
98,0.17706372680828175
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.1253025006722237
106,0.0
107,0.0892713094917989
108,0.15367034148964775
109,0.20744823877386398
110,0.0
111,0.0
112,0.14022586716859375
113,0.14022586716859375
114,0.0
115,0.2684861521914492
116,0.25719279376176396
117,0.1493681097069104
118,0.26109169131486953
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.41005646679214836
127,0.32831406292013976
128,0.28865286367303034
129,0.36300080666845924
130,0.22613605808012904
131,0.2061037913417586
132,0.034686743748319426
133,0.0
134,0.0
135,0.4865555256789459
136,0.412207582683517
137,0.3426996504436677
138,0.3791341758537241
139,0.2855606345791879
140,0.3218607152460339
141,0.31554181231513845
142,0.2977951062113471
143,0.2977951062113471
144,0.2894595321322936
145,0.1253025006722237
146,0.2198171551492336
147,0.3211884915299812
148,0.3378596396880882
149,0.26297391771981715
150,0.3205162678139285
151,0.26203280451734334
152,0.24253831675181503
153,0.3034417854261897
154,0.07461683248184997
155,0.137805861790804
156,0.5373756386125301
157,0.4275342834095186
158,0.41287980639956967
159,0.3695885990857757
160,0.2999462221027157
161,0.4249798332885183
162,0.4045442323205163
163,0.4034686743748319
164,0.61938693197096
165,0.5264856144124764
166,0.47741328314062914
167,0.40844312987362197
168,0.6552836784081741
169,0.7245227211616023
170,0.8521107824684053
171,0.800752890561979
172,0.9169131486958859
173,0.7773595052433449
174,0.8088195751546114
175,0.9533476741059423
176,0.9442054315676256
177,0.8815541812315137
178,0.36743748319440706
179,0.1734337187415972
180,0.2500672223716053
181,0.25208389351976335
182,0.22990051089002417
183,0.2721161602581339
184,0.18916375369723037
185,0.332347405216456
186,0.13538585641301415
187,0.11992471094380208
188,0.3265662812584028
189,0.35426189835977406
190,0.29631621403603114
191,0.2721161602581339
192,0.2531594514654477
193,0.27641839204087115
194,0.2684861521914492
195,0.1970959935466523
196,0.029443398763108364
197,0.0583490185533746
198,0.08214573810164022
199,0.0959935466523259
200,0.40682979295509536
201,0.31365958591019094
202,0.28636730303845115
203,0.31365958591019094
204,0.27386394191987085
205,0.35076633503630006
206,0.26297391771981715
207,0.2381016402258671
208,0.31164291476203276
209,0.14022586716859375
210,0.5336111858026351
211,0.3643452541005646
212,0.4877655283678408
213,0.3861253025006721
214,0.6293358429685398
215,0.5131755848346329
216,0.3705297122882495
217,0.767948373218607
218,0.608228018284485
219,0.5502823339607421
220,0.8124495832212959
221,0.7996773326162947
222,0.6575692390427534
223,0.9236353858564128
224,0.7848884108631351
225,0.9701532670072599
226,0.8046517881150845
227,0.712691583759075
228,1.0
229,0.9727077171282601
230,0.8751008335574078
231,0.0
232,0.02393116429147618
233,0.02393116429147618
234,0.049341220758268356
235,0.13041140091422432
236,0.02393116429147618
237,0.0668190373756386
238,0.1753159451465448
239,0.0
240,0.0
241,0.07071793492874423
242,0.16402258671685932
243,0.04463565474589942
244,0.0
245,0.10231244958322128
246,0.0
247,0.0
248,0.0
249,0.053912342027426674
250,0.018150040333422934
251,0.0
252,0.0060500134444743114
253,0.0
254,0.04463565474589942
255,0.012234471632159183
256,0.15151922559827902
257,0.25208389351976335
258,0.4788921753159451
259,0.24576499058886803
260,0.20314600699112662
261,0.30626512503361114
262,0.1970959935466523
263,0.20314600699112662
264,0.47700994891099757
265,0.48709330465178813
266,0.506991126646948
267,0.7026082280182846
268,0.5813390696423769
269,0.32831406292013976
270,0.30693734874966394
271,0.40844312987362197
272,0.3518418929819843
273,0.3468674374831944
274,0.22358160795912885
275,0.18916375369723037
276,0.29174509276687277
277,0.053912342027426674
278,0.07851573003495566
279,0.34727077171282605
280,0.30760957246571663
281,0.32831406292013976
282,0.34377520838935194
283,0.33127184727077175
284,0.405216456036569
285,0.20166711481581068
286,0.30559290131755845
287,0.358967464372143
288,0.11992471094380208
289,0.07461683248184997
