Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio,RLU_HEK293
410,DOTAP,1,0,12.515,0,4,36,2,899.4,0.383333333,16.3,8,0.199600798,20,50.0,53.18601653,9.182
411,DOTAP,1,0,12.515,0,4,36,2,158.2333333,0.258666667,12.23333333,12,0.199600798,20,50.0,79.77902479,8.997
412,DOTAP,1,0,12.515,0,4,36,2,214.0333333,0.282,5.41,4,0.199600798,40,50.0,14.8668406,10.695
413,DOTAP,1,0,12.515,0,4,36,2,173.5,0.248333333,22.13333333,8,0.199600798,40,50.0,29.7336812,10.102
414,DOTAP,1,0,12.515,0,4,36,2,217.2,0.522333333,24.76666667,12,0.199600798,40,50.0,44.6005218,9.78
415,DOTAP,1,0,12.515,0,4,36,2,218.4,0.214,22.4,4,0.199600798,60,50.0,10.95811804,10.774
416,DOTAP,1,0,12.515,0,4,36,2,152.1333333,0.246333333,23.5,8,0.199600798,60,50.0,21.91623609,10.587
417,DOTAP,1,0,12.515,0,4,36,2,101.8666667,0.231333333,21.46666667,12,0.199600798,60,50.0,32.87435413,10.202
418,DOTAP,1,0,12.515,0,4,36,2,200.6,0.364,12.93333333,4,0.199600798,80,50.0,9.003756766,11.206
419,DOTAP,1,0,12.515,0,4,36,2,133.7333333,0.264333333,31.5,8,0.199600798,80,50.0,18.00751353,10.959
420,DOTAP,1,0,12.515,0,4,36,2,223.2,0.314333333,-16.6,12,0.199600798,80,50.0,27.0112703,10.638
421,DOTAP,1,0,12.515,0,4,36,2,265.1,0.339333333,-27.6,4,0.99009901,20,0.497512438,27.27008878,6.058
422,DOTAP,1,0,12.515,0,4,36,2,576.1666667,0.390666667,-2.563333333,8,0.99009901,20,0.497512438,54.54017757,5.323
423,DOTAP,1,0,12.515,0,4,36,2,453.7333333,0.368333333,1.926666667,12,0.99009901,20,0.497512438,81.81026635,6.232
424,DOTAP,1,0,12.515,0,4,36,2,157.1,0.253333333,-3.873333333,4,0.99009901,40,0.497512438,15.04274225,7.345
425,DOTAP,1,0,12.515,0,4,36,2,161.9333333,0.634666667,-3.35,8,0.99009901,40,0.497512438,30.0854845,7.16
426,DOTAP,1,0,12.515,0,4,36,2,154.0333333,0.321666667,-2.93,12,0.99009901,40,0.497512438,45.12822675,7.659
427,DOTAP,1,0,12.515,0,4,36,2,187.9,0.252666667,-3.706666667,4,0.99009901,60,0.497512438,10.96696007,7.949
428,DOTAP,1,0,12.515,0,4,36,2,151.0666667,0.26,-1.271,8,0.99009901,60,0.497512438,21.93392014,9.907
429,DOTAP,1,0,12.515,0,4,36,2,165.1666667,0.227,4.56,12,0.99009901,60,0.497512438,32.90088021,9.681
430,DOTAP,1,0,12.515,0,4,36,2,152.2,0.155,1.253333333,4,0.99009901,80,0.497512438,8.929068982,9.335
431,DOTAP,1,0,12.515,0,4,36,2,143.4666667,0.167666667,4.306666667,8,0.99009901,80,0.497512438,17.85813796,9.033
432,DOTAP,1,0,12.515,0,4,36,2,119.9666667,0.237,3.433333333,12,0.99009901,80,0.497512438,26.78720695,10.53
433,DOTAP,1,0,12.515,0,4,36,2,269.6333333,0.338666667,-30.33333333,4,0.99009901,20,0.99009901,27.27133069,4.916
434,DOTAP,1,0,12.515,0,4,36,2,115.6666667,0.283333333,3.27,8,0.99009901,20,0.99009901,54.54266139,5.501
435,DOTAP,1,0,12.515,0,4,36,2,388.5666667,0.348666667,-0.77,12,0.99009901,20,0.99009901,81.81399208,5.92
436,DOTAP,1,0,12.515,0,4,36,2,176.5,0.311333333,-3.76,4,0.99009901,40,0.99009901,15.04398416,6.717
437,DOTAP,1,0,12.515,0,4,36,2,214.0333333,0.314666667,-3.076666667,8,0.99009901,40,0.99009901,30.08796832,7.095
438,DOTAP,1,0,12.515,0,4,36,2,199.2,0.431,-2.876666667,12,0.99009901,40,0.99009901,45.13195248,8.126
439,DOTAP,1,0,12.515,0,4,36,2,182.5333333,0.252,-2.633333333,4,0.99009901,60,0.99009901,10.96820198,8.181
440,DOTAP,1,0,12.515,0,4,36,2,155.6333333,0.269,-2.463333333,8,0.99009901,60,0.99009901,21.93640396,8.942
441,DOTAP,1,0,12.515,0,4,36,2,181.7,0.266666667,2.173333333,12,0.99009901,60,0.99009901,32.90460594,10.056
442,DOTAP,1,0,12.515,0,4,36,2,175.7,0.143666667,-1.211333333,4,0.99009901,80,0.99009901,8.930310891,9.124
443,DOTAP,1,0,12.515,0,4,36,2,162.9666667,0.154333333,2.933333333,8,0.99009901,80,0.99009901,17.86062178,10.11
444,DOTAP,1,0,12.515,0,4,36,2,128.4666667,0.179,3.573333333,12,0.99009901,80,0.99009901,26.79093267,9.477
445,DOTAP,1,0,12.515,0,4,36,2,298.2666667,0.356666667,-28.56666667,4,0.99009901,20,1.960784314,27.27377798,5.481
446,DOTAP,1,0,12.515,0,4,36,2,139.2,0.262333333,1.826666667,8,0.99009901,20,1.960784314,54.54755597,6.715
447,DOTAP,1,0,12.515,0,4,36,2,307.7,0.539333333,1.6,12,0.99009901,20,1.960784314,81.82133395,6.365
448,DOTAP,1,0,12.515,0,4,36,2,162.2333333,0.378,-3.646666667,4,0.99009901,40,1.960784314,15.04643145,8.247
449,DOTAP,1,0,12.515,0,4,36,2,223.1333333,0.318,-2.73,8,0.99009901,40,1.960784314,30.0928629,8.203
450,DOTAP,1,0,12.515,0,4,36,2,242.6666667,0.782666667,-2.316666667,12,0.99009901,40,1.960784314,45.13929435,8.482
451,DOTAP,1,0,12.515,0,4,36,2,207.0333333,0.238333333,-5.89,4,0.99009901,60,1.960784314,10.97064927,9.579
452,DOTAP,1,0,12.515,0,4,36,2,154.4666667,0.284666667,-0.982333333,8,0.99009901,60,1.960784314,21.94129854,10.351
453,DOTAP,1,0,12.515,0,4,36,2,170.7333333,0.238333333,3.386666667,12,0.99009901,60,1.960784314,32.91194782,9.833
454,DOTAP,1,0,12.515,0,4,36,2,149.4333333,0.106333333,2.24,4,0.99009901,80,1.960784314,8.932758183,10.359
455,DOTAP,1,0,12.515,0,4,36,2,171.1333333,0.235,1.28,8,0.99009901,80,1.960784314,17.86551637,11.589
456,DOTAP,1,0,12.515,0,4,36,2,163.5333333,0.214,2.923333333,12,0.99009901,80,1.960784314,26.79827455,9.809
457,DOTAP,1,0,12.515,0,4,36,2,1760.0,0.536,-30.76666667,4,0.99009901,20,9.090909091,27.29175446,6.014
458,DOTAP,1,0,12.515,0,4,36,2,171.1666667,0.473666667,3.026666667,8,0.99009901,20,9.090909091,54.58350891,6.329
459,DOTAP,1,0,12.515,0,4,36,2,224.7333333,0.667333333,1.253333333,12,0.99009901,20,9.090909091,81.87526337,7.664
460,DOTAP,1,0,12.515,0,4,36,2,166.5666667,0.488666667,-2.246666667,4,0.99009901,40,9.090909091,15.06440792,7.799
461,DOTAP,1,0,12.515,0,4,36,2,146.1333333,0.331,-2.403333333,8,0.99009901,40,9.090909091,30.12881584,7.814
462,DOTAP,1,0,12.515,0,4,36,2,231.5,0.267666667,-2.746666667,12,0.99009901,40,9.090909091,45.19322376,8.619
463,DOTAP,1,0,12.515,0,4,36,2,161.8333333,0.254333333,-1.385333333,4,0.99009901,60,9.090909091,10.98862574,9.943
464,DOTAP,1,0,12.515,0,4,36,2,137.9,0.27,-0.514,8,0.99009901,60,9.090909091,21.97725149,9.017
465,DOTAP,1,0,12.515,0,4,36,2,150.0,0.260666667,2.373333333,12,0.99009901,60,9.090909091,32.96587723,9.842
466,DOTAP,1,0,12.515,0,4,36,2,169.0,0.172333333,-0.684,4,0.99009901,80,9.090909091,8.950734653,9.574
467,DOTAP,1,0,12.515,0,4,36,2,125.6,0.137,2.273333333,8,0.99009901,80,9.090909091,17.90146931,10.045
468,DOTAP,1,0,12.515,0,4,36,2,136.8666667,0.203,4.91,12,0.99009901,80,9.090909091,26.85220396,10.188
469,DOTAP,1,0,12.515,0,4,36,2,322.6333333,0.253,-28.23333333,4,0.99009901,20,50.0,27.39489446,7.586
470,DOTAP,1,0,12.515,0,4,36,2,130.5333333,0.249666667,4.226666667,8,0.99009901,20,50.0,54.78978891,8.981
471,DOTAP,1,0,12.515,0,4,36,2,401.8333333,0.549333333,6.786666667,12,0.99009901,20,50.0,82.18468337,9.015
472,DOTAP,1,0,12.515,0,4,36,2,161.9,0.303,-3.153333333,4,0.99009901,40,50.0,15.16754792,11.023
473,DOTAP,1,0,12.515,0,4,36,2,345.8666667,0.653,-1.426666667,8,0.99009901,40,50.0,30.33509584,10.61
474,DOTAP,1,0,12.515,0,4,36,2,354.4666667,0.356333333,-1.543333333,12,0.99009901,40,50.0,45.50264376,9.456
475,DOTAP,1,0,12.515,0,4,36,2,202.1,0.265333333,-2.55,4,0.99009901,60,50.0,11.09176574,9.411
476,DOTAP,1,0,12.515,0,4,36,2,139.7,0.281666667,0.63,8,0.99009901,60,50.0,22.18353149,10.357
477,DOTAP,1,0,12.515,0,4,36,2,122.8,0.189333333,6.336666667,12,0.99009901,60,50.0,33.27529723,9.947
478,DOTAP,1,0,12.515,0,4,36,2,152.7666667,0.206666667,6.34,4,0.99009901,80,50.0,9.053874653,9.345
479,DOTAP,1,0,12.515,0,4,36,2,134.0,0.192,12.86666667,8,0.99009901,80,50.0,18.10774931,10.672
480,DOTAP,1,0,12.515,0,4,36,2,194.4666667,0.301666667,6.843333333,12,0.99009901,80,50.0,27.16162396,10.902
481,DOTAP,1,0,12.515,0,4,36,2,183.1333333,0.629333333,-2.183333333,4,9.090909091,20,0.497512438,35.48759978,3.114
482,DOTAP,1,0,12.515,0,4,36,2,151.5333333,0.402,-2.966666667,8,9.090909091,20,0.497512438,70.97519957,3.611
483,DOTAP,1,0,12.515,0,4,36,2,766.5666667,0.907333333,-2.463333333,12,9.090909091,20,0.497512438,106.4627993,4.159
484,DOTAP,1,0,12.515,0,4,36,2,99.71,0.181666667,-1.186666667,4,9.090909091,40,0.497512438,18.12430887,5.366
485,DOTAP,1,0,12.515,0,4,36,2,247.2666667,0.368666667,-3.813333333,8,9.090909091,40,0.497512438,36.24861775,5.239
486,DOTAP,1,0,12.515,0,4,36,2,400.6,0.535333333,-5.33,12,9.090909091,40,0.497512438,54.37292662,5.591
487,DOTAP,1,0,12.515,0,4,36,2,1350.666667,0.896,-20.13333333,4,9.090909091,60,0.497512438,12.33654524,5.672
488,DOTAP,1,0,12.515,0,4,36,2,297.0,0.258333333,-9.57,8,9.090909091,60,0.497512438,24.67309047,6.404
489,DOTAP,1,0,12.515,0,4,36,2,134.1333333,0.257,-1.092,12,9.090909091,60,0.497512438,37.00963571,8.088
490,DOTAP,1,0,12.515,0,4,36,2,165.4666667,0.175,-1.492333333,4,9.090909091,80,0.497512438,9.442663419,4.511
491,DOTAP,1,0,12.515,0,4,36,2,110.9666667,0.174666667,-1.123,8,9.090909091,80,0.497512438,18.88532684,6.933
492,DOTAP,1,0,12.515,0,4,36,2,128.5333333,0.182,-0.810666667,12,9.090909091,80,0.497512438,28.32799026,9.566
493,DOTAP,1,0,12.515,0,4,36,2,176.3333333,0.631666667,-1.883333333,4,9.090909091,20,0.99009901,35.48884169,2.197
494,DOTAP,1,0,12.515,0,4,36,2,176.6666667,0.532666667,-1.316666667,8,9.090909091,20,0.99009901,70.97768338,3.942
495,DOTAP,1,0,12.515,0,4,36,2,495.4333333,0.636333333,-2.92,12,9.090909091,20,0.99009901,106.4665251,3.795
496,DOTAP,1,0,12.515,0,4,36,2,116.2666667,0.275666667,-1.833333333,4,9.090909091,40,0.99009901,18.12555078,5.368
497,DOTAP,1,0,12.515,0,4,36,2,285.1333333,0.367666667,-6.416666667,8,9.090909091,40,0.99009901,36.25110157,5.359
498,DOTAP,1,0,12.515,0,4,36,2,432.9,0.635333333,-4.216666667,12,9.090909091,40,0.99009901,54.37665235,5.57
499,DOTAP,1,0,12.515,0,4,36,2,141.4,0.175333333,-20.63333333,4,9.090909091,60,0.99009901,12.33778715,6.919
500,DOTAP,1,0,12.515,0,4,36,2,293.6333333,0.427333333,-9.726666667,8,9.090909091,60,0.99009901,24.67557429,6.659
501,DOTAP,1,0,12.515,0,4,36,2,162.9333333,0.248333333,-1.077,12,9.090909091,60,0.99009901,37.01336144,8.627
502,DOTAP,1,0,12.515,0,4,36,2,170.3,0.095333333,-2.533333333,4,9.090909091,80,0.99009901,9.443905329,5.757
503,DOTAP,1,0,12.515,0,4,36,2,136.5,0.184666667,-0.168,8,9.090909091,80,0.99009901,18.88781066,7.178
504,DOTAP,1,0,12.515,0,4,36,2,108.9333333,0.175,-0.043,12,9.090909091,80,0.99009901,28.33171599,8.835
505,DOTAP,1,0,12.515,0,4,36,2,145.8666667,0.455333333,-1.640333333,4,9.090909091,20,1.960784314,35.49128898,2.015
506,DOTAP,1,0,12.515,0,4,36,2,241.3666667,0.758666667,-1.149,8,9.090909091,20,1.960784314,70.98257797,3.989
507,DOTAP,1,0,12.515,0,4,36,2,357.8666667,0.772,-2.276666667,12,9.090909091,20,1.960784314,106.473867,4.248
508,DOTAP,1,0,12.515,0,4,36,2,133.4,0.228666667,-0.863666667,4,9.090909091,40,1.960784314,18.12799807,5.115
509,DOTAP,1,0,12.515,0,4,36,2,282.5,0.323,-7.106666667,8,9.090909091,40,1.960784314,36.25599615,5.583
510,DOTAP,1,0,12.515,0,4,36,2,462.7,0.739666667,-2.183333333,12,9.090909091,40,1.960784314,54.38399422,6.398
511,DOTAP,1,0,12.515,0,4,36,2,116.7666667,0.118,-22.2,4,9.090909091,60,1.960784314,12.34023444,5.892
512,DOTAP,1,0,12.515,0,4,36,2,296.5666667,0.253,-14.66666667,8,9.090909091,60,1.960784314,24.68046888,7.151
513,DOTAP,1,0,12.515,0,4,36,2,138.1666667,0.219666667,-1.203333333,12,9.090909091,60,1.960784314,37.02070332,8.222
514,DOTAP,1,0,12.515,0,4,36,2,159.1333333,0.153,-2.56,4,9.090909091,80,1.960784314,9.44635262,5.47
515,DOTAP,1,0,12.515,0,4,36,2,117.1333333,0.218666667,-0.0463,8,9.090909091,80,1.960784314,18.89270524,7.266
516,DOTAP,1,0,12.515,0,4,36,2,118.5666667,0.198666667,-0.131666667,12,9.090909091,80,1.960784314,28.33905786,9.126
517,DOTAP,1,0,12.515,0,4,36,2,122.3666667,0.275666667,-1.79,4,9.090909091,20,9.090909091,35.50926545,2.833
518,DOTAP,1,0,12.515,0,4,36,2,411.6333333,1.0,-3.726666667,8,9.090909091,20,9.090909091,71.01853091,4.111
519,DOTAP,1,0,12.515,0,4,36,2,199.2,0.498,-1.776666667,12,9.090909091,20,9.090909091,106.5277964,5.209
520,DOTAP,1,0,12.515,0,4,36,2,119.1333333,0.235666667,-0.88,4,9.090909091,40,9.090909091,18.14597455,7.534
521,DOTAP,1,0,12.515,0,4,36,2,393.5333333,0.312,-13.16666667,8,9.090909091,40,9.090909091,36.29194909,7.663
522,DOTAP,1,0,12.515,0,4,36,2,474.5,0.771333333,-6.36,12,9.090909091,40,9.090909091,54.43792364,8.49
523,DOTAP,1,0,12.515,0,4,36,2,171.8333333,0.23,-19.56666667,4,9.090909091,60,9.090909091,12.35821091,8.115
524,DOTAP,1,0,12.515,0,4,36,2,309.2,0.357333333,-9.383333333,8,9.090909091,60,9.090909091,24.71642182,8.912
525,DOTAP,1,0,12.515,0,4,36,2,135.1,0.243666667,-1.427,12,9.090909091,60,9.090909091,37.07463273,9.339
526,DOTAP,1,0,12.515,0,4,36,2,178.8,0.187666667,-2.843333333,4,9.090909091,80,9.090909091,9.464329091,6.923
527,DOTAP,1,0,12.515,0,4,36,2,114.0333333,0.199666667,0.044333333,8,9.090909091,80,9.090909091,18.92865818,8.28
528,DOTAP,1,0,12.515,0,4,36,2,99.51,0.233666667,-0.3501,12,9.090909091,80,9.090909091,28.39298727,10.141
529,DOTAP,1,0,12.515,0,4,36,2,142.0666667,0.393,-2.13,4,9.090909091,20,50.0,35.61240545,7.049
530,DOTAP,1,0,12.515,0,4,36,2,155.0333333,0.426,-0.929,8,9.090909091,20,50.0,71.22481091,5.436
531,DOTAP,1,0,12.515,0,4,36,2,123.6666667,0.345,-0.883333333,12,9.090909091,20,50.0,106.8372164,7.592
532,DOTAP,1,0,12.515,0,4,36,2,108.2666667,0.213333333,-1.0292,4,9.090909091,40,50.0,18.24911455,8.626
533,DOTAP,1,0,12.515,0,4,36,2,247.7,0.358333333,-6.423333333,8,9.090909091,40,50.0,36.49822909,9.078
534,DOTAP,1,0,12.515,0,4,36,2,772.0333333,0.821333333,-11.56666667,12,9.090909091,40,50.0,54.74734364,9.348
535,DOTAP,1,0,12.515,0,4,36,2,182.6,0.103666667,-20.7,4,9.090909091,60,50.0,12.46135091,7.709
536,DOTAP,1,0,12.515,0,4,36,2,397.4666667,0.533,-4.423333333,8,9.090909091,60,50.0,24.92270182,8.706
537,DOTAP,1,0,12.515,0,4,36,2,117.0333333,0.272333333,-1.237,12,9.090909091,60,50.0,37.38405273,9.367
538,DOTAP,1,0,12.515,0,4,36,2,137.2333333,0.148333333,-0.065666667,4,9.090909091,80,50.0,9.567469091,7.466
539,DOTAP,1,0,12.515,0,4,36,2,104.4666667,0.211,2.526666667,8,9.090909091,80,50.0,19.13493818,9.169
540,DOTAP,1,0,12.515,0,4,36,2,99.66666667,0.235333333,1.341666667,12,9.090909091,80,50.0,28.70240727,10.584
541,DSPC,1,1,6.12,0,8,36,0,445.6,0.224,-20.0,4,0.199600798,20,0.497512438,26.47578468,5.432
542,DSPC,1,1,6.12,0,8,36,0,388.5666667,0.160666667,-2.833333333,8,0.199600798,20,0.497512438,52.95156936,6.713
543,DSPC,1,1,6.12,0,8,36,0,168.4666667,0.232333333,-0.537666667,12,0.199600798,20,0.497512438,79.42735404,5.645
544,DSPC,1,1,6.12,0,8,36,0,206.4666667,0.204666667,-0.144176667,4,0.199600798,40,0.497512438,14.74961702,5.387
545,DSPC,1,1,6.12,0,8,36,0,266.9333333,0.448,-1.186333333,8,0.199600798,40,0.497512438,29.49923403,5.846
546,DSPC,1,1,6.12,0,8,36,0,295.5333333,0.357,-1.356666667,12,0.199600798,40,0.497512438,44.24885105,3.481
547,DSPC,1,1,6.12,0,8,36,0,213.1,0.208333333,-2.03,4,0.199600798,60,0.497512438,10.84089446,7.128
548,DSPC,1,1,6.12,0,8,36,0,226.5333333,0.251333333,0.105433333,8,0.199600798,60,0.497512438,21.68178892,7.685
549,DSPC,1,1,6.12,0,8,36,0,191.9333333,0.201333333,0.3688,12,0.199600798,60,0.497512438,32.52268339,8.229
550,DSPC,1,1,6.12,0,8,36,0,204.2,0.222333333,-2.123333333,4,0.199600798,80,0.497512438,8.886533184,5.145
551,DSPC,1,1,6.12,0,8,36,0,153.2,0.214666667,1.007666667,8,0.199600798,80,0.497512438,17.77306637,5.759
552,DSPC,1,1,6.12,0,8,36,0,145.8666667,0.251,-0.358366667,12,0.199600798,80,0.497512438,26.65959955,8.55
553,DSPC,1,1,6.12,0,8,36,0,380.3333333,0.369666667,-7.156666667,4,0.199600798,20,0.99009901,26.48453361,4.7
554,DSPC,1,1,6.12,0,8,36,0,300.7,0.191666667,-7.346666667,8,0.199600798,20,0.99009901,52.96906722,5.685
555,DSPC,1,1,6.12,0,8,36,0,323.3666667,0.139333333,-1.173666667,12,0.199600798,20,0.99009901,79.45360083,6.199
556,DSPC,1,1,6.12,0,8,36,0,197.5333333,0.27,-0.223666667,4,0.199600798,40,0.99009901,14.75836595,3.989
557,DSPC,1,1,6.12,0,8,36,0,266.7,0.469333333,-1.3988,8,0.199600798,40,0.99009901,29.51673189,4.277
558,DSPC,1,1,6.12,0,8,36,0,260.9333333,0.451,-1.876666667,12,0.199600798,40,0.99009901,44.27509784,4.64
559,DSPC,1,1,6.12,0,8,36,0,236.7333333,0.212,1.45,4,0.199600798,60,0.99009901,10.84964339,7.13
560,DSPC,1,1,6.12,0,8,36,0,169.5666667,0.271,2.546666667,8,0.199600798,60,0.99009901,21.69928678,6.239
561,DSPC,1,1,6.12,0,8,36,0,227.0666667,0.248666667,2.25,12,0.199600798,60,0.99009901,32.54893017,8.08
562,DSPC,1,1,6.12,0,8,36,0,198.8,0.230666667,-5.656666667,4,0.199600798,80,0.99009901,8.895282113,2.197
563,DSPC,1,1,6.12,0,8,36,0,148.5333333,0.221333333,-0.2858,8,0.199600798,80,0.99009901,17.79056423,6.206
564,DSPC,1,1,6.12,0,8,36,0,134.8333333,0.301666667,3.186666667,12,0.199600798,80,0.99009901,26.68584634,7.608
565,DSPC,1,1,6.12,0,8,36,0,160.3666667,0.219333333,3.713333333,4,0.199600798,20,1.960784314,26.50177415,6.305
566,DSPC,1,1,6.12,0,8,36,0,394.7333333,0.162333333,-4.73,8,0.199600798,20,1.960784314,53.00354829,6.017
567,DSPC,1,1,6.12,0,8,36,0,294.7666667,0.212333333,-2.64,12,0.199600798,20,1.960784314,79.50532244,6.579
568,DSPC,1,1,6.12,0,8,36,0,174.7,0.195333333,1.836666667,4,0.199600798,40,1.960784314,14.77560648,4.227
569,DSPC,1,1,6.12,0,8,36,0,308.0666667,0.109,5.443333333,8,0.199600798,40,1.960784314,29.55121296,3.97
570,DSPC,1,1,6.12,0,8,36,0,458.9333333,0.305333333,-1.491333333,12,0.199600798,40,1.960784314,44.32681944,7.082
571,DSPC,1,1,6.12,0,8,36,0,191.4333333,0.245666667,-1.055666667,4,0.199600798,60,1.960784314,10.86688393,7.49
572,DSPC,1,1,6.12,0,8,36,0,201.9333333,0.207333333,4.203333333,8,0.199600798,60,1.960784314,21.73376785,7.935
573,DSPC,1,1,6.12,0,8,36,0,211.8333333,0.225,0.894,12,0.199600798,60,1.960784314,32.60065178,8.336
574,DSPC,1,1,6.12,0,8,36,0,190.4333333,0.222666667,-0.884,4,0.199600798,80,1.960784314,8.912522649,4.078
575,DSPC,1,1,6.12,0,8,36,0,190.6333333,0.218,-0.851,8,0.199600798,80,1.960784314,17.8250453,7.747
576,DSPC,1,1,6.12,0,8,36,0,128.8,0.305666667,2.053333333,12,0.199600798,80,1.960784314,26.73756795,8.816
577,DSPC,1,1,6.12,0,8,36,0,595.8333333,0.223,-15.63333333,4,0.199600798,20,9.090909091,26.62841372,6.933
578,DSPC,1,1,6.12,0,8,36,0,377.5666667,0.193666667,-3.236666667,8,0.199600798,20,9.090909091,53.25682744,7.468
579,DSPC,1,1,6.12,0,8,36,0,288.2333333,0.216666667,-2.386666667,12,0.199600798,20,9.090909091,79.88524115,7.605
580,DSPC,1,1,6.12,0,8,36,0,217.5333333,0.217,-1.123333333,4,0.199600798,40,9.090909091,14.90224605,5.807
581,DSPC,1,1,6.12,0,8,36,0,218.9666667,0.235,0.326666667,8,0.199600798,40,9.090909091,29.80449211,8.449
582,DSPC,1,1,6.12,0,8,36,0,316.5666667,0.160666667,6.206666667,12,0.199600798,40,9.090909091,44.70673816,7.603
583,DSPC,1,1,6.12,0,8,36,0,273.8,0.336,-2.076666667,4,0.199600798,60,9.090909091,10.9935235,7.172
584,DSPC,1,1,6.12,0,8,36,0,146.0,0.277666667,1.556666667,8,0.199600798,60,9.090909091,21.987047,9.598
585,DSPC,1,1,6.12,0,8,36,0,181.1666667,0.254,-0.4172,12,0.199600798,60,9.090909091,32.9805705,9.443
586,DSPC,1,1,6.12,0,8,36,0,275.1,0.284,-2.526666667,4,0.199600798,80,9.090909091,9.039162221,3.701
587,DSPC,1,1,6.12,0,8,36,0,160.8666667,0.203666667,-0.499666667,8,0.199600798,80,9.090909091,18.07832444,3.638
588,DSPC,1,1,6.12,0,8,36,0,155.4,0.298333333,-0.839666667,12,0.199600798,80,9.090909091,27.11748666,10.366
589,DSPC,1,1,6.12,0,8,36,0,720.4,0.440666667,-2.03,4,0.199600798,20,50.0,27.35500826,2.741
590,DSPC,1,1,6.12,0,8,36,0,474.8333333,0.644333333,-1.383333333,8,0.199600798,20,50.0,54.71001653,5.813
591,DSPC,1,1,6.12,0,8,36,0,343.4,0.394333333,0.513666667,12,0.199600798,20,50.0,82.06502479,5.909
592,DSPC,1,1,6.12,0,8,36,0,221.6333333,0.178333333,0.588,4,0.199600798,40,50.0,15.6288406,4.376
593,DSPC,1,1,6.12,0,8,36,0,288.5,0.270666667,1.082333333,8,0.199600798,40,50.0,31.2576812,6.691
594,DSPC,1,1,6.12,0,8,36,0,253.8,0.277666667,1.406666667,12,0.199600798,40,50.0,46.8865218,6.032
595,DSPC,1,1,6.12,0,8,36,0,289.6666667,0.285,0.446333333,4,0.199600798,60,50.0,11.72011804,2.803
596,DSPC,1,1,6.12,0,8,36,0,132.6,0.250333333,5.146666667,8,0.199600798,60,50.0,23.44023609,5.485
597,DSPC,1,1,6.12,0,8,36,0,241.5333333,0.276666667,2.226666667,12,0.199600798,60,50.0,35.16035413,6.237
598,DSPC,1,1,6.12,0,8,36,0,269.8333333,0.182,-8.26,4,0.199600798,80,50.0,9.765756766,2.0
599,DSPC,1,1,6.12,0,8,36,0,210.1666667,0.217,-1.306,8,0.199600798,80,50.0,19.53151353,6.096
600,DSPC,1,1,6.12,0,8,36,0,200.7333333,0.231,1.663666667,12,0.199600798,80,50.0,29.2972703,6.888
601,DSPC,1,1,6.12,0,8,36,0,665.4,0.428666667,-4.956666667,4,0.99009901,20,0.497512438,27.27767087,7.481
602,DSPC,1,1,6.12,0,8,36,0,461.8666667,0.204666667,-3.503333333,8,0.99009901,20,0.497512438,54.55534175,7.694
603,DSPC,1,1,6.12,0,8,36,0,426.1,0.213666667,-2.953333333,12,0.99009901,20,0.497512438,81.83301262,7.351
604,DSPC,1,1,6.12,0,8,36,0,278.2,0.298333333,-3.166666667,4,0.99009901,40,0.497512438,15.05032434,7.375
605,DSPC,1,1,6.12,0,8,36,0,185.7333333,0.289333333,2.283333333,8,0.99009901,40,0.497512438,30.10064868,8.03
606,DSPC,1,1,6.12,0,8,36,0,244.9,0.259,2.306666667,12,0.99009901,40,0.497512438,45.15097302,8.569
607,DSPC,1,1,6.12,0,8,36,0,217.0666667,0.225333333,-1.85,4,0.99009901,60,0.497512438,10.97454216,8.406
608,DSPC,1,1,6.12,0,8,36,0,222.0666667,0.144666667,0.132760333,8,0.99009901,60,0.497512438,21.94908432,9.065
609,DSPC,1,1,6.12,0,8,36,0,187.0666667,0.212333333,-0.077333333,12,0.99009901,60,0.497512438,32.92362648,9.689
610,DSPC,1,1,6.12,0,8,36,0,186.3666667,0.218,-4.35,4,0.99009901,80,0.497512438,8.936651071,5.539
611,DSPC,1,1,6.12,0,8,36,0,208.6666667,0.198333333,-1.425333333,8,0.99009901,80,0.497512438,17.87330214,6.652
612,DSPC,1,1,6.12,0,8,36,0,200.6333333,0.218,-0.192333333,12,0.99009901,80,0.497512438,26.80995321,9.478
613,DSPC,1,1,6.12,0,8,36,0,411.7333333,0.436333333,-4.316666667,4,0.99009901,20,0.99009901,27.2864198,7.21
614,DSPC,1,1,6.12,0,8,36,0,570.8666667,0.539333333,-3.67,8,0.99009901,20,0.99009901,54.5728396,7.649
615,DSPC,1,1,6.12,0,8,36,0,219.3333333,0.198666667,2.13,12,0.99009901,20,0.99009901,81.85925941,6.62
616,DSPC,1,1,6.12,0,8,36,0,265.8666667,0.319666667,-2.493333333,4,0.99009901,40,0.99009901,15.05907327,7.965
617,DSPC,1,1,6.12,0,8,36,0,174.9,0.285,-0.763333333,8,0.99009901,40,0.99009901,30.11814653,6.787
618,DSPC,1,1,6.12,0,8,36,0,221.6,0.295666667,3.32,12,0.99009901,40,0.99009901,45.1772198,8.414
619,DSPC,1,1,6.12,0,8,36,0,180.1666667,0.231666667,0.096,4,0.99009901,60,0.99009901,10.98329109,8.854
