Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio,RLU_HEK293
199,DOPE,1,1,9.784,2,9,36,2,192.8,0.182,-3.663333333,4,0.199600798,60,0.99009901,10.84416616,8.146
200,DOPE,1,1,9.784,2,9,36,2,170.3,0.242,0.073,8,0.199600798,60,0.99009901,21.68833233,6.336
201,DOPE,1,1,9.784,2,9,36,2,181.6333333,0.328333333,-1.161666667,12,0.199600798,60,0.99009901,32.53249849,10.81
202,DOPE,1,1,9.784,2,9,36,2,172.9333333,0.206666667,-26.66666667,4,0.199600798,80,0.99009901,8.889804885,4.388
203,DOPE,1,1,9.784,2,9,36,2,148.0,0.187666667,-6.033333333,8,0.199600798,80,0.99009901,17.77960977,7.105
204,DOPE,1,1,9.784,2,9,36,2,162.5333333,0.193666667,-0.325333333,12,0.199600798,80,0.99009901,26.66941466,8.201
205,DOPE,1,1,9.784,2,9,36,2,650.7333333,0.484666667,-11.36666667,4,0.199600798,20,1.960784314,26.49092709,8.28
206,DOPE,1,1,9.784,2,9,36,2,403.2666667,0.629666667,-4.096666667,8,0.199600798,20,1.960784314,52.98185417,8.337
207,DOPE,1,1,9.784,2,9,36,2,475.3333333,0.162,-3.116666667,12,0.199600798,20,1.960784314,79.47278126,9.564
208,DOPE,1,1,9.784,2,9,36,2,191.8,0.206,-0.756333333,4,0.199600798,40,1.960784314,14.76475942,2.398
209,DOPE,1,1,9.784,2,9,36,2,170.0,0.294,0.3774,8,0.199600798,40,1.960784314,29.52951884,8.257
210,DOPE,1,1,9.784,2,9,36,2,307.4666667,0.557666667,-3.04,12,0.199600798,40,1.960784314,44.29427827,10.436
211,DOPE,1,1,9.784,2,9,36,2,189.0333333,0.220333333,-2.12,4,0.199600798,60,1.960784314,10.85603687,6.433
212,DOPE,1,1,9.784,2,9,36,2,155.4333333,0.233333333,1.195666667,8,0.199600798,60,1.960784314,21.71207373,6.296
213,DOPE,1,1,9.784,2,9,36,2,256.8,0.427666667,0.16,12,0.199600798,60,1.960784314,32.5681106,10.999
214,DOPE,1,1,9.784,2,9,36,2,202.3,0.256333333,-29.4,4,0.199600798,80,1.960784314,8.90167559,3.761
215,DOPE,1,1,9.784,2,9,36,2,135.8666667,0.173666667,-10.41,8,0.199600798,80,1.960784314,17.80335118,7.61
216,DOPE,1,1,9.784,2,9,36,2,163.5333333,0.229333333,-0.4925,12,0.199600798,80,1.960784314,26.70502677,11.412
217,DOPE,1,1,9.784,2,9,36,2,431.8,0.420666667,-9.42,4,0.199600798,20,9.090909091,26.57812281,8.692
218,DOPE,1,1,9.784,2,9,36,2,465.9333333,0.358,-1.686666667,8,0.199600798,20,9.090909091,53.15624562,9.601
219,DOPE,1,1,9.784,2,9,36,2,599.5333333,0.522,-0.166206667,12,0.199600798,20,9.090909091,79.73436843,9.45
220,DOPE,1,1,9.784,2,9,36,2,197.5666667,0.262666667,-2.53,4,0.199600798,40,9.090909091,14.85195514,4.311
221,DOPE,1,1,9.784,2,9,36,2,199.4,0.327666667,2.476666667,8,0.199600798,40,9.090909091,29.70391029,9.355
222,DOPE,1,1,9.784,2,9,36,2,208.5,0.330666667,1.541666667,12,0.199600798,40,9.090909091,44.55586543,9.103
223,DOPE,1,1,9.784,2,9,36,2,193.9,0.197333333,-1.64,4,0.199600798,60,9.090909091,10.94323259,10.343
224,DOPE,1,1,9.784,2,9,36,2,159.3,0.201,2.77,8,0.199600798,60,9.090909091,21.88646518,11.127
225,DOPE,1,1,9.784,2,9,36,2,190.9666667,0.275,2.354,12,0.199600798,60,9.090909091,32.82969777,11.116
226,DOPE,1,1,9.784,2,9,36,2,166.8666667,0.266,-26.83333333,4,0.199600798,80,9.090909091,8.988871312,5.938
227,DOPE,1,1,9.784,2,9,36,2,146.8666667,0.208666667,5.42,8,0.199600798,80,9.090909091,17.97774262,8.322
228,DOPE,1,1,9.784,2,9,36,2,167.8,0.237,7.203333333,12,0.199600798,80,9.090909091,26.96661394,11.211
229,DOPE,1,1,9.784,2,9,36,2,287.7333333,0.327,2.916666667,4,0.199600798,20,50.0,27.07840826,10.31
230,DOPE,1,1,9.784,2,9,36,2,306.5333333,0.569,3.96,8,0.199600798,20,50.0,54.15681653,10.555
231,DOPE,1,1,9.784,2,9,36,2,473.2,0.17,5.006666667,12,0.199600798,20,50.0,81.23522479,9.917
232,DOPE,1,1,9.784,2,9,36,2,261.7,0.330333333,4.206666667,4,0.199600798,40,50.0,15.3522406,4.135
233,DOPE,1,1,9.784,2,9,36,2,205.1,0.196,4.25,8,0.199600798,40,50.0,30.7044812,11.156
234,DOPE,1,1,9.784,2,9,36,2,177.9333333,0.268,2.72,12,0.199600798,40,50.0,46.0567218,10.878
235,DOPE,1,1,9.784,2,9,36,2,224.5,0.256333333,4.343333333,4,0.199600798,60,50.0,11.44351804,12.159
236,DOPE,1,1,9.784,2,9,36,2,195.0333333,0.254,5.876666667,8,0.199600798,60,50.0,22.88703609,11.252
237,DOPE,1,1,9.784,2,9,36,2,179.0333333,0.261666667,6.29,12,0.199600798,60,50.0,34.33055413,11.954
238,DOPE,1,1,9.784,2,9,36,2,237.6333333,0.301,6.303333333,4,0.199600798,80,50.0,9.489156766,11.362
239,DOPE,1,1,9.784,2,9,36,2,164.9666667,0.183666667,11.93333333,8,0.199600798,80,50.0,18.97831353,11.657
240,DOPE,1,1,9.784,2,9,36,2,171.5333333,0.187333333,8.72,12,0.199600798,80,50.0,28.4674703,10.701
241,DOPE,1,1,9.784,2,9,36,2,177.0333333,0.31,-4.186666667,4,0.99009901,20,0.497512438,27.27491863,8.327
242,DOPE,1,1,9.784,2,9,36,2,223.4,0.485666667,-2.646666667,8,0.99009901,20,0.497512438,54.54983727,8.342
243,DOPE,1,1,9.784,2,9,36,2,169.1333333,0.368333333,-2.373333333,12,0.99009901,20,0.497512438,81.8247559,8.745
244,DOPE,1,1,9.784,2,9,36,2,193.5,0.275333333,-1.616666667,4,0.99009901,40,0.497512438,15.0475721,2.565
245,DOPE,1,1,9.784,2,9,36,2,139.0,0.236666667,-1.976666667,8,0.99009901,40,0.497512438,30.0951442,7.671
246,DOPE,1,1,9.784,2,9,36,2,159.2333333,0.303666667,-2.136666667,12,0.99009901,40,0.497512438,45.1427163,9.016
247,DOPE,1,1,9.784,2,9,36,2,171.7,0.236333333,-0.094333333,4,0.99009901,60,0.497512438,10.97178992,10.272
248,DOPE,1,1,9.784,2,9,36,2,150.1333333,0.232,-1.95,8,0.99009901,60,0.497512438,21.94357984,9.371
249,DOPE,1,1,9.784,2,9,36,2,177.5333333,0.260666667,-2.43,12,0.99009901,60,0.497512438,32.91536977,10.169
250,DOPE,1,1,9.784,2,9,36,2,219.6333333,0.307666667,-15.26666667,4,0.99009901,80,0.497512438,8.933898833,7.535
251,DOPE,1,1,9.784,2,9,36,2,141.4666667,0.245666667,-3.21,8,0.99009901,80,0.497512438,17.86779767,8.034
252,DOPE,1,1,9.784,2,9,36,2,160.0333333,0.184333333,-4.51,12,0.99009901,80,0.497512438,26.8016965,10.437
253,DOPE,1,1,9.784,2,9,36,2,176.9333333,0.24,-4.66,4,0.99009901,20,0.99009901,27.28094257,8.611
254,DOPE,1,1,9.784,2,9,36,2,263.8333333,0.433333333,-6.34,8,0.99009901,20,0.99009901,54.56188515,8.749
255,DOPE,1,1,9.784,2,9,36,2,303.3666667,0.674666667,-2.326666667,12,0.99009901,20,0.99009901,81.84282772,8.481
256,DOPE,1,1,9.784,2,9,36,2,174.6666667,0.246333333,-3.043333333,4,0.99009901,40,0.99009901,15.05359604,8.733
257,DOPE,1,1,9.784,2,9,36,2,148.9333333,0.217333333,-0.049066667,8,0.99009901,40,0.99009901,30.10719208,8.276
258,DOPE,1,1,9.784,2,9,36,2,152.4666667,0.288333333,-1.993333333,12,0.99009901,40,0.99009901,45.16078812,8.518
259,DOPE,1,1,9.784,2,9,36,2,164.2,0.201666667,-2.476666667,4,0.99009901,60,0.99009901,10.97781386,10.306
260,DOPE,1,1,9.784,2,9,36,2,150.2666667,0.204333333,1.32,8,0.99009901,60,0.99009901,21.95562772,9.555
261,DOPE,1,1,9.784,2,9,36,2,191.8,0.244333333,-1.426666667,12,0.99009901,60,0.99009901,32.93344158,10.889
262,DOPE,1,1,9.784,2,9,36,2,241.5333333,0.267,-15.93333333,4,0.99009901,80,0.99009901,8.939922772,7.253
263,DOPE,1,1,9.784,2,9,36,2,148.0333333,0.21,-3.53,8,0.99009901,80,0.99009901,17.87984554,9.418
264,DOPE,1,1,9.784,2,9,36,2,155.5666667,0.167333333,-3.316666667,12,0.99009901,80,0.99009901,26.81976832,10.485
265,DOPE,1,1,9.784,2,9,36,2,153.8666667,0.203,-3.213333333,4,0.99009901,20,1.960784314,27.29281328,8.071
266,DOPE,1,1,9.784,2,9,36,2,203.9333333,0.501,-2.766666667,8,0.99009901,20,1.960784314,54.58562656,8.489
267,DOPE,1,1,9.784,2,9,36,2,263.9333333,0.412333333,-1.060666667,12,0.99009901,20,1.960784314,81.87843984,9.017
268,DOPE,1,1,9.784,2,9,36,2,170.0666667,0.220333333,-3.176666667,4,0.99009901,40,1.960784314,15.06546674,8.507
269,DOPE,1,1,9.784,2,9,36,2,158.3666667,0.279,-1.57,8,0.99009901,40,1.960784314,30.13093349,8.201
270,DOPE,1,1,9.784,2,9,36,2,130.9333333,0.215,0.963666667,12,0.99009901,40,1.960784314,45.19640023,10.186
271,DOPE,1,1,9.784,2,9,36,2,160.7333333,0.165333333,-3.816666667,4,0.99009901,60,1.960784314,10.98968457,9.977
272,DOPE,1,1,9.784,2,9,36,2,138.7333333,0.185333333,0.242266667,8,0.99009901,60,1.960784314,21.97936913,10.071
273,DOPE,1,1,9.784,2,9,36,2,152.2333333,0.245666667,-1.88,12,0.99009901,60,1.960784314,32.9690537,11.058
274,DOPE,1,1,9.784,2,9,36,2,189.0,0.199,-15.9,4,0.99009901,80,1.960784314,8.951793477,7.607
275,DOPE,1,1,9.784,2,9,36,2,147.2,0.241333333,-5.523333333,8,0.99009901,80,1.960784314,17.90358695,10.174
276,DOPE,1,1,9.784,2,9,36,2,148.5333333,0.207,-2.94,12,0.99009901,80,1.960784314,26.85538043,3.296
277,DOPE,1,1,9.784,2,9,36,2,154.9,0.957333333,-5.373333333,4,0.99009901,20,9.090909091,27.380009,9.239
278,DOPE,1,1,9.784,2,9,36,2,230.9333333,0.481666667,-2.173333333,8,0.99009901,20,9.090909091,54.760018,10.091
279,DOPE,1,1,9.784,2,9,36,2,168.1666667,0.428,-0.284166667,12,0.99009901,20,9.090909091,82.140027,10.078
280,DOPE,1,1,9.784,2,9,36,2,164.0666667,0.157333333,-0.60825,4,0.99009901,40,9.090909091,15.15266247,10.443
281,DOPE,1,1,9.784,2,9,36,2,478.0,0.815333333,-3.73,8,0.99009901,40,9.090909091,30.30532493,9.919
282,DOPE,1,1,9.784,2,9,36,2,161.1333333,0.330333333,0.813333333,12,0.99009901,40,9.090909091,45.4579874,10.377
283,DOPE,1,1,9.784,2,9,36,2,179.6666667,0.263333333,1.84,4,0.99009901,60,9.090909091,11.07688029,11.27
284,DOPE,1,1,9.784,2,9,36,2,153.8,0.197333333,-0.397333333,8,0.99009901,60,9.090909091,22.15376058,10.989
285,DOPE,1,1,9.784,2,9,36,2,150.7333333,0.228333333,-0.254666667,12,0.99009901,60,9.090909091,33.23064086,10.423
286,DOPE,1,1,9.784,2,9,36,2,222.5666667,0.208,-12.13333333,4,0.99009901,80,9.090909091,9.038989199,9.969
287,DOPE,1,1,9.784,2,9,36,2,166.1666667,0.209333333,-6.06,8,0.99009901,80,9.090909091,18.0779784,10.762
288,DOPE,1,1,9.784,2,9,36,2,198.6666667,0.219,-0.9158,12,0.99009901,80,9.090909091,27.1169676,10.571
289,DOPE,1,1,9.784,2,9,36,2,236.7666667,0.272333333,-3.646666667,4,0.99009901,20,50.0,27.88029446,8.779
290,DOPE,1,1,9.784,2,9,36,2,211.3666667,0.439666667,1.916666667,8,0.99009901,20,50.0,55.76058891,10.771
291,DOPE,1,1,9.784,2,9,36,2,182.6,0.281,0.651,12,0.99009901,20,50.0,83.64088337,11.063
292,DOPE,1,1,9.784,2,9,36,2,179.9,0.168333333,-1.32,4,0.99009901,40,50.0,15.65294792,11.497
293,DOPE,1,1,9.784,2,9,36,2,196.2,0.148333333,2.876666667,8,0.99009901,40,50.0,31.30589584,11.654
294,DOPE,1,1,9.784,2,9,36,2,180.0,0.512666667,-3.013333333,12,0.99009901,40,50.0,46.95884376,11.174
295,DOPE,1,1,9.784,2,9,36,2,197.7,0.18,0.54,4,0.99009901,60,50.0,11.57716574,11.55
296,DOPE,1,1,9.784,2,9,36,2,148.4666667,0.206666667,4.106666667,8,0.99009901,60,50.0,23.15433149,11.218
297,DOPE,1,1,9.784,2,9,36,2,171.6333333,0.198666667,1.651,12,0.99009901,60,50.0,34.73149723,11.494
298,DOPE,1,1,9.784,2,9,36,2,253.0666667,0.335333333,-0.074666667,4,0.99009901,80,50.0,9.539274653,11.117
299,DOPE,1,1,9.784,2,9,36,2,186.6333333,0.255,-5.6,8,0.99009901,80,50.0,19.07854931,10.73
300,DOPE,1,1,9.784,2,9,36,2,150.0333333,0.178,6.683333333,12,0.99009901,80,50.0,28.61782396,10.592
301,DOPE,1,1,9.784,2,9,36,2,274.6,0.739666667,-9.106666667,4,9.090909091,20,0.497512438,35.49242963,7.619
302,DOPE,1,1,9.784,2,9,36,2,236.6,0.577,-4.033333333,8,9.090909091,20,0.497512438,70.98485927,6.195
303,DOPE,1,1,9.784,2,9,36,2,405.4,0.707666667,-5.893333333,12,9.090909091,20,0.497512438,106.4772889,5.375
304,DOPE,1,1,9.784,2,9,36,2,170.1333333,0.409333333,-5.413333333,4,9.090909091,40,0.497512438,18.12913872,9.868
305,DOPE,1,1,9.784,2,9,36,2,176.6666667,0.290333333,-1.593333333,8,9.090909091,40,0.497512438,36.25827745,6.831
306,DOPE,1,1,9.784,2,9,36,2,260.6666667,0.788666667,-1.943333333,12,9.090909091,40,0.497512438,54.38741617,5.629
307,DOPE,1,1,9.784,2,9,36,2,153.6333333,0.193,-3.223333333,4,9.090909091,60,0.497512438,12.34137509,8.863
308,DOPE,1,1,9.784,2,9,36,2,153.0333333,0.370333333,-1.48,8,9.090909091,60,0.497512438,24.68275018,9.113
309,DOPE,1,1,9.784,2,9,36,2,149.9,0.288333333,-2.086666667,12,9.090909091,60,0.497512438,37.02412526,8.651
310,DOPE,1,1,9.784,2,9,36,2,133.1,0.144333333,-3.64,4,9.090909091,80,0.497512438,9.44749327,6.555
311,DOPE,1,1,9.784,2,9,36,2,138.3666667,0.247666667,-33.9,8,9.090909091,80,0.497512438,18.89498654,8.354
312,DOPE,1,1,9.784,2,9,36,2,136.2333333,0.169,-2.783333333,12,9.090909091,80,0.497512438,28.34247981,10.335
313,DOPE,1,1,9.784,2,9,36,2,196.5,0.676666667,-6.903333333,4,9.090909091,20,0.99009901,35.49845357,7.399
314,DOPE,1,1,9.784,2,9,36,2,197.3,0.605666667,-2.48,8,9.090909091,20,0.99009901,70.99690715,6.316
315,DOPE,1,1,9.784,2,9,36,2,213.9333333,0.647666667,-1.81,12,9.090909091,20,0.99009901,106.4953607,4.311
316,DOPE,1,1,9.784,2,9,36,2,137.9333333,0.216666667,-6.893333333,4,9.090909091,40,0.99009901,18.13516266,9.397
317,DOPE,1,1,9.784,2,9,36,2,470.4333333,1.0,-3.68,8,9.090909091,40,0.99009901,36.27032533,8.302
318,DOPE,1,1,9.784,2,9,36,2,165.9666667,0.624666667,-2.296666667,12,9.090909091,40,0.99009901,54.40548799,7.816
319,DOPE,1,1,9.784,2,9,36,2,137.5666667,0.191333333,-3.093333333,4,9.090909091,60,0.99009901,12.34739903,9.197
320,DOPE,1,1,9.784,2,9,36,2,115.6333333,0.217,-2.686666667,8,9.090909091,60,0.99009901,24.69479806,9.1
321,DOPE,1,1,9.784,2,9,36,2,207.0666667,0.332333333,-1.29,12,9.090909091,60,0.99009901,37.04219708,8.996
322,DOPE,1,1,9.784,2,9,36,2,145.4,0.130333333,-3.763333333,4,9.090909091,80,0.99009901,9.45351721,7.722
323,DOPE,1,1,9.784,2,9,36,2,135.8666667,0.231,-36.3,8,9.090909091,80,0.99009901,18.90703442,8.331
324,DOPE,1,1,9.784,2,9,36,2,120.9333333,0.173,-1.66,12,9.090909091,80,0.99009901,28.36055163,8.763
325,DOPE,1,1,9.784,2,9,36,2,278.8333333,0.789333333,-8.986666667,4,9.090909091,20,1.960784314,35.51032428,7.138
326,DOPE,1,1,9.784,2,9,36,2,415.8,0.856666667,-6.63,8,9.090909091,20,1.960784314,71.02064856,5.89
327,DOPE,1,1,9.784,2,9,36,2,496.8333333,0.378333333,-6.54,12,9.090909091,20,1.960784314,106.5309728,3.738
328,DOPE,1,1,9.784,2,9,36,2,93.06666667,0.211,-2.723333333,4,9.090909091,40,1.960784314,18.14703337,8.898
329,DOPE,1,1,9.784,2,9,36,2,207.5666667,0.603666667,-2.203333333,8,9.090909091,40,1.960784314,36.29406674,8.514
330,DOPE,1,1,9.784,2,9,36,2,201.6333333,0.620333333,-2.146666667,12,9.090909091,40,1.960784314,54.44110011,9.059
331,DOPE,1,1,9.784,2,9,36,2,136.1666667,0.159666667,-2.57,4,9.090909091,60,1.960784314,12.35926973,9.08
332,DOPE,1,1,9.784,2,9,36,2,129.5,0.283,-1.666333333,8,9.090909091,60,1.960784314,24.71853947,9.072
333,DOPE,1,1,9.784,2,9,36,2,202.5,0.512333333,-2.12,12,9.090909091,60,1.960784314,37.0778092,8.605
334,DOPE,1,1,9.784,2,9,36,2,143.0333333,0.155333333,-3.51,4,9.090909091,80,1.960784314,9.465387914,7.535
335,DOPE,1,1,9.784,2,9,36,2,134.7,0.230666667,-36.66666667,8,9.090909091,80,1.960784314,18.93077583,6.322
336,DOPE,1,1,9.784,2,9,36,2,135.2333333,0.219666667,-2.383333333,12,9.090909091,80,1.960784314,28.39616374,9.084
337,DOPE,1,1,9.784,2,9,36,2,235.4666667,0.617,-9.563333333,4,9.090909091,20,9.090909091,35.59752,7.753
338,DOPE,1,1,9.784,2,9,36,2,378.9333333,0.809333333,-5.376666667,8,9.090909091,20,9.090909091,71.19504,6.706
339,DOPE,1,1,9.784,2,9,36,2,476.3333333,0.748333333,-7.476666667,12,9.090909091,20,9.090909091,106.79256,3.526
340,DOPE,1,1,9.784,2,9,36,2,132.7666667,0.226,-5.483333333,4,9.090909091,40,9.090909091,18.23422909,9.559
341,DOPE,1,1,9.784,2,9,36,2,279.9666667,0.880333333,-2.596666667,8,9.090909091,40,9.090909091,36.46845818,8.385
342,DOPE,1,1,9.784,2,9,36,2,153.0,0.411666667,-1.983333333,12,9.090909091,40,9.090909091,54.70268727,7.601
343,DOPE,1,1,9.784,2,9,36,2,156.7333333,0.235666667,-3.656666667,4,9.090909091,60,9.090909091,12.44646545,9.786
344,DOPE,1,1,9.784,2,9,36,2,134.0666667,0.204666667,-1.370333333,8,9.090909091,60,9.090909091,24.89293091,8.904
345,DOPE,1,1,9.784,2,9,36,2,167.5,0.380333333,-2.37,12,9.090909091,60,9.090909091,37.33939636,9.101
346,DOPE,1,1,9.784,2,9,36,2,144.4333333,0.081666667,-4.92,4,9.090909091,80,9.090909091,9.552583636,7.187
347,DOPE,1,1,9.784,2,9,36,2,161.1333333,0.24,-31.9,8,9.090909091,80,9.090909091,19.10516727,8.559
348,DOPE,1,1,9.784,2,9,36,2,118.1666667,0.198,-2.056666667,12,9.090909091,80,9.090909091,28.65775091,10.416
349,DOPE,1,1,9.784,2,9,36,2,302.6666667,0.693,-8.333333333,4,9.090909091,20,50.0,36.09780545,6.481
350,DOPE,1,1,9.784,2,9,36,2,270.0333333,0.633333333,-7.673333333,8,9.090909091,20,50.0,72.19561091,6.53
351,DOPE,1,1,9.784,2,9,36,2,180.3,0.614,-9.613333333,12,9.090909091,20,50.0,108.2934164,2.14
352,DOPE,1,1,9.784,2,9,36,2,157.5,0.177,-3.126666667,4,9.090909091,40,50.0,18.73451455,7.882
353,DOPE,1,1,9.784,2,9,36,2,140.4666667,0.248666667,-1.383333333,8,9.090909091,40,50.0,37.46902909,8.424
354,DOPE,1,1,9.784,2,9,36,2,228.2,0.517,-1.873333333,12,9.090909091,40,50.0,56.20354364,9.942
355,DOPE,1,1,9.784,2,9,36,2,153.2,0.232666667,-2.37,4,9.090909091,60,50.0,12.94675091,8.839
356,DOPE,1,1,9.784,2,9,36,2,129.7666667,0.194666667,-1.059,8,9.090909091,60,50.0,25.89350182,8.899
357,DOPE,1,1,9.784,2,9,36,2,145.7333333,0.333666667,-1.533333333,12,9.090909091,60,50.0,38.84025273,8.923
358,DOPE,1,1,9.784,2,9,36,2,165.1666667,0.186,-3.313333333,4,9.090909091,80,50.0,10.05286909,8.402
359,DOPE,1,1,9.784,2,9,36,2,157.6666667,0.210666667,15.6,8,9.090909091,80,50.0,20.10573818,10.168
360,DOPE,1,1,9.784,2,9,36,2,140.5666667,0.184333333,-1.012333333,12,9.090909091,80,50.0,30.15860727,10.785
361,DOTAP,1,0,12.515,0,4,36,2,157.3333333,0.166,5.9,4,0.199600798,20,0.497512438,26.46820259,2.015
362,DOTAP,1,0,12.515,0,4,36,2,138.8333333,0.375666667,5.12,8,0.199600798,20,0.497512438,52.93640518,5.951
363,DOTAP,1,0,12.515,0,4,36,2,235.9333333,0.509333333,9.113333333,12,0.199600798,20,0.497512438,79.40460778,4.705
364,DOTAP,1,0,12.515,0,4,36,2,175.8333333,0.266333333,12.9,4,0.199600798,40,0.497512438,14.74203493,3.597
365,DOTAP,1,0,12.515,0,4,36,2,172.5333333,0.298333333,1.866666667,8,0.199600798,40,0.497512438,29.48406985,5.619
366,DOTAP,1,0,12.515,0,4,36,2,173.3,0.307666667,6.673333333,12,0.199600798,40,0.497512438,44.22610478,5.024
367,DOTAP,1,0,12.515,0,4,36,2,222.7333333,0.28,16.2,4,0.199600798,60,0.497512438,10.83331237,7.206
368,DOTAP,1,0,12.515,0,4,36,2,163.4666667,0.289666667,13.33333333,8,0.199600798,60,0.497512438,21.66662474,5.133
369,DOTAP,1,0,12.515,0,4,36,2,132.7666667,0.248666667,15.63333333,12,0.199600798,60,0.497512438,32.49993712,6.127
370,DOTAP,1,0,12.515,0,4,36,2,172.6333333,0.228666667,-10.96666667,4,0.199600798,80,0.497512438,8.878951095,8.005
371,DOTAP,1,0,12.515,0,4,36,2,156.5,0.215666667,5.703333333,8,0.199600798,80,0.497512438,17.75790219,7.026
372,DOTAP,1,0,12.515,0,4,36,2,415.4333333,0.464333333,-30.56666667,12,0.199600798,80,0.497512438,26.63685328,4.916
373,DOTAP,1,0,12.515,0,4,36,2,126.4666667,0.141666667,1.823,4,0.199600798,20,0.99009901,26.4694445,5.165
374,DOTAP,1,0,12.515,0,4,36,2,173.0,0.266666667,7.926666667,8,0.199600798,20,0.99009901,52.938889,5.816
375,DOTAP,1,0,12.515,0,4,36,2,198.5333333,0.402666667,2.883333333,12,0.199600798,20,0.99009901,79.4083335,4.994
376,DOTAP,1,0,12.515,0,4,36,2,185.6666667,0.295,12.1,4,0.199600798,40,0.99009901,14.74327684,3.912
377,DOTAP,1,0,12.515,0,4,36,2,160.6,0.245333333,4.013333333,8,0.199600798,40,0.99009901,29.48655367,5.951
378,DOTAP,1,0,12.515,0,4,36,2,183.8333333,0.354,2.956666667,12,0.199600798,40,0.99009901,44.22983051,7.272
379,DOTAP,1,0,12.515,0,4,36,2,224.0,0.195666667,22.76666667,4,0.199600798,60,0.99009901,10.83455428,5.659
380,DOTAP,1,0,12.515,0,4,36,2,147.6666667,0.245666667,9.33,8,0.199600798,60,0.99009901,21.66910856,7.034
381,DOTAP,1,0,12.515,0,4,36,2,146.4333333,0.24,19.53333333,12,0.199600798,60,0.99009901,32.50366284,4.771
382,DOTAP,1,0,12.515,0,4,36,2,170.8666667,0.246333333,7.633333333,4,0.199600798,80,0.99009901,8.880193004,6.934
383,DOTAP,1,0,12.515,0,4,36,2,136.8333333,0.256666667,7.98,8,0.199600798,80,0.99009901,17.76038601,8.769
384,DOTAP,1,0,12.515,0,4,36,2,290.3,0.270666667,-25.13333333,12,0.199600798,80,0.99009901,26.64057901,8.2
385,DOTAP,1,0,12.515,0,4,36,2,122.2,0.186333333,18.9,4,0.199600798,20,1.960784314,26.47189179,4.64
386,DOTAP,1,0,12.515,0,4,36,2,176.0666667,0.496333333,21.16666667,8,0.199600798,20,1.960784314,52.94378359,6.504
387,DOTAP,1,0,12.515,0,4,36,2,186.9666667,0.243,2.883333333,12,0.199600798,20,1.960784314,79.41567538,3.481
388,DOTAP,1,0,12.515,0,4,36,2,153.4666667,0.229666667,17.63333333,4,0.199600798,40,1.960784314,14.74572413,4.916
389,DOTAP,1,0,12.515,0,4,36,2,204.5333333,0.348333333,0.663333333,8,0.199600798,40,1.960784314,29.49144826,5.442
390,DOTAP,1,0,12.515,0,4,36,2,177.8333333,0.331,3.57,12,0.199600798,40,1.960784314,44.23717238,3.951
391,DOTAP,1,0,12.515,0,4,36,2,193.0,0.257666667,24.03333333,4,0.199600798,60,1.960784314,10.83700157,6.274
392,DOTAP,1,0,12.515,0,4,36,2,155.2333333,0.232666667,9.956666667,8,0.199600798,60,1.960784314,21.67400315,6.125
393,DOTAP,1,0,12.515,0,4,36,2,133.8333333,0.272,18.63333333,12,0.199600798,60,1.960784314,32.51100472,7.188
394,DOTAP,1,0,12.515,0,4,36,2,204.0333333,0.267,6.13,4,0.199600798,80,1.960784314,8.882640296,6.297
395,DOTAP,1,0,12.515,0,4,36,2,118.1,0.251,9.33,8,0.199600798,80,1.960784314,17.76528059,8.008
396,DOTAP,1,0,12.515,0,4,36,2,1330.666667,0.467333333,-27.3,12,0.199600798,80,1.960784314,26.64792089,9.065
397,DOTAP,1,0,12.515,0,4,36,2,105.7,0.192333333,44.06666667,4,0.199600798,20,9.090909091,26.48986826,3.98
398,DOTAP,1,0,12.515,0,4,36,2,131.2333333,0.203666667,25.86666667,8,0.199600798,20,9.090909091,52.97973653,5.714
399,DOTAP,1,0,12.515,0,4,36,2,241.2,0.458333333,1.388333333,12,0.199600798,20,9.090909091,79.46960479,7.233
400,DOTAP,1,0,12.515,0,4,36,2,204.4333333,0.278666667,26.16666667,4,0.199600798,40,9.090909091,14.7637006,5.187
401,DOTAP,1,0,12.515,0,4,36,2,135.9,0.314333333,27.06666667,8,0.199600798,40,9.090909091,29.5274012,7.153
402,DOTAP,1,0,12.515,0,4,36,2,199.2666667,0.421,22.36666667,12,0.199600798,40,9.090909091,44.2911018,7.832
403,DOTAP,1,0,12.515,0,4,36,2,157.6333333,0.228333333,30.7,4,0.199600798,60,9.090909091,10.85497804,9.853
404,DOTAP,1,0,12.515,0,4,36,2,133.6333333,0.194,15.33333333,8,0.199600798,60,9.090909091,21.70995609,10.217
405,DOTAP,1,0,12.515,0,4,36,2,139.3666667,0.264333333,20.86666667,12,0.199600798,60,9.090909091,32.56493413,10.667
406,DOTAP,1,0,12.515,0,4,36,2,138.7666667,0.140333333,15.56666667,4,0.199600798,80,9.090909091,8.900616766,10.013
407,DOTAP,1,0,12.515,0,4,36,2,143.8333333,0.207,18.4,8,0.199600798,80,9.090909091,17.80123353,10.062
408,DOTAP,1,0,12.515,0,4,36,2,581.7333333,0.704333333,-31.76666667,12,0.199600798,80,9.090909091,26.7018503,10.462
409,DOTAP,1,0,12.515,0,4,36,2,137.3,0.147333333,19.9,4,0.199600798,20,50.0,26.59300826,8.183
