3.000000000000000000e+00,5.000000000000000000e+00,1.438923939083758263e-02,2.000000000000000000e+00
4.000000000000000000e+00,1.200000000000000000e+01,1.283326423425224794e-01,3.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.719213287891748765e-01,2.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,3.675444679663240066e-01,2.000000000000000000e+00
1.300000000000000000e+01,1.400000000000000000e+01,5.204425073292465731e-01,5.000000000000000000e+00
7.000000000000000000e+00,1.500000000000000000e+01,7.601376187287233188e-01,3.000000000000000000e+00
8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00
1.100000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00
1.600000000000000000e+01,1.700000000000000000e+01,1.206368796602171223e+00,8.000000000000000000e+00
2.000000000000000000e+01,2.100000000000000000e+01,1.582685747626141115e+00,1.200000000000000000e+01
