,P_charged_centers,N_charged_centers,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3
453,1.0,0.0,2.0,4.0,50.0,80.0,100.0,0.11496265172735756
454,1.0,0.0,2.0,8.0,50.0,80.0,100.0,0.11496265172735756
455,1.0,0.0,2.0,12.0,50.0,80.0,100.0,0.11496265172735756
460,1.0,0.0,2.0,8.0,10.0,40.0,100.0,0.11496265172735756
461,1.0,0.0,2.0,12.0,10.0,40.0,100.0,0.007469654528478059
462,1.0,0.0,2.0,4.0,10.0,60.0,100.0,0.11496265172735756
463,1.0,0.0,2.0,8.0,10.0,60.0,100.0,0.11496265172735756
464,1.0,0.0,2.0,12.0,10.0,60.0,100.0,0.11496265172735756
465,1.0,0.0,2.0,4.0,10.0,80.0,100.0,0.11496265172735756
466,1.0,0.0,2.0,8.0,10.0,80.0,100.0,0.11496265172735756
467,1.0,0.0,2.0,12.0,10.0,80.0,100.0,0.11496265172735756
469,1.0,0.0,2.0,8.0,1.0,20.0,100.0,0.11496265172735756
471,1.0,0.0,2.0,4.0,1.0,40.0,100.0,0.11496265172735756
473,1.0,0.0,2.0,12.0,1.0,40.0,100.0,0.11496265172735756
474,1.0,0.0,2.0,4.0,1.0,60.0,100.0,0.072829131652661
475,1.0,0.0,2.0,8.0,1.0,60.0,100.0,0.11496265172735756
476,1.0,0.0,2.0,12.0,1.0,60.0,100.0,0.11496265172735756
477,1.0,0.0,2.0,4.0,1.0,80.0,100.0,0.0954715219421102
478,1.0,0.0,2.0,8.0,1.0,80.0,100.0,0.11496265172735756
479,1.0,0.0,2.0,12.0,1.0,80.0,100.0,0.11496265172735756
481,1.0,0.0,2.0,8.0,200.0,20.0,10.0,0.11496265172735756
483,1.0,0.0,2.0,4.0,200.0,40.0,10.0,0.11496265172735756
484,1.0,0.0,2.0,8.0,200.0,40.0,10.0,0.11496265172735756
487,1.0,0.0,2.0,8.0,200.0,60.0,10.0,0.11496265172735756
488,1.0,0.0,2.0,12.0,200.0,60.0,10.0,0.15371148459383752
489,1.0,0.0,2.0,4.0,200.0,80.0,10.0,0.11496265172735756
490,1.0,0.0,2.0,8.0,200.0,80.0,10.0,0.11496265172735756
491,1.0,0.0,2.0,12.0,200.0,80.0,10.0,0.11496265172735756
495,1.0,0.0,2.0,4.0,100.0,40.0,10.0,0.2926003734827264
496,1.0,0.0,2.0,8.0,100.0,40.0,10.0,0.11496265172735756
499,1.0,0.0,2.0,8.0,100.0,60.0,10.0,0.033613445378151224
500,1.0,0.0,2.0,12.0,100.0,60.0,10.0,0.11496265172735756
501,1.0,0.0,2.0,4.0,100.0,80.0,10.0,0.11496265172735756
502,1.0,0.0,2.0,8.0,100.0,80.0,10.0,0.11496265172735756
503,1.0,0.0,2.0,12.0,100.0,80.0,10.0,0.11496265172735756
507,1.0,0.0,2.0,4.0,50.0,40.0,10.0,0.11496265172735756
508,1.0,0.0,2.0,8.0,50.0,40.0,10.0,0.11496265172735756
510,1.0,0.0,2.0,4.0,50.0,60.0,10.0,0.11496265172735756
511,1.0,0.0,2.0,8.0,50.0,60.0,10.0,0.11496265172735756
512,1.0,0.0,2.0,12.0,50.0,60.0,10.0,0.11496265172735756
513,1.0,0.0,2.0,4.0,50.0,80.0,10.0,0.021241830065359485
514,1.0,0.0,2.0,8.0,50.0,80.0,10.0,0.11496265172735756
515,1.0,0.0,2.0,12.0,50.0,80.0,10.0,0.11496265172735756
516,1.0,0.0,2.0,4.0,10.0,20.0,10.0,0.021241830065359485
519,1.0,0.0,2.0,4.0,10.0,40.0,10.0,0.11496265172735756
520,1.0,0.0,2.0,8.0,10.0,40.0,10.0,0.11496265172735756
523,1.0,0.0,2.0,8.0,10.0,60.0,10.0,0.11496265172735756
524,1.0,0.0,2.0,12.0,10.0,60.0,10.0,0.11496265172735756
525,1.0,0.0,2.0,4.0,10.0,80.0,10.0,0.11496265172735756
526,1.0,0.0,2.0,8.0,10.0,80.0,10.0,0.11496265172735756
527,1.0,0.0,2.0,12.0,10.0,80.0,10.0,0.11496265172735756
528,1.0,0.0,2.0,4.0,1.0,20.0,10.0,0.11496265172735756
529,1.0,0.0,2.0,8.0,1.0,20.0,10.0,0.11496265172735756
530,1.0,0.0,2.0,12.0,1.0,20.0,10.0,0.11496265172735756
531,1.0,0.0,2.0,4.0,1.0,40.0,10.0,0.11496265172735756
532,1.0,0.0,2.0,8.0,1.0,40.0,10.0,0.11496265172735756
536,1.0,0.0,2.0,12.0,1.0,60.0,10.0,0.007469654528478059
537,1.0,0.0,2.0,4.0,1.0,80.0,10.0,0.11496265172735756
538,1.0,0.0,2.0,8.0,1.0,80.0,10.0,0.11496265172735756
539,1.0,0.0,2.0,12.0,1.0,80.0,10.0,0.11496265172735756
540,1.0,1.0,0.0,4.0,200.0,20.0,500.0,0.11496265172735756
541,1.0,1.0,0.0,8.0,200.0,20.0,500.0,0.11496265172735756
542,1.0,1.0,0.0,12.0,200.0,20.0,500.0,0.11496265172735756
543,1.0,1.0,0.0,4.0,200.0,40.0,500.0,0.11496265172735756
544,1.0,1.0,0.0,8.0,200.0,40.0,500.0,0.033613445378151224
545,1.0,1.0,0.0,12.0,200.0,40.0,500.0,0.0954715219421102
546,1.0,1.0,0.0,4.0,200.0,60.0,500.0,0.11496265172735756
547,1.0,1.0,0.0,8.0,200.0,60.0,500.0,0.11496265172735756
548,1.0,1.0,0.0,12.0,200.0,60.0,500.0,0.11496265172735756
549,1.0,1.0,0.0,4.0,200.0,80.0,500.0,0.11496265172735756
550,1.0,1.0,0.0,8.0,200.0,80.0,500.0,0.11496265172735756
551,1.0,1.0,0.0,12.0,200.0,80.0,500.0,0.11496265172735756
552,1.0,1.0,0.0,4.0,100.0,20.0,500.0,0.11496265172735756
553,1.0,1.0,0.0,8.0,100.0,20.0,500.0,0.11496265172735756
554,1.0,1.0,0.0,12.0,100.0,20.0,500.0,0.11496265172735756
555,1.0,1.0,0.0,4.0,100.0,40.0,500.0,0.11496265172735756
558,1.0,1.0,0.0,4.0,100.0,60.0,500.0,0.11496265172735756
559,1.0,1.0,0.0,8.0,100.0,60.0,500.0,0.11496265172735756
560,1.0,1.0,0.0,12.0,100.0,60.0,500.0,0.11496265172735756
561,1.0,1.0,0.0,4.0,100.0,80.0,500.0,0.11496265172735756
562,1.0,1.0,0.0,8.0,100.0,80.0,500.0,0.11496265172735756
563,1.0,1.0,0.0,12.0,100.0,80.0,500.0,0.11496265172735756
564,1.0,1.0,0.0,4.0,50.0,20.0,500.0,0.11496265172735756
565,1.0,1.0,0.0,8.0,50.0,20.0,500.0,0.18312324929971988
566,1.0,1.0,0.0,12.0,50.0,20.0,500.0,0.11496265172735756
567,1.0,1.0,0.0,4.0,50.0,40.0,500.0,0.11496265172735756
568,1.0,1.0,0.0,8.0,50.0,40.0,500.0,0.11496265172735756
569,1.0,1.0,0.0,12.0,50.0,40.0,500.0,0.11496265172735756
570,1.0,1.0,0.0,4.0,50.0,60.0,500.0,0.04470121381886086
571,1.0,1.0,0.0,8.0,50.0,60.0,500.0,0.007469654528478059
572,1.0,1.0,0.0,12.0,50.0,60.0,500.0,0.29878618113912225
573,1.0,1.0,0.0,4.0,50.0,80.0,500.0,0.08846872082166199
574,1.0,1.0,0.0,8.0,50.0,80.0,500.0,0.11496265172735756
575,1.0,1.0,0.0,12.0,50.0,80.0,500.0,0.11496265172735756
576,1.0,1.0,0.0,4.0,10.0,20.0,500.0,0.11496265172735756
577,1.0,1.0,0.0,8.0,10.0,20.0,500.0,0.11496265172735756
578,1.0,1.0,0.0,12.0,10.0,20.0,500.0,0.11496265172735756
579,1.0,1.0,0.0,4.0,10.0,40.0,500.0,0.11496265172735756
580,1.0,1.0,0.0,8.0,10.0,40.0,500.0,0.11496265172735756
581,1.0,1.0,0.0,12.0,10.0,40.0,500.0,0.11496265172735756
582,1.0,1.0,0.0,4.0,10.0,60.0,500.0,0.11496265172735756
583,1.0,1.0,0.0,8.0,10.0,60.0,500.0,0.11496265172735756
584,1.0,1.0,0.0,12.0,10.0,60.0,500.0,0.11449579831932769
585,1.0,1.0,0.0,4.0,10.0,80.0,500.0,0.11496265172735756
586,1.0,1.0,0.0,8.0,10.0,80.0,500.0,0.11496265172735756
587,1.0,1.0,0.0,12.0,10.0,80.0,500.0,0.11496265172735756
588,1.0,1.0,0.0,4.0,1.0,20.0,500.0,0.11496265172735756
590,1.0,1.0,0.0,12.0,1.0,20.0,500.0,0.11496265172735756
591,1.0,1.0,0.0,4.0,1.0,40.0,500.0,0.11496265172735756
592,1.0,1.0,0.0,8.0,1.0,40.0,500.0,0.11496265172735756
593,1.0,1.0,0.0,12.0,1.0,40.0,500.0,0.11496265172735756
594,1.0,1.0,0.0,4.0,1.0,60.0,500.0,0.11496265172735756
595,1.0,1.0,0.0,8.0,1.0,60.0,500.0,0.11496265172735756
596,1.0,1.0,0.0,12.0,1.0,60.0,500.0,0.11496265172735756
597,1.0,1.0,0.0,4.0,1.0,80.0,500.0,0.17973856209150327
598,1.0,1.0,0.0,8.0,1.0,80.0,500.0,0.11496265172735756
599,1.0,1.0,0.0,12.0,1.0,80.0,500.0,0.11496265172735756
600,1.0,1.0,0.0,4.0,200.0,20.0,100.0,0.11496265172735756
601,1.0,1.0,0.0,8.0,200.0,20.0,100.0,0.11496265172735756
602,1.0,1.0,0.0,12.0,200.0,20.0,100.0,0.11496265172735756
603,1.0,1.0,0.0,4.0,200.0,40.0,100.0,0.11496265172735756
604,1.0,1.0,0.0,8.0,200.0,40.0,100.0,0.11496265172735756
605,1.0,1.0,0.0,12.0,200.0,40.0,100.0,0.11496265172735756
606,1.0,1.0,0.0,4.0,200.0,60.0,100.0,0.23459383753501403
607,1.0,1.0,0.0,8.0,200.0,60.0,100.0,0.2606209150326797
608,1.0,1.0,0.0,12.0,200.0,60.0,100.0,0.06419234360410828
609,1.0,1.0,0.0,4.0,200.0,80.0,100.0,0.11496265172735756
610,1.0,1.0,0.0,8.0,200.0,80.0,100.0,0.11496265172735756
611,1.0,1.0,0.0,12.0,200.0,80.0,100.0,0.04470121381886086
612,1.0,1.0,0.0,4.0,100.0,20.0,100.0,0.11496265172735756
614,1.0,1.0,0.0,12.0,100.0,20.0,100.0,0.06419234360410828
615,1.0,1.0,0.0,4.0,100.0,40.0,100.0,0.11496265172735756
616,1.0,1.0,0.0,8.0,100.0,40.0,100.0,0.11496265172735756
617,1.0,1.0,0.0,12.0,100.0,40.0,100.0,0.11496265172735756
618,1.0,1.0,0.0,4.0,100.0,60.0,100.0,0.007469654528478059
619,1.0,1.0,0.0,8.0,100.0,60.0,100.0,0.11496265172735756
620,1.0,1.0,0.0,12.0,100.0,60.0,100.0,0.11496265172735756
621,1.0,1.0,0.0,4.0,100.0,80.0,100.0,0.11496265172735756
622,1.0,1.0,0.0,8.0,100.0,80.0,100.0,0.40149393090569563
623,1.0,1.0,0.0,12.0,100.0,80.0,100.0,0.072829131652661
626,1.0,1.0,0.0,12.0,50.0,20.0,100.0,0.11496265172735756
627,1.0,1.0,0.0,4.0,50.0,40.0,100.0,0.11496265172735756
628,1.0,1.0,0.0,8.0,50.0,40.0,100.0,0.11496265172735756
629,1.0,1.0,0.0,12.0,50.0,40.0,100.0,0.11496265172735756
630,1.0,1.0,0.0,4.0,50.0,60.0,100.0,0.11496265172735756
631,1.0,1.0,0.0,8.0,50.0,60.0,100.0,0.021241830065359485
632,1.0,1.0,0.0,12.0,50.0,60.0,100.0,0.11496265172735756
633,1.0,1.0,0.0,4.0,50.0,80.0,100.0,0.072829131652661
634,1.0,1.0,0.0,8.0,50.0,80.0,100.0,0.11496265172735756
635,1.0,1.0,0.0,12.0,50.0,80.0,100.0,0.11496265172735756
637,1.0,1.0,0.0,8.0,10.0,20.0,100.0,0.11496265172735756
638,1.0,1.0,0.0,12.0,10.0,20.0,100.0,0.11496265172735756
639,1.0,1.0,0.0,4.0,10.0,40.0,100.0,0.11496265172735756
640,1.0,1.0,0.0,8.0,10.0,40.0,100.0,0.11496265172735756
641,1.0,1.0,0.0,12.0,10.0,40.0,100.0,0.11496265172735756
642,1.0,1.0,0.0,4.0,10.0,60.0,100.0,0.11496265172735756
643,1.0,1.0,0.0,8.0,10.0,60.0,100.0,0.11496265172735756
644,1.0,1.0,0.0,12.0,10.0,60.0,100.0,0.11496265172735756
645,1.0,1.0,0.0,4.0,10.0,80.0,100.0,0.11496265172735756
646,1.0,1.0,0.0,8.0,10.0,80.0,100.0,0.11496265172735756
647,1.0,1.0,0.0,12.0,10.0,80.0,100.0,0.021241830065359485
652,1.0,1.0,0.0,8.0,1.0,40.0,100.0,0.11496265172735756
653,1.0,1.0,0.0,12.0,1.0,40.0,100.0,0.08846872082166199
654,1.0,1.0,0.0,4.0,1.0,60.0,100.0,0.11496265172735756
655,1.0,1.0,0.0,8.0,1.0,60.0,100.0,0.11496265172735756
656,1.0,1.0,0.0,12.0,1.0,60.0,100.0,0.04470121381886086
657,1.0,1.0,0.0,4.0,1.0,80.0,100.0,0.05485527544351068
658,1.0,1.0,0.0,8.0,1.0,80.0,100.0,0.11496265172735756
659,1.0,1.0,0.0,12.0,1.0,80.0,100.0,0.021241830065359485
663,1.0,1.0,0.0,4.0,200.0,40.0,10.0,0.11496265172735756
665,1.0,1.0,0.0,12.0,200.0,40.0,10.0,0.10212418300653595
666,1.0,1.0,0.0,4.0,200.0,60.0,10.0,0.11449579831932769
667,1.0,1.0,0.0,8.0,200.0,60.0,10.0,0.11496265172735756
668,1.0,1.0,0.0,12.0,200.0,60.0,10.0,0.0954715219421102
669,1.0,1.0,0.0,4.0,200.0,80.0,10.0,0.11496265172735756
670,1.0,1.0,0.0,8.0,200.0,80.0,10.0,0.11496265172735756
671,1.0,1.0,0.0,12.0,200.0,80.0,10.0,0.021241830065359485
672,1.0,1.0,0.0,4.0,100.0,20.0,10.0,0.11496265172735756
673,1.0,1.0,0.0,8.0,100.0,20.0,10.0,0.11496265172735756
675,1.0,1.0,0.0,4.0,100.0,40.0,10.0,0.11496265172735756
676,1.0,1.0,0.0,8.0,100.0,40.0,10.0,0.1617647058823529
677,1.0,1.0,0.0,12.0,100.0,40.0,10.0,0.11496265172735756
678,1.0,1.0,0.0,4.0,100.0,60.0,10.0,0.11496265172735756
679,1.0,1.0,0.0,8.0,100.0,60.0,10.0,0.3046218487394957
680,1.0,1.0,0.0,12.0,100.0,60.0,10.0,0.11496265172735756
681,1.0,1.0,0.0,4.0,100.0,80.0,10.0,0.11496265172735756
682,1.0,1.0,0.0,8.0,100.0,80.0,10.0,0.11496265172735756
683,1.0,1.0,0.0,12.0,100.0,80.0,10.0,0.04470121381886086
684,1.0,1.0,0.0,4.0,50.0,20.0,10.0,0.11496265172735756
685,1.0,1.0,0.0,8.0,50.0,20.0,10.0,0.007469654528478059
686,1.0,1.0,0.0,12.0,50.0,20.0,10.0,0.11496265172735756
687,1.0,1.0,0.0,4.0,50.0,40.0,10.0,0.11496265172735756
688,1.0,1.0,0.0,8.0,50.0,40.0,10.0,0.11496265172735756
689,1.0,1.0,0.0,12.0,50.0,40.0,10.0,0.11496265172735756
690,1.0,1.0,0.0,4.0,50.0,60.0,10.0,0.11496265172735756
691,1.0,1.0,0.0,8.0,50.0,60.0,10.0,0.11496265172735756
692,1.0,1.0,0.0,12.0,50.0,60.0,10.0,0.11496265172735756
693,1.0,1.0,0.0,4.0,50.0,80.0,10.0,0.11496265172735756
694,1.0,1.0,0.0,8.0,50.0,80.0,10.0,0.007469654528478059
695,1.0,1.0,0.0,12.0,50.0,80.0,10.0,0.04470121381886086
696,1.0,1.0,0.0,4.0,10.0,20.0,10.0,0.11496265172735756
697,1.0,1.0,0.0,8.0,10.0,20.0,10.0,0.11496265172735756
699,1.0,1.0,0.0,4.0,10.0,40.0,10.0,0.11496265172735756
700,1.0,1.0,0.0,8.0,10.0,40.0,10.0,0.11496265172735756
701,1.0,1.0,0.0,12.0,10.0,40.0,10.0,0.11496265172735756
702,1.0,1.0,0.0,4.0,10.0,60.0,10.0,0.11496265172735756
703,1.0,1.0,0.0,8.0,10.0,60.0,10.0,0.11496265172735756
704,1.0,1.0,0.0,12.0,10.0,60.0,10.0,0.11496265172735756
705,1.0,1.0,0.0,4.0,10.0,80.0,10.0,0.11496265172735756
706,1.0,1.0,0.0,8.0,10.0,80.0,10.0,0.007469654528478059
707,1.0,1.0,0.0,12.0,10.0,80.0,10.0,0.08088235294117649
709,1.0,1.0,0.0,8.0,1.0,20.0,10.0,0.11496265172735756
710,1.0,1.0,0.0,12.0,1.0,20.0,10.0,0.11496265172735756
711,1.0,1.0,0.0,4.0,1.0,40.0,10.0,0.11496265172735756
712,1.0,1.0,0.0,8.0,1.0,40.0,10.0,0.11496265172735756
713,1.0,1.0,0.0,12.0,1.0,40.0,10.0,0.11496265172735756
714,1.0,1.0,0.0,4.0,1.0,60.0,10.0,0.021241830065359485
715,1.0,1.0,0.0,8.0,1.0,60.0,10.0,0.11496265172735756
716,1.0,1.0,0.0,12.0,1.0,60.0,10.0,0.11496265172735756
717,1.0,1.0,0.0,4.0,1.0,80.0,10.0,0.11496265172735756
718,1.0,1.0,0.0,8.0,1.0,80.0,10.0,0.1763538748832866
719,1.0,1.0,0.0,12.0,1.0,80.0,10.0,0.11496265172735756
720,0.0,1.0,0.0,4.0,200.0,20.0,500.0,0.11496265172735756
721,0.0,1.0,0.0,8.0,200.0,20.0,500.0,0.11496265172735756
722,0.0,1.0,0.0,12.0,200.0,20.0,500.0,0.11496265172735756
723,0.0,1.0,0.0,4.0,200.0,40.0,500.0,0.11496265172735756
724,0.0,1.0,0.0,8.0,200.0,40.0,500.0,0.05485527544351068
725,0.0,1.0,0.0,12.0,200.0,40.0,500.0,0.11496265172735756
726,0.0,1.0,0.0,4.0,200.0,60.0,500.0,0.072829131652661
727,0.0,1.0,0.0,8.0,200.0,60.0,500.0,0.11496265172735756
728,0.0,1.0,0.0,12.0,200.0,60.0,500.0,0.11496265172735756
729,0.0,1.0,0.0,4.0,200.0,80.0,500.0,0.11496265172735756
730,0.0,1.0,0.0,8.0,200.0,80.0,500.0,0.11496265172735756
731,0.0,1.0,0.0,12.0,200.0,80.0,500.0,0.11496265172735756
732,0.0,1.0,0.0,4.0,100.0,20.0,500.0,0.007469654528478059
734,0.0,1.0,0.0,12.0,100.0,20.0,500.0,0.007469654528478059
735,0.0,1.0,0.0,4.0,100.0,40.0,500.0,0.11496265172735756
736,0.0,1.0,0.0,8.0,100.0,40.0,500.0,0.11496265172735756
737,0.0,1.0,0.0,12.0,100.0,40.0,500.0,0.11496265172735756
738,0.0,1.0,0.0,4.0,100.0,60.0,500.0,0.11496265172735756
739,0.0,1.0,0.0,8.0,100.0,60.0,500.0,0.11496265172735756
740,0.0,1.0,0.0,12.0,100.0,60.0,500.0,0.11496265172735756
741,0.0,1.0,0.0,4.0,100.0,80.0,500.0,0.007469654528478059
742,0.0,1.0,0.0,8.0,100.0,80.0,500.0,0.25735294117647056
743,0.0,1.0,0.0,12.0,100.0,80.0,500.0,0.11496265172735756
744,0.0,1.0,0.0,4.0,50.0,20.0,500.0,0.11496265172735756
745,0.0,1.0,0.0,8.0,50.0,20.0,500.0,0.6027077497665733
746,0.0,1.0,0.0,12.0,50.0,20.0,500.0,0.11496265172735756
747,0.0,1.0,0.0,4.0,50.0,40.0,500.0,0.11496265172735756
748,0.0,1.0,0.0,8.0,50.0,40.0,500.0,0.5857843137254901
749,0.0,1.0,0.0,12.0,50.0,40.0,500.0,0.2407796451914099
750,0.0,1.0,0.0,4.0,50.0,60.0,500.0,0.20646591970121378
751,0.0,1.0,0.0,8.0,50.0,60.0,500.0,0.6505602240896359
752,0.0,1.0,0.0,12.0,50.0,60.0,500.0,0.11496265172735756
753,0.0,1.0,0.0,4.0,50.0,80.0,500.0,0.021241830065359485
754,0.0,1.0,0.0,8.0,50.0,80.0,500.0,0.47887488328664796
755,0.0,1.0,0.0,12.0,50.0,80.0,500.0,0.06419234360410828
756,0.0,1.0,0.0,4.0,10.0,20.0,500.0,0.4744397759103641
757,0.0,1.0,0.0,8.0,10.0,20.0,500.0,0.7924836601307188
758,0.0,1.0,0.0,12.0,10.0,20.0,500.0,0.11496265172735756
759,0.0,1.0,0.0,4.0,10.0,40.0,500.0,0.1357376283846872
760,0.0,1.0,0.0,8.0,10.0,40.0,500.0,0.7324929971988795
761,0.0,1.0,0.0,12.0,10.0,40.0,500.0,0.11496265172735756
762,0.0,1.0,0.0,4.0,10.0,60.0,500.0,0.033613445378151224
763,0.0,1.0,0.0,8.0,10.0,60.0,500.0,0.4430438842203548
764,0.0,1.0,0.0,12.0,10.0,60.0,500.0,0.14950980392156857
765,0.0,1.0,0.0,4.0,10.0,80.0,500.0,0.1617647058823529
766,0.0,1.0,0.0,8.0,10.0,80.0,500.0,0.3790849673202614
767,0.0,1.0,0.0,12.0,10.0,80.0,500.0,0.06419234360410828
768,0.0,1.0,0.0,4.0,1.0,20.0,500.0,0.19246031746031747
769,0.0,1.0,0.0,8.0,1.0,20.0,500.0,0.6416900093370681
770,0.0,1.0,0.0,12.0,1.0,20.0,500.0,0.05485527544351068
771,0.0,1.0,0.0,4.0,1.0,40.0,500.0,0.16561624649859943
772,0.0,1.0,0.0,8.0,1.0,40.0,500.0,0.11496265172735756
773,0.0,1.0,0.0,12.0,1.0,40.0,500.0,0.16561624649859943
774,0.0,1.0,0.0,4.0,1.0,60.0,500.0,0.6202147525676937
775,0.0,1.0,0.0,8.0,1.0,60.0,500.0,0.08846872082166199
776,0.0,1.0,0.0,12.0,1.0,60.0,500.0,0.3635620915032679
777,0.0,1.0,0.0,4.0,1.0,80.0,500.0,0.7722922502334266
778,0.0,1.0,0.0,8.0,1.0,80.0,500.0,0.021241830065359485
779,0.0,1.0,0.0,12.0,1.0,80.0,500.0,0.39997665732959853
780,0.0,1.0,0.0,4.0,200.0,20.0,100.0,0.7373949579831932
781,0.0,1.0,0.0,8.0,200.0,20.0,100.0,0.6544117647058822
783,0.0,1.0,0.0,4.0,200.0,40.0,100.0,0.7086834733893557
784,0.0,1.0,0.0,8.0,200.0,40.0,100.0,0.6101774042950514
785,0.0,1.0,0.0,12.0,200.0,40.0,100.0,0.824813258636788
786,0.0,1.0,0.0,4.0,200.0,60.0,100.0,0.613562091503268
787,0.0,1.0,0.0,8.0,200.0,60.0,100.0,0.619047619047619
788,0.0,1.0,0.0,12.0,200.0,60.0,100.0,0.752217553688142
789,0.0,1.0,0.0,4.0,200.0,80.0,100.0,0.7392623716153128
790,0.0,1.0,0.0,8.0,200.0,80.0,100.0,0.6539449112978525
791,0.0,1.0,0.0,12.0,200.0,80.0,100.0,0.1763538748832866
792,0.0,1.0,0.0,4.0,100.0,20.0,100.0,0.678688141923436
794,0.0,1.0,0.0,12.0,100.0,20.0,100.0,0.2791783380018674
795,0.0,1.0,0.0,4.0,100.0,40.0,100.0,0.3320494864612512
796,0.0,1.0,0.0,8.0,100.0,40.0,100.0,0.6349206349206349
797,0.0,1.0,0.0,12.0,100.0,40.0,100.0,0.5225256769374416
798,0.0,1.0,0.0,4.0,100.0,60.0,100.0,0.5802987861811391
799,0.0,1.0,0.0,8.0,100.0,60.0,100.0,0.6645658263305322
800,0.0,1.0,0.0,12.0,100.0,60.0,100.0,0.21171802054154995
801,0.0,1.0,0.0,4.0,100.0,80.0,100.0,0.11496265172735756
802,0.0,1.0,0.0,8.0,100.0,80.0,100.0,0.11496265172735756
803,0.0,1.0,0.0,12.0,100.0,80.0,100.0,0.5496031746031745
804,0.0,1.0,0.0,4.0,50.0,20.0,100.0,0.47175536881419233
805,0.0,1.0,0.0,8.0,50.0,20.0,100.0,0.38433706816059754
806,0.0,1.0,0.0,12.0,50.0,20.0,100.0,0.11449579831932769
807,0.0,1.0,0.0,4.0,50.0,40.0,100.0,0.5779645191409897
808,0.0,1.0,0.0,8.0,50.0,40.0,100.0,0.251984126984127
809,0.0,1.0,0.0,12.0,50.0,40.0,100.0,0.3772175536881419
810,0.0,1.0,0.0,4.0,50.0,60.0,100.0,0.6785714285714285
811,0.0,1.0,0.0,8.0,50.0,60.0,100.0,0.08846872082166199
812,0.0,1.0,0.0,12.0,50.0,60.0,100.0,0.5413165266106442
813,0.0,1.0,0.0,4.0,50.0,80.0,100.0,0.7734593837535013
814,0.0,1.0,0.0,8.0,50.0,80.0,100.0,0.32457983193277307
815,0.0,1.0,0.0,12.0,50.0,80.0,100.0,0.6509103641456582
816,0.0,1.0,0.0,4.0,10.0,20.0,100.0,0.6109943977591036
817,0.0,1.0,0.0,8.0,10.0,20.0,100.0,0.6819561157796451
818,0.0,1.0,0.0,12.0,10.0,20.0,100.0,0.16935107376283845
819,0.0,1.0,0.0,4.0,10.0,40.0,100.0,0.11496265172735756
820,0.0,1.0,0.0,8.0,10.0,40.0,100.0,0.713235294117647
821,0.0,1.0,0.0,12.0,10.0,40.0,100.0,0.3578431372549019
822,0.0,1.0,0.0,4.0,10.0,60.0,100.0,0.5117880485527544
823,0.0,1.0,0.0,8.0,10.0,60.0,100.0,0.8928571428571428
824,0.0,1.0,0.0,12.0,10.0,60.0,100.0,0.7836134453781511
825,0.0,1.0,0.0,4.0,10.0,80.0,100.0,0.8445378151260503
826,0.0,1.0,0.0,8.0,10.0,80.0,100.0,0.7061157796451913
827,0.0,1.0,0.0,12.0,10.0,80.0,100.0,0.7962184873949578
828,0.0,1.0,0.0,4.0,1.0,20.0,100.0,0.5152894491129785
829,0.0,1.0,0.0,8.0,1.0,20.0,100.0,0.7848972922502333
830,0.0,1.0,0.0,12.0,1.0,20.0,100.0,0.5484360410831
831,0.0,1.0,0.0,4.0,1.0,40.0,100.0,0.44654528478057887
832,0.0,1.0,0.0,8.0,1.0,40.0,100.0,0.7589869281045752
833,0.0,1.0,0.0,12.0,1.0,40.0,100.0,0.6783380018674136
834,0.0,1.0,0.0,4.0,1.0,60.0,100.0,0.6037581699346405
835,0.0,1.0,0.0,8.0,1.0,60.0,100.0,0.7747432306255835
836,0.0,1.0,0.0,12.0,1.0,60.0,100.0,0.6231325863678805
837,0.0,1.0,0.0,4.0,1.0,80.0,100.0,0.6498599439775911
838,0.0,1.0,0.0,8.0,1.0,80.0,100.0,0.742063492063492
839,0.0,1.0,0.0,12.0,1.0,80.0,100.0,0.7910830999066292
840,0.0,1.0,0.0,4.0,200.0,20.0,10.0,0.5834500466853408
842,0.0,1.0,0.0,12.0,200.0,20.0,10.0,0.11449579831932769
843,0.0,1.0,0.0,4.0,200.0,40.0,10.0,0.3916900093370682
844,0.0,1.0,0.0,8.0,200.0,40.0,10.0,0.11496265172735756
845,0.0,1.0,0.0,12.0,200.0,40.0,10.0,0.4426937441643324
846,0.0,1.0,0.0,4.0,200.0,60.0,10.0,0.11449579831932769
847,0.0,1.0,0.0,8.0,200.0,60.0,10.0,0.2887488328664799
848,0.0,1.0,0.0,12.0,200.0,60.0,10.0,0.5637254901960783
849,0.0,1.0,0.0,4.0,200.0,80.0,10.0,0.11496265172735756
850,0.0,1.0,0.0,8.0,200.0,80.0,10.0,0.11496265172735756
851,0.0,1.0,0.0,12.0,200.0,80.0,10.0,0.11496265172735756
852,0.0,1.0,0.0,4.0,100.0,20.0,10.0,0.15371148459383752
853,0.0,1.0,0.0,8.0,100.0,20.0,10.0,0.08088235294117649
854,0.0,1.0,0.0,12.0,100.0,20.0,10.0,0.007469654528478059
855,0.0,1.0,0.0,4.0,100.0,40.0,10.0,0.32457983193277307
856,0.0,1.0,0.0,8.0,100.0,40.0,10.0,0.3600606909430438
857,0.0,1.0,0.0,12.0,100.0,40.0,10.0,0.3355508870214752
