,RLU_PC3
0,0.007469654528478059
1,0.027544351073762824
2,0.11496265172735756
3,0.01458916900093371
4,0.11496265172735756
5,0.021241830065359485
6,0.059640522875816976
7,0.11496265172735756
8,0.11496265172735756
9,0.11496265172735756
10,0.11496265172735756
11,0.11496265172735756
12,0.11496265172735756
13,0.11496265172735756
14,0.11496265172735756
15,0.11496265172735756
16,0.11496265172735756
17,0.11496265172735756
18,0.11496265172735756
19,0.11496265172735756
20,0.11496265172735756
21,0.11496265172735756
22,0.11496265172735756
23,0.11496265172735756
24,0.11496265172735756
25,0.11496265172735756
26,0.11496265172735756
27,0.11496265172735756
28,0.11496265172735756
29,0.11496265172735756
30,0.11496265172735756
31,0.11496265172735756
32,0.11496265172735756
33,0.11496265172735756
34,0.11496265172735756
35,0.11496265172735756
36,0.11496265172735756
37,0.11496265172735756
38,0.11496265172735756
39,0.11496265172735756
40,0.11496265172735756
41,0.11496265172735756
42,0.11496265172735756
43,0.11496265172735756
44,0.11496265172735756
45,0.11496265172735756
46,0.11496265172735756
47,0.11496265172735756
48,0.11496265172735756
49,0.11496265172735756
50,0.11496265172735756
51,0.11496265172735756
52,0.11496265172735756
53,0.11496265172735756
54,0.11496265172735756
55,0.11496265172735756
56,0.11496265172735756
57,0.11496265172735756
58,0.11496265172735756
59,0.11496265172735756
60,0.11496265172735756
61,0.11496265172735756
62,0.11496265172735756
63,0.11496265172735756
64,0.11496265172735756
65,0.11496265172735756
66,0.11496265172735756
67,0.11496265172735756
68,0.11496265172735756
69,0.0
70,0.11496265172735756
71,0.11496265172735756
72,0.11496265172735756
73,0.11496265172735756
74,0.11496265172735756
75,0.11496265172735756
76,0.11496265172735756
77,0.11496265172735756
78,0.11496265172735756
79,0.11496265172735756
80,0.11496265172735756
81,0.11496265172735756
82,0.11496265172735756
83,0.11496265172735756
84,0.11496265172735756
85,0.11496265172735756
86,0.11496265172735756
87,0.11496265172735756
88,0.11496265172735756
89,0.11496265172735756
90,0.11496265172735756
91,0.11496265172735756
92,0.11496265172735756
93,0.11496265172735756
94,0.11496265172735756
95,0.11496265172735756
96,0.05485527544351068
97,0.11496265172735756
98,0.11496265172735756
99,0.11496265172735756
100,0.11496265172735756
101,0.11496265172735756
102,0.11496265172735756
103,0.11496265172735756
104,0.11496265172735756
105,0.11496265172735756
106,0.11496265172735756
107,0.11496265172735756
108,0.11496265172735756
109,0.11496265172735756
110,0.11496265172735756
111,0.11496265172735756
112,0.11496265172735756
113,0.11496265172735756
114,0.11496265172735756
115,0.11496265172735756
116,0.11496265172735756
117,0.11496265172735756
118,0.11496265172735756
119,0.11496265172735756
120,0.021241830065359485
121,0.11496265172735756
122,0.11496265172735756
123,0.11496265172735756
124,0.11496265172735756
125,0.11496265172735756
126,0.11496265172735756
127,0.11496265172735756
128,0.007469654528478059
129,0.11496265172735756
130,0.20646591970121378
131,0.11496265172735756
132,0.11496265172735756
133,0.11496265172735756
134,0.11496265172735756
135,0.18312324929971988
136,0.35422502334267036
137,0.072829131652661
138,0.11496265172735756
139,0.11496265172735756
140,0.11496265172735756
141,0.11496265172735756
142,0.11496265172735756
143,0.11496265172735756
144,0.11496265172735756
145,0.11496265172735756
146,0.11496265172735756
147,0.11496265172735756
148,0.11496265172735756
149,0.11496265172735756
150,0.11496265172735756
151,0.11496265172735756
152,0.11496265172735756
153,0.11496265172735756
154,0.11496265172735756
155,0.11496265172735756
156,0.06419234360410828
157,0.007469654528478059
158,0.11496265172735756
159,0.11496265172735756
160,0.11496265172735756
161,0.11496265172735756
162,0.11496265172735756
163,0.11496265172735756
164,0.11496265172735756
165,0.033613445378151224
166,0.11496265172735756
167,0.11496265172735756
168,0.11496265172735756
169,0.11496265172735756
170,0.15779645191409894
171,0.021241830065359485
172,0.11496265172735756
173,0.11496265172735756
174,0.007469654528478059
175,0.11496265172735756
176,0.08088235294117649
177,0.11496265172735756
178,0.007469654528478059
179,0.0954715219421102
180,0.11496265172735756
181,0.11496265172735756
182,0.007469654528478059
183,0.11496265172735756
184,0.11496265172735756
185,0.11496265172735756
186,0.11496265172735756
187,0.11496265172735756
188,0.007469654528478059
189,0.11496265172735756
190,0.08846872082166199
191,0.11496265172735756
192,0.11496265172735756
193,0.17973856209150327
194,0.11496265172735756
195,0.11496265172735756
196,0.11496265172735756
197,0.11496265172735756
198,0.11496265172735756
199,0.11496265172735756
200,0.11496265172735756
201,0.11496265172735756
202,0.11496265172735756
203,0.11496265172735756
204,0.11496265172735756
205,0.11496265172735756
206,0.11496265172735756
207,0.11496265172735756
208,0.11496265172735756
209,0.06419234360410828
210,0.11496265172735756
211,0.033613445378151224
212,0.11496265172735756
213,0.11496265172735756
214,0.11496265172735756
215,0.11496265172735756
216,0.16561624649859943
217,0.033613445378151224
218,0.11496265172735756
219,0.2819794584500467
220,0.11496265172735756
221,0.11496265172735756
222,0.14507469654528474
223,0.033613445378151224
224,0.007469654528478059
225,0.04470121381886086
226,0.3112745098039216
227,0.5375816993464052
228,0.34068627450980393
229,0.5168067226890756
230,0.6687675070028011
