group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0036,1.0,-0.0784,0.0712,False
DT,MLR,0.0911,0.0055,0.0162,0.1659,True
DT,PLS,0.089,0.0076,0.0141,0.1638,True
DT,RF,-0.0023,1.0,-0.0771,0.0725,False
DT,XGB,-0.0031,1.0,-0.078,0.0717,False
DT,kNN,0.029,0.9389,-0.0458,0.1038,False
DT,lasso,0.0898,0.0067,0.015,0.1647,True
LGBM,MLR,0.0947,0.0032,0.0198,0.1695,True
LGBM,PLS,0.0926,0.0044,0.0177,0.1674,True
LGBM,RF,0.0013,1.0,-0.0735,0.0761,False
LGBM,XGB,0.0004,1.0,-0.0744,0.0753,False
LGBM,kNN,0.0326,0.8911,-0.0422,0.1074,False
LGBM,lasso,0.0934,0.0039,0.0186,0.1683,True
MLR,PLS,-0.0021,1.0,-0.0769,0.0727,False
MLR,RF,-0.0934,0.0039,-0.1682,-0.0185,True
MLR,XGB,-0.0942,0.0034,-0.1691,-0.0194,True
MLR,kNN,-0.0621,0.1893,-0.1369,0.0128,False
MLR,lasso,-0.0012,1.0,-0.0761,0.0736,False
PLS,RF,-0.0913,0.0054,-0.1661,-0.0164,True
PLS,XGB,-0.0921,0.0047,-0.1669,-0.0173,True
PLS,kNN,-0.0599,0.2275,-0.1348,0.0149,False
PLS,lasso,0.0009,1.0,-0.074,0.0757,False
RF,XGB,-0.0008,1.0,-0.0757,0.074,False
RF,kNN,0.0313,0.9104,-0.0435,0.1061,False
RF,lasso,0.0921,0.0047,0.0173,0.167,True
XGB,kNN,0.0322,0.898,-0.0427,0.107,False
XGB,lasso,0.093,0.0041,0.0182,0.1678,True
kNN,lasso,0.0608,0.2111,-0.014,0.1356,False
