group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0196,0.0056,-0.0357,-0.0035,True
DT,MLR,0.059,0.0,0.0428,0.0751,True
DT,PLS,0.0583,0.0,0.0422,0.0745,True
DT,RF,-0.0198,0.0048,-0.0359,-0.0037,True
DT,XGB,-0.0199,0.0045,-0.036,-0.0038,True
DT,kNN,0.029,0.0,0.0129,0.0451,True
DT,lasso,0.0597,0.0,0.0436,0.0758,True
LGBM,MLR,0.0786,0.0,0.0625,0.0947,True
LGBM,PLS,0.078,0.0,0.0618,0.0941,True
LGBM,RF,-0.0002,1.0,-0.0163,0.0159,False
LGBM,XGB,-0.0003,1.0,-0.0164,0.0158,False
LGBM,kNN,0.0486,0.0,0.0325,0.0647,True
LGBM,lasso,0.0793,0.0,0.0632,0.0954,True
MLR,PLS,-0.0006,1.0,-0.0167,0.0155,False
MLR,RF,-0.0788,0.0,-0.0949,-0.0627,True
MLR,XGB,-0.0789,0.0,-0.095,-0.0627,True
MLR,kNN,-0.0299,0.0,-0.0461,-0.0138,True
MLR,lasso,0.0007,1.0,-0.0154,0.0169,False
PLS,RF,-0.0782,0.0,-0.0943,-0.0621,True
PLS,XGB,-0.0783,0.0,-0.0944,-0.0621,True
PLS,kNN,-0.0293,0.0,-0.0455,-0.0132,True
PLS,lasso,0.0014,1.0,-0.0148,0.0175,False
RF,XGB,-0.0001,1.0,-0.0162,0.016,False
RF,kNN,0.0488,0.0,0.0327,0.0649,True
RF,lasso,0.0795,0.0,0.0634,0.0956,True
XGB,kNN,0.0489,0.0,0.0328,0.065,True
XGB,lasso,0.0796,0.0,0.0635,0.0957,True
kNN,lasso,0.0307,0.0,0.0146,0.0468,True
