LGBM,XGB,RF,DT,kNN,MLR,PLS,lasso
0.009878437318499134,0.019555303619462117,0.009845180985607938,0.0933275185346707,0.008031706502720837,0.1495710096207279,0.15199760779567753,0.02991440938257145
0.009739709944399702,0.0015002690284885156,0.007911306149149559,0.002671173135630159,0.030228754823035164,0.03836781397052251,0.047192047165300094,0.14261217000667423
0.016157641074423613,0.019018977880477905,0.00960014173571739,0.0,0.008649296095163813,0.024446733067876203,0.0411295709485813,0.14408292802498351
0.04911678124279664,0.014454361696301515,0.016819123419101627,0.1042302660270388,0.007631412026767863,0.007297730160178789,0.003297609011272351,0.1425743147754995
0.00012429699632590947,0.0018961429595947266,0.011043665503706935,0.0,0.022091933762016118,0.0067279432775786685,0.024388958576706476,0.1689549811113844
0.03989076922377446,0.04238447270120954,0.03373473615351067,0.010412123855211522,0.03783326287822178,0.035141610170572546,0.0507022693630253,0.13546910907765816
0.009834493026506413,0.009155213832855225,0.0027259594417793276,0.0,0.031044035209760092,0.0503695608760103,0.03962791780425433,0.1828381781540115
0.00168043907853467,0.010304480791091919,0.0018273004797208891,0.0,0.10506587447675138,0.06383646634338441,0.051747570863130976,0.19276844756744163
0.01068562460811584,0.02528858184814453,0.013730920191888353,0.0,0.1590203790813256,0.009285821009190037,0.008649806379612685,0.19146877145885977
0.013526381607973002,0.005604207515716553,0.011365569123419104,0.0,0.024048802282105725,0.04725811268924485,0.030319970685506847,0.20997216936560967
0.03160638417326114,0.06739336085849801,0.0069273331879633054,0.014173571740078467,0.0028227930455458905,0.15167276176994626,0.16467180428924932,0.02325410059731338
0.05492919493210944,0.09763076901435852,0.10212848887919737,0.1410815525512429,0.14838531060556587,0.007592923056463058,0.009785536802510347,0.14419175696976433
0.05476806020082809,0.07421958446502686,0.07285597470562558,0.1410815525512429,0.11336800925173945,0.029455289423738623,0.04172827471126092,0.14450531932643182
0.04721102261990935,0.060685315755481445,0.050634812472742985,0.1258177060619276,0.2410276508254587,0.009837681657960506,0.025413578057005087,0.14281422402113872
0.02859539852170838,0.02920539864951016,0.031944232446576536,0.033035324901875274,0.07923561694583026,0.04027096388391954,0.03303738399097737,0.13714789234778327
0.06953319020872797,0.0445975661277771,0.06434310946358472,0.1410815525512429,0.18278237867902422,0.07818109040938856,0.07365636728421399,0.1704035833929253
0.05262019581964996,0.04907241463661194,0.04346898168338423,0.00508794882977177,0.04831425033208967,0.036572530982730986,0.03860923508221878,0.11336885204211931
0.013305714281870017,0.02425578236579895,0.04212957915394679,0.00508794882977177,0.008373186428106617,0.032389157460600254,0.039597636510812356,0.11443801924705638
0.01687882463633936,0.04791721701622009,0.04416512211077189,0.00508794882977177,0.0369022965301063,0.04738209730639266,0.056705749682697204,0.114028366741185
0.013060403201721112,0.006042152643203735,0.029061818578281714,0.00508794882977177,0.07045574256847367,0.018403956222422996,0.02675492477662819,0.11347136227877767
0.0009775897481641884,0.00161704421043396,0.002043992586131704,0.0,0.11334271130646945,0.030328187278063662,0.03795969473473371,0.11489530799734674
0.0037104177279773574,0.029536813497543335,0.018749454862625373,0.0,0.050135609498924816,0.025331633836224415,0.04248975338225111,0.1411877860170798
0.0032343966994876705,0.017196565866470337,0.00017825992150021799,0.0,0.05534686760303875,0.007665773091100503,0.01679182060766088,0.1406743061461701
0.012454600257366584,0.014514774084091187,0.00014337112952464008,0.0,0.08413354914587956,0.011591743006166777,0.019909645081988447,0.1409113184636233
0.0015461462100531292,0.012484252452850342,0.0003205407762756217,0.0,0.08678399109063005,0.033046559493033006,0.029891962088028884,0.1413997819575414
0.0013232599023020786,0.004581034183502197,0.0007563781072830353,0.0,0.07269864824734885,0.013906307384447092,0.004344994072612379,0.153388440226886
0.025043022889368504,0.002180129289627075,0.0017839620584387268,0.0,0.01905626838891573,0.01609182127379194,0.025095239472971792,0.15406906352569952
0.0023647537575770985,0.0013209283351898193,0.0002390427387701699,0.0,0.01578609588960558,0.045910441282265485,0.04006415130799597,0.15410382434658354
0.007599799501768722,0.008174508810043335,0.009596325774095072,0.0,0.13689701845483157,0.07090947247260446,0.06893489695037394,0.1700021559047062
0.00667855542355194,0.0016525983810424805,0.005223778892280853,0.0,0.11424661250919803,0.05545836534154222,0.043801551120976626,0.17465538422870813
0.010422022284537922,0.008735090494155884,0.00437118403837767,0.0,0.060455204282673834,0.014999339346536883,0.008048365677404967,0.1658987537998482
0.006505004041896127,0.0033690333366394043,0.0007190361971216746,0.0,0.1268297700665257,0.05299336007580652,0.04346319828736034,0.16904110146051268
0.018401023896480254,0.013042409907144281,0.020000272568687083,0.08845762465474633,0.04865332552171584,0.012453446649698746,0.02786576628675802,0.037912661874401676
0.19953595482335185,0.16842162609100342,0.13744793938072386,0.19421427533071667,0.00429895170227038,0.10825331759005449,0.12284412517788931,0.14326380940094885
0.011751697021234905,0.025977542254272817,0.0578017335368512,0.0016354121238552344,0.1347448463238043,0.1441915736142229,0.15938899429727849,0.16788302975526295
0.030544064621364483,0.02744331955909729,0.06384403619712159,0.0,0.15265412677935486,0.15503429566251795,0.16833656949388442,0.181817819972394
0.06504415813579212,0.04834789465308659,0.046832479284779516,0.1812581770606193,0.1520844138362463,0.002756295540493864,0.011705010148565093,0.004946673405561153
