LGBM,XGB,RF,DT,kNN,PLS,MLR,lasso
0.06378702149436308,0.04635088160389761,0.05500491803278689,0.07307377049180327,0.18567759028973257,0.0997699807828773,0.10019371701875437,0.13463903784703274
0.0087046331589513,0.04241862386953632,0.0356745901639344,0.0652459016393443,0.20110011691514756,0.12166669939855254,0.12186016993858093,0.16503086272578954
0.1266332491524288,0.11674546513401096,0.18125901639344277,0.5732786885245902,0.06749208347022662,0.26939895984626555,0.26852659069478296,0.2553181474651277
0.02290957357214042,0.05249214172363281,0.057711475409836045,0.0,0.17764277277865195,0.09846531204467876,0.09851135433563527,0.15670247702303208
0.02324201875868165,0.07800064600881973,0.0424024590163935,0.21209471766848823,0.05693781710462381,0.16535556574866206,0.16512650212643876,0.12114485106088702
0.04232423919070998,0.006146561513181603,0.0347204918032787,0.021451990632318507,0.09276562344270053,0.1444647595410281,0.14490132010244042,0.18274149129203238
0.08455372009318715,0.08234912157058716,0.06654754098360653,0.0,0.09719515143386728,0.08524895186367132,0.0852118338851851,0.1503087896054675
0.01276749521642099,0.04071195119717086,0.0004508196721311145,0.012950819672131186,0.16102104421251534,0.1140845370409857,0.11423991956329627,0.16681507444825328
0.12160984665598326,0.22599400936580094,0.2141327868852459,0.07950819672131149,0.12837956476321183,0.21456498781175803,0.21514058446298778,0.24607551288024426
0.008160213797703535,0.029863417148590088,0.0745860655737705,0.05805620608899298,0.3164209829011639,0.2260582336754015,0.22648410828545443,0.26671198830421866
0.021055297771612354,0.01975691318511963,0.07968032786885244,0.0,0.31545928038520366,0.11154108642313737,0.11176784383633871,0.16741241001264218
0.001499002326805701,0.027028828859329224,0.03662377049180328,0.2065938069216758,0.11098666714342925,0.21675760069273714,0.21646849680808233,0.2653269167336146
0.013160764916267534,0.02237686514854431,0.04046229508196721,0.10635245901639345,0.3065027252553901,0.17627332257958706,0.17684742856469193,0.2089573446595925
0.050600808931750174,0.10388039049555053,0.07874754098360648,0.19069672131147547,0.3059921496810219,0.39598484281358826,0.3965287538414619,0.33757711899384374
0.08884945185386439,0.09242331348481736,0.156437704918033,0.2163934426229509,0.14638892237648887,0.4434113303022244,0.44342937584443565,0.3973366778238423
0.1279321627061357,0.20482921600341797,0.18200573770491807,0.19288524590163938,0.35001872322555666,0.07187821723049806,0.07186476960125757,0.12435122156671174
0.14570226653820118,0.21543177962303162,0.19643360655737713,0.19288524590163938,0.15200903032633586,0.05364948009406839,0.053242520848905496,0.11707740227153904
0.04797925199317882,0.02933608285716316,0.001984426229508132,0.07681967213114752,0.25985564904159536,0.02811210780180856,0.02783556947179268,0.013883546035225208
0.05985187354882478,0.08994610911510026,0.06305819672131145,0.012950819672131186,0.13440880336496602,0.05117452221571886,0.05164523675885144,0.08240441598088566
0.29246357355090813,0.3159271802863137,0.29875491803278686,0.24531147540983608,0.15718519335097392,0.3634573405533644,0.36312730488600786,0.3196315682461387
0.20312609897881378,0.12674851380410745,0.26404016393442625,0.17273224043715849,0.28269996331117164,0.3646014872939276,0.3644423122504147,0.32215902063452234
0.03355869905353605,0.06671372718498358,0.07565327868852462,0.039398907103825126,0.03711104324665955,0.11800792602543841,0.11769331096253358,0.07898653335226122
0.23267101553291722,0.17068213687568423,0.1487868852459017,0.27688524590163943,0.20555909470074302,0.2641855479291928,0.2637103498218015,0.2318792478447754
0.055384953403022706,0.08973148465156555,0.06940573770491804,0.11684426229508199,0.0165439366869142,0.0653706607863555,0.06558022702617473,0.10870327526782803
0.0177709588864534,0.02923712134361267,0.008411475409836066,0.2712459016393443,0.1402174214916908,0.14865380853430354,0.1480984252797022,0.20806491381797876
0.01714505766895782,0.05396350031993424,0.04425491803278683,0.003144560357675078,0.031234914336357222,0.11191428981009288,0.11223708248469835,0.15142021909567527
0.043478210917908884,0.03140182436489669,0.041314754098360676,0.037336065573770505,0.003328443951545218,0.0021593275418549662,0.001980068398121565,0.04206720471531056
0.2840733754679583,0.324391970575833,0.2512065573770493,0.26489461358313826,0.17440253626744232,0.2190895296186958,0.2185344113065008,0.196459436099668
0.010375014847187466,0.04587835073471069,0.07100245901639346,0.05805620608899298,0.13101377417495438,0.14387675192439986,0.14449055383707934,0.16534405580137101
0.03286085591844638,0.043731898069381714,0.034678688524590176,0.016095380029806265,0.2083846212142006,0.11574408076138237,0.11566172302667224,0.15765565698990622
0.04661919510943982,0.095834881067276,0.0703311475409836,0.11684426229508199,0.07292437496535048,0.07530401675233553,0.07534758504320732,0.10864929387383776
0.1624017464458952,0.21911901235580444,0.19530327868852462,0.2372131147540984,0.1410095292918812,0.028776151149480345,0.028991656854917464,0.07088444474763411
0.05451623433583618,0.03681829571723938,0.15224672131147543,0.09946135831381735,0.1594138553470805,0.33586347196408933,0.33597777978982973,0.2931410530229043
0.18538087861951275,0.19786279887449543,0.16758032786885246,0.03421545667447305,0.09857016171866204,0.2768595510351197,0.2768170133278384,0.23845558289937951
0.047352877401422466,0.0194860247314953,0.1875098360655737,0.1755464480874317,0.20246436245291943,0.2394038229878807,0.23915526653133146,0.29881281066083965
0.06426111765254627,0.0711442532304859,0.14811803278688507,0.16182669789227178,0.24310709452276769,0.2574781205578762,0.2574267811881096,0.31082022534554216
