XGB,LGBM,RF,DT,kNN,PLS,MLR,lasso
0.09558603471865057,0.12673850252844865,0.1492309868618819,0.01092338160663442,0.15036625637115014,0.15700605516493948,0.16654396056791382,0.18736080566668378
0.0913453066698734,0.19683861876338493,0.13589141822714967,0.0516152989231341,0.24698580404634451,0.25335692646140073,0.27673941161387594,0.2608007775288058
0.5293168954321588,0.587074587227731,0.5953149523455876,0.19293848248545614,0.40028475998487356,0.5149826919319371,0.49238382922232976,0.526971338494874
0.025006660156164928,0.07367489909896308,0.039891550846108736,0.016864710979081488,0.15175111930071594,0.2179247233803135,0.23491009634901838,0.22540898769813267
0.013158410001854581,0.129205825689517,0.09284484244867619,0.03502908775838587,0.31277737047100174,0.1870997979709782,0.21328265305175287,0.17233319985953177
0.16183594810975954,0.28171572806748746,0.1489042270082932,0.0026302760242605805,0.103859711562864,0.2668010896815088,0.2869872307401483,0.248633472061484
0.007869990705071439,0.023573499961536792,0.0203371063427229,0.1592090605272929,0.07383685306745158,0.1336774475085465,0.15344339836419052,0.14730393328051727
0.21079988905456593,0.1479217837056872,0.20165560403515315,0.1827268226265628,0.2006294944502679,0.27173032436128763,0.29212986765861326,0.28247731392849385
0.25697730192233315,0.36506228592609147,0.31614630523579657,0.8398316623344473,0.274098464441103,0.38036200511508456,0.4100798485404654,0.36537428269099215
0.04722574366497981,0.0489154108022051,0.03748980270719493,0.20432603044931305,0.02895465234965605,0.1809689143216572,0.18471598742442133,0.22192169159203937
0.08584327512720558,0.05972220528020178,0.07460501653316354,0.10548954078475059,0.1834301055819777,0.26740951525240125,0.27913824130186926,0.24635382373621162
0.01755396776645546,0.017796478733817178,0.028512503020764912,0.03397697734868177,0.09556343403770051,0.1617096383123941,0.17052772628776863,0.13254015942503883
0.055270004175074994,0.04552589261516882,0.03374094544056028,0.29878388414407725,0.030837273072765847,0.2175225766166442,0.23386825272323286,0.2029792943093166
0.05381194063601691,0.00030691275125083184,0.07117769724859868,0.05068696620868929,0.10290014258693814,0.2601362902069765,0.272929316027819,0.2384173171849704
0.07461673988536355,0.16501106944054988,0.08427502298728617,0.4442381482856789,0.25727124129579126,0.1428258420705084,0.14953812819492773,0.1655370856338797
0.06752945896067941,0.0639995958083655,0.00867541509734232,0.1610347815323679,0.2794087931531041,0.2320573687721859,0.22607065218077832,0.20621548584475768
0.08042635449104221,0.03913311392187105,0.09024880311389319,0.0016245822502785334,0.1886695614655646,0.23380585502070353,0.2246873729535465,0.21627934940291052
0.04048824769566148,0.09720446262074953,0.09187124688345447,0.024600816932788733,0.09606624701332636,0.19921111333660022,0.193239798617219,0.20067100943733476
0.03786154636387662,0.10966833653798164,0.033655299011546735,0.05384329743780175,0.04291422138670786,0.018699377207240242,0.028991467424258177,0.012481014190365625
0.14479841696388251,0.12345708959798923,0.13042452655031583,0.13813590790939473,0.05580244353842406,0.004693127051264789,0.0027635630266322764,0.0003330254848380454
0.38917822086186915,0.336363106575026,0.3330898559758102,0.5206089862606759,0.26530543910506243,0.4443460361593824,0.4331313373469049,0.43192835309481736
0.03890627520791759,0.04226952625578059,0.03806605971389668,0.01800965466023019,0.1698579775830599,0.22545905101442662,0.21843725977432296,0.2660340008919332
0.11999599206770739,0.10426734478226085,0.09862338034072604,0.07811919792053468,0.1130479625171904,0.09018815792684765,0.1014516889278616,0.09298319907678576
0.04865410989250696,0.03937831241770029,0.0008037720649817226,0.020021042208194118,0.049695048689370025,0.05777277658066282,0.04404499146825824,0.04811194096043803
0.12514567744807148,0.16907600680663765,0.13826954656104284,0.03671555885629396,0.189879978461503,0.008747716681361206,0.0008799794613830736,0.027731300227282984
0.10073376277366897,0.09405781454476836,0.0884377563966543,0.18387176630771146,0.06061941437706875,0.0839320198685003,0.09519140231545997,0.08808661443710997
0.10859581012509811,0.08411377010081955,0.11510835508150308,0.11201881420967941,0.09036590862453486,0.13164506514266716,0.11511728601949067,0.127813747325907
0.03415466428378511,0.02416539855541333,0.026343925167541804,0.05829929446713722,0.052129290025982766,0.07068279942328692,0.06196014108822645,0.04252669135072784
0.02221816118614317,0.13172077465538473,0.05460420092656437,0.11437059041960634,0.0033588639444861457,0.20394923231266737,0.2044854261759832,0.1747604166632437
0.045844331466704524,0.1629466651516337,0.033367818683359085,0.031006312662458235,0.006569283494218148,0.10736171650949988,0.11492866886085662,0.12328636586282482
0.25649731784693774,0.07690975968481478,0.21977094384913262,0.16360316870899863,0.32974870635178977,0.4299982909009551,0.41343958044115414,0.4130119759265116
0.321022332577824,0.19759601811325453,0.2847616306827224,0.5834571110285925,0.1954730959640489,0.44689078073303856,0.4407319566102601,0.43598063959394895
0.09471451386261553,0.1860715688085517,0.12796707218597314,0.5161529892313406,0.2815813870965499,0.19163862033825307,0.1454390264222275,0.2452254114705953
0.24118779927790945,0.14477065253175359,0.2706341753900472,0.13273301151132566,0.034322597744124994,0.28237431171298466,0.32468505021030447,0.2279265357837289
0.06455994719162861,0.07540101771060487,0.04764363075345235,0.03541589305607129,0.010752172169090857,0.013582210534136663,0.033079698554766446,0.06300183772087942
0.27038332183609826,0.16024308347294158,0.20608616474811248,0.12281841812105454,0.19366174107251377,0.19222282285712666,0.23467647016542315,0.1432306675843058
0.05471770293288547,0.0954264717578156,0.09280965642848304,0.004131080579279578,0.15926300118310122,0.20815882928374285,0.151700273888562,0.2483315125455684
