LGBM,RF,XGB,DT,kNN,lasso,PLS,MLR
0.03822825799565424,0.027328425273054048,0.04263922572135925,0.04661965989216092,0.018747284708414913,0.01851787405593054,0.06330184244812606,0.05447102899523512
0.07061058760848893,0.07094724246673645,0.08591160619471488,0.050774229227153314,0.057410521861406605,0.06977070115217551,0.1321554240234581,0.1342383524486307
0.017226968146409644,0.037142458836154406,0.04931861162185669,0.037570855799806444,0.030582412952522044,0.01856311033171601,0.015825884564246454,0.022587310476002626
0.03208438153955326,0.02166735135918045,0.0463959708074374,0.03246232545278581,0.03104092075516557,0.02645051766485973,0.03556761546295917,0.032876960374321945
0.05669228574920685,0.057200680742364673,0.0377749502658844,0.010811558136319644,0.008412577182682153,0.07475712866328121,0.04125830022545266,0.03431938576024307
0.11755422926560292,0.11621037835844969,0.07578710335081879,0.12525922853587723,0.15083644407576385,0.04769824138195089,0.12410542918192642,0.12455118044142446
0.01780122399985808,0.013396446840868236,0.006614086408099573,0.047006774505737606,0.026827657397420025,0.06850801389651998,0.03338603079351654,0.03417225270663116
0.23146177099710308,0.222836342030245,0.2513624300654129,0.17862574312180285,0.18269190220024067,0.1285028322549152,0.1605846571566337,0.15994800555869773
0.1219957789497522,0.12140630301154974,0.1310044488240356,0.035788351010250616,0.11304906646752011,0.12338190690130041,0.09072792146219244,0.08378758300268421
0.008277482766651897,0.01182176597999908,0.007497638463973999,0.0,0.008205445650903961,0.1306320787183028,0.05789682869910278,0.062305812957290874
0.26700061710074047,0.27061463661919904,0.2874204912745044,0.2421401907922024,0.2777705601496254,0.29028114464949634,0.37841664780963236,0.3758476382239393
0.11868232415936228,0.08114984671226894,0.08209583163261414,0.12617171298216506,0.011319768900030608,0.07497729432799566,0.016221513822639227,0.010847207099149853
0.003765813475166052,0.06451253513986821,0.04885274435942161,0.0673855938061662,0.13410756256048667,0.0591236509469094,0.14246071237268737,0.13938553059283032
0.09942244908277226,0.09742031890870548,0.1317579448223114,0.0,0.05158421317421761,0.10320699972725017,0.030748739731354245,0.03426813575110513
0.01815347913971288,0.09193129483693557,0.03738589648074431,0.054255298137504654,0.04549299506732815,0.031187926195336807,0.05272979127875124,0.04445960291560366
0.006636024320925244,0.032797889523107276,0.026700705289840698,0.0,0.01964526476602155,0.13077081908662044,0.06502026822073495,0.0786191478137708
0.008190870951159878,0.009542905203004748,0.02084439992904663,0.0,0.0,0.01856833973993137,0.08131463478366985,0.0705950709309016
9.796074181711491e-05,0.010981174247661183,0.015218347311019897,0.007327526614129692,0.0,0.018583540075939195,0.08081462655929167,0.07155443908306337
0.0899970071794486,0.07730628139545596,0.08724638179807792,0.08585649108253832,0.09318401769666801,0.0746065833337534,0.15706713439695824,0.15184632525323954
0.014901857642794253,0.0006587630766394723,0.02631147351483165,0.012028204064703424,0.019355730678833116,0.0007902993235480021,0.0700020252896762,0.06299156398853442
0.018438809035771032,0.034214940780681144,0.05010417103767395,0.007327526614129692,0.1295485395767916,0.0185755775440508,0.00931180279722535,0.006931898585019691
0.00038709650354975904,0.008555924236139913,0.016197770833969116,0.02208627125673994,0.0,0.07498250478908455,0.030612400973624943,0.025180279493304147
0.013444208660726433,0.014831520653793569,0.02430516481399536,0.02208627125673994,0.03748696212243903,0.07499711776402944,0.025953417655746547,0.030592630778028568
0.007503352758434335,0.027676252361859995,0.0012103915214538574,0.02208627125673994,0.02334158440176464,0.07501178284358992,0.047860852603360544,0.050326170618325755
0.05327851862394928,0.017949087515553713,0.020394010875427138,0.002730540577906823,0.0042621370217362335,0.05561071641654666,0.0486569251807219,0.055663856480245966
0.04533504532356419,0.03724741320095948,0.04251378741680334,0.026683257292962795,0.0459204305793108,0.04816491956042665,0.0050286523048196086,0.010275031592643397
0.002633789754443027,0.031123386199495697,0.02497085928916931,0.12896446840868242,0.0013244624663084931,0.10322990207211112,0.07019029203733564,0.0718617199335512
0.021149671339846972,0.005086817694034601,0.010622176151791174,0.00989907369003179,0.029360253931360134,0.068492467775358,0.06327324364484788,0.06952718106059583
0.002880569587312218,0.004697151942485828,0.027354121208190918,0.0,0.06952597162426274,0.13083126043520601,0.08453615979586515,0.0988032552815952
0.003355618809872021,0.00209111018940965,0.0054724812507629395,0.0,0.24152245107735587,0.1308287973081386,0.07367968844786413,0.08471359188162736
0.0027816513039944893,0.007446195677220147,0.011217683553695679,0.0,0.1581324070850495,0.1308308341247537,0.10869273082619822,0.11228997242289343
0.0019410342148469394,0.008092354486381861,0.0030906498432159424,0.0,0.21839755582153092,0.13083835139906327,0.12333494289413013,0.12885493347880037
0.014689045191233712,0.01711933729664962,0.03049945831298828,0.0,0.023334905266536865,0.018582317985975816,0.032240807142601594,0.04347610780470737
0.09627312362118857,0.163563470666851,0.14117810130119324,0.21661136457901287,0.0,0.018575875961367436,0.05158403084643846,0.05954420459477977
0.00229688889054793,0.009456656988801328,0.005830168724060059,0.0,0.0,0.07500821604613866,0.06984727161023142,0.08411029111968757
0.041966309177152335,0.04186586610311206,0.06326907873153687,0.0,0.06192601934479633,0.10322885050632868,0.12217200433573357,0.1333621898729381
0.06971265159889829,0.0316727498963086,0.07858380675315857,0.020489423475736214,0.07465643922146356,0.12575386829803012,0.10707761469635767,0.12626571679634443
0.035065197760897907,0.06908170225092662,0.009201198816299438,0.0,0.07396097875038626,0.12575453144762738,0.13952535531477273,0.15055844633310897
0.007466313033775669,0.09002811189455732,0.01009640097618103,0.0,0.0834705428422092,0.12581719908412126,0.15060954340135596,0.16270936090456864
0.1271418499391203,0.1356578825225652,0.15024995803833008,0.22819023918152906,0.12006302529552987,0.12539652540336588,0.1527224004800442,0.15869488889941144
0.11092313518243123,0.0389638676568374,0.15208498493082112,0.022729158025715457,0.19086980473759463,0.1008191192315614,0.1282328901441418,0.11131196451197531
0.15130720204782477,0.29127956192846266,0.3542301999398588,0.18175031107424305,0.0018355244609376056,0.10369004949657676,0.1078734563414474,0.1319755207545896
0.10875916221707288,0.13865210872127087,0.1670388113236042,0.3306373565602102,0.022034868964740634,0.06280172867142667,0.047008672849422145,0.03075943376447579
0.00809350962719848,0.009756348218811927,0.007821738719940186,0.00034563804783630897,0.0,0.01856135772206914,0.0018381540138948937,0.020257012350499454
0.011747674106053372,0.015610753951795014,0.010623395442962646,0.0,0.0,0.01837250219164023,0.021182360405151812,0.0301888232624708
0.02131514504909167,0.013158163970689894,0.04208952188491821,0.0,0.0,0.07491429511671027,0.039746123004060434,0.060117162075007835
0.01849510501396168,0.014217763491405133,0.018355727195739746,0.0,0.07037176307341153,0.07477797050766516,0.08995120483776974,0.10062628957244288
0.03163553273501842,0.02359493854226331,0.006514430046081543,0.00034563804783630897,0.0004139993406769115,0.10316619708018324,0.07477874532380957,0.09733847794782965
0.022321749589653012,0.027426632563712614,0.0579775869846344,0.0,0.0513413606604297,0.10321530236015335,0.12182019006727451,0.13858181097005937
0.03744099489845793,0.0276468155214526,0.016027122735977173,0.0,0.0515939833249018,0.10298591512666705,0.12701454786643124,0.1388656160339167
0.015235686675383957,0.030436656067099867,0.029265493154525757,0.0,0.16809047256689766,0.10313337117535312,0.13594892210888793,0.14808911114592735
0.004114878917491509,0.014646780957647793,0.07942885626043072,0.027236278169500916,0.005483984866777671,0.098465201310729,0.031125343171315364,0.0404315282364362
0.06474904316179003,0.02432411631872434,0.005705563800885105,0.010922162311627293,0.3327557160992279,0.1148247902835188,0.08588991899154737,0.10578925710449841
0.2627210710604956,0.24671515474709177,0.21533668189973043,0.3266970828148763,0.04330492089215915,0.2009228652979212,0.1694735590380059,0.15165321302045073
0.314215620930793,0.4091845345078444,0.353613070435961,0.4518871837411862,0.5872650488030591,0.7311074328473551,0.6941306145059551,0.6815455961307255
0.2034673709873056,0.24312795520530917,0.1736032887314689,0.44093539531117293,0.371956837574033,0.7291355645522923,0.6765787370380134,0.6615227269285646
0.005681030099431847,0.014866514585925614,0.014238893985748291,0.0,0.0,0.018460037937896523,0.05613275486036684,0.04227398575726575
0.0014480685161897542,0.001866675883681276,0.011918991804122925,0.0,0.0,0.018566805022302957,0.0018816912246346212,0.016964173610128308
0.011819393903669392,0.005986888796718745,0.002349644899368286,0.0,0.0009078082323558328,0.018568415528451496,0.01091617435628961,0.024425420904943068
0.0011555286075450922,0.0008516521498686577,0.017205744981765747,0.013756394303884978,0.0,0.07496043138122371,0.07626071127986281,0.09219800692560484
0.005132399611724438,0.011983409373703856,0.03385448455810547,0.0,0.0,0.10311892398779687,0.08682990266386859,0.11297775007546215
0.0009657177085780226,0.002248260288492557,0.007808208465576172,0.0,0.00527430711853402,0.10318135478514583,0.09026783833399137,0.10594602773555148
0.006055302819618058,0.013628922991842943,0.017786741256713867,0.0,0.03378307274855848,0.10269081355794485,0.13555801600954095,0.1490003010927398
0.007603862292762764,0.01944506000934869,0.014197111129760742,0.0,0.12649541341777926,0.12572587391165985,0.13354186647495553,0.14952009618361842
0.13997704185658968,0.13303383467309224,0.15956443548202515,0.22819023918152906,0.27453777008210983,0.12570792150483828,0.15966472284892458,0.17461410775330402
0.00457865674695225,0.07040315551078721,0.028623968362808228,0.018595326973593257,0.12819008684194114,0.1307461404482223,0.09343324427113077,0.11209911357378352
0.22987136275559175,0.14104809964909515,0.10661202895349609,0.2787916493847643,0.12176767513412731,0.16655841588934966,0.168654858373013,0.15053226678320883
0.08645082310425567,0.013222641925566103,0.02445560846192929,0.08534297169718147,0.37305584610633735,0.3734164319982953,0.33471883435638256,0.32056551956230006
0.005498304945683287,0.007317065302548505,0.012495726346969604,0.0,0.0,0.018433606689808854,0.12908194567964937,0.089328533170173
0.0397971219765887,0.03283916638686443,0.03805798292160034,0.15086409511959079,0.15141767283966293,0.07503029419079177,0.14846907299502698,0.12172864382822438
0.0349013858419419,0.043310803218932645,0.0436354115941161,0.02673855938061663,0.019355730678833116,0.055820603262581675,0.13788397011279613,0.10511879641545294
0.0005296008584917448,0.020833270789305636,0.0025952160358428955,0.0,0.007430886639210439,0.07464723530228114,0.2156163903247772,0.17973459467008626
0.1376211020545856,0.06513909572308577,0.08456946828463224,0.14765657403566984,0.1314067347953788,0.044176138784289304,0.03165229232266739,0.004384697143093724
0.01920628287031183,0.028949494051733783,0.02822774648666382,0.0,0.2221262107589757,0.10347664582509015,0.2317167943055704,0.19845389833882063
0.053051911069063915,0.021869592410446823,0.01569598913192749,0.03055440342872945,0.0,0.10329896910216815,0.22674994251785993,0.18762909337492525
0.07764594272458332,0.03146714792650088,0.031506507175518894,0.04192589520254386,0.1181815811642978,0.11522751155753788,0.20719590296938686,0.1755024216462551
0.011116239723167776,0.12381111374454401,0.0164743902754787,0.0037789759896768027,0.48886124580706164,0.4398560879038319,0.35688626067630125,0.3829628445507969
0.25747932672418217,0.33049012627310037,0.21367661928744897,0.20521683026867588,0.1877005445698779,0.23852717962936684,0.1393070453842003,0.16432599384774707
0.05794903427825737,0.056769367251947034,0.1589019912152505,0.082215770311996,0.46992775698797185,0.5260567421539846,0.43327494484660656,0.4648007509942077
0.3737275103611938,0.3622451890475533,0.33357096005158526,0.29605050924005705,0.006512752710931158,0.14751539762446922,0.0459668498327534,0.07900660595402961
0.1938206565270919,0.17969115265351254,0.234892690723967,0.20470989446518273,0.6206256072057458,0.6482938011044107,0.5249598708207182,0.558691481012559
0.15378783891966152,0.1408343439131492,0.16714414788136323,0.12696437623853618,0.10940780589198701,0.3165058476134013,0.17687610205707022,0.21481736609392024
0.004660501192932713,0.005556500299552978,0.047660887241363525,0.0,0.0,0.018547810523255104,0.10858895279052669,0.08209038404923141
0.005911111482275869,0.0008099451587630769,0.01146024465560913,0.0,0.025533966776610843,0.0749635102900367,0.16883390841486895,0.14149068773301568
0.008643687453104967,0.019204920569084814,0.05803006887435913,0.005046315498410068,0.12194216198008706,0.07505516703728964,0.21794671648098485,0.187128879033809
0.04162829478496256,0.014358380570533201,0.01499888300895691,0.0,0.14238802126730074,0.10323781723617623,0.18303083861175057,0.16087064005381438
0.0038671993188505393,0.0007325222360477438,0.011819541454315186,0.0021844324623254583,0.06998839224900875,0.10312816071426423,0.2078329464493553,0.17784404022649716
0.011956077840066021,0.009140536430250224,0.027664001875030486,0.0020738282870178537,0.0020738282870178537,0.10118615709268,0.22837052823426549,0.20091190639766934
0.06107985796635773,0.14772510912286935,0.14706202690472459,0.18714226462048938,0.27432144838939854,0.4610163446781986,0.3487941936202025,0.3722560972887572
0.14284079730634655,0.19737502057369333,0.29979485306323816,0.3445873081708834,0.40973565619016034,0.07082203201418152,0.22137221915749372,0.1908664317477903
0.1423666205025521,0.19778084792145334,0.23512255701306084,0.18325729296280935,0.2754202091936524,0.7606055192715405,0.642254855609006,0.6717936084261165
0.01702623432155015,0.003424158234195729,0.025169445933370116,0.05951887183741189,0.3294693177625556,0.5177410608398617,0.3718816155388736,0.40363538389552456
0.0032097897553805153,0.009206461127240885,0.025894343852996826,0.0,0.15763163222749532,0.018554442019185116,0.05755636501051229,0.030276722937452732
0.0020385767212628596,0.009358057975021893,0.0063398778438568115,0.0,0.0,0.018572583897314074,0.09331241792188902,0.0671135588456302
0.002451161453822647,0.00207663947647357,0.00767180323600769,0.0,0.0,0.018513705687067963,0.09585928117973991,0.06861298945964475
7.88237724985741e-05,0.008016268030784835,0.006137579679489136,0.0021844324623254583,0.0,0.10319958666215753,0.190326173239098,0.16468854398100705
0.00596608571940117,0.00027040416609060337,0.012326627969741821,0.0,0.0,0.10311087145702574,0.19625854757101535,0.1715871920254927
0.0007100660399215516,0.0055456472648509145,0.0006975531578063965,0.0021844324623254583,0.02209340446275719,0.1031754811744739,0.22937563488918486,0.19790453347569767
0.15555486785702488,0.1428839890580869,0.11251035332679749,0.07915111295451403,0.0,0.1257525893666731,0.20676827678093776,0.18369020780058234
0.15567641742155133,0.12676671736024697,0.08360472321510315,0.007569473247615102,0.2163011757424558,0.1257374316617105,0.25398822190555687,0.2223565698900367
