,B16,HepG2,PC3,HEK293,N2a,ARPE19
Model_Name,LGBM,RF,LGBM,XGB,LGBM,LGBM
Hyper_Params,"{'subsample': 1.0, 'reg_lambda': 0.015, 'reg_alpha': 0.01, 'num_leaves': 128, 'n_estimators': 100, 'min_child_weight': 10.0, 'min_child_samples': 10, 'max_depth': 18, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}","{'oob_score': True, 'n_estimators': 400, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 6, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': 14, 'criterion': 'absolute_error', 'ccp_alpha': 0, 'bootstrap': True}","{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': 32, 'n_estimators': 300, 'min_child_weight': 0.01, 'min_child_samples': 10, 'max_depth': 6, 'max_bin': 20, 'learning_rate': 0.1, 'boosting_type': 'dart'}","{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 2.0, 'max_depth': 6, 'max_delta_step': 8, 'learning_rate': 0.05, 'gamma': 0, 'booster': 'gbtree'}","{'subsample': 0.4, 'reg_lambda': 0.01, 'reg_alpha': 0.01, 'num_leaves': 32, 'n_estimators': 300, 'min_child_weight': 0.001, 'min_child_samples': 2, 'max_depth': 18, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}","{'subsample': 1.0, 'reg_lambda': 0.015, 'reg_alpha': 0.015, 'num_leaves': 16, 'n_estimators': 100, 'min_child_weight': 10.0, 'min_child_samples': 10, 'max_depth': 30, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}"
n_samples,162,162,162,162,108,108
MAE,0.05072313650598409,0.05712485511827615,0.058960775429230644,0.08699208648861498,0.0648783324766365,0.1048206435552543
MAE_std,0.05098291424021836,0.07940513512446222,0.08635448775625658,0.07590793708244113,0.06530733147497542,0.09049348811975663
Spearman,0.9025036347306079,0.6909453020618219,0.7055442229210942,0.8570178552151173,0.9039694952512034,0.8811041866585062
Pearson,0.9259529663172312,0.8378195584746874,0.8705007024872538,0.8358141337605607,0.9204141875301473,0.8658627086065984
