,B16,HepG2,PC3,HEK293,N2a,ARPE19
0,0.021203839879981423,0.01807949696107592,0.0284195620283742,0.24680273597590718,0.022051774493645815,0.009173450456924082
1,0.02463489504654805,0.008763254881675939,0.007399910784684956,0.1295578900468189,0.13283655336623001,0.08701067439271444
2,0.11107966027466509,0.18868453381611275,0.2480998355286809,0.12651116391967754,0.2672741063370746,0.05838989622873214
3,0.09794462746012295,0.005723037630932368,0.05303630772227111,0.05357761982487319,0.06937853111048775,0.02761727797208391
4,0.01899667130161481,0.03900523729471095,0.03385775161476362,0.18280454630374576,0.12179907010990759,0.05887873692788825
5,0.001373659669041405,0.06485985387301185,0.05100504559919128,0.03801201743974686,0.01833591878151894,0.023761626795212744
6,0.01594719630546979,0.0056077848183111335,0.07733800445834563,0.06126820262735655,0.07358120383913415,0.025147579624399917
7,0.04550843692079237,0.05533654467864993,0.003739901105497337,0.05687601719450841,0.015758220164050846,0.029690926972093384
8,0.03175523688221793,0.006879283589810659,0.11998059230067082,0.09853114952340536,0.09595058250617627,0.15149619132012956
9,0.025631139769074794,0.022417237811974657,0.02436329439862113,0.170163922619955,0.06000192468949639,0.11180564098901702
10,0.03071162156684462,0.006242241044872627,0.011990680370683252,0.06893305299635721,0.16219218062660523,0.18248177151911077
11,0.005378669850293231,0.03585978921505235,0.005211299118486515,0.04075661747907394,0.0101885578009423,0.13356029457132768
12,0.01145024360259055,0.0324987068408121,0.008947146978769693,0.3603733343338611,0.03385761158240275,0.0518641800964616
13,0.010849441928326709,0.009980764257080053,0.000589540723048288,0.05794889047858226,0.0273395440962739,0.18714374769767944
14,0.09008609821990426,0.039067955515323965,0.00025079397385608586,0.037206161394450876,0.35681529068981277,0.2806082794262432
15,0.0024120936200265897,0.1529838031811716,0.02392925983315114,0.009389778626904155,0.011641258883243633,0.05947337451388736
16,0.040288526756257464,0.00483075779128411,0.07867612742100819,0.08895525740257304,0.02688772226855285,0.08323501367315148
17,0.14123455789779174,0.1291891891891893,0.12466665500016486,0.03428260109541337,0.00036558525545977094,0.05914816044082982
18,0.05705705496635885,0.05190967283072546,0.0006725398096497099,0.044818566698313855,0.022226069766698553,0.1426326044338675
19,0.018097236947754097,0.04439528643476009,0.015831387090655617,0.19104096115777647,0.027842820695835657,0.06303162788310912
20,0.03218888293709879,0.0037456355877408553,0.009266875682940122,0.07556660252314573,0.017652527005113328,0.1713783996020941
21,0.024371676848606805,0.005544581663002718,0.025533424149173867,0.003790358222910073,0.1289006343460175,0.05366709180360485
22,0.03254242013020198,0.04651736066209757,0.039250561213470495,0.08749956019471267,0.06693142181926054,0.1338722653406781
23,0.09398370119917826,0.12553940902625121,0.41018641726762095,0.15904991854328565,0.031319382504482074,0.19406815186230275
24,0.012183358768856123,0.0816872494504073,0.05233857633250494,0.05641725359020544,0.09873454856362673,0.04331411186067596
25,0.03346107279339047,0.008700698305961468,0.013039026056180196,0.1264774379280123,0.03177302246315228,0.1564649311824829
26,0.0013531258292375367,0.08049172378119751,0.012043621955474412,0.07717396597053416,0.04425289771227842,0.018468572100589834
27,0.1286128620132222,0.0035500452605716493,0.05668968127798289,0.07103484061019816,0.0423251743021299,0.2265003161362693
28,0.07504795426713998,0.01629073451441869,0.01054627788889707,0.02539077403276324,0.037475643566598826,0.05827059584846028
29,0.020680169706367074,0.07288843269106442,0.40201944468600265,0.22126150960360458,0.007938299715067099,0.09236175942986277
