,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3
330,331,DOPE,1,1,9.784,2,9,36,2,744.0,4,50,60,10,1.099
331,332,DOPE,1,1,9.784,2,9,36,2,744.0,8,50,60,10,1.609
332,333,DOPE,1,1,9.784,2,9,36,2,744.0,12,50,60,10,2.708
333,334,DOPE,1,1,9.784,2,9,36,2,744.0,4,50,80,10,1.609
334,335,DOPE,1,1,9.784,2,9,36,2,744.0,8,50,80,10,1.386
335,336,DOPE,1,1,9.784,2,9,36,2,744.0,12,50,80,10,2.079
336,337,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,20,10,1.099
337,338,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,20,10,0.693
338,339,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,20,10,1.386
339,340,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,40,10,1.099
340,341,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,40,10,1.386
341,342,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,40,10,1.946
342,343,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,60,10,0.693
343,344,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,60,10,1.386
344,345,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,60,10,2.708
345,346,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,80,10,1.099
346,347,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,80,10,1.792
347,348,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,80,10,2.197
348,349,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,20,10,1.099
349,350,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,20,10,0.693
350,351,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,20,10,1.609
351,352,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,40,10,0.693
352,353,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,40,10,1.792
353,354,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,40,10,3.219
354,355,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,60,10,1.099
355,356,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,60,10,0.693
356,357,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,60,10,1.946
357,358,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,80,10,1.099
358,359,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,80,10,1.386
359,360,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,80,10,3.807
360,361,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,20,500,2.079
361,362,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,20,500,2.079
362,363,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,20,500,1.386
363,364,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,40,500,2.89
364,365,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,40,500,3.178
365,366,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,40,500,1.792
366,367,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,60,500,1.946
367,368,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,60,500,1.946
368,369,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,60,500,1.946
369,370,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,80,500,2.833
370,371,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,80,500,1.946
371,372,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,80,500,1.386
372,373,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,20,500,1.386
373,374,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,20,500,1.609
374,375,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,20,500,1.386
375,376,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,40,500,2.398
376,377,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,40,500,2.197
377,378,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,40,500,1.946
378,379,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,60,500,1.946
379,380,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,60,500,1.386
380,381,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,60,500,1.946
381,382,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,80,500,1.946
382,383,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,80,500,2.485
383,384,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,80,500,1.386
384,385,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,20,500,1.792
385,386,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,20,500,2.303
386,387,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,20,500,2.303
387,388,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,40,500,2.773
388,389,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,40,500,4.025
389,390,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,40,500,2.197
390,391,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,60,500,1.792
391,392,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,60,500,2.565
392,393,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,60,500,1.946
393,394,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,80,500,1.792
394,395,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,80,500,2.079
395,396,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,80,500,1.099
396,397,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,20,500,1.946
397,398,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,20,500,1.946
398,399,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,20,500,4.771
399,400,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,40,500,2.89
400,401,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,40,500,5.03
401,402,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,40,500,5.869
402,403,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,60,500,3.85
403,404,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,60,500,5.375
404,405,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,60,500,7.223
405,406,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,80,500,5.724
406,407,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,80,500,5.609
407,408,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,80,500,4.89
408,409,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,20,500,8.401
409,410,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,20,500,7.697
410,411,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,20,500,5.631
411,412,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,40,500,10.452
412,413,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,40,500,6.133
413,414,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,40,500,4.605
414,415,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,60,500,10.583
415,416,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,60,500,6.937
416,417,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,60,500,4.905
417,418,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,80,500,9.497
418,419,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,80,500,7.063
419,420,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,80,500,4.836
420,421,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,20,100,2.197
421,422,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,20,100,1.792
422,423,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,20,100,1.792
423,424,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,40,100,2.996
424,425,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,40,100,1.946
425,426,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,40,100,2.398
426,427,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,60,100,2.639
427,428,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,60,100,1.946
428,429,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,60,100,2.565
429,430,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,80,100,2.303
430,431,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,80,100,2.565
431,432,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,80,100,4.71
432,433,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,20,100,2.398
433,434,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,20,100,1.609
434,435,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,20,100,1.946
435,436,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,40,100,2.079
436,437,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,40,100,1.609
437,438,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,40,100,2.079
438,439,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,60,100,1.609
439,440,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,60,100,1.946
440,441,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,60,100,2.639
441,442,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,80,100,1.609
442,443,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,80,100,2.398
443,444,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,80,100,5.088
444,445,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,20,100,1.099
445,446,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,20,100,1.609
446,447,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,20,100,1.792
447,448,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,40,100,2.485
448,449,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,40,100,1.792
449,450,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,40,100,2.197
450,451,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,60,100,1.386
451,452,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,60,100,2.708
452,453,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,60,100,3.332
453,454,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,80,100,2.303
454,455,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,80,100,2.565
455,456,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,80,100,2.079
456,457,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,20,100,3.045
457,458,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,20,100,3.784
458,459,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,20,100,5.106
459,460,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,40,100,4.82
460,461,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,40,100,5.835
461,462,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,40,100,7.219
462,463,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,60,100,7.824
463,464,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,60,100,8.436
464,465,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,60,100,8.09
465,466,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,80,100,6.342
466,467,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,80,100,7.591
467,468,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,80,100,7.298
468,469,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,20,100,7.085
469,470,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,20,100,9.074
470,471,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,20,100,8.327
471,472,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,40,100,10.15
472,473,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,40,100,9.037
473,474,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,40,100,6.443
474,475,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,60,100,9.771
475,476,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,60,100,8.08
476,477,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,60,100,6.928
477,478,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,80,100,9.892
478,479,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,80,100,8.71
479,480,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,80,100,6.727
480,481,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,20,10,1.792
481,482,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,20,10,3.466
482,483,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,20,10,1.386
483,484,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,40,10,2.079
484,485,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,40,10,2.398
485,486,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,40,10,1.386
486,487,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,60,10,1.609
487,488,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,60,10,1.386
488,489,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,60,10,2.708
489,490,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,80,10,1.946
490,491,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,80,10,2.708
491,492,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,80,10,1.099
492,493,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,20,10,1.099
493,494,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,20,10,1.386
494,495,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,20,10,1.609
495,496,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,40,10,1.099
496,497,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,40,10,1.792
497,498,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,40,10,1.386
498,499,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,60,10,1.792
499,500,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,60,10,1.792
500,501,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,60,10,2.398
501,502,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,80,10,1.946
502,503,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,80,10,2.079
503,504,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,80,10,4.5
504,505,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,20,10,1.386
505,506,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,20,10,1.609
506,507,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,20,10,1.386
507,508,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,40,10,1.0
508,509,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,40,10,1.792
509,510,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,40,10,2.079
510,511,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,60,10,1.386
511,512,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,60,10,1.946
512,513,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,60,10,2.303
513,514,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,80,10,1.099
514,515,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,80,10,1.609
515,516,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,80,10,4.111
516,517,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,20,10,1.386
517,518,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,20,10,1.386
518,519,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,20,10,1.386
519,520,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,40,10,1.792
520,521,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,40,10,2.996
521,522,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,40,10,5.142
522,523,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,60,10,5.088
523,524,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,60,10,6.297
524,525,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,60,10,7.966
525,526,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,80,10,4.883
526,527,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,80,10,5.714
527,528,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,80,10,5.778
528,529,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,20,10,5.7
529,530,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,20,10,3.689
530,531,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,20,10,3.434
531,532,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,40,10,9.141
532,533,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,40,10,9.543
533,534,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,40,10,7.983
534,535,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,60,10,9.711
535,536,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,60,10,9.802
536,537,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,60,10,9.461
537,538,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,80,10,9.546
538,539,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,80,10,9.618
539,540,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,80,10,6.596
540,541,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,20,500,1.792
541,542,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,20,500,1.609
542,543,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,20,500,1.609
543,544,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,40,500,1.386
544,545,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,40,500,1.946
545,546,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,40,500,1.386
546,547,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,60,500,4.094
547,548,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,60,500,1.609
548,549,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,60,500,1.386
549,550,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,80,500,0.693
550,551,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,80,500,1.609
551,552,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,80,500,1.386
552,553,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,20,500,1.099
553,554,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,20,500,0.693
554,555,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,20,500,0.693
555,556,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,40,500,1.099
556,557,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,40,500,1.386
557,558,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,40,500,1.386
558,559,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,60,500,1.099
559,560,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,60,500,1.099
560,561,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,60,500,2.773
561,562,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,80,500,1.099
562,563,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,80,500,1.609
563,564,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,80,500,2.565
564,565,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,20,500,1.0
565,566,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,20,500,1.099
566,567,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,20,500,1.609
567,568,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,40,500,1.099
568,569,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,40,500,0.693
569,570,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,40,500,1.099
570,571,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,60,500,0.693
571,572,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,60,500,1.386
572,573,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,60,500,4.344
573,574,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,80,500,1.386
574,575,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,80,500,3.178
575,576,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,80,500,2.639
576,577,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,20,500,0.693
577,578,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,20,500,1.099
578,579,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,20,500,1.609
579,580,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,40,500,1.099
580,581,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,40,500,2.833
581,582,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,40,500,2.565
582,583,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,60,500,1.386
583,584,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,60,500,4.875
584,585,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,60,500,4.29
585,586,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,80,500,1.099
586,587,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,80,500,1.609
587,588,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,80,500,1.946
588,589,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,20,500,0.693
589,590,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,20,500,1.099
590,591,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,20,500,1.386
591,592,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,40,500,1.099
592,593,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,40,500,1.099
593,594,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,40,500,0.693
594,595,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,60,500,0.693
595,596,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,60,500,2.079
596,597,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,60,500,1.792
597,598,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,80,500,1.099
598,599,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,80,500,0.693
599,600,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,80,500,1.609
600,601,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,20,100,0.693
601,602,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,20,100,1.609
602,603,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,20,100,1.609
603,604,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,40,100,1.386
604,605,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,40,100,1.099
605,606,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,40,100,1.946
606,607,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,60,100,1.609
607,608,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,60,100,1.946
608,609,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,60,100,2.639
609,610,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,80,100,1.609
610,611,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,80,100,0.693
611,612,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,80,100,2.833
612,613,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,20,100,0.693
613,614,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,20,100,1.792
614,615,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,20,100,1.386
615,616,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,40,100,1.099
616,617,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,40,100,1.792
617,618,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,40,100,2.303
618,619,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,60,100,1.386
619,620,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,60,100,0.693
620,621,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,60,100,2.079
621,622,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,80,100,1.386
622,623,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,80,100,1.609
623,624,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,80,100,3.332
624,625,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,20,100,1.946
625,626,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,20,100,0.693
626,627,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,20,100,1.099
627,628,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,40,100,1.099
628,629,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,40,100,1.792
629,630,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,40,100,1.386
630,631,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,60,100,1.792
631,632,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,60,100,2.303
632,633,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,60,100,4.522
633,634,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,80,100,1.386
634,635,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,80,100,3.332
635,636,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,80,100,2.639
636,637,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,20,100,2.303
637,638,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,20,100,2.303
638,639,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,20,100,1.609
639,640,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,40,100,1.386
640,641,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,40,100,1.609
641,642,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,40,100,1.386
642,643,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,60,100,1.099
643,644,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,60,100,1.946
644,645,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,60,100,1.792
645,646,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,80,100,1.386
646,647,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,80,100,1.609
647,648,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,80,100,0.693
648,649,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,20,100,1.099
649,650,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,20,100,1.386
650,651,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,20,100,1.099
651,652,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,40,100,1.386
652,653,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,40,100,0.693
653,654,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,40,100,1.386
654,655,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,60,100,1.099
655,656,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,60,100,2.197
656,657,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,60,100,1.609
657,658,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,80,100,0.693
658,659,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,80,100,2.197
659,660,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,80,100,2.303
660,661,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,20,10,0.693
661,662,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,20,10,1.386
662,663,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,20,10,0.693
