,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3
663,664,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,40,10,1.099
664,665,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,40,10,1.099
665,666,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,40,10,1.099
666,667,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,60,10,1.609
667,668,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,60,10,1.792
668,669,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,60,10,2.485
669,670,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,80,10,0.693
670,671,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,80,10,1.792
671,672,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,80,10,1.792
672,673,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,20,10,1.386
673,674,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,20,10,1.099
674,675,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,20,10,1.099
675,676,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,40,10,1.386
676,677,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,40,10,1.099
677,678,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,40,10,1.099
678,679,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,60,10,1.099
679,680,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,60,10,1.946
680,681,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,60,10,2.303
681,682,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,80,10,0.693
682,683,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,80,10,1.609
683,684,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,80,10,2.079
684,685,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,20,10,1.099
685,686,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,20,10,0.693
686,687,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,20,10,1.386
687,688,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,40,10,0.693
688,689,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,40,10,0.693
689,690,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,40,10,1.099
690,691,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,60,10,0.693
691,692,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,60,10,2.303
692,693,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,60,10,2.833
693,694,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,80,10,1.609
694,695,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,80,10,1.099
695,696,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,80,10,0.693
696,697,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,20,10,1.386
697,698,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,20,10,0.693
698,699,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,20,10,0.693
699,700,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,40,10,1.099
700,701,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,40,10,1.099
701,702,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,40,10,1.609
702,703,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,60,10,1.609
703,704,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,60,10,1.946
704,705,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,60,10,2.565
705,706,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,80,10,1.609
706,707,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,80,10,1.099
707,708,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,80,10,1.099
708,709,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,20,10,1.099
709,710,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,20,10,1.099
710,711,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,20,10,1.792
711,712,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,40,10,1.099
712,713,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,40,10,0.693
713,714,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,40,10,1.099
714,715,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,60,10,3.584
715,716,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,60,10,0.693
716,717,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,60,10,0.693
717,718,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,80,10,0.693
718,719,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,80,10,0.693
719,720,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,80,10,2.398
720,721,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,20,500,2.079
721,722,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,20,500,4.575
722,723,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,20,500,2.773
723,724,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,40,500,1.386
724,725,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,40,500,1.609
725,726,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,40,500,1.609
726,727,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,60,500,1.609
727,728,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,60,500,1.609
728,729,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,60,500,1.609
729,730,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,80,500,1.946
730,731,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,80,500,0.693
731,732,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,80,500,1.386
732,733,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,20,500,0.693
733,734,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,20,500,1.609
734,735,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,20,500,2.996
735,736,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,40,500,0.693
736,737,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,40,500,1.946
737,738,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,40,500,1.386
738,739,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,60,500,0.693
739,740,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,60,500,1.386
740,741,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,60,500,0.693
741,742,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,80,500,1.609
742,743,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,80,500,1.099
743,744,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,80,500,0.693
744,745,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,20,500,1.386
745,746,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,20,500,1.609
746,747,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,20,500,1.609
747,748,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,40,500,3.555
748,749,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,40,500,1.609
749,750,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,40,500,0.693
750,751,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,60,500,1.099
751,752,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,60,500,0.693
752,753,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,60,500,0.693
753,754,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,80,500,1.099
754,755,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,80,500,1.386
755,756,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,80,500,0.693
756,757,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,20,500,4.025
757,758,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,20,500,4.248
758,759,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,20,500,2.565
759,760,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,40,500,1.609
760,761,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,40,500,1.386
761,762,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,40,500,2.398
762,763,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,60,500,1.099
763,764,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,60,500,1.386
764,765,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,60,500,2.565
765,766,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,80,500,0.693
766,767,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,80,500,1.099
767,768,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,80,500,1.099
768,769,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,20,500,2.079
769,770,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,20,500,1.946
770,771,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,20,500,1.609
771,772,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,40,500,0.693
772,773,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,40,500,5.455
773,774,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,40,500,2.639
774,775,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,60,500,1.386
775,776,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,60,500,1.609
776,777,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,60,500,0.693
777,778,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,80,500,1.946
778,779,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,80,500,1.099
779,780,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,80,500,1.609
780,781,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,20,100,1.609
781,782,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,20,100,2.197
782,783,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,20,100,2.079
783,784,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,40,100,1.386
784,785,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,40,100,2.639
785,786,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,40,100,1.792
786,787,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,60,100,1.099
787,788,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,60,100,2.303
788,789,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,60,100,0.693
789,790,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,80,100,1.099
790,791,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,80,100,1.386
791,792,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,80,100,1.386
792,793,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,20,100,1.792
793,794,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,20,100,2.639
794,795,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,20,100,1.792
795,796,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,40,100,1.386
796,797,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,40,100,1.792
797,798,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,40,100,1.609
798,799,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,60,100,1.386
799,800,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,60,100,2.197
800,801,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,60,100,1.386
801,802,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,80,100,1.099
802,803,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,80,100,1.099
803,804,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,80,100,1.386
804,805,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,20,100,1.609
805,806,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,20,100,2.773
806,807,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,20,100,1.099
807,808,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,40,100,1.386
808,809,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,40,100,2.398
809,810,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,40,100,2.485
810,811,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,60,100,1.099
811,812,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,60,100,2.197
812,813,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,60,100,0.693
813,814,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,80,100,1.099
814,815,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,80,100,1.609
815,816,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,80,100,1.386
816,817,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,20,100,2.773
817,818,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,20,100,2.89
818,819,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,20,100,2.996
819,820,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,40,100,1.792
820,821,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,40,100,2.833
821,822,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,40,100,1.609
822,823,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,60,100,1.386
823,824,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,60,100,2.197
824,825,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,60,100,1.099
825,826,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,80,100,1.386
826,827,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,80,100,1.609
827,828,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,80,100,1.792
828,829,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,20,100,3.401
829,830,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,20,100,1.792
830,831,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,20,100,1.386
831,832,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,40,100,4.625
832,833,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,40,100,1.386
833,834,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,40,100,1.099
834,835,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,60,100,1.792
835,836,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,60,100,2.398
836,837,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,60,100,1.946
837,838,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,80,100,2.079
838,839,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,80,100,1.386
839,840,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,80,100,1.099
840,841,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,20,10,1.099
841,842,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,20,10,1.386
842,843,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,20,10,1.099
843,844,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,40,10,1.099
844,845,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,40,10,1.386
845,846,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,40,10,1.386
846,847,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,60,10,1.099
847,848,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,60,10,2.079
848,849,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,60,10,2.398
849,850,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,80,10,1.386
850,851,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,80,10,0.693
851,852,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,80,10,0.693
852,853,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,20,10,0.693
853,854,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,20,10,1.386
854,855,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,20,10,1.609
855,856,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,40,10,1.099
856,857,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,40,10,1.386
857,858,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,40,10,1.946
858,859,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,60,10,1.609
859,860,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,60,10,2.079
860,861,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,60,10,2.708
861,862,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,80,10,0.693
862,863,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,80,10,1.792
863,864,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,80,10,1.099
864,865,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,20,10,1.386
865,866,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,20,10,1.609
866,867,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,20,10,1.386
867,868,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,40,10,1.609
868,869,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,40,10,2.197
869,870,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,40,10,1.386
870,871,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,60,10,1.099
871,872,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,60,10,1.099
872,873,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,60,10,3.526
873,874,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,80,10,1.099
874,875,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,80,10,1.386
875,876,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,80,10,1.386
876,877,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,20,10,1.099
877,878,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,20,10,1.386
878,879,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,20,10,1.386
879,880,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,40,10,1.386
880,881,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,40,10,1.946
881,882,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,40,10,2.485
882,883,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,60,10,1.386
883,884,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,60,10,2.639
884,885,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,60,10,1.792
885,886,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,80,10,1.099
886,887,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,80,10,1.609
887,888,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,80,10,1.099
888,889,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,20,10,1.099
889,890,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,20,10,1.099
890,891,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,20,10,0.693
891,892,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,40,10,2.079
892,893,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,40,10,4.007
893,894,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,40,10,2.079
894,895,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,60,10,1.386
895,896,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,60,10,1.099
896,897,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,60,10,1.792
897,898,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,80,10,1.609
898,899,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,80,10,1.946
899,900,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,80,10,0.693
900,901,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,20,500,2.079
901,902,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,20,500,3.611
902,903,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,20,500,4.22
903,904,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,40,500,1.386
904,905,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,40,500,1.609
905,906,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,40,500,7.179
906,907,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,60,500,1.792
907,908,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,60,500,1.386
908,909,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,60,500,7.034
909,910,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,80,500,4.078
910,911,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,80,500,3.784
911,912,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,80,500,7.589
912,913,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,20,500,0.693
913,914,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,20,500,3.401
914,915,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,20,500,5.46
915,916,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,40,500,1.609
916,917,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,40,500,2.197
917,918,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,40,500,6.118
918,919,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,60,500,2.565
919,920,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,60,500,6.08
920,921,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,60,500,8.805
921,922,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,80,500,1.386
922,923,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,80,500,3.178
923,924,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,80,500,8.291
924,925,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,20,500,1.609
925,926,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,20,500,1.386
926,927,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,20,500,4.143
927,928,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,40,500,1.386
928,929,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,40,500,2.303
929,930,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,40,500,5.811
930,931,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,60,500,3.296
931,932,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,60,500,3.401
932,933,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,60,500,5.263
933,934,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,80,500,2.565
934,935,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,80,500,3.664
935,936,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,80,500,7.513
936,937,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,20,500,2.485
937,938,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,20,500,3.434
938,939,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,20,500,1.609
939,940,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,40,500,1.946
940,941,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,40,500,3.434
941,942,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,40,500,7.329
942,943,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,60,500,2.773
943,944,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,60,500,5.13
944,945,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,60,500,8.632
945,946,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,80,500,2.197
946,947,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,80,500,5.442
947,948,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,80,500,8.333
948,949,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,20,500,7.622
949,950,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,20,500,7.174
950,951,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,20,500,6.531
951,952,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,40,500,9.457
952,953,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,40,500,8.087
953,954,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,40,500,7.243
954,955,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,60,500,9.082
955,956,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,60,500,7.272
956,957,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,60,500,7.319
957,958,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,80,500,8.46
958,959,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,80,500,8.349
959,960,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,80,500,7.618
960,961,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,20,100,2.89
961,962,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,20,100,3.526
962,963,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,20,100,2.833
963,964,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,40,100,7.83
964,965,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,40,100,5.645
965,966,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,40,100,5.878
966,967,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,60,100,4.407
967,968,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,60,100,4.86
968,969,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,60,100,7.455
969,970,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,80,100,6.492
970,971,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,80,100,6.987
971,972,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,80,100,7.709
972,973,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,20,100,5.004
973,974,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,20,100,1.386
974,975,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,20,100,3.829
975,976,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,40,100,4.234
976,977,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,40,100,1.386
977,978,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,40,100,5.069
978,979,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,60,100,1.792
979,980,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,60,100,6.724
980,981,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,60,100,6.057
981,982,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,80,100,5.308
982,983,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,80,100,2.996
983,984,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,80,100,6.967
984,985,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,20,100,4.174
985,986,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,20,100,3.178
986,987,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,20,100,5.247
987,988,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,40,100,7.829
988,989,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,40,100,2.773
989,990,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,40,100,6.653
990,991,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,60,100,8.642
991,992,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,60,100,4.796
992,993,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,60,100,7.592
993,994,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,80,100,7.25
994,995,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,80,100,7.858
995,996,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,80,100,3.466
996,997,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,20,100,1.946
997,998,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,20,100,3.871
998,999,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,20,100,6.286
999,1000,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,40,100,8.126
