group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.3945,0.8615,-4.3067,1.5177,False
DT,MLP,-0.159,1.0,-3.0712,2.7532,False
DT,MLR,4.545,0.0,1.6328,7.4572,True
DT,PLS,4.6999,0.0,1.7877,7.6121,True
DT,RF,-1.3784,0.8692,-4.2906,1.5338,False
DT,XGB,-0.9644,0.9831,-3.8766,1.9478,False
DT,kNN,2.3608,0.2239,-0.5514,5.273,False
DT,lasso,4.3999,0.0001,1.4877,7.312,True
LGBM,MLP,1.2355,0.9261,-1.6767,4.1477,False
LGBM,MLR,5.9395,0.0,3.0274,8.8517,True
LGBM,PLS,6.0944,0.0,3.1823,9.0066,True
LGBM,RF,0.0161,1.0,-2.8961,2.9283,False
LGBM,XGB,0.4301,0.9999,-2.4821,3.3423,False
LGBM,kNN,3.7553,0.0021,0.8431,6.6675,True
LGBM,lasso,5.7944,0.0,2.8822,8.7066,True
MLP,MLR,4.704,0.0,1.7919,7.6162,True
MLP,PLS,4.8589,0.0,1.9468,7.7711,True
MLP,RF,-1.2194,0.9313,-4.1316,1.6928,False
MLP,XGB,-0.8054,0.9949,-3.7176,2.1068,False
MLP,kNN,2.5198,0.1529,-0.3924,5.432,False
MLP,lasso,4.5589,0.0,1.6467,7.4711,True
MLR,PLS,0.1549,1.0,-2.7573,3.0671,False
MLR,RF,-5.9234,0.0,-8.8356,-3.0113,True
MLR,XGB,-5.5094,0.0,-8.4216,-2.5973,True
MLR,kNN,-2.1842,0.3246,-5.0964,0.7279,False
MLR,lasso,-0.1452,1.0,-3.0573,2.767,False
PLS,RF,-6.0784,0.0,-8.9905,-3.1662,True
PLS,XGB,-5.6644,0.0,-8.5765,-2.7522,True
PLS,kNN,-2.3391,0.235,-5.2513,0.573,False
PLS,lasso,-0.3001,1.0,-3.2122,2.6121,False
RF,XGB,0.414,1.0,-2.4982,3.3262,False
RF,kNN,3.7392,0.0023,0.827,6.6514,True
RF,lasso,5.7783,0.0,2.8661,8.6905,True
XGB,kNN,3.3252,0.012,0.413,6.2374,True
XGB,lasso,5.3643,0.0,2.4521,8.2765,True
kNN,lasso,2.0391,0.4226,-0.8731,4.9513,False
