# of Features,Feature names,Removed Feature Names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,Predictions,Hold_out_set,linkage distance
14,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",None,0.08989597316815996,0.0022133697730118422,0.8162821403514313,0.011631156923264366,0.803170829846583,0.01126263907955177,"[array([0.72, 0.69, 0.58, ..., 0.44, 0.51, 0.52]), array([0.43, 0.58, 0.7 , ..., 0.23, 0.4 , 0.59]), array([0.66, 0.69, 0.42, ..., 0.2 , 0.61, 0.55]), array([0.61, 0.6 , 0.68, ..., 0.54, 0.55, 0.7 ]), array([0.52, 0.68, 0.61, ..., 0.56, 0.56, 0.61])]","[array([0.84, 0.69, 0.24, ..., 0.6 , 0.64, 0.5 ]), array([0.69, 0.73, 0.75, ..., 0.27, 0.49, 0.59]), array([0.7 , 0.76, 0.48, ..., 0.27, 0.64, 0.63]), array([0.06, 0.3 , 0.65, ..., 0.63, 0.63, 0.67]), array([0.61, 0.7 , 0.21, ..., 0.59, 0.52, 0.73])]",0.0
13,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Total_Carbon_Tails,0.08906911538800587,0.001306923012596991,0.819283091036602,0.00866372501624091,0.8059203425240202,0.008479605119797862,"[array([0.66, 0.72, 0.56, ..., 0.46, 0.55, 0.55]), array([0.44, 0.6 , 0.71, ..., 0.22, 0.41, 0.58]), array([0.67, 0.75, 0.48, ..., 0.19, 0.63, 0.53]), array([0.56, 0.63, 0.66, ..., 0.56, 0.55, 0.65]), array([0.55, 0.67, 0.66, ..., 0.53, 0.58, 0.6 ])]","[array([0.84, 0.69, 0.24, ..., 0.6 , 0.64, 0.5 ]), array([0.69, 0.73, 0.75, ..., 0.27, 0.49, 0.59]), array([0.7 , 0.76, 0.48, ..., 0.27, 0.64, 0.63]), array([0.06, 0.3 , 0.65, ..., 0.63, 0.63, 0.67]), array([0.61, 0.7 , 0.21, ..., 0.59, 0.52, 0.73])]",0.002
12,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Zeta,0.08806751311945042,0.002012242274556286,0.8265616172525376,0.008313108893845804,0.8114640935018611,0.009233452411530136,"[array([0.76, 0.74, 0.59, ..., 0.44, 0.49, 0.52]), array([0.43, 0.45, 0.79, ..., 0.22, 0.43, 0.59]), array([0.75, 0.77, 0.5 , ..., 0.22, 0.64, 0.58]), array([0.54, 0.52, 0.7 , ..., 0.58, 0.61, 0.6 ]), array([0.56, 0.65, 0.4 , ..., 0.55, 0.56, 0.64])]","[array([0.84, 0.69, 0.24, ..., 0.6 , 0.64, 0.5 ]), array([0.69, 0.73, 0.75, ..., 0.27, 0.49, 0.59]), array([0.7 , 0.76, 0.48, ..., 0.27, 0.64, 0.63]), array([0.06, 0.3 , 0.65, ..., 0.63, 0.63, 0.67]), array([0.61, 0.7 , 0.21, ..., 0.59, 0.52, 0.73])]",0.004
11,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",PDI,0.08406456282547128,0.0020351436401274876,0.8397909492855857,0.010754696970069989,0.8276270508809878,0.010959698782712569,"[array([0.74, 0.69, 0.51, ..., 0.48, 0.57, 0.47]), array([0.51, 0.54, 0.75, ..., 0.22, 0.46, 0.6 ]), array([0.76, 0.72, 0.65, ..., 0.17, 0.6 , 0.62]), array([0.35, 0.49, 0.68, ..., 0.57, 0.61, 0.6 ]), array([0.64, 0.72, 0.45, ..., 0.59, 0.54, 0.68])]","[array([0.84, 0.69, 0.24, ..., 0.6 , 0.64, 0.5 ]), array([0.69, 0.73, 0.75, ..., 0.27, 0.49, 0.59]), array([0.7 , 0.76, 0.48, ..., 0.27, 0.64, 0.63]), array([0.06, 0.3 , 0.65, ..., 0.63, 0.63, 0.67]), array([0.61, 0.7 , 0.21, ..., 0.59, 0.52, 0.73])]",0.006
10,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Size,0.08122179852477582,0.0014006250029525889,0.8474456305277048,0.006402221203478816,0.833564135822742,0.006425979908090991,"[array([0.7 , 0.74, 0.54, ..., 0.44, 0.57, 0.5 ]), array([0.49, 0.54, 0.74, ..., 0.22, 0.42, 0.63]), array([0.76, 0.7 , 0.61, ..., 0.21, 0.63, 0.64]), array([0.28, 0.52, 0.71, ..., 0.62, 0.66, 0.64]), array([0.59, 0.71, 0.69, ..., 0.59, 0.6 , 0.68])]","[array([0.84, 0.69, 0.24, ..., 0.6 , 0.64, 0.5 ]), array([0.69, 0.73, 0.75, ..., 0.27, 0.49, 0.59]), array([0.7 , 0.76, 0.48, ..., 0.27, 0.64, 0.63]), array([0.06, 0.3 , 0.65, ..., 0.63, 0.63, 0.67]), array([0.61, 0.7 , 0.21, ..., 0.59, 0.52, 0.73])]",0.008
