LGBM,RF,XGB,DT,kNN,lasso,MLR,PLS
0.027071358551731654,0.028946561031496367,0.027127955830295203,0.029243854130257485,0.012679652788947504,0.15547632234336783,0.1251304746092569,0.11482774286970916
0.055962308887519394,0.061253252553497194,0.058811030475653614,0.06128393335663518,0.0052122366991839,0.14519248835880796,0.14409204842927043,0.1358234134869456
0.001726724041625448,6.136160627597198e-05,0.011945560574531555,0.0,0.04947377630725677,0.03941712777549802,0.056090064350314016,0.049711504840068074
0.011219019374011516,0.0,0.0014538387767970562,0.0,0.0,0.03385365106044665,0.028292400227386796,0.01858707611459927
0.0012458077054370946,0.0,0.012408597394824028,0.0,0.0,0.0313244728906262,0.04709817146664253,0.04030761723676794
0.0018559165286293198,0.0,0.0010552931344136596,0.0,0.0,0.022008598213808808,0.03640834297967575,0.028724968510688495
0.0032275249928727236,0.0003530234183851799,0.003658226691186428,0.0,0.049130528939673505,0.025275053423073898,0.032576508640816626,0.04184293951468675
0.0035961101509557323,0.0007670200784496487,0.01503107137978077,0.0,0.0,0.0447919421801861,0.049956428872682666,0.05944486945265479
0.006937246133898455,0.0011984931453648685,0.008147064596414566,0.0,0.008685511273878175,0.001593308042758937,0.017221569909797948,0.00978362266294762
0.0031497529084494463,0.000451862208241097,0.001811905880458653,0.0,0.0,0.012459498851989118,0.0006250561634498986,0.003683056972512269
0.0008037256989172799,8.505184667365735e-05,0.01047956757247448,0.0,0.0,0.08960069010354473,0.10356839189104598,0.09775677107974005
0.0028659223192472323,0.005875567983222652,0.03829006478190422,0.0,0.04383767842539687,0.04354105319342487,0.06199463171614928,0.05382091193144049
0.0009590276209933968,0.003096625111654823,0.005301738157868385,0.0,0.005472663916950588,0.04293372922282485,0.053540316491112495,0.04586463123333241
0.0011959451278288704,0.00011767447279505998,0.016565825790166855,0.0,0.08247543302710249,0.004597663675844427,0.010489217341361585,0.003493920269895409
0.003037362905491319,0.00011767447279505998,0.016966959461569786,0.0,0.0,0.05954167834604049,0.08265861630112532,0.08981116112857568
0.0027948899381257716,0.001141403549652423,0.01347654415584243,0.001747640685075158,0.006608565608721004,0.004551757336113457,0.024782371678364376,0.03565203218856916
0.001452323675075263,0.001388985980038062,0.026665911078453064,0.0,0.0,0.12819518245996053,0.10809563901053165,0.09846448669312473
0.00025936497299598613,0.00022486310147966916,0.02515905164182186,0.0,0.0,0.11178242021614512,0.10575757411472302,0.0979368683039377
0.0002434066352334931,3.068080313798599e-05,0.01153448037803173,0.0,0.0,0.09064802191543915,0.09209387903447745,0.08522874855417754
0.0013849251031975724,0.0013505378849664074,0.005675907712429762,0.0,0.0,0.08173454506448194,0.07400293902120786,0.06610614467910085
0.004730766404241795,3.068080313798599e-05,0.003025836544111371,0.0,0.1393188865755433,0.03199078021397221,0.02211120826660511,0.016852619300231103
0.02240413161548007,0.02295234766398696,0.03716189474408654,0.02295234766398696,0.02295234766398696,0.07315779454864785,0.09786552202601714,0.09264074648165625
0.00213867743622667,0.0,0.024735625833272934,0.0,0.0287738201689975,0.0024188262948245318,0.002007868923800051,0.008061220358630466
0.002544791133810367,0.0,0.014475767500698566,0.0,0.04994833525411727,0.0235809794128339,0.030644648662084526,0.03592465235236017
0.003217490739603587,7.65078255466232e-05,0.005630107596516609,0.0,0.08106581438968039,0.027699704500030932,0.05957950031625802,0.06590718666690858
0.0019633088701683094,0.00011767447279505998,5.426893403637223e-05,0.0,0.0476375198688593,0.026259125715517594,0.03211319964460989,0.03852559199313757
0.0015291908795706129,0.00030603130218649264,0.020671630278229713,0.0,0.006404552519456639,0.04559146314508147,0.04732398038116682,0.052232986214181557
0.002912978186137076,0.0,0.003110552439466119,0.0,0.0,0.06292900278597188,0.08737622132217579,0.09360707847349874
0.014508835836613389,0.022686317915258856,0.0201137986926469,0.02295234766398696,0.05789570606226668,0.01666621262589551,0.05190776783133712,0.057773824231654405
0.0012907377199029223,0.0,0.004420090466737747,0.0,0.3172859874718772,0.0578732170167483,0.062123474838647955,0.061912490994758845
0.0050913934941596555,0.00023534894559011996,0.007098075933754444,0.0,0.12625299175104923,0.0673768481929967,0.08021156483002512,0.08655693484302725
0.0063394680171723755,0.0,0.013088955543935299,0.0,0.3647942564115725,0.09732479262054858,0.11047512784035524,0.114134483786484
0.02298579902177603,6.136160627597198e-05,0.028108473867177963,0.0,0.08506611777219439,0.02465923277614504,0.014665435280799725,0.018405478872877842
0.017459467537082538,6.136160627597198e-05,0.02125636301934719,0.0,0.0,0.003582466709557877,0.003656024655301941,0.0007329964409102802
0.010883656727052732,0.0,0.014613054692745209,0.0,0.0,0.005838711466371334,0.01494131544630655,0.012251917001468882
0.061707416164532417,0.0007081828420521188,0.011275164783000946,0.0,0.09803676988462544,0.06195598369791924,0.06678040493705152,0.06373118798545027
0.08094507760542208,0.0070152238921900026,0.012770896351942979,0.009204240941395797,0.0016031881771965293,0.03147976271748487,0.04230344577641179,0.03707777279155187
0.010267610777522961,0.00021437725736921838,0.025062283501029015,0.0,0.046778675862408824,0.06835184040753042,0.07263373650956116,0.06911536070558391
0.11453970930235093,0.006560060584877081,0.025389183312654495,0.0,0.12305446731074822,0.09156926428112606,0.09932101594600659,0.0966120685060072
0.0035663480179581263,0.0024536875218455086,0.01872222311794758,0.0,0.0,0.02194686506166651,0.018474866306465023,0.013330503475813035
0.023875048415571445,0.0008590624878636066,0.03878326714038849,0.0,0.0,0.04283495444588942,0.045951979110627594,0.04282385864150674
0.05405664749780547,0.00747931958522661,0.07730796933174133,0.0,0.0,0.07676186992646836,0.11261001053288114,0.10914310968067359
0.003104031143429213,0.02207561458697426,0.0230791572054741,0.02295234766398696,0.014814254912353102,0.06369321840948314,0.07639234343382852,0.07457109536982953
0.01852798764676008,0.00043865781195386256,0.01640341803431511,0.0,0.02164460356389796,0.06040692668371844,0.0424425585514455,0.046679929312253995
0.016047050142848383,0.001782787681074994,0.003326151520013809,0.0,0.02160492448486001,0.0610087318929311,0.0638154729562038,0.07246409233634606
0.01913377154645897,0.08927803021476564,0.07809435546990184,0.09006174997087268,0.0698962996049597,0.11929914092700508,0.11383568694489413,0.11953597413441998
0.01131295421332629,0.0017672530972076587,0.004749498330056667,0.0,0.0,0.0007600769091596418,0.0023076868657109276,0.005978820509936686
0.007502706556796891,0.001240436521806672,0.013905121013522148,0.0,0.0,0.00368328687038608,0.017806017154335146,0.014959043079735918
0.05329969574736455,0.0025610703328284596,0.05190761387348175,0.0,0.09834610550373665,0.0631432491808689,0.07876144383455959,0.07422706991298572
0.0018472918362277511,0.0007868266728805004,0.0035232924856245518,0.0,0.0377247442728585,0.03118919016356876,0.03867771645005311,0.031697422387715446
0.057391886452451336,0.0658277991378306,0.05209305520743118,0.0658277991378306,0.06029987079901993,0.004676757881314608,0.009594042659628182,0.0032857607189748783
0.2262580062887651,0.23729950677696224,0.21541589215054086,0.23802866130723527,0.22823242003689165,0.22234200405495874,0.2843804233935355,0.29265888021960446
0.021073431945574834,0.0,0.024401236325502396,0.0,0.0954662527587602,0.038141176097291285,0.035636109771524684,0.03032538062061904
0.04657332926100313,0.1664439395704688,0.10022868974377169,0.16707444949318423,0.04277108045524919,0.06778681958445334,0.05104699572963753,0.05554059812895207
0.4779602065277294,0.5173237795642549,0.46336161760481154,0.5176511709192589,0.44899507579257125,0.4155407903812526,0.4116395134427835,0.4183633046639734
0.46722886644957295,0.6581711911142181,0.4987476817411962,0.6647442619130841,0.11499518462259717,0.5226046111704166,0.508407713227164,0.5136287864776464
0.0029820287476801715,0.0012792729814750088,0.0003271934110671282,0.0,0.007606430156324304,0.11066796818158338,0.1419919507303138,0.15126295362469167
0.006155037951022195,3.068080313798599e-05,0.00510647427290678,0.0,0.0,0.05756106431599277,0.04355211450615088,0.04909429987513726
0.011869382831643488,0.0,0.012554485350847244,0.08248864033554704,0.03952049085247656,0.03491151320402053,0.03655447454955043,0.04359849320960239
0.00038009117810894333,0.0,0.0076601747423410416,0.0046021204706978985,0.0019658130523347913,0.011430557689791336,0.02308631393554245,0.017491786088909084
0.04437003749440851,0.004095887218921124,0.005314380396157503,0.0,0.0023052083379470007,0.020026756328933786,0.04358330385985555,0.035534794665363884
