,P_charged_centers,N_charged_centers,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Zeta,RLU_B16
427,1,0,2,8,200,60,100,-1.271,0.040626529613313755
428,1,0,2,12,200,60,100,4.56,0.2659079784630445
429,1,0,2,4,200,80,100,1.253333333,0.0
430,1,0,2,8,200,80,100,4.306666667,0.0
431,1,0,2,12,200,80,100,3.433333333,0.2207537934410181
432,1,0,2,4,100,20,100,-30.33333333,0.3010279001468429
433,1,0,2,8,100,20,100,3.27,0.1140479686735193
434,1,0,2,12,100,20,100,-0.77,0.09593734703866857
435,1,0,2,4,100,40,100,-3.76,0.2809593734703867
436,1,0,2,8,100,40,100,-3.076666667,0.30457660303475276
437,1,0,2,12,100,40,100,-2.876666667,0.29723445912873225
438,1,0,2,4,100,60,100,-2.633333333,0.0570239843367597
439,1,0,2,8,100,60,100,-2.463333333,0.06436612824278021
440,1,0,2,12,100,60,100,2.173333333,0.28634361233480177
441,1,0,2,4,100,80,100,-1.211333333,0.0
442,1,0,2,8,100,80,100,2.933333333,0.0
443,1,0,2,12,100,80,100,3.573333333,0.33272148800783163
444,1,0,2,4,50,20,100,-28.56666667,0.3306412139011258
445,1,0,2,8,50,20,100,1.826666667,0.1000978952520803
446,1,0,2,12,50,20,100,1.6,0.15271659324522757
447,1,0,2,4,50,40,100,-3.646666667,0.3102055800293686
448,1,0,2,8,50,40,100,-2.73,0.254650024473813
449,1,0,2,12,50,40,100,-2.316666667,0.3006607929515418
450,1,0,2,4,50,60,100,-5.89,0.20521292217327458
451,1,0,2,8,50,60,100,-0.982333333,0.17939304943710233
452,1,0,2,12,50,60,100,3.386666667,0.3991678903573176
453,1,0,2,4,50,80,100,2.24,0.11992168379833579
454,1,0,2,8,50,80,100,1.28,0.12873225648556041
455,1,0,2,12,50,80,100,2.923333333,0.4864170337738619
456,1,0,2,4,10,20,100,-30.76666667,0.5212922173274596
457,1,0,2,8,10,20,100,3.026666667,0.4055310817425355
458,1,0,2,12,10,20,100,1.253333333,0.53218306412139
459,1,0,2,4,10,40,100,-2.246666667,0.5837004405286342
460,1,0,2,8,10,40,100,-2.403333333,0.6049926578560939
461,1,0,2,12,10,40,100,-2.746666667,0.6782917278511991
462,1,0,2,4,10,60,100,-1.385333333,0.5931228585413607
463,1,0,2,8,10,60,100,-0.514,0.618942731277533
464,1,0,2,12,10,60,100,2.373333333,0.7159813999021047
465,1,0,2,4,10,80,100,-0.684,0.5139500734214391
466,1,0,2,8,10,80,100,2.273333333,0.5848017621145374
467,1,0,2,12,10,80,100,4.91,0.6202887909936369
468,1,0,2,4,1,20,100,-28.23333333,0.7743514439549681
469,1,0,2,8,1,20,100,4.226666667,0.6812285854136073
470,1,0,2,12,1,20,100,6.786666667,0.5867596671561429
471,1,0,2,4,1,40,100,-3.153333333,0.575746451297112
472,1,0,2,8,1,40,100,-1.426666667,0.7972344591287321
473,1,0,2,12,1,40,100,-1.543333333,0.7930739109153204
474,1,0,2,4,1,60,100,-2.55,0.48433675966715617
475,1,0,2,8,1,60,100,0.63,0.7321341164953499
476,1,0,2,12,1,60,100,6.336666667,0.790381791483113
477,1,0,2,4,1,80,100,6.34,0.5023250122369065
478,1,0,2,8,1,80,100,12.86666667,0.7737395986294664
479,1,0,2,12,1,80,100,6.843333333,1.0
480,1,0,2,4,200,20,10,-2.183333333,0.0
481,1,0,2,8,200,20,10,-2.966666667,0.0
482,1,0,2,12,200,20,10,-2.463333333,0.0
483,1,0,2,4,200,40,10,-1.186666667,0.09312285854136076
484,1,0,2,8,200,40,10,-3.813333333,0.06620166421928536
485,1,0,2,12,200,40,10,-5.33,0.08883994126284872
486,1,0,2,4,200,60,10,-20.13333333,0.0
487,1,0,2,8,200,60,10,-9.57,0.17437591776798822
488,1,0,2,12,200,60,10,-1.092,0.307513460597161
489,1,0,2,4,200,80,10,-1.492333333,0.0
490,1,0,2,8,200,80,10,-1.123,0.0
