LGBM,RF,XGB,DT,MLP,kNN,lasso,MLR,PLS
0.0683848070306844,0.02507238797754043,0.08293082565069199,0.12736247201732173,0.01997839162668888,0.061033230497999275,0.029212592753332906,0.01458477009445198,0.015945411852470615
0.016515930817820258,0.002181823186171973,0.00545924971419276,0.0018165804249697052,0.04197589185169358,0.016325684011897178,0.02803700361816866,0.008987565584852118,0.006765103008025297
0.09502721025805522,0.21590911593085996,0.22049163281917572,0.004800176153253321,0.2078596547040683,0.0,0.17241520960958265,0.20397294017660228,0.20675672228268094
0.06815916348106647,0.014130380931410357,0.05230537561229523,0.11442621747587067,0.04744065178987884,0.008100066800206116,0.1623430857204834,0.15139192323227238,0.15095622012579057
0.12455379166004343,0.22044987889463863,0.23877944483521307,0.36981173621050323,0.3269358449279419,0.42886332013307416,0.025022886550253975,0.018042285872773844,0.020024555489996043
0.1014988613607876,0.05863701420235592,0.04956416040658951,0.034393922712760094,0.1790040267897962,0.11708035640533851,0.18711196022415633,0.2291672754598486,0.2322174866121951
0.04617687837416159,0.019173868765826246,0.09225080162286758,0.010820842704581557,0.07838848414519055,0.02889152798300331,0.1752967099701602,0.14792066199850618,0.14726598759745343
0.012880687010287342,0.00767587801387205,0.004799870079579938,0.012000440383133304,0.1305468176661096,0.002383544493232732,0.05056925073055313,0.06428061440171476,0.06231623551222573
0.13591306712478446,0.20553052405592798,0.05084847315914576,0.0838929868986017,0.08139689553355156,0.07392314850336035,0.4668692292187234,0.453988483430899,0.45565762516529834
0.008471545086425055,0.00051235825167892,0.004679047739329922,0.011780248816470315,0.002850094302687109,0.1222008926498035,0.12924627678261805,0.15112881979313714,0.15576967946574538
0.0008440124327513439,0.012263294065837245,0.008208435028791428,0.007200264229879983,0.034585168173784514,0.012000440383133304,0.003663277052449912,0.00251544152148715,0.00015896232022447054
0.0067015708340794605,0.02017161180226793,0.02037416584789753,0.01274909170978752,0.27290266948172526,0.06287452106067476,0.039390785232682024,0.03043474382355279,0.019453864767862122
0.03283286359326392,0.014353049653198282,0.0018387918154333938,0.02234944401629417,0.001739050517090876,0.6696860713991752,0.16623508731328665,0.1846147261252608,0.1873787776594915
