,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.014084165954422835
1,P_charged_centers,1.0,1.0,0.010291600184207857
2,N_charged_centers,1.0,1.0,-0.0007447422538393735
3,N_charged_centers,0.0,0.0,-0.0004929808899970081
4,cLogP,9.3028,9.3028,-0.025566468013656005
5,cLogP,9.784,9.784,0.02128296146038826
6,cLogP,12.515,12.515,0.0049925220942149285
7,cLogP,6.12,6.12,-0.04457843053803764
8,cLogP,11.8502,11.8502,0.004510797416090655
9,cLogP,12.73,12.73,0.05736751754411857
10,Hbond_D,3.0,3.0,0.022845143106882564
11,Hbond_D,2.0,2.0,0.011874793773686622
12,Hbond_D,0.0,0.0,-0.013443280218521191
13,Total_Carbon_Tails,36.0,36.0,0.005193247198756304
14,Total_Carbon_Tails,28.0,28.0,-0.02389661107590786
15,Double_bonds,1.0,1.0,0.01677970444741619
16,Double_bonds,2.0,2.0,0.015084248439625825
17,Double_bonds,0.0,0.0,-0.015792375915814887
18,NP_ratio,4.0,4.0,-0.0454804682191186
19,NP_ratio,8.0,8.0,0.01367516149552976
20,NP_ratio,12.0,12.0,0.03377706885006117
21,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.022928604251289113
22,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.01633780484769609
23,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.003282362994550595
24,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.0529996056897299
25,Dlin-MC3_Helper lipid_ratio,1.0,1.0,-0.01147264843797555
26,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.06910862074617305
27,Dlin-MC3+Helper lipid percentage,40.0,40.0,-0.013363114752905468
28,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.07620482802787737
29,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.01841982490526779
30,Chol_DMG-PEG_ratio,500.0,500.0,-0.018074825879276897
31,Chol_DMG-PEG_ratio,100.0,100.0,0.06796590223712827
32,Chol_DMG-PEG_ratio,10.0,10.0,-0.05797517529123798
33,Size,"(82.0, 586.5555555555555)",334.27777777777777,0.0002203974832140648
34,Size,"(586.5555555555555, 1091.111111111111)",838.8333333333333,-0.04398545802883872
35,Size,"(1595.6666666666665, 2100.222222222222)",1847.9444444444443,-0.03432464598654943
36,Size,"(4118.444444444444, 4623.0)",4370.722222222223,-0.07425206278122518
37,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,-0.0216990547715581
38,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,0.0334821176931482
39,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,-0.002966913485355648
40,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,0.004257539136538795
41,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,0.004193779566717338
42,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,-0.018553478415004158
43,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,-0.004888981170023456
44,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,-0.011252841040752477
45,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,-2.529105267746242e-05
