,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.041905957228648615
1,P_charged_centers,1.0,1.0,0.012621883189463584
2,N_charged_centers,1.0,1.0,0.0023527905872124067
3,N_charged_centers,0.0,0.0,-0.004909611648227868
4,cLogP,9.3028,9.3028,-0.06462063525368537
5,cLogP,9.784,9.784,0.056860444000722245
6,cLogP,12.515,12.515,0.051060394968658315
7,cLogP,6.12,6.12,-0.05774502027690063
8,Hbond_D,3.0,3.0,0.0007479534066274052
9,Hbond_D,2.0,2.0,0.00363434378149067
10,Hbond_D,0.0,0.0,-0.0014107895197205422
11,NP_ratio,4.0,4.0,-0.0012687102905910126
12,NP_ratio,8.0,8.0,0.004695201614454805
13,NP_ratio,12.0,12.0,-0.0035381257386448016
14,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.020657524024614675
15,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.04456711177509337
16,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.03305039549219241
17,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.011938833029255693
18,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.08272975182025852
19,Dlin-MC3+Helper lipid percentage,20.0,20.0,0.058486702416856995
20,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.045269770527598084
21,Dlin-MC3+Helper lipid percentage,60.0,60.0,-0.0118364227028155
22,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.06424249096395179
23,Chol_DMG-PEG_ratio,500.0,500.0,0.03231892828258622
24,Chol_DMG-PEG_ratio,100.0,100.0,0.09063913912431956
25,Chol_DMG-PEG_ratio,10.0,10.0,-0.12859429194067604
26,Size,"(82.0, 586.5555555555555)",334.27777777777777,0.00045149758279017596
27,Size,"(586.5555555555555, 1091.111111111111)",838.8333333333333,0.004710228481787998
28,Size,"(1595.6666666666665, 2100.222222222222)",1847.9444444444443,0.00026878345330536143
29,Size,"(4118.444444444444, 4623.0)",4370.722222222223,0.0034932644385465843
30,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,0.0061601611794450135
31,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,-0.007185518173065101
32,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,0.019684599302173873
33,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,0.023968952747009397
34,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,7.490809748311687e-05
35,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,0.009614537496149909
36,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,-0.002533663954106778
37,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,-0.003487381818259732
38,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,0.007783630236527085
