,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.008919394269190657
1,P_charged_centers,1.0,1.0,0.003666486492390625
2,N_charged_centers,1.0,1.0,0.000135835240143932
3,N_charged_centers,0.0,0.0,-3.5429411245858814e-05
4,cLogP,9.3028,9.3028,-0.05538790741517177
5,cLogP,9.784,9.784,0.048913312321973254
6,cLogP,12.515,12.515,0.0421154651027365
7,cLogP,6.12,6.12,-0.04448389314640163
8,Hbond_D,3.0,3.0,0.0018209106158081794
9,Hbond_D,2.0,2.0,0.00587318299476021
10,Hbond_D,0.0,0.0,-0.0027591044909722096
11,NP_ratio,4.0,4.0,-0.0008758049375066286
12,NP_ratio,8.0,8.0,-0.002050970783818574
13,NP_ratio,12.0,12.0,0.002650617301019216
14,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.0720806641730633
15,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.06675497271161179
16,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.05238195365709829
17,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.029136072183165388
18,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.1690823967400902
19,Dlin-MC3+Helper lipid percentage,20.0,20.0,0.0003277674175260525
20,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.008061344416214124
21,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.015199484481971821
22,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.027490456561539846
23,Chol_DMG-PEG_ratio,500.0,500.0,0.05666984942090188
24,Chol_DMG-PEG_ratio,100.0,100.0,0.02562117869864115
25,Chol_DMG-PEG_ratio,10.0,10.0,-0.09276742366608635
26,Size,"(82.0, 586.5555555555555)",334.27777777777777,0.0009516453134373986
27,Size,"(586.5555555555555, 1091.111111111111)",838.8333333333333,0.009460027598821592
28,Size,"(1595.6666666666665, 2100.222222222222)",1847.9444444444443,0.012793259008870201
29,Size,"(4118.444444444444, 4623.0)",4370.722222222223,0.01761992924179083
30,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,-0.008296650961468807
31,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,0.008961596886943651
32,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,0.01598551359417883
33,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,0.03300416286978879
34,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,0.021086947174937407
35,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,0.015610579001942126
36,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,0.023092134932245097
37,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,0.009098837916014228
38,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,0.032838247053483004
