,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.01822979350450481
1,P_charged_centers,1.0,1.0,0.007039197402705484
2,N_charged_centers,1.0,1.0,0.0004421929770736998
3,N_charged_centers,0.0,0.0,-0.0006109270037454687
4,cLogP,9.3028,9.3028,-0.05281009268281858
5,cLogP,9.784,9.784,0.048635611930672645
6,cLogP,12.515,12.515,0.042837948059427984
7,cLogP,6.12,6.12,-0.04591666908604316
8,Hbond_D,3.0,3.0,0.0034221414551344293
9,Hbond_D,2.0,2.0,0.003870526983714953
10,Hbond_D,0.0,0.0,-0.00295806516430177
11,NP_ratio,4.0,4.0,0.0028352446374943843
12,NP_ratio,8.0,8.0,-0.004109470352155703
13,NP_ratio,12.0,12.0,0.003395433513536523
14,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.07450784593337012
15,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.06933934929088516
16,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.05093282395575754
17,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.032339204547853474
18,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.16343472610783097
19,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.0013402221809295553
20,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.007899299312586198
21,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.011156011003626464
22,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.02382719197059792
23,Chol_DMG-PEG_ratio,500.0,500.0,0.05359320805854777
24,Chol_DMG-PEG_ratio,100.0,100.0,0.022744115739832878
25,Chol_DMG-PEG_ratio,10.0,10.0,-0.08651123001016792
26,Size,"(82.0, 586.5555555555555)",334.27777777777777,0.00033236076767381126
27,Size,"(586.5555555555555, 1091.111111111111)",838.8333333333333,0.015053393828170015
28,Size,"(1595.6666666666665, 2100.222222222222)",1847.9444444444443,0.011661600089396758
29,Size,"(4118.444444444444, 4623.0)",4370.722222222223,0.01258833876746893
30,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,-0.005227757944189162
31,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,0.008489159787742666
32,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,0.01676753907983171
33,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,0.026664998736744494
34,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,0.009109175853207765
35,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,0.010757366631283625
36,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,0.01380262930860286
37,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,0.010306181172466221
38,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,0.03784179040328473
