LGBM,RF,XGB,DT,MLP,kNN,lasso,MLR,PLS
0.007720447563294153,0.00991400491400491,0.0847122872899363,0.02366481313849736,0.007472928808126417,0.022218591788642876,0.001307525206055593,0.031248182805562828,0.03127780445783748
0.0009308049605412249,0.0005670503038924101,0.003213435411453247,0.0,0.03735379734391528,0.03337320349694797,0.023843283338074728,0.009470340881694564,0.01488149024795625
0.12407521744509523,0.19118194749773695,0.04529166221618652,0.30117677486098543,0.12861018688984935,0.010848105229544347,0.09638389752442977,0.11362836719652632,0.11679555082162618
0.01817929312062279,0.004908185697659382,0.016047030687332153,0.0,0.0633144172214461,0.03819647384399807,0.16104298772748038,0.14821996214105992,0.15231629591681478
0.042978953994508295,0.03694426483900165,0.015206272633991658,0.01409543514806677,0.16875833009385127,0.09272857508735854,0.10028614014598802,0.09001037763596992,0.09590965916689126
0.06406091719505111,0.06564399327557226,0.050627652279667534,0.12181559549980608,0.006900887424990482,0.11109896152890825,0.01223045687136265,0.03799113641992441,0.03893887346772415
0.0037513153380525,0.004241562136298979,0.0038847029209136963,0.0,0.02906975177726917,0.08468554854598895,0.15724854404612343,0.1314491819108598,0.13920251009903767
0.07855710300922103,0.041372688477951634,0.0720740258693695,0.13924738135264453,0.18523638563089856,0.11496772921082779,0.1154144962629916,0.13634056929705282,0.1282977984209642
0.0453595652268739,0.009693521272468864,0.08921863501521765,0.0259924996767103,0.1563320940407632,0.09215420862119189,0.1496808277907964,0.13213605544496307,0.13911947970089494
0.010180864544643054,0.02528902107849476,0.02244684100151062,0.05741626794258374,0.08387334538769003,0.22955292196452606,0.23497536244451844,0.2414129989136013,0.2349663212300065
0.009911231268457448,0.0022468640889693526,0.013015598058700562,0.0,0.03095985600941341,0.02635276411665568,0.06706777462743052,0.0689847875068252,0.06295583558328574
0.03592151202741029,0.038748868485710596,0.07886070013046265,0.00956937799043063,0.15316453817828712,4.9387728808459336e-05,0.11917262933033357,0.10116205342917053,0.09465599546902988
0.1448504593144731,0.02635587740850897,0.15394271943526944,0.05689900426742532,0.03189379063306967,0.5113743983542973,0.26693703509727423,0.27236011528885623,0.26770845602434473
0.014294706062455146,0.008789603000129318,0.03177332878112793,0.0,0.013858988417115137,0.08766105033645222,0.06101839730653569,0.07820054110602748,0.08180231567765707
0.04937880053335947,0.038133971291866055,0.0578901606714157,0.04810552178973235,0.02483853160854968,0.08564802968775606,0.01930436404937927,0.003804890643430703,0.008512539376842973
0.08298583945835032,0.15683240656924866,0.08771353960037231,0.013254881675934319,0.1552241066895044,0.050395182316783485,0.14634910278959545,0.14346116073042411,0.15105814269248838
0.0006504527460551293,0.005992499676710204,0.017586588859558105,0.0,0.008861689540227868,0.0,0.04961959118081638,0.06963672797050195,0.0695606749175361
0.0222293416982548,0.1499534462692354,0.12003387147545058,0.12328979697400755,0.12147880516158127,0.1354682383767533,0.14148394523650093,0.13502256857870876,0.12840588621395366
0.04266919960104226,0.05328979697400749,0.04850919552982724,0.044710978921505225,0.036976255189320156,0.05165422923528867,0.07254548805883443,0.10608945186189933,0.10750239065427374
0.02988640602366407,0.04241562136298979,0.07612109184265137,0.0,0.08402542882716697,5.970392640031126e-05,0.14665737839075554,0.14618105676413978,0.14534271534136806
0.009660713084032758,0.004644381223328593,0.001308441162109375,0.0003103582050950515,0.07838706281231343,0.01177712256813359,0.0959090430729761,0.1198683785996691,0.11304901702774257
