Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,HL_(IL+HL),(IL+HL),Chol_DMG-PEG_ratio,PEG_(Chol+PEG),Size,Zeta,PDI,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
655,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,60,100,0.99009901,227.1333333,1.106666667,0.237666667,0.916,7.727,4.5,4.025,1.609,1.099
656,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,60,100,0.99009901,191.0333333,1.159666667,0.258,1.386,6.852,5.438,6.47,2.708,2.197
657,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,60,100,0.99009901,173.0666667,0.740633333,0.277666667,1.386,6.902,6.109,6.588,2.674,1.609
658,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,80,100,0.99009901,385.4666667,-5.563333333,0.314,0.693,1.792,1.099,3.401,2.351,0.693
659,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,80,100,0.99009901,235.9666667,-1.49,0.202666667,1.504,4.454,3.555,7.18,3.761,2.197
660,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,80,100,0.99009901,221.4,-0.068,0.292,1.504,5.303,5.278,8.184,4.052,2.303
661,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,20,10,9.090909091,429.7333333,-4.106666667,0.863666667,0.916,2.079,1.386,4.677,0.693,0.693
662,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,20,10,9.090909091,164.9,-4.78,0.532666667,1.253,2.079,1.386,6.24,1.253,1.386
663,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,20,10,9.090909091,204.7333333,-3.8,0.528,0.405,2.197,1.609,5.956,1.504,0.693
664,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,40,10,9.090909091,151.1,-8.67,0.245666667,0.916,2.833,1.946,7.545,2.565,1.099
665,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,40,10,9.090909091,219.6333333,-3.373333333,0.576,0.405,2.944,2.398,7.316,1.872,1.099
666,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,40,10,9.090909091,145.9333333,-1.295666667,0.341666667,0.916,2.773,2.303,6.856,1.946,1.099
667,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,60,10,9.090909091,127.0666667,-0.760666667,0.191,0.693,3.871,1.946,7.295,2.015,1.609
668,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,60,10,9.090909091,127.8,0.013,0.215333333,0.693,3.714,2.303,8.427,3.314,1.792
669,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,60,10,9.090909091,82.80666667,-1.82,0.227333333,1.099,4.357,2.708,8.624,3.912,2.485
670,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,80,10,9.090909091,104.6,-4.656666667,0.148,0.916,2.639,1.792,3.761,1.946,0.693
671,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,80,10,9.090909091,101.8666667,-2.406666667,0.164,1.504,3.332,1.386,5.748,1.872,1.792
672,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,80,10,9.090909091,92.93333333,-2.843333333,0.211333333,0.693,3.807,2.079,8.142,2.89,1.792
673,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,20,10,9.090909091,100.2433333,-9.143333333,0.198,0.916,2.303,1.386,5.631,0.916,1.386
674,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,20,10,9.090909091,142.6,-2.086666667,0.251333333,0.916,2.197,1.792,6.504,0.916,1.099
675,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,20,10,9.090909091,656.7666667,-2.69,0.614,0.916,1.386,1.946,6.052,1.386,1.099
676,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,40,10,9.090909091,156.8,-9.543333333,0.255,1.504,3.332,1.946,7.51,2.996,1.386
677,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,40,10,9.090909091,122.3333333,-1.101,0.273,0.405,3.401,2.197,7.583,2.485,1.099
678,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,40,10,9.090909091,146.9333333,-0.806,0.334333333,0.693,4.234,2.485,6.84,2.197,1.099
679,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,60,10,9.090909091,119.6333333,-0.956333333,0.184,0.916,2.89,1.099,7.318,2.079,1.099
680,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,60,10,9.090909091,138.6333333,-1.070666667,0.232666667,1.609,4.71,3.178,8.445,3.157,1.946
681,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,60,10,9.090909091,92.68333333,-1.873333333,0.249333333,1.386,4.771,2.079,8.604,3.839,2.303
682,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,80,10,9.090909091,107.7666667,-7.5,0.171333333,0.693,2.708,1.609,4.103,1.386,0.693
683,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,80,10,9.090909091,96.23333333,-3.133333333,0.183,1.386,3.584,1.099,6.481,1.609,1.609
684,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,80,10,9.090909091,112.1666667,-1.543333333,0.211333333,0.916,4.369,1.792,8.605,3.258,2.079
685,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,20,10,9.090909091,131.9333333,-8.303333333,0.382,0.405,2.303,2.303,5.727,1.099,1.099
686,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,20,10,9.090909091,130.2,-1.67,0.408333333,0.405,2.197,1.099,6.434,1.099,0.693
687,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,20,10,9.090909091,611.0333333,-4.006666667,0.368666667,0.916,1.792,1.609,5.79,1.099,1.386
688,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,40,10,9.090909091,149.6666667,-5.433333333,0.191666667,1.099,2.485,1.946,7.458,2.442,0.693
689,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,40,10,9.090909091,133.9666667,-0.782666667,0.316333333,0.693,3.85,1.386,7.696,1.872,0.693
690,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,40,10,9.090909091,138.3,-0.808,0.326,0.916,4.025,2.197,6.835,2.015,1.099
691,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,60,10,9.090909091,134.9666667,-2.59,0.216333333,0.916,3.434,1.386,7.045,2.351,0.693
692,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,60,10,9.090909091,140.6333333,-0.939333333,0.252333333,2.015,3.932,2.079,8.738,3.784,2.303
693,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,60,10,9.090909091,97.09,-1.427333333,0.251,1.872,4.205,2.833,9.34,4.205,2.833
694,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,80,10,9.090909091,104.5666667,-4.286666667,0.164333333,1.099,3.135,1.946,5.007,2.015,1.609
695,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,80,10,9.090909091,110.4,-3.123333333,0.162333333,1.253,3.738,1.386,7.103,1.946,1.099
696,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,80,10,9.090909091,95.28,-2.5,0.202666667,0.405,4.248,1.609,9.033,3.497,0.693
697,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,20,10,9.090909091,115.9666667,-5.833333333,0.283666667,0.693,2.303,1.386,4.052,1.253,1.386
698,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,20,10,9.090909091,130.5666667,-1.171666667,0.339666667,0.693,1.792,1.609,6.381,0.693,0.693
699,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,20,10,9.090909091,320.0666667,-3.613333333,0.756333333,0.405,1.386,1.609,5.866,1.705,0.693
700,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,40,10,9.090909091,129.2333333,-8.426666667,0.187,1.386,3.526,1.946,8.435,2.996,1.099
701,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,40,10,9.090909091,121.4666667,-0.833,0.242333333,0.693,3.466,2.485,7.985,2.773,1.099
702,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,40,10,9.090909091,169.4666667,-0.889,0.346,0.693,3.85,2.833,7.431,2.351,1.609
703,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,60,10,9.090909091,134.3333333,-3.496666667,0.149666667,1.386,3.989,2.773,7.995,4.127,1.609
704,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,60,10,9.090909091,114.1666667,-1.372,0.231666667,2.015,4.143,2.708,9.782,4.649,1.946
705,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,60,10,9.090909091,92.96333333,-2.23,0.255666667,1.504,4.682,3.045,9.438,4.682,2.565
706,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,80,10,9.090909091,118.9,-7.86,0.206333333,2.197,3.584,2.708,6.74,4.787,1.609
707,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,80,10,9.090909091,94.82333333,-1.491,0.199666667,1.504,3.871,2.565,7.648,4.505,1.099
708,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,80,10,9.090909091,95.42666667,-2.646666667,0.200333333,1.253,4.663,2.639,8.969,4.62,1.099
709,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,20,10,9.090909091,395.1666667,-16.8,0.705333333,1.099,2.079,1.946,1.504,0.916,1.099
710,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,20,10,9.090909091,156.3,-9.796666667,0.287,0.693,1.792,1.386,1.946,0.693,1.099
711,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,20,10,9.090909091,139.8,-6.03,0.211666667,1.099,1.386,1.386,2.565,1.253,1.792
712,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,40,10,9.090909091,144.2333333,-7.93,0.199666667,1.099,3.664,1.946,1.253,1.504,1.099
713,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,40,10,9.090909091,131.1,-1.069666667,0.226666667,0.405,3.611,2.197,4.673,0.693,0.693
714,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,40,10,9.090909091,150.6666667,-1.002,0.35,0.916,2.89,2.197,6.341,0.693,1.099
715,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,60,10,9.090909091,151.8666667,-6.88,0.188666667,0.405,5.17,2.996,2.708,1.504,3.584
716,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,60,10,9.090909091,143.0666667,-0.741333333,0.263,0.405,5.951,4.094,4.783,1.386,0.693
717,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,60,10,9.090909091,122.1,-1.561,0.250333333,0,5.666,4.159,6.398,1.504,0.693
718,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,80,10,9.090909091,149.8,-13.63333333,0.23,1.099,5.455,3.829,4.103,1.792,0.693
719,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,80,10,9.090909091,152.3333333,-3.446666667,0.243666667,1.099,5.069,4.143,5.826,1.872,0.693
720,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,80,10,9.090909091,156.8,-1.356666667,0.304,0.916,5.394,4.71,8.334,3.091,2.398
721,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,20,500,0.199600798,215.1166667,-5.068333333,0.3285,2.251,,,6.648,5.619,2.079
722,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,20,500,0.199600798,161.0666667,-4.021666667,0.316166667,1.504,,,6.529,5.354,4.575
723,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,20,500,0.199600798,155.4833333,-2.968333333,0.409,1.609,,,8.589,4.63,2.773
724,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,40,500,0.199600798,197.0333333,-3.041666667,0.214666667,0.916,,,7.189,2.603,1.386
725,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,40,500,0.199600798,176.2666667,-1.898333333,0.228,1.386,,,7.819,3.045,1.609
726,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,40,500,0.199600798,180.2333333,-3.103333333,0.337,1.946,,,7.85,2.485,1.609
727,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,60,500,0.199600798,182.5,-1.049666667,0.208,1.253,,,7.271,1.609,1.609
728,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,60,500,0.199600798,255.3333333,-1.217666667,0.322666667,1.705,,,9.292,2.079,1.609
729,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,60,500,0.199600798,154.7333333,2.996666667,0.23,1.872,,,8.123,2.197,1.609
730,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,80,500,0.199600798,200.9666667,-6.603333333,0.274333333,1.253,,,4.7,1.504,1.946
731,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,80,500,0.199600798,172.4333333,0.623,0.257666667,1.253,,,3.784,1.253,0.693
732,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,80,500,0.199600798,200.2333333,0.325333333,0.246,1.253,,,4.304,1.386,1.386
733,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,100,0.99009901,20,500,0.199600798,200.4,-4.816666667,0.323666667,1.099,,,6.429,4.916,0.693
734,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,100,0.99009901,20,500,0.199600798,207.5166667,-3.873333333,0.543333333,1.253,,,7.37,5.499,1.609
735,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,100,0.99009901,20,500,0.199600798,307.6333333,-3.5,0.151333333,1.099,,,8.234,4.466,2.996
736,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,100,0.99009901,40,500,0.199600798,197.9,-2.638333333,0.2495,0.916,,,5.974,2.303,0.693
737,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,100,0.99009901,40,500,0.199600798,190.1333333,0.246333333,0.249333333,0.916,,,7.55,1.872,1.946
738,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,100,0.99009901,40,500,0.199600798,179.7666667,-3.133333333,0.306333333,1.253,,,5.533,1.872,1.386
739,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,100,0.99009901,60,500,0.199600798,231.2,-9.153333333,0.212666667,0.916,,,6.838,1.253,0.693
740,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,100,0.99009901,60,500,0.199600798,214.3333333,-0.320666667,0.271666667,1.609,,,7.306,1.386,1.386
741,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,100,0.99009901,60,500,0.199600798,169.7,2.133333333,0.245666667,0.916,,,8.516,1.705,0.693
742,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,100,0.99009901,80,500,0.199600798,210.8333333,-9.556666667,0.223666667,1.386,,,2.833,1.253,1.609
743,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,100,0.99009901,80,500,0.199600798,201.4666667,0.087033333,0.236,1.099,,,4.431,1.504,1.099
744,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,100,0.99009901,80,500,0.199600798,162.3333333,3.74,0.244666667,1.099,,,4.956,0.916,0.693
745,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,50,1.960784314,20,500,0.199600798,213.1333333,-4.85,0.346166667,1.386,,,6.623,4.19,1.386
746,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,50,1.960784314,20,500,0.199600798,209.5833333,-2.693333333,0.408333333,1.253,,,7.476,5.136,1.609
747,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,50,1.960784314,20,500,0.199600798,186.8666667,-2.901666667,0.411166667,1.253,,,7.608,4.883,1.609
748,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,50,1.960784314,40,500,0.199600798,180.9,-1.799333333,0.212666667,1.253,,,7.21,2.14,3.555
749,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,50,1.960784314,40,500,0.199600798,219.7,-0.851333333,0.262,0.916,,,5.645,1.504,1.609
750,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,50,1.960784314,40,500,0.199600798,193.5666667,-1.121333333,0.322333333,1.099,,,7.383,2.351,0.693
751,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,50,1.960784314,60,500,0.199600798,298.8333333,-2.73,0.357,1.253,,,7.584,1.792,1.099
752,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,50,1.960784314,60,500,0.199600798,180.7,1.443333333,0.229,0.693,,,7.339,1.872,0.693
753,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,50,1.960784314,60,500,0.199600798,165.1666667,0.187266667,0.326,1.386,,,7.87,1.099,0.693
754,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,50,1.960784314,80,500,0.199600798,223.7,-5.206666667,0.255333333,0.405,,,3.219,0.693,1.099
755,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,50,1.960784314,80,500,0.199600798,197.4666667,0.386,0.243333333,1.705,,,5.781,1.386,1.386
756,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,50,1.960784314,80,500,0.199600798,176.4,0.998,0.296666667,1.504,,,4.256,1.386,0.693
757,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,10,9.090909091,20,500,0.199600798,170.7333333,-3.636666667,0.256333333,0.693,,,8.336,3.277,4.025
758,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,10,9.090909091,20,500,0.199600798,174.4,-2.656666667,0.289,1.609,,,7.637,3.597,4.248
759,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,10,9.090909091,20,500,0.199600798,245.4333333,-1.633,0.322833333,0.693,,,7.949,4.401,2.565
760,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,10,9.090909091,40,500,0.199600798,201.5166667,-1.138333333,0.258,0.693,,,8.598,1.386,1.609
761,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,10,9.090909091,40,500,0.199600798,158.9333333,-0.238,0.270333333,1.792,,,6.691,1.253,1.386
762,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,10,9.090909091,40,500,0.199600798,203.6333333,-0.738666667,0.252,1.253,,,6.434,2.526,2.398
763,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,10,9.090909091,60,500,0.199600798,209.3333333,-3.896666667,0.170666667,1.253,,,6.865,1.253,1.099
764,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,10,9.090909091,60,500,0.199600798,223.4666667,-0.527,0.241666667,1.386,,,7.857,1.792,1.386
765,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,10,9.090909091,60,500,0.199600798,185.9666667,-0.284666667,0.238,1.099,,,8.291,1.792,2.565
766,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,10,9.090909091,80,500,0.199600798,230.6,-1.926666667,0.265666667,2.015,,,4.494,1.099,0.693
767,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,10,9.090909091,80,500,0.199600798,208.0666667,-0.139,0.248333333,2.89,,,7.24,1.253,1.099
768,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,10,9.090909091,80,500,0.199600798,188.6333333,-0.031,0.284666667,2.862,,,5.608,0.916,1.099
769,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,1,50,20,500,0.199600798,337.1666667,-11.87166667,0.21,1.504,,,9.332,3.091,2.079
770,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,1,50,20,500,0.199600798,247.8666667,-8.006666667,0.220833333,1.386,,,8.359,2.251,1.946
771,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,1,50,20,500,0.199600798,208.5333333,-8.283333333,0.273666667,1.386,,,7.139,2.398,1.609
772,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,1,50,40,500,0.199600798,239.25,-15.03333333,0.211166667,1.792,,,6.479,2.918,0.693
773,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,1,50,40,500,0.199600798,323.1666667,-7.436666667,0.111333333,0.916,,,6.925,2.197,5.455
774,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,1,50,40,500,0.199600798,255.3,-8.44,0.203333333,1.099,,,6.825,2.803,2.639
775,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,1,50,60,500,0.199600798,501.3333333,-15.4,0.13,2.015,,,7.114,2.351,1.386
776,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,1,50,60,500,0.199600798,231.3666667,-3.776666667,0.207666667,1.705,,,4.909,2.442,1.609
777,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,1,50,60,500,0.199600798,229.3333333,-5.566666667,0.148666667,0.405,,,4.796,1.946,0.693
778,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,1,50,80,500,0.199600798,232.4333333,-6.826666667,0.112333333,0.405,,,4.86,2.14,1.946
779,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,1,50,80,500,0.199600798,341.5666667,-13.4,0.096333333,1.792,,,4.99,1.609,1.099
780,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,1,50,80,500,0.199600798,278.9666667,-4.993333333,0.099666667,3.611,,,3.624,1.946,1.609
781,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,20,100,0.99009901,198.6,-4.593333333,0.339666667,0.916,,,7.544,4.317,1.609
782,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,20,100,0.99009901,144.3666667,-3.04,0.263666667,0.916,,,7.381,4.828,2.197
783,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,20,100,0.99009901,164.5666667,-1.816666667,0.468666667,1.099,,,8.498,3.75,2.079
784,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,40,100,0.99009901,162.7333333,-13.76666667,0.169666667,1.099,,,9.432,3.178,1.386
785,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,40,100,0.99009901,145.8,-3.333333333,0.22,1.253,,,8.539,2.833,2.639
786,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,40,100,0.99009901,139.0666667,-2.323333333,0.236333333,1.253,,,8.232,2.442,1.792
787,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,60,100,0.99009901,151.2,-4.963333333,0.2,0.693,,,9.294,1.792,1.099
788,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,60,100,0.99009901,123.4666667,-2.55,0.224,1.386,,,10.087,1.872,2.303
789,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,60,100,0.99009901,114.8,-1.646666667,0.250333333,1.253,,,10.058,1.386,0.693
790,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,200,0.497512438,80,100,0.99009901,168.1,-6.486666667,0.237,1.253,,,3.045,1.253,1.099
791,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,8,200,0.497512438,80,100,0.99009901,147.2333333,-3.843333333,0.233666667,1.253,,,6.139,1.099,1.386
792,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,12,200,0.497512438,80,100,0.99009901,150.2,-4.066666667,0.243666667,1.705,,,6.34,1.253,1.386
793,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,4,100,0.99009901,20,100,0.99009901,139.3666667,-2.46,0.235,1.099,,,7.882,3.367,1.792
