,0,1,2,3,4,5,6
0,Formula label,Helper lipid,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA
1,1,18PG,0.173801669881252,27.9333978057350,67.4824247124594,0.875796734015573,3.53457907790872
2,2,18PG,0.176928508910658,28.4359432562049,68.6964906045422,0.891553057942824,1.79908457239932
3,3,18PG,0.177995941417840,28.6075009683619,69.1109453899925,0.896931912497045,1.20662578773076
4,4,18PG,0.303445302131041,48.7697174745163,44.1823101499793,0.573404454500443,6.17112261887286
5,5,18PG,0.313106391814233,50.3224474427720,45.5889862717445,0.591660502034435,3.18379939163479
6,6,18PG,0.316464927964658,50.8622312457635,46.0779965968539,0.598006949238363,2.14530028017956
7,7,18PG,0.403862937527093,64.9088360350323,26.1348182044180,0.339181476140617,8.21330134688196
8,8,18PG,0.421158443586908,67.6885691144119,27.2540466966249,0.353706986483030,4.28251875889331
9,9,18PG,0.427257572145550,68.6688208255333,27.6487341048369,0.358829297137131,2.89635820034708
10,10,18PG,0.483936236012054,77.7782135371358,11.7436985194918,0.152411429382671,9.84174027797773
11,11,18PG,0.508982609242936,81.8036656949151,12.3514997840840,0.160299562696324,5.17555234906157
12,12,18PG,0.517917642140946,83.2397038441342,12.5683265575463,0.163113572134404,3.51093838404422
13,13,18PG,0.345826165643419,27.7905841271542,67.4714276810993,0.875654012941307,3.51650801316173
14,14,18PG,0.352015492137716,28.2879582871174,68.6789785735475,0.891325784254653,1.78972186294271
15,15,18PG,0.354128128316150,28.4577296904397,69.0911584294717,0.896675114442232,1.20030863733017
16,16,18PG,0.603714399122949,48.5144776896380,44.1697409716056,0.573241329873315,6.13882560976014
17,17,18PG,0.622831674286343,50.0507415600186,45.5684240132504,0.591393642049633,3.16660911039503
18,18,18PG,0.629476022646637,50.5846812685231,46.0545465016748,0.597702610488566,2.13359359666698
19,19,18PG,0.803422947594083,64.5630528657613,26.1249237773715,0.339053064825683,8.16954734444738
20,20,18PG,0.837638588109569,67.3126210901349,27.2375146028362,0.353492430562608,4.25873328835671
21,21,18PG,0.849700751021290,68.2819362734725,27.6297402513600,0.358582792141017,2.88003993200523
22,22,18PG,0.962644150808246,77.3580657431628,11.7383713366238,0.152342292427721,9.78857647697743
23,23,18PG,1.01218331999048,81.3390324412346,12.3424462308417,0.160182064364060,5.14615594356910
24,24,18PG,1.02984920196269,82.7586623822352,12.5578619505597,0.162977760941183,3.49064870430124
25,25,18PG,0.684651564027171,27.5092933648974,67.4497675476682,0.875372904575712,3.48091461883153
26,26,18PG,0.696778699838970,27.9965615670767,68.6444956904238,0.890878260376430,1.77128578228417
27,27,18PG,0.700917114906281,28.1628430453263,69.0521996218425,0.896169501364039,1.18787071656090
28,28,18PG,1.19492138613294,48.0119299892761,44.1449932165088,0.572920149904155,6.07523525817801
29,29,18PG,1.23235563825360,49.5160378853065,45.5279585103846,0.590868474861270,3.13277949119400
30,30,18PG,1.24536043704130,50.0385705775533,46.0084058108741,0.597103789884821,2.11055938464656
31,31,18PG,1.58990635682972,63.8824223747897,26.1054478475490,0.338800303372561,8.08342311745909
32,32,18PG,1.65687235845479,66.5731156864972,27.2049952865993,0.353070390141356,4.21194627830738
33,33,18PG,1.68046579732433,67.5210998370502,27.5923874655835,0.358098022248282,2.84794887779369
34,34,18PG,1.90471030690028,76.5312421101605,11.7278877859407,0.152206235380449,9.68395356161801
35,35,18PG,2.00162870398525,80.4254223880579,12.3246441962400,0.159951026966849,5.08835368475004
36,36,18PG,2.03616445365360,81.8130684829781,12.5372914398898,0.162710793858443,3.45076482962004
37,37,18PG,3.16682596253663,25.4486074424673,67.2910892758284,0.873313554858675,3.22016376430903
38,38,18PG,3.21864884443099,25.8650560233077,68.3922606737320,0.887604717601933,1.63642974092737
39,39,18PG,3.23630211453382,26.0069176684494,68.7673705751136,0.892472948521713,1.09693669338146
40,40,18PG,5.51738290623511,44.3376785941494,43.9640562156526,0.570571923160855,5.61031036080210
41,41,18PG,5.67662093239183,45.6173150710240,45.2329095203076,0.587039286106048,2.88611519017046
42,42,18PG,5.73176269028141,46.0604341330818,45.6722945303543,0.592741688745164,1.94276695753734
43,43,18PG,7.33123830450187,58.9138171423241,25.9632734840625,0.336955143781263,7.45471592533029
44,44,18PG,7.61507957957442,61.1947650917040,26.9684854748183,0.350000931365934,3.87166892253737
45,45,18PG,7.71464137038185,61.9948434542351,27.3210793881425,0.354576946514157,2.61485884072646
46,46,18PG,8.77337423005184,70.5028187111389,11.6514515548990,0.151214234844131,8.92114126906611
47,47,18PG,9.18298789130408,73.7944733178639,12.1954376661898,0.158274165806131,4.66882695883606
48,48,18PG,9.32815977068306,74.9610742658496,12.3882327157757,0.160776288032490,3.16175695965919
49,49,18PG,17.1855770667482,13.8103264788706,66.3949108284537,0.861682820476350,1.74750280545115
50,50,18PG,17.3370598705586,13.9320580313480,66.9801508359303,0.869278150510018,0.881453111653010
51,51,18PG,17.3881493316729,13.9731135126320,67.1775303130222,0.871839770104088,0.589367072568745
52,52,18PG,29.6483862181109,23.8254375546106,42.9539393304941,0.557462479142427,3.01477441764201
53,53,18PG,30.1021420570601,24.1900756609275,43.6113309549049,0.565994203366644,1.53045712374076
54,54,18PG,30.2564962913553,24.3141146943992,43.8349560239574,0.568896442074791,1.02553654821341
55,55,18PG,39.1000390510036,31.4207839826191,25.1765729299002,0.326745229438094,3.97585880703899
56,56,18PG,39.8930854261614,32.0580758996305,25.6872166628875,0.333372438159497,2.02824957316112
57,57,18PG,40.1646317501730,32.2762904742223,25.8620657422300,0.335641654970930,1.36137037840379
58,58,18PG,46.5142051279159,37.3788064390684,11.2314620340122,0.145763549687504,4.72976284931601
59,59,18PG,47.6408548549284,38.2841819465035,11.5035063181136,0.149294180018865,2.42216270043560
60,60,18PG,48.0286320586800,38.5957996340605,11.5971401860818,0.150509373991358,1.62791874718632
61,61,18PG,0.168847699219025,27.1371958283865,65.0396550042450,4.22047056525671,3.43383090289266
62,62,18PG,0.171797313845610,27.6112577795422,66.1758381953450,4.29419831972380,1.74690839154335
63,63,18PG,0.172803553772858,27.7729806225680,66.5634389623226,4.31935001568518,1.17142684565139
64,64,18PG,0.297726132470423,47.8505327431056,43.0062232810749,2.79070513933058,6.05481270401852
65,65,18PG,0.307020902783280,49.3443878760245,44.3488429701972,2.87782870845014,3.12191954254488
66,66,18PG,0.310249482525145,49.8632850899505,44.8152078811552,2.90809146705854,2.10316607931065
67,67,18PG,0.399325464118695,64.1795734805568,25.6365060947615,1.66357154511203,8.12102341545100
68,68,18PG,0.416226385221246,66.8958888805381,26.7215372429976,1.73398000627651,4.23236748496653
69,69,18PG,0.422182490033040,67.8531538204788,27.1039163573513,1.75879286539750,2.86195446673929
70,70,18PG,0.481477857127891,77.3831029759112,11.5914940892828,0.752180490624867,9.79174458705328
71,71,18PG,0.506263890684020,81.3667133510169,12.1882134548970,0.790902044700284,5.14790725870187
72,72,18PG,0.515102897161609,82.7873181375799,12.4010109695143,0.804710630350741,3.49185736539345
73,73,18PG,0.335970440729936,26.9985782596033,65.0293581104522,4.21980239232186,3.41629079689269
74,74,18PG,0.341809036050710,27.4677676690989,66.1594578452733,4.29313538688195,1.73783006269509
75,75,18PG,0.343800592736141,27.6278091266546,66.5449371529552,4.31814941980511,1.16530370784896
76,76,18PG,0.592339099170901,47.6003588007423,42.9942192077066,2.78992618627017,6.02315670611003
77,77,18PG,0.610731764794689,49.0783930622317,44.3292286621729,2.87655592172228,3.10509058907845
78,78,18PG,0.617119134180974,49.5916819452476,44.7928481665057,2.90664052889597,2.09171022516981
79,79,18PG,0.794399723965080,63.8379467856780,25.6269093298473,1.66294880404984,8.07779535645970
80,80,18PG,0.827835138138945,66.5248160360028,26.7055178711026,1.73294049757135,4.20889045718431
81,81,18PG,0.839614624744950,67.4714153567622,27.0855177956966,1.75759896933668,2.84585325345965
82,82,18PG,0.957756159756454,76.9652668747346,11.5862626485789,0.751841018628853,9.73887329830120
83,83,18PG,1.00678070855543,80.9048786885454,12.1793272745036,0.790325413984989,5.11868791441055
84,84,18PG,1.02425687959149,82.3092634623072,12.3907417411741,0.804044252647244,3.47169366427998
85,85,18PG,0.665145714967472,26.7255485342300,65.0090767124365,4.21848631763878,3.38174272072726
86,86,18PG,0.676585912388301,27.1852155583594,66.1272026433424,4.29104232334530,1.71995356256459
87,87,18PG,0.680487267387712,27.3419719653237,66.5085077930743,4.31578549212009,1.15324748209422
88,88,18PG,1.17241883050971,47.1077775172388,42.9705837250855,2.78839246259510,5.96082746457095
89,89,18PG,1.20843519913036,48.5549148676538,44.2906276744090,2.87405107552288,3.07197118328392
90,90,18PG,1.22093748166458,49.0572564615904,44.7488516165796,2.90378556073964,2.06916887942576
91,91,18PG,1.57206331938286,63.1654892989934,25.6080190718224,1.66172300145357,7.99270530834781
92,92,18PG,1.63750374370667,65.7948849291710,26.6740064360021,1.73089569760582,4.16270919351446
93,93,18PG,1.66054496298555,66.7206809017958,27.0493348184258,1.75525102959861,2.81418828719426
94,94,18PG,1.89504740690038,76.1429868795885,11.5759674418593,0.751172955169402,9.63482531648248
95,95,18PG,1.99096017436057,79.9967609686765,12.1618541428119,0.789191569748226,5.06123314440280
96,96,18PG,2.02512561734756,81.3695281446434,12.3705550197473,0.802734321596946,3.43205689666479
97,97,18PG,3.07680872899201,24.7252291240393,64.8604874917534,4.20884425492847,3.12863040028685
98,98,18PG,3.12570460117985,25.1181562604168,65.8912340820612,4.27573015160718,1.58917490473506
99,99,18PG,3.14235041592274,25.2519219961923,66.2421352117766,4.29850038138749,1.06509199472086
100,100,18PG,5.41389836998979,43.5060770567022,42.7977636616917,2.77717804286007,5.50508286875622
101,101,18PG,5.56713609778967,44.7374951473355,44.0091332904212,2.85578470000432,2.83045076444925
102,102,18PG,5.62016139820931,45.1636063611697,44.4283070761778,2.88298519214095,1.90493997230227
103,103,18PG,7.24940512546655,58.2562058704465,25.4701105311053,1.65277401584232,7.37150445713939
104,104,18PG,7.52682525504492,60.4855535067855,26.4448003493212,1.71602234776793,3.82679854108044
105,105,18PG,7.62407795638012,61.2670760306872,26.7864886685123,1.73819475156595,2.58416259285446
106,106,18PG,8.72915412198620,70.1474660063996,11.5009016161722,0.746301879089000,8.87617637635292
107,107,18PG,9.13455366943190,73.4052560025495,12.0350267152664,0.780961645638260,4.64420196711400
108,108,18PG,9.27818623870199,74.5594870574130,12.2242665917732,0.793241559000617,3.14481855311125
109,109,18PG,16.7033992154751,13.4228484488284,64.0209156074643,4.15436382410780,1.69847290412438
110,110,18PG,16.8464655417397,13.5378165215426,64.5692613113475,4.18994637605511,0.856510249315023
111,111,18PG,16.8947004888323,13.5765781158989,64.7541365835788,4.20194306706839,0.572641744621529
112,112,18PG,29.1048408090111,23.3886445667113,41.8324707406580,2.71453948243401,2.95950440118561
113,113,18PG,29.5419890419584,23.7399368039876,42.4607851432035,2.75531126145862,1.50197774939184
114,114,18PG,29.6906379672653,23.8593910522360,42.6744386676924,2.76917539421286,1.00635691859348
115,115,18PG,38.6766756071642,31.0805691992614,24.7067094256429,1.60323636231574,3.93280940561584
116,116,18PG,39.4524708493191,31.7039981090560,25.2022884101554,1.63539484342635,2.00584778804317
117,117,18PG,39.7180319376778,31.9174029494098,25.3719291701700,1.64640295585042,1.34623298689194
118,118,18PG,46.2881710507145,37.1971654974010,11.0883533878099,0.719531324195395,4.70677873987920
119,119,18PG,47.4037662465109,38.0936575856427,11.3555947474907,0.736872810589790,2.41010860976583
120,120,18PG,47.7876778929460,38.4021689120716,11.4475609649657,0.742840565397617,1.61975166461916
121,121,18PG,0.130677266341659,21.0024453009085,46.2180705541771,29.9912424726317,2.65756440594106
122,122,18PG,0.132437066511601,21.2852803176214,46.8404784962212,30.3951275176565,1.34667660198933
123,123,18PG,0.133034246870012,21.3812591222246,47.0516898622932,30.5321841108221,0.901832657790073
124,124,18PG,0.249530865182607,40.1045912085732,33.0953753146561,21.4758299921045,5.07467261948354
125,125,18PG,0.256027134632427,41.1486713886949,33.9569780483684,22.0349302788973,2.60339314940700
126,126,18PG,0.258268381751629,41.5088845408723,34.2542355220224,22.2278228177303,1.75078873762329
127,127,18PG,0.358096048381227,57.5531833435714,21.1086300529937,13.6975437224780,7.28254683257569
