Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Helper_MW,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,Size,Zeta,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
526,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,10,80,10,6.92762352,67.08334095,10.0986489,6.553086794,9.337299836,178.8,-2.843333333,0.693,3.951,1.609,6.923,4.966,4.883
527,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,10,80,10,7.266889134,70.36860476,10.59320873,6.874010269,4.897287108,114.0333333,0.044333333,1.705,4.595,2.197,8.28,5.236,5.714
528,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,10,80,10,7.387484577,71.53638549,10.7690051,6.98808581,3.319039029,99.51,-0.3501,1.253,5.684,2.485,10.141,7.095,5.778
529,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,1,20,10,10.86259012,10.51874188,46.06485208,29.89181789,2.661998031,142.0666667,-2.13,4.363,7.878,6.353,7.049,2.773,5.7
530,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,1,20,10,11.00912142,10.66063483,46.68624555,30.29504464,1.348953574,155.0333333,-0.929,4.443,6.004,3.401,5.436,2.079,3.689
531,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,1,20,10,11.05884766,10.70878701,46.897119,30.43188195,0.903364372,123.6666667,-0.883333333,4.103,4.787,4.06,7.592,2.674,3.434
532,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,1,40,10,20.67998041,20.02536906,32.88650181,21.34029045,5.067858268,108.2666667,-1.0292,5.503,9.21,2.996,8.626,4.376,9.141
533,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,1,40,10,21.21761987,20.54598988,33.74148718,21.89509669,2.599806385,0,-6.423333333,6.449,9.339,6.738,9.078,2.918,9.543
534,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,1,40,10,21.40309958,20.72559836,34.03644776,22.08649875,1.748355543,0,-11.56666667,5.838,7.827,4.443,9.348,4.234,7.983
535,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,1,60,10,29.59610033,28.65925498,20.91796967,13.57382281,7.252852214,0,-20.7,5.268,6.897,2.197,7.709,4.248,9.711
536,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,1,60,10,30.70976735,29.7376696,21.70508867,14.08459006,3.762884326,0,-4.423333333,5.782,7.683,4.369,8.706,3.951,9.802
537,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,1,60,10,31.09985115,30.11540556,21.9807926,14.26349635,2.540454337,117.0333333,-1.237,5.476,7.054,3.434,9.367,4.64,9.461
538,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,1,80,10,37.72961263,36.53530624,9.999968964,6.489052666,9.246059498,137.2333333,-0.065666667,5.472,6.452,2.197,7.466,4.248,9.546
539,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,1,80,10,39.55840968,38.3062139,10.48467878,6.803584396,4.847113236,104.4666667,2.526666667,5.984,7.391,6.001,9.169,6.856,9.618
540,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,1,80,10,40.20805297,38.93529315,10.65686218,6.915315453,3.284476251,99.66666667,1.341666667,5.709,6.306,5.756,10.584,6.476,6.596
541,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,20,500,0.171870872,27.93393808,67.48372993,0.875813673,3.534647442,445.6,-20,1.792,6.196,6.858,5.432,4.533,1.792
542,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,20,500,0.174963036,28.43650315,68.69784321,0.891570612,1.799119996,388.5666667,-2.833333333,1.792,5.759,6.293,6.713,4.369,1.609
543,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,20,500,0.176018631,28.60806764,69.11231436,0.896949679,1.206649689,168.4666667,-0.537666667,1.386,5.384,5.971,5.645,3.97,1.609
544,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,40,500,0.300078597,48.7713644,44.18380217,0.573423818,6.171331015,206.4666667,-0.144176667,1.386,5.242,3.85,5.387,3.689,1.386
545,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,40,500,0.30963283,50.32420091,45.59057481,0.591681118,3.18391033,266.9333333,-1.186333333,1.609,5.204,5.861,5.846,4.227,1.946
546,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,40,500,0.312954224,50.86402254,46.07961939,0.59802801,2.145375834,295.5333333,-1.356666667,1.099,5.38,6.373,3.481,4.388,1.386
547,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,60,500,0.399386569,64.91175338,26.13599284,0.339196721,8.213670495,213.1,-2.03,1.099,4.963,3.466,7.128,2.14,4.094
548,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,60,500,0.416491175,67.69174168,27.2553241,0.353723565,4.282719481,226.5333333,0.105433333,1.386,4.431,3.045,7.685,1.872,1.609
549,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,60,500,0.422523,68.67208595,27.65004877,0.358846359,2.896495919,191.9333333,0.3688,1.386,4.357,3.912,8.229,2.803,1.386
550,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,80,500,0.478576609,77.78240243,11.744331,0.152419638,9.842270324,204.2,-2.123333333,1.099,4.868,2.565,5.145,2.015,0.693
551,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,80,500,0.503346995,81.80829942,12.35219943,0.160308643,5.175845515,153.2,1.007666667,0.693,3.219,1.946,5.759,1.386,1.609
552,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,80,500,0.512183606,83.24450169,12.56905098,0.163122974,3.511140751,145.8666667,-0.358366667,1.609,3.296,2.565,8.55,2.197,1.386
553,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,20,500,0.341990861,27.79165368,67.4740244,0.875687713,3.51664335,380.3333333,-7.156666667,1.099,6.37,4.691,4.7,4.57,1.099
554,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,20,500,0.348111786,28.28906647,68.68166907,0.891360702,1.789791975,300.7,-7.346666667,0.693,5.737,4.905,5.685,3.861,0.693
555,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,20,500,0.350201076,28.45885121,69.09388132,0.896710452,1.200355942,323.3666667,-1.173666667,1.386,5.565,3.912,6.199,4.094,0.693
556,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,40,500,0.597036179,48.51773727,44.17270864,0.573279845,6.139238064,197.5333333,-0.223666667,0,4.804,2.398,3.989,3.951,1.099
557,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,40,500,0.615943292,50.05421085,45.57158261,0.591434635,3.166828606,266.7,-1.3988,0,4.942,4.205,4.277,3.882,1.386
558,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,40,500,0.622514615,50.58822498,46.05777286,0.597744483,2.133743066,260.9333333,-1.876666667,1.386,5.136,4.522,4.64,5.231,1.386
559,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,60,500,0.794553234,64.5688258,26.12725975,0.339083381,8.170277829,236.7333333,1.45,0.693,4.754,2.485,7.13,1.946,1.099
560,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,60,500,0.828394292,67.31889623,27.24005379,0.353525384,4.259130304,169.5666667,2.546666667,1.609,4.344,2.398,6.239,2.526,1.099
561,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,60,500,0.840324463,68.28839345,27.6323531,0.358616702,2.880312287,227.0666667,2.25,1.099,4.419,3.296,8.08,2.639,2.773
562,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,80,500,0.95203352,77.36635371,11.73962896,0.152358614,9.789625202,198.8,-5.656666667,1.946,4.431,1.792,2.197,2.565,1.099
563,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,80,500,1.001032169,81.34819543,12.34383663,0.160200109,5.146735667,148.5333333,-0.2858,1.099,3.296,2.079,6.206,1.253,1.609
564,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,80,500,1.01850543,82.76814802,12.55930131,0.162996441,3.491048796,134.8333333,3.186666667,1.099,3.091,1.946,7.608,2.526,2.565
565,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,20,500,0.677084125,27.51138946,67.45490695,0.875439605,3.481179851,160.3666667,3.713333333,0.693,6.409,5.717,6.305,4.483,1
566,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,20,500,0.68907815,27.99873258,68.64981878,0.890947344,1.771423138,394.7333333,-4.73,1.099,5.549,6.026,6.017,3.892,1.099
567,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,20,500,0.693171148,28.16503993,69.05758614,0.896239408,1.187963378,294.7666667,-2.64,1.609,5.583,5.142,6.579,3.961,1.609
568,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,40,500,1.181781058,48.01831521,44.15086417,0.572996344,6.076043219,174.7,1.836666667,1.099,5.159,4.111,4.227,2.398,1.099
569,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,40,500,1.218808731,49.52282947,45.5342031,0.590949518,3.133209181,308.0666667,5.443333333,1.792,4.745,4.663,3.97,4.297,0.693
570,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,40,500,1.231672355,50.04550627,46.0147829,0.597186553,2.110851923,458.9333333,-1.491333333,1.386,5.063,5.268,7.082,5.354,1.099
571,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,60,500,1.572491581,63.89372709,26.1100675,0.338860258,8.08485357,191.4333333,-1.055666667,0,4.654,3.296,7.49,2.398,0.693
572,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,60,500,1.638736296,66.58539285,27.21001233,0.353135502,4.212723029,201.9333333,4.203333333,0.693,4.111,2.639,7.935,1.946,1.386
573,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,60,500,1.662075847,67.53372917,27.59754842,0.358165002,2.848481566,211.8333333,0.894,1.099,4.22,3.367,8.336,3.597,4.344
574,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,80,500,1.883913388,76.54746729,11.73037418,0.152238504,9.686006631,190.4333333,-0.884,0.693,3.045,1.609,4.078,2.015,1.386
575,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,80,500,1.979794922,80.44334096,12.32739009,0.159986664,5.089487357,190.6333333,-0.851,1.099,2.944,1.386,7.747,1.609,3.178
576,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,80,500,2.013961697,81.83161079,12.54013292,0.162747671,3.451546919,128.8,2.053333333,1.099,2.079,2.079,8.816,2.97,2.639
577,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,10,20,500,3.132688496,25.45757907,67.31481201,0.873621432,3.221298998,595.8333333,-15.63333333,2.773,6.673,6.064,6.933,5.472,0.693
578,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,10,20,500,3.183971111,25.87432373,68.41676631,0.887922755,1.63701609,377.5666667,-3.236666667,1.099,6.612,5.981,7.468,4.431,1.099
579,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,10,20,500,3.201440476,26.01628734,68.79214581,0.892794485,1.097331893,288.2333333,-2.386666667,1.792,5.841,3.526,7.605,4.654,1.609
580,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,10,40,500,5.45933566,44.36491832,43.99106639,0.570922465,5.613757165,217.5333333,-1.123333333,2.944,6.148,3.219,5.807,3.512,1.099
581,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,10,40,500,5.616997973,45.64615033,45.26150179,0.587410361,2.887939539,218.9666667,0.326666667,2.197,5.159,3.611,8.449,4.771,2.833
582,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,10,40,500,5.671595388,46.0898325,45.70144516,0.59312001,1.944006941,316.5666667,6.206666667,1.946,5.293,2.639,7.603,4.856,2.565
583,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,10,60,500,7.25557331,58.96192088,25.98447276,0.337230271,7.460802777,273.8,-2.076666667,2.773,4.754,3.178,7.172,3.942,1.386
584,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,10,60,500,7.536723342,61.24666741,26.99135879,0.350297785,3.874952677,146,1.556666667,1.792,4.745,3.738,9.598,3.714,4.875
585,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,10,60,500,7.635345349,62.04811241,27.34455497,0.354881616,2.617105653,181.1666667,-0.4172,1.946,4.787,3.555,9.443,4.127,4.29
586,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,10,80,500,8.684219922,70.57171998,11.66283833,0.151362014,8.929859756,275.1,-2.526666667,3.091,4.7,3.584,3.701,4.927,1.099
587,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,10,80,500,9.090085882,73.86996198,12.20791309,0.158436074,4.673602974,160.8666667,-0.499666667,2.197,3.296,1.386,3.638,4.483,1.609
588,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,10,80,500,9.233938423,75.03896982,12.40110591,0.160943358,3.165042489,155.4,-0.839666667,3.829,3.989,3.219,10.366,4.297,1.946
589,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,1,20,500,17.02689373,13.83678888,66.52213222,0.863333918,1.750851251,720.4,-2.03,0.693,7.304,5.659,2.741,1.609,0.693
590,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,1,20,500,17.17726794,13.95898945,67.10962709,0.870958512,0.883157008,474.8333333,-1.383333333,1.099,7.217,4.727,5.813,2.89,1.099
591,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,1,20,500,17.22798466,14.00020405,67.30777152,0.873530059,0.590509715,343.4,0.513666667,1.099,6.513,3.091,5.909,2.97,1.386
592,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,1,40,500,29.4155019,23.90430669,43.09612937,0.559307842,3.024754198,221.6333333,0.588,0.693,6.244,2.565,4.376,0.916,1.099
593,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,1,40,500,29.8672067,24.2713815,43.75791404,0.56789658,1.53560118,288.5,1.082333333,2.485,6.79,3.689,6.691,3.871,1.099
594,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,1,40,500,30.02087366,24.39625791,43.98304878,0.570818411,1.029001238,253.8,1.406666667,2.708,6.915,3.664,6.032,4.151,0.693
595,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,1,60,500,38.83389432,31.55809895,25.28659947,0.32817317,3.993234087,289.6666667,0.446333333,0.693,4.836,3.466,2.803,0.405,0.693
596,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,1,60,500,39.62505492,32.2010302,25.80176185,0.334859022,2.037294003,132.6,5.146666667,0,5.553,3.367,5.485,2.197,2.079
597,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,1,60,500,39.89598778,32.42120194,25.97817914,0.337148592,1.367482548,241.5333333,2.226666667,0.693,5.714,4.331,6.237,2.015,1.792
598,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,1,80,500,46.23590862,37.5732953,11.28990141,0.146521984,4.754372683,269.8333333,-8.26,1.099,4.29,2.197,1.386,0.405,1.099
599,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,1,80,500,47.36178654,38.4882323,11.5648187,0.150089901,2.435072553,210.1666667,-1.306,1.609,4.431,1.946,6.096,3.045,0.693
600,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,1,80,500,47.74936376,38.80319428,11.65945745,0.151318137,1.636666374,200.7333333,1.663666667,1.099,4.852,3.584,6.888,3.418,1.609
601,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,20,100,0.166971844,27.13770574,65.04087712,4.220549869,3.433895426,665.4,-4.956666667,2.303,5.787,5.159,7.481,3.882,0.693
602,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,20,100,0.169888745,27.61178567,66.17710338,4.294280418,1.74694179,461.8666667,-3.503333333,1.946,4.913,5.011,7.694,3.85,1.609
603,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,20,100,0.170883826,27.77351471,66.56471901,4.319433079,1.171449373,426.1,-2.953333333,1.386,4.718,3.219,7.351,3.114,1.609
604,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,40,100,0.294422694,47.85211818,43.00764821,2.790797604,6.055013318,278.2,-3.166666667,2.079,4.745,4.691,7.375,4.564,1.386
605,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,40,100,0.303614647,49.34607385,44.35035826,2.877927037,3.122026211,185.7333333,2.283333333,1.386,5.088,4.787,8.03,4.549,1.099
606,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,40,100,0.306807518,49.86500671,44.81675521,2.908191874,2.103238695,244.9,2.306666667,0,4.875,4.443,8.569,4.864,1.946
607,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,60,100,0.394899189,64.18242563,25.63764539,1.663645475,8.121384315,217.0666667,-1.85,1.099,4.331,2.303,8.406,2.674,1.609
608,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,60,100,0.411613548,66.89898758,26.72277502,1.734060326,4.232563533,222.0666667,0.132760333,1.099,4.078,2.197,9.065,2.89,1.946
609,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,60,100,0.417503921,67.85634184,27.10518981,1.758875501,2.862088933,#N/A,#N/A,1.609,3.466,3.466,9.689,3.902,2.639
610,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,200,80,100,0.476145327,77.38724942,11.5921152,0.752220795,9.792269261,#N/A,#N/A,0,3.892,2.89,5.539,1.504,1.609
611,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,200,80,100,0.500658227,81.3712977,12.18890016,0.790946606,5.148197301,#N/A,#N/A,0.693,2.773,2.079,6.652,1.099,0.693
612,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,200,80,100,0.509399864,82.79206397,12.40172187,0.804756761,3.492057538,#N/A,#N/A,1.099,3.135,1.099,9.478,3.367,2.833
613,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,20,100,0.332244074,26.99958772,65.03178951,4.219960168,3.41641853,411.7333333,-4.316666667,2.079,5.733,3.434,7.21,4.052,0.693
614,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,20,100,0.338018131,27.46881252,66.16197449,4.293298694,1.737896168,570.8666667,-3.67,1.609,5.407,3.784,7.649,3.481,1.792
615,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,20,100,0.339987675,27.62886619,66.54748321,4.318314635,1.165348293,219.3333333,2.13,0,4.543,2.303,6.62,2.741,1.386
616,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,40,100,0.58578597,47.6034967,42.99705346,2.790110103,6.023553763,265.8666667,-2.493333333,2.197,4.779,2.89,7.965,4.973,1.099
617,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,40,100,0.603976391,49.08172886,44.33224167,2.876751438,3.105301638,174.9,-0.763333333,1.386,4.86,3.091,6.787,5.204,1.792
618,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,40,100,0.610293543,49.59508789,44.79592453,2.906840156,2.091853883,221.6,3.32,2.197,4.828,3.135,8.414,5.527,2.303
619,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,60,100,0.785628837,63.84359078,25.62917504,1.663095827,8.078509524,180.1666667,0.096,0.693,4.736,2.565,8.854,3.219,1.386
620,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,60,100,0.818698141,66.53094515,26.70797832,1.733100158,4.209278234,213.7666667,-1.543333333,1.609,4.19,3.611,9.106,3.466,0.693
621,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,60,100,0.830348703,67.47772014,27.08804877,1.757763206,2.846119181,#N/A,#N/A,1.386,4.111,2.485,9.737,4.677,2.079
622,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,100,80,100,0.947198891,76.97347088,11.58749767,0.75192116,9.7399114,#N/A,#N/A,1.099,4.585,2.944,7.284,2.197,1.386
623,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,100,80,100,0.995688479,80.91394411,12.18069197,0.79041397,5.119261465,#N/A,#N/A,0,3.401,1.609,7.213,1.792,1.609
624,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,100,80,100,1.012974076,82.31864636,12.39215423,0.80413591,3.472089422,#N/A,#N/A,0.693,3.332,2.944,8.223,2.741,3.332
625,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,20,100,0.657792446,26.72752689,65.01388901,4.218798591,3.381993054,391.5666667,-4.583333333,1.386,6.001,7.041,5.288,4.35,1.946
626,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,20,100,0.669107023,27.18726256,66.13218191,4.291365432,1.720083072,258.8333333,-2.473333333,0.693,5.088,6.891,7.164,3.512,0.693
627,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,20,100,0.672965545,27.34404264,66.51354465,4.316112338,1.15333482,237.1333333,-0.988333333,0.693,4.673,5.081,6.435,2.833,1.099
628,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,40,100,1.159523055,47.1139245,42.97619085,2.788756313,5.961605279,194.0333333,-0.591633333,2.833,5.561,4.934,7.29,5.501,1.099
629,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,40,100,1.19514806,48.56144534,44.29658462,2.874437626,3.072384353,170.3,-1.048,0,5.159,5.323,7.324,4.494,1.792
630,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,40,100,1.207514556,49.06392277,44.75493247,2.904180151,2.069450055,198.4,1.671666667,0.693,5.142,6.103,8.64,5.296,1.386
631,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,60,100,1.554840897,63.17654168,25.61249983,1.662013761,7.994103832,174.6333333,0.497666667,2.079,5.318,5.043,8.461,4.625,1.792
632,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,60,100,1.619576198,65.8068767,26.67886804,1.731211171,4.163467889,223.9666667,1.216666667,2.303,4.868,5.442,9.013,3.97,2.303
633,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,60,100,1.642369372,66.73301255,27.05433421,1.755575444,2.81470842,#N/A,#N/A,1.946,4.543,3.97,10.009,5.176,4.522
634,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,50,80,100,1.874353978,76.15904784,11.57840918,0.751331401,9.636857605,#N/A,#N/A,1.609,4.812,2.773,6.575,3.624,1.386
635,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,50,80,100,1.969240426,80.01448902,12.16454933,0.789366462,5.062354762,#N/A,#N/A,0,4.234,2.565,8.082,3.135,3.332
636,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,50,80,100,2.003040769,81.38786993,12.37334351,0.802915269,3.432830528,#N/A,#N/A,0.693,3.526,3.526,8.784,3.45,2.639
637,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,10,20,100,3.043611122,24.73369788,64.88270315,4.210285845,3.129702002,264.9,-3.486666667,3.314,6.507,7.372,6.374,5.066,2.303
638,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,10,20,100,3.091996257,25.12689636,65.91416157,4.277217933,1.589727873,216.4,1.181,2.773,6.246,7.035,7.224,4.06,2.303
639,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,10,20,100,3.108468319,25.26075546,66.26530759,4.300004054,1.065464578,314.3333333,-1.583333333,2.079,5.704,6.895,7.026,4.205,1.609
640,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,10,40,100,5.356878135,43.53230424,42.82356384,2.778852235,5.50840155,207.4,-1.696666667,5.549,6.207,7.036,7.138,6.481,1.386
641,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,10,40,100,5.508595927,44.76522851,44.03641513,2.857555038,2.832205398,180.6333333,1.110333333,4.585,4.654,6.603,9.298,6.147,1.609
642,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,790.1,10,40,100,5.561096485,45.19187071,44.45611126,2.884789426,1.906132124,212.9666667,-0.2816,4.22,5.13,6.347,9.791,5.975,1.386
643,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,790.1,10,60,100,7.174519334,58.30324128,25.49067481,1.654108447,7.377456127,253.3,-0.997666667,5.874,3.664,3.045,9.623,7.315,1.099
644,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,790.1,10,60,100,7.449303898,60.53625926,26.46696934,1.71746091,3.830006592,170.7666667,1.956666667,3.676,4.654,5.017,10.697,6.53,1.946
