Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Helper_MW,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,Size,Zeta,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
267,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,20,100,0.633934455,27.35478763,66.53968151,4.317808377,1.15378803,263.9333333,-1.060666667,1.386,5.333,2.485,9.017,2.89,1.386
268,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,50,40,100,1.092582701,47.14583271,43.00529676,2.790645017,5.965642815,170.0666667,-3.176666667,2.015,5.13,2.89,8.507,3.157,1.609
269,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,50,40,100,1.126174474,48.59534507,44.32750713,2.87644421,3.07452912,158.3666667,-1.57,1.609,5.333,4.344,8.201,4.19,1.386
270,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,40,100,1.137835502,49.09852791,44.78649844,2.906228491,2.070909653,130.9333333,0.963666667,4.304,5.037,3.989,10.186,6.146,1.609
271,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,50,60,100,1.465416835,63.23392899,25.63576531,1.663523475,8.00136539,160.7333333,-3.816666667,2.398,5.609,3.638,9.977,2.773,1.386
272,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,50,60,100,1.526486725,65.86914445,26.7041121,1.732849276,4.167407443,138.7333333,0.242266667,1.099,4.956,2.89,10.071,3.541,1.946
273,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,60,100,1.547990414,66.79704614,27.08029417,1.757260004,2.81740927,152.2333333,-1.88,1.872,4.771,3.367,11.058,5.142,1.792
274,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,50,80,100,1.766883473,76.24245979,11.59109024,0.752154285,9.647412215,189,-15.9,1.872,5.318,4.234,7.607,2.862,1.946
275,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,50,80,100,1.856432312,80.10656506,12.17854758,0.790274819,5.068180227,147.2,-5.523333333,1.946,4.043,2.079,10.174,2.442,2.565
276,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,80,100,1.888333697,81.48313578,12.38782671,0.803855094,3.436848714,148.5333333,-2.94,4.483,6.969,5.464,3.296,5.952,0.693
277,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,20,100,2.871060088,24.77771586,64.99817339,4.217778793,3.13527186,154.9,-5.373333333,2.197,6.457,6.133,9.239,3.624,4.043
278,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,20,100,2.916784653,25.17232629,66.03333569,4.284951228,1.592602133,230.9333333,-2.173333333,2.079,5.357,6.047,10.091,3.384,1.792
279,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,20,100,2.93235155,25.30667116,66.38575601,4.30782004,1.06740124,168.1666667,-0.284166667,2.251,5.71,5.268,10.078,3.784,2.303
280,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,40,100,5.06002569,43.66884528,42.95788189,2.787568231,5.525678901,164.0666667,-0.60825,1.946,6.628,6.444,10.443,4.35,1.792
281,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,40,100,5.203798282,44.90962615,44.17846187,2.866772555,2.841341145,478,-3.73,1.872,5.943,6.621,9.919,5.836,2.639
282,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,40,100,5.253555426,45.3390384,44.60088295,2.894183766,1.912339459,161.1333333,0.813333333,3.02,5.872,6.945,10.377,6.599,1.792
283,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,60,100,6.784162064,58.54842282,25.59787027,1.661064439,7.408480407,179.6666667,1.84,1.792,7.681,7.076,11.27,3.85,1.792
284,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,60,100,7.045130625,60.80062397,26.58255185,1.724961143,3.846732412,153.8,-0.397333333,1.705,6.817,6.219,10.989,4.696,1.792
285,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,60,100,7.13663977,61.59036279,26.9278324,1.747366649,2.597798392,150.7333333,-0.254666667,4.363,5.756,5.517,10.423,6.184,3.434
286,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,80,100,8.177318209,70.5715871,11.57043763,0.750814121,8.929842943,222.5666667,-12.13333333,2.89,8.712,6.868,9.969,3.761,2.303
287,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,80,100,8.559492842,73.86981639,12.11119288,0.785904123,4.673593763,166.1666667,-6.06,3.526,7.524,5.953,10.762,4.143,1.609
288,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,80,100,8.694948364,75.03881959,12.3028547,0.798341198,3.165036153,198.6666667,-0.9158,5.844,7.093,5.606,10.571,5.531,4.431
289,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,20,100,15.7343558,13.57900516,64.76571246,4.202694234,1.718232342,236.7666667,-3.646666667,5.816,9.043,7.869,8.779,4.615,1.792
290,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,20,100,15.87070359,13.69667551,65.32694683,4.239113141,0.866560936,211.3666667,1.916666667,3.296,8.948,6.99,10.771,2.197,1.792
291,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,20,100,15.91667949,13.73635347,65.51619274,4.251393446,0.579380853,182.6,0.651,4.311,7.891,6.194,11.063,2.773,3.258
292,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,40,100,27.65520011,23.86688781,42.68784723,2.770045485,3.020019366,179.9,-1.32,6.029,9.87,6.116,11.497,4.883,2.303
293,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,40,100,28.07919873,24.23280552,43.34232046,2.81251473,1.533160556,196.2,2.876666667,6.372,8.838,5.914,11.654,5.097,2.079
294,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,40,100,28.22343559,24.35728428,43.56496073,2.826962019,1.027357383,180,-3.013333333,6.458,8.756,6.207,11.174,4.687,3.332
295,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,60,100,36.99909359,31.93081997,25.38259469,1.647095049,4.040396697,197.7,0.54,6.006,10.216,6.279,11.55,5.529,2.398
296,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,60,100,37.76196008,32.58918617,25.90594619,1.681055709,2.061851845,148.4666667,4.106666667,6.537,8.985,5.252,11.218,6.308,4.682
297,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,60,100,38.02328804,32.81471645,26.08522576,1.692689291,1.38408046,171.6333333,1.651,7.636,8.301,6.363,11.494,5.844,6.621
298,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,80,100,44.52012605,38.4215934,11.45335134,0.743216307,4.861712891,253.0666667,-0.074666667,7.84,10.438,7.005,11.117,6.763,4.934
299,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,80,100,45.62930905,39.37883639,11.73870235,0.761732942,2.491419271,186.6333333,-5.6,8.234,10.235,6.702,10.73,6.818,6.443
300,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,80,100,46.01142153,39.70860567,11.83700549,0.768111904,1.674855404,150.0333333,6.683333333,8.221,9.509,6.506,10.592,6.02,7.745
301,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,200,20,10,0.121691419,21.00433502,46.22222907,29.99394097,2.657803523,274.6,-9.106666667,1.099,2.639,1.792,7.619,1.253,0.693
302,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,200,20,10,0.123330358,21.28722128,46.84474978,30.39789918,1.346799403,236.6,-4.033333333,0.916,2.303,1.946,6.195,1.504,1.386
303,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,200,20,10,0.123886526,21.38321763,47.05599975,30.53498083,0.901915265,405.4,-5.893333333,0.405,2.197,1.386,5.375,2.526,1.386
304,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,200,40,10,0.232391227,40.11148219,33.10106193,21.47952008,5.075544576,170.1333333,-5.413333333,0.916,2.89,1.792,9.868,2.398,1.609
305,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,200,40,10,0.23844235,41.15592587,33.96296464,22.03881502,2.603852126,176.6666667,-1.593333333,0.693,3.178,1.946,6.831,2.251,1.609
306,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,200,40,10,0.240530033,41.5162666,34.26032739,22.23177588,1.751100103,260.6666667,-1.943333333,1.386,3.332,1.792,5.629,3.239,1.386
307,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,200,60,10,0.333524278,57.567376,21.11383546,13.70092155,7.284342714,153.6333333,-3.223333333,1.099,3.178,1.386,8.863,1.946,1.099
308,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,200,60,10,0.34613096,59.74333047,21.91190457,14.2187944,3.779839592,153.0333333,-1.48,0.916,3.367,1.792,9.113,2.251,1.609
309,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,200,60,10,0.350547673,60.50566956,22.19150568,14.4002296,2.552047495,149.9,-2.086666667,1.386,3.97,1.386,8.651,3.114,2.773
310,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,200,80,10,0.426279353,73.57720399,10.11964427,6.566710845,9.310161537,133.1,-3.64,1.872,3.178,1.946,6.555,1.253,1.609
311,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,200,80,10,0.447091839,77.16950686,10.61372159,6.88732121,4.8823585,138.3666667,-33.9,1.099,3.497,1.609,8.354,1.792,1.792
312,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,200,80,10,0.454488424,78.44618147,10.78931256,7.001263471,3.308754079,136.2333333,-2.783333333,3.597,4.304,2.197,10.335,4.111,1.946
313,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,100,20,10,0.242169866,20.8996536,46.22068195,29.99293703,2.64455756,196.5,-6.903333333,0.916,2.398,1.792,7.399,1.386,1.099
314,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,100,20,10,0.245414936,21.17970839,46.84003783,30.39484157,1.33999728,197.3,-2.48,0,1.792,1.099,6.316,1.253,0.693
315,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,100,20,10,0.246516038,21.27473535,47.05019494,30.53121405,0.897339629,213.9333333,-1.81,0.693,1.099,2.079,4.311,1.609,1.386
316,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,100,40,10,0.462451989,39.91035935,33.09894619,21.47814716,5.050095307,137.9333333,-6.893333333,1.386,1.386,1.386,9.397,2.708,1.386
317,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,100,40,10,0.474431613,40.94422043,33.95636047,22.03452953,2.590457951,470.4333333,-3.68,0.693,2.944,1.792,8.302,2.251,0.693
318,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,100,40,10,0.478563946,41.30084746,34.25212275,22.22645183,1.742014014,165.9666667,-2.296666667,0,2.773,2.485,7.816,1.705,1.386
319,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,100,60,10,0.663685448,57.27713442,21.11189866,13.69966475,7.247616719,137.5666667,-3.093333333,0.405,2.565,1.386,9.197,2.351,1.386
320,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,100,60,10,0.688640459,59.43079245,21.90571998,14.21478118,3.760065944,115.6333333,-2.686666667,1.099,3.526,1.386,9.1,2.485,2.079
321,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,100,60,10,0.697381122,60.18512592,22.18376133,14.39520423,2.538527397,207.0666667,-1.29,1.504,4.22,1.792,8.996,2.708,2.303
322,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,100,80,10,0.84823866,73.20437699,10.11845786,6.565940971,9.262985518,145.4,-3.763333333,1.253,3.332,2.398,7.722,1.504,1.099
323,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,100,80,10,0.88943267,76.75948708,10.6098524,6.884810469,4.856417378,135.8666667,-36.3,1.386,2.773,1.386,8.331,2.079,1.099
324,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,100,80,10,0.904067771,78.02252016,10.7844314,6.998096053,3.290884616,120.9333333,-1.66,2.079,3.761,1.609,8.763,3.277,1.792
325,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,50,20,10,0.479559672,20.69339013,46.21763351,29.99095887,2.618457816,278.8333333,-8.986666667,1.253,1.792,1.946,7.138,1.386,1.386
326,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,50,20,10,0.485921497,20.96790804,46.8307553,30.38881806,1.326597101,415.8,-6.63,0.916,1.792,2.079,5.89,1.386,1.792
327,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,20,10,0.488079781,21.06103976,47.03876024,30.52379398,0.888326237,496.8333333,-6.54,0.916,1.609,1.946,3.738,1.504,1.099
328,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,50,40,10,0.915720952,39.51410431,33.09477773,21.47544221,4.999954798,93.06666667,-2.723333333,0.405,1.946,0.693,8.898,2.833,1.609
329,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,50,40,10,0.939200759,40.52727708,33.9433539,22.02608947,2.564078789,207.5666667,-2.203333333,0.916,2.708,2.398,8.514,2.803,1.099
330,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,40,10,0.947297241,40.87664689,34.23596629,22.21596778,1.724121807,201.6333333,-2.146666667,1.099,2.639,1.609,9.059,2.674,2.485
331,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,50,60,10,1.314119911,56.7053436,21.10808308,13.69718879,7.175264623,136.1666667,-2.57,0.693,2.079,1.609,9.08,1.504,1.099
332,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,50,60,10,1.363020059,58.81542478,21.8935429,14.20687938,3.721132877,129.5,-1.666333333,1.253,3.401,1.099,9.072,2.398,1.609
333,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,60,10,1.380138994,59.55412077,22.16851621,14.38531157,2.511912451,202.5,-2.12,0.405,3.584,2.079,8.605,2.565,2.708
334,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,50,80,10,1.679457185,72.46994431,10.11612073,6.564424393,9.170053379,143.0333333,-3.51,1.253,3.135,2.89,7.535,1.705,1.609
335,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,50,80,10,1.760161039,75.95238126,10.60223609,6.879868186,4.805353427,134.7,-36.66666667,1.386,2.89,1.386,6.322,2.398,1.386
336,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,50,80,10,1.788813983,77.18877914,10.77482557,6.991862758,3.255718545,135.2333333,-2.383333333,2.803,3.045,1.609,9.084,3.75,2.079
337,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,20,10,2.222336388,19.17912474,46.19525365,29.97643642,2.426848803,235.4666667,-9.563333333,0.693,2.708,1.386,7.753,1.946,1.099
338,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,20,10,2.249633996,19.41470754,46.76268346,30.34464575,1.228329248,378.9333333,-5.376666667,0.693,1.946,1.386,6.706,1.386,0.693
339,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,20,10,2.258882835,19.49452653,46.95493721,30.46940061,0.822252823,476.3333333,-7.476666667,0.405,2.485,1.609,3.526,1.099,1.386
340,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,40,10,4.241691409,36.60648725,33.06419062,21.45559402,4.632036705,132.7666667,-5.483333333,1.099,2.773,1.386,9.559,3.091,1.099
341,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,40,10,4.342258922,37.47440126,33.84811928,21.96429103,2.370929515,279.9666667,-2.596666667,0.916,3.871,1.609,8.385,2.526,1.386
342,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,40,10,4.376849595,37.77292439,34.11775525,22.13925978,1.59321098,153,-1.983333333,0.916,3.332,1.609,7.601,2.526,1.946
343,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,60,10,6.084660051,52.51160659,21.0800981,13.67902913,6.64460612,156.7333333,-3.656666667,0.693,3.091,1.099,9.786,3.367,0.693
344,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,60,10,6.293757758,54.31615383,21.80451001,14.14910529,3.436473111,134.0666667,-1.370333333,0.916,4.127,1.792,8.904,3.239,1.386
345,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,60,10,6.366687593,54.94555019,22.05717295,14.31306011,2.317529163,167.5,-2.37,1.253,4.875,2.079,9.101,3.541,2.708
346,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,10,80,10,7.77338569,67.08558372,10.09898652,6.55330588,8.488738187,144.4333333,-4.92,1.386,6.562,4.605,7.187,2.14,1.099
347,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,10,80,10,8.117941072,70.05915275,10.54662418,6.843781215,4.432500787,161.1333333,-31.9,2.639,4.828,2.708,8.559,3.401,1.792
348,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,10,80,10,8.239682401,71.10980023,10.70478744,6.946414508,2.999315418,118.1666667,-2.056666667,5.004,4.511,3.219,10.416,4.635,2.197
349,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,20,10,12.188986,10.51929331,46.06726697,29.89338493,1.331068791,302.6666667,-8.333333333,0.693,3.584,1.946,6.481,0.916,1.099
350,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,20,10,12.27065141,10.58977189,46.37591463,30.09366864,0.669993432,270.0333333,-7.673333333,1.253,2.398,1.792,6.53,0.916,0.693
351,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,20,10,12.29811693,10.61347508,46.47971832,30.16102761,0.447662057,180.3,-9.613333333,0.693,1.792,1.099,2.14,1.504,1.609
352,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,40,10,23.2062457,20.02736775,32.88978413,21.34242038,2.53418204,157.5,-3.126666667,2.14,5.278,1.946,7.882,1.386,0.693
353,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,40,10,23.50406358,20.28438943,33.31187592,21.61631881,1.283352261,140.4666667,-1.383333333,2.398,4.466,1.946,8.424,1.705,1.792
354,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,40,10,23.60504219,20.37153561,33.45499105,21.70918726,0.859243883,228.2,-1.873333333,4.151,3.912,1.946,9.942,4.812,3.219
355,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,60,10,33.21298755,28.66334884,20.92095771,13.57576177,3.626944127,153.2,-2.37,3.651,4.511,1.099,8.839,2.565,1.099
356,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,60,10,33.82642023,29.19275123,21.30736075,13.82650152,1.846966281,129.7666667,-1.059,3.871,6.548,2.079,8.899,3.314,0.693
357,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,60,10,34.03596449,29.37359134,21.43935329,13.91215244,1.238938446,145.7333333,-1.533333333,4.197,6.623,2.485,8.923,4.127,1.946
358,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,744,1,80,10,42.34214426,36.54195966,10.00179005,6.490234383,4.623871646,165.1666667,-3.313333333,5.582,6.771,5.106,8.402,4.527,1.099
359,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,744,1,80,10,43.34423516,37.40678042,10.23849755,6.643835598,2.366651282,157.6666667,15.6,5.649,8.226,2.833,10.168,4.654,1.386
360,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,744,1,80,10,43.68888971,37.70422291,10.31990964,6.696664497,1.590313244,140.5666667,-1.012333333,5.911,7.324,5.231,10.785,6.157,3.807
361,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,200,20,500,0.144249738,27.93672121,67.49045351,0.875900933,3.552674606,157.3333333,5.9,3.512,5.442,4.875,2.015,7.449,2.079
362,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,200,20,500,0.146858439,28.44194611,68.7109925,0.891741266,1.808461683,138.8333333,5.12,2.674,5.283,5.652,5.951,6.663,2.079
363,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,200,20,500,0.147749101,28.61443984,69.12770854,0.897149467,1.212953052,235.9333333,5.646666667,3.714,5.704,4.727,4.705,6.676,1.386
364,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,200,40,500,0.251872093,48.77984901,44.19148868,0.573523575,6.203266645,175.8333333,12.9,3.512,6.038,4.927,3.597,5.409,2.89
365,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,200,40,500,0.259934302,50.34124999,45.6060202,0.591881571,3.200913936,172.5333333,1.866666667,2.015,5.617,5.043,5.619,6.233,3.178
366,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,200,40,500,0.262737637,50.88416948,46.09787126,0.598264886,2.156956733,173.3,6.673333333,2.14,5.58,3.611,5.024,6.531,1.792
367,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,200,60,500,0.335245911,64.92678387,26.1420447,0.339275263,8.256650255,222.7333333,16.2,1.504,4.663,4.585,7.206,3.114,1.946
368,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,200,60,500,0.349681917,67.72259268,27.26774591,0.353884777,4.306094718,163.4666667,13.33333333,1.504,4.407,5.602,5.133,3.219,1.946
369,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,200,60,500,0.354774222,68.7088149,27.66483727,0.359038286,2.912535322,132.7666667,15.63333333,1.386,5.17,2.708,6.127,4.143,1.946
370,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,200,80,500,0.401736639,77.8039853,11.74758979,0.152461931,9.89422634,172.6333333,-10.96666667,1.792,3.401,2.485,8.005,2.526,2.833
371,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,200,80,500,0.422645384,81.85336385,12.35900369,0.160396949,5.204590134,156.5,5.703333333,0.916,3.584,2.89,7.026,1.705,1.946
372,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,200,80,500,0.430107156,83.29847865,12.57720094,0.163228745,3.530984513,415.4333333,-30.56666667,1.872,4.736,2.773,4.916,4.625,1.386
373,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,100,20,500,0.287058283,27.79716392,67.48740246,0.875861336,3.552514,126.4666667,1.823,1.609,5.583,6.24,5.165,6.521,1.386
374,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,100,20,500,0.292249383,28.29984185,68.7078301,0.891700224,1.808378449,173,7.926666667,3.114,5.288,6.223,5.816,6.384,1.609
375,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,100,20,500,0.294021725,28.4714658,69.12450766,0.897107926,1.212896888,198.5333333,2.883333333,2.442,5.442,2.773,4.994,5.962,1.386
376,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,100,40,500,0.501210837,48.53453333,44.18800052,0.573478305,6.202777003,185.6666667,12.1,2.14,5.557,4.304,3.912,5.912,2.398
377,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,100,40,500,0.517252858,50.08795542,45.60230517,0.591833357,3.200653192,160.6,4.013333333,1.609,5.464,5.438,5.951,5.112,2.197
378,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,100,40,500,0.522830858,50.62809871,46.09407567,0.598215626,2.156779135,183.8333333,2.956666667,1.946,6.014,3.807,7.272,5.859,1.946
379,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,100,60,500,0.667102464,64.59857683,26.13929826,0.339239619,8.255782827,224,22.76666667,1.099,4.5,2.773,5.659,3.481,1.946
380,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,100,60,500,0.69582538,67.37994791,27.26475786,0.353845998,4.305622849,147.6666667,9.33,1.099,5.273,5.298,7.034,2.708,1.386
381,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,100,60,500,0.705957333,68.36107121,27.66176157,0.35899837,2.912211514,146.4333333,19.53333333,0.693,5.67,4.5,4.771,4.241,1.946
382,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,100,80,500,0.799395037,77.40907063,11.74611086,0.152442737,9.892980734,170.8666667,7.633333333,0.693,3.892,2.565,6.934,1.705,1.946
383,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,100,80,500,0.840994762,81.4373619,12.35736682,0.160375706,5.20390082,136.8333333,7.98,1.609,3.555,3.829,8.769,2.251,2.485
384,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,663.1,100,80,500,0.855840458,82.87493843,12.57550577,0.163206745,3.530508602,290.3,-25.13333333,1.504,4.984,3.871,8.2,5.722,1.386
385,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,663.1,50,20,500,0.568437333,27.5221909,67.48139089,0.875783317,3.552197553,122.2,18.9,3.068,5.521,5.743,4.64,6.505,1.792
386,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,663.1,50,20,500,0.578715899,28.01985114,68.70159916,0.891619357,1.808214451,176.0666667,21.16666667,1.386,5.537,5.338,6.504,5.936,2.303
