Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3:Helper lipid,Dlin-MC3+Helper lipid percentage,Chol:DMG-PEG,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
582,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,40,500,1.946,5.293,2.639,7.603,4.856,2.565
583,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,60,500,2.773,4.754,3.178,7.172,3.942,1.386
584,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,60,500,1.792,4.745,3.738,9.598,3.714,4.875
585,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,60,500,1.946,4.787,3.555,9.443,4.127,4.290
586,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,80,500,3.091,4.7,3.584,3.701,4.927,1.099
587,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,80,500,2.197,3.296,1.386,3.638,4.483,1.609
588,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,80,500,3.829,3.989,3.219,10.366,4.297,1.946
589,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,20,500,0.693,7.304,5.659,2.741,1.609,0.693
590,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,20,500,1.099,7.217,4.727,5.813,2.890,1.099
591,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,20,500,1.099,6.513,3.091,5.909,2.970,1.386
592,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,40,500,0.693,6.244,2.565,4.376,0.916,1.099
593,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,40,500,2.485,6.79,3.689,6.691,3.871,1.099
594,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,40,500,2.708,6.915,3.664,6.032,4.151,0.693
595,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,60,500,0.693,4.836,3.466,2.803,0.405,0.693
596,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,60,500,0,5.553,3.367,5.485,2.197,2.079
597,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,60,500,0.693,5.714,4.331,6.237,2.015,1.792
598,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,80,500,1.099,4.29,2.197,1.386,0.405,1.099
599,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,80,500,1.609,4.431,1.946,6.096,3.045,0.693
600,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,80,500,1.099,4.852,3.584,6.888,3.418,1.609
601,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,20,100,2.303,5.787,5.159,7.481,3.882,0.693
602,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,20,100,1.946,4.913,5.011,7.694,3.850,1.609
603,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,20,100,1.386,4.718,3.219,7.351,3.114,1.609
604,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,40,100,2.079,4.745,4.691,7.375,4.564,1.386
605,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,40,100,1.386,5.088,4.787,8.030,4.549,1.099
606,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,40,100,0,4.875,4.443,8.569,4.864,1.946
607,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,60,100,1.099,4.331,2.303,8.406,2.674,1.609
608,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,60,100,1.099,4.078,2.197,9.065,2.890,1.946
609,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,60,100,1.609,3.466,3.466,9.689,3.902,2.639
610,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,80,100,0,3.892,2.89,5.539,1.504,1.609
611,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,80,100,0.693,2.773,2.079,6.652,1.099,0.693
612,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,80,100,1.099,3.135,1.099,9.478,3.367,2.833
613,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,20,100,2.079,5.733,3.434,7.210,4.052,0.693
614,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,20,100,1.609,5.407,3.784,7.649,3.481,1.792
615,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,20,100,0,4.543,2.303,6.620,2.741,1.386
616,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,40,100,2.197,4.779,2.89,7.965,4.973,1.099
617,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,40,100,1.386,4.86,3.091,6.787,5.204,1.792
618,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,40,100,2.197,4.828,3.135,8.414,5.527,2.303
619,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,60,100,0.693,4.736,2.565,8.854,3.219,1.386
620,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,60,100,1.609,4.19,3.611,9.106,3.466,0.693
621,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,60,100,1.386,4.111,2.485,9.737,4.677,2.079
622,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,80,100,1.099,4.585,2.944,7.284,2.197,1.386
623,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,80,100,0,3.401,1.609,7.213,1.792,1.609
624,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,80,100,0.693,3.332,2.944,8.223,2.741,3.332
625,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,20,100,1.386,6.001,7.041,5.288,4.350,1.946
626,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,20,100,0.693,5.088,6.891,7.164,3.512,0.693
627,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,20,100,0.693,4.673,5.081,6.435,2.833,1.099
628,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,40,100,2.833,5.561,4.934,7.290,5.501,1.099
629,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,40,100,0,5.159,5.323,7.324,4.494,1.792
630,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,40,100,0.693,5.142,6.103,8.640,5.296,1.386
631,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,60,100,2.079,5.318,5.043,8.461,4.625,1.792
632,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,60,100,2.303,4.868,5.442,9.013,3.970,2.303
633,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,60,100,1.946,4.543,3.97,10.009,5.176,4.522
634,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,80,100,1.609,4.812,2.773,6.575,3.624,1.386
635,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,80,100,0,4.234,2.565,8.082,3.135,3.332
636,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,80,100,0.693,3.526,3.526,8.784,3.450,2.639
637,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,20,100,3.314,6.507,7.372,6.374,5.066,2.303
638,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,20,100,2.773,6.246,7.035,7.224,4.060,2.303
639,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,20,100,2.079,5.704,6.895,7.026,4.205,1.609
640,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,40,100,5.549,6.207,7.036,7.138,6.481,1.386
641,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,40,100,4.585,4.654,6.603,9.298,6.147,1.609
642,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,40,100,4.22,5.13,6.347,9.791,5.975,1.386
643,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,60,100,5.874,3.664,3.045,9.623,7.315,1.099
644,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,60,100,3.676,4.654,5.017,10.697,6.530,1.946
645,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,60,100,4.745,4.304,4.595,9.781,7.017,1.792
646,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,80,100,4.357,3.466,3.912,7.289,6.266,1.386
647,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,80,100,3.45,2.996,3.871,9.994,6.318,1.609
648,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,80,100,1.386,2.996,4.025,9.151,5.056,0.693
649,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,20,100,1.792,8.461,6.286,3.584,3.114,1.099
650,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,20,100,1.253,7.442,5.464,4.864,2.862,1.386
651,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,20,100,0.693,7.786,5.811,5.384,2.140,1.099
652,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,40,100,2.485,8.054,5.73,3.664,2.862,1.386
653,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,40,100,3.784,7.532,5.342,5.619,4.741,0.693
654,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,40,100,5.139,6.976,6.219,7.373,6.017,1.386
655,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,60,100,0.916,7.727,4.5,4.025,1.609,1.099
656,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,60,100,1.386,6.852,5.438,6.470,2.708,2.197
657,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,60,100,1.386,6.902,6.109,6.588,2.674,1.609
658,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,80,100,0.693,1.792,1.099,3.401,2.351,0.693
659,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,80,100,1.504,4.454,3.555,7.180,3.761,2.197
660,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,80,100,1.504,5.303,5.278,8.184,4.052,2.303
661,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,20,10,0.916,2.079,1.386,4.677,0.693,0.693
662,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,20,10,1.253,2.079,1.386,6.240,1.253,1.386
663,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,20,10,0.405,2.197,1.609,5.956,1.504,0.693
664,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,40,10,0.916,2.833,1.946,7.545,2.565,1.099
665,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,40,10,0.405,2.944,2.398,7.316,1.872,1.099
666,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,40,10,0.916,2.773,2.303,6.856,1.946,1.099
667,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,60,10,0.693,3.871,1.946,7.295,2.015,1.609
668,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,60,10,0.693,3.714,2.303,8.427,3.314,1.792
669,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,60,10,1.099,4.357,2.708,8.624,3.912,2.485
670,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,80,10,0.916,2.639,1.792,3.761,1.946,0.693
671,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,80,10,1.504,3.332,1.386,5.748,1.872,1.792
672,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,80,10,0.693,3.807,2.079,8.142,2.890,1.792
673,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,20,10,0.916,2.303,1.386,5.631,0.916,1.386
674,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,20,10,0.916,2.197,1.792,6.504,0.916,1.099
675,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,20,10,0.916,1.386,1.946,6.052,1.386,1.099
676,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,40,10,1.504,3.332,1.946,7.510,2.996,1.386
677,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,40,10,0.405,3.401,2.197,7.583,2.485,1.099
678,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,40,10,0.693,4.234,2.485,6.840,2.197,1.099
679,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,60,10,0.916,2.89,1.099,7.318,2.079,1.099
680,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,60,10,1.609,4.71,3.178,8.445,3.157,1.946
681,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,60,10,1.386,4.771,2.079,8.604,3.839,2.303
682,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,80,10,0.693,2.708,1.609,4.103,1.386,0.693
683,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,80,10,1.386,3.584,1.099,6.481,1.609,1.609
684,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,80,10,0.916,4.369,1.792,8.605,3.258,2.079
685,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,20,10,0.405,2.303,2.303,5.727,1.099,1.099
686,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,20,10,0.405,2.197,1.099,6.434,1.099,0.693
687,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,20,10,0.916,1.792,1.609,5.790,1.099,1.386
688,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,40,10,1.099,2.485,1.946,7.458,2.442,0.693
689,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,40,10,0.693,3.85,1.386,7.696,1.872,0.693
690,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,40,10,0.916,4.025,2.197,6.835,2.015,1.099
691,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,60,10,0.916,3.434,1.386,7.045,2.351,0.693
692,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,60,10,2.015,3.932,2.079,8.738,3.784,2.303
693,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,60,10,1.872,4.205,2.833,9.340,4.205,2.833
694,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,80,10,1.099,3.135,1.946,5.007,2.015,1.609
695,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,80,10,1.253,3.738,1.386,7.103,1.946,1.099
696,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,80,10,0.405,4.248,1.609,9.033,3.497,0.693
697,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,20,10,0.693,2.303,1.386,4.052,1.253,1.386
698,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,20,10,0.693,1.792,1.609,6.381,0.693,0.693
699,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,20,10,0.405,1.386,1.609,5.866,1.705,0.693
700,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,40,10,1.386,3.526,1.946,8.435,2.996,1.099
701,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,40,10,0.693,3.466,2.485,7.985,2.773,1.099
702,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,40,10,0.693,3.85,2.833,7.431,2.351,1.609
703,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,60,10,1.386,3.989,2.773,7.995,4.127,1.609
704,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,60,10,2.015,4.143,2.708,9.782,4.649,1.946
705,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,60,10,1.504,4.682,3.045,9.438,4.682,2.565
706,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,80,10,2.197,3.584,2.708,6.740,4.787,1.609
707,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,80,10,1.504,3.871,2.565,7.648,4.505,1.099
708,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,80,10,1.253,4.663,2.639,8.969,4.620,1.099
709,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,20,10,1.099,2.079,1.946,1.504,0.916,1.099
710,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,20,10,0.693,1.792,1.386,1.946,0.693,1.099
711,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,20,10,1.099,1.386,1.386,2.565,1.253,1.792
712,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,40,10,1.099,3.664,1.946,1.253,1.504,1.099
713,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,40,10,0.405,3.611,2.197,4.673,0.693,0.693
714,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,40,10,0.916,2.89,2.197,6.341,0.693,1.099
715,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,60,10,0.405,5.17,2.996,2.708,1.504,3.584
716,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,60,10,0.405,5.951,4.094,4.783,1.386,0.693
717,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,60,10,0,5.666,4.159,6.398,1.504,0.693
718,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,1,80,10,1.099,5.455,3.829,4.103,1.792,0.693
719,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,1,80,10,1.099,5.069,4.143,5.826,1.872,0.693
720,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,1,80,10,0.916,5.394,4.71,8.334,3.091,2.398
721,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,20,500,,,,6.648,5.619,2.079
722,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,20,500,,,,6.529,5.354,4.575
723,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,20,500,,,,8.589,4.630,2.773
724,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,40,500,,,,7.189,2.603,1.386
725,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,40,500,,,,7.819,3.045,1.609
726,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,40,500,,,,7.850,2.485,1.609
727,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,60,500,,,,7.271,1.609,1.609
728,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,60,500,,,,9.292,2.079,1.609
729,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,60,500,,,,8.123,2.197,1.609
730,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,80,500,,,,4.700,1.504,1.946
731,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,80,500,,,,3.784,1.253,0.693
732,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,80,500,,,,4.304,1.386,1.386
733,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,20,500,,,,6.429,4.916,0.693
734,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,20,500,,,,7.370,5.499,1.609
735,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,20,500,,,,8.234,4.466,2.996
736,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,40,500,,,,5.974,2.303,0.693
737,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,40,500,,,,7.550,1.872,1.946
738,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,40,500,,,,5.533,1.872,1.386
739,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,60,500,,,,6.838,1.253,0.693
740,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,60,500,,,,7.306,1.386,1.386
741,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,60,500,,,,8.516,1.705,0.693
742,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,80,500,,,,2.833,1.253,1.609
743,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,80,500,,,,4.431,1.504,1.099
744,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,80,500,,,,4.956,0.916,0.693
745,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,20,500,,,,6.623,4.190,1.386
746,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,20,500,,,,7.476,5.136,1.609
747,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,20,500,,,,7.608,4.883,1.609
748,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,40,500,,,,7.210,2.140,3.555
749,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,40,500,,,,5.645,1.504,1.609
750,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,40,500,,,,7.383,2.351,0.693
751,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,60,500,,,,7.584,1.792,1.099
752,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,60,500,,,,7.339,1.872,0.693
753,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,60,500,,,,7.870,1.099,0.693
754,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,80,500,,,,3.219,0.693,1.099
755,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,80,500,,,,5.781,1.386,1.386
756,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,80,500,,,,4.256,1.386,0.693
757,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,20,500,,,,8.336,3.277,4.025
758,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,20,500,,,,7.637,3.597,4.248
759,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,20,500,,,,7.949,4.401,2.565
760,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,40,500,,,,8.598,1.386,1.609
761,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,40,500,,,,6.691,1.253,1.386
762,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,40,500,,,,6.434,2.526,2.398
763,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,60,500,,,,6.865,1.253,1.099
764,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,60,500,,,,7.857,1.792,1.386
765,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,60,500,,,,8.291,1.792,2.565
766,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,80,500,,,,4.494,1.099,0.693
767,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,80,500,,,,7.240,1.253,1.099
768,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,80,500,,,,5.608,0.916,1.099
769,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,20,500,,,,9.332,3.091,2.079
770,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,20,500,,,,8.359,2.251,1.946
771,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,20,500,,,,7.139,2.398,1.609
772,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,40,500,,,,6.479,2.918,0.693
773,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,40,500,,,,6.925,2.197,5.455
774,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,40,500,,,,6.825,2.803,2.639
775,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,60,500,,,,7.114,2.351,1.386
776,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,60,500,,,,4.909,2.442,1.609
777,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,60,500,,,,4.796,1.946,0.693
778,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,80,500,,,,4.860,2.140,1.946
779,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,80,500,,,,4.990,1.609,1.099
780,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,80,500,,,,3.624,1.946,1.609
781,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,20,100,,,,7.544,4.317,1.609
782,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,20,100,,,,7.381,4.828,2.197
783,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,20,100,,,,8.498,3.750,2.079
784,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,40,100,,,,9.432,3.178,1.386
785,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,40,100,,,,8.539,2.833,2.639
786,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,40,100,,,,8.232,2.442,1.792
787,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,60,100,,,,9.294,1.792,1.099
