Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,IL_MW,Chol_MW,PEG_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,HL_(IL+HL),(IL+HL),Chol_DMG-PEG_ratio,PEG_(Chol+PEG),Size,Zeta,PDI,18PG,14PA,DOPE,DSPC,DOTAP,DDAB,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3,Lipid_NA_ratio
813,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,50,1.960784314,60,100,0.99009901,174.4333333,-0.321666667,0.279,0,1,0,0,0,0,1.792,,,10.619,1.504,0.693,33.51957077
814,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,50,1.960784314,80,100,0.99009901,166.5,-5.69,0.239333333,0,1,0,0,0,0,1.099,,,5.296,0.693,1.099,9.094541347
815,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,50,1.960784314,80,100,0.99009901,146.4333333,-3.793333333,0.211666667,0,1,0,0,0,0,1.705,,,6.118,0.916,1.609,18.18908269
816,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,50,1.960784314,80,100,0.99009901,172,-2.906666667,0.255,0,1,0,0,0,0,1.872,,,6.619,1.099,1.386,27.28362404
817,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,20,100,0.99009901,142.4333333,-5.61,0.208333333,0,1,0,0,0,0,1.872,,,8.991,4.311,2.773,29.9365699
818,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,20,100,0.99009901,124.6,-2.116666667,0.187666667,0,1,0,0,0,0,1.705,,,8.129,4.086,2.89,59.8731398
819,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,20,100,0.99009901,134.9,-2.88,0.226333333,0,1,0,0,0,0,1.872,,,7.999,3.807,2.996,89.8097097
820,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,40,100,0.99009901,170.8666667,-3.836666667,0.251666667,0,1,0,0,0,0,1.609,,,8.834,3.481,1.792,16.48648871
821,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,40,100,0.99009901,165.8,-2.166666667,0.278666667,0,1,0,0,0,0,1.504,,,9.404,3.466,2.833,32.97297743
822,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,40,100,0.99009901,137.2,-2.34,0.217666667,0,1,0,0,0,0,1.872,,,8.201,4.034,1.609,49.45946614
823,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,60,100,0.99009901,140.6333333,-3.42,0.203333333,0,1,0,0,0,0,3.068,,,9.115,2.918,1.386,12.00312832
824,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,60,100,0.99009901,123.8333333,-2.623333333,0.230333333,0,1,0,0,0,0,1.792,,,9.162,2.14,2.197,24.00625663
825,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,60,100,0.99009901,184.6,-1.114333333,0.286333333,0,1,0,0,0,0,1.099,,,9.74,2.351,1.099,36.00938495
826,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,80,100,0.99009901,181.1666667,-5.173333333,0.243,0,1,0,0,0,0,2.197,,,6.883,1.946,1.386,9.761448119
827,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,80,100,0.99009901,163.4,-3.976666667,0.253333333,0,1,0,0,0,0,1.872,,,6.787,1.609,1.609,19.52289624
828,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,80,100,0.99009901,156.7666667,-1.926666667,0.272333333,0,1,0,0,0,0,1.504,,,5.733,1.099,1.792,29.28434436
829,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,20,100,0.99009901,346.0333333,-12.6,0.224666667,0,1,0,0,0,0,1.386,,,7.737,3.239,3.401,53.94618891
830,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,20,100,0.99009901,247.9666667,-5.433333333,0.196666667,0,1,0,0,0,0,0.693,,,8.015,2.603,1.792,107.8923778
831,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,20,100,0.99009901,400.5333333,-2.986666667,0.138,0,1,0,0,0,0,1.253,,,5.984,2.639,1.386,161.8385667
832,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,40,100,0.99009901,204.2333333,-17.43333333,0.204666667,0,1,0,0,0,0,2.526,,,9.149,3.951,4.625,29.49149584
833,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,40,100,0.99009901,159.2666667,-6.126666667,0.215333333,0,1,0,0,0,0,1.386,,,7.229,3.676,1.386,58.98299168
834,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,40,100,0.99009901,176.7666667,-6.946666667,0.192666667,0,1,0,0,0,0,1.253,,,6.78,3.45,1.099,88.47448752
835,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,60,100,0.99009901,183.5666667,-13.76666667,0.132666667,0,1,0,0,0,0,2.833,,,9.833,3.526,1.792,21.33993149
836,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,60,100,0.99009901,154.5,-5.553333333,0.166666667,0,1,0,0,0,0,1.946,,,7.693,2.741,2.398,42.67986297
837,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,60,100,0.99009901,198.3333333,-5.703333333,0.194333333,0,1,0,0,0,0,1.253,,,7.822,2.351,1.946,64.01979446
838,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,80,100,0.99009901,279.1333333,-24.16666667,0.122666667,0,1,0,0,0,0,2.303,,,6.668,2.803,2.079,17.26414931
839,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,80,100,0.99009901,185.8,-5.65,0.107333333,0,1,0,0,0,0,1.609,,,6.54,2.14,1.386,34.52829861
840,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,80,100,0.99009901,161.5666667,-6.5,0.190333333,0,1,0,0,0,0,2.079,,,5.311,2.674,1.099,51.79244792
841,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,200,0.497512438,20,10,9.090909091,136.6,-5.783333333,0.355,0,1,0,0,0,0,0.916,,,5.805,1.504,1.099,35.66081978
842,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,200,0.497512438,20,10,9.090909091,171.6333333,-4.143333333,0.635,0,1,0,0,0,0,0.916,,,6.492,2.14,1.386,71.32163956
843,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,200,0.497512438,20,10,9.090909091,132.0333333,-2.656666667,0.295333333,0,1,0,0,0,0,0.916,,,6.676,1.386,1.099,106.9824593
844,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,200,0.497512438,40,10,9.090909091,118.8333333,-2.87,0.163666667,0,1,0,0,0,0,1.386,,,7.298,3.701,1.099,18.21071242
845,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,200,0.497512438,40,10,9.090909091,101.1166667,-1.001333333,0.191666667,0,1,0,0,0,0,0.916,,,7.938,4.284,1.386,36.42142484
846,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,200,0.497512438,40,10,9.090909091,104.8433333,-1.304,0.204,0,1,0,0,0,0,0.916,,,7.26,2.803,1.386,54.63213725
847,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,200,0.497512438,60,10,9.090909091,127.2666667,-2.766666667,0.196666667,0,1,0,0,0,0,0.916,,,6.031,1.609,1.099,12.39400996
848,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,200,0.497512438,60,10,9.090909091,129.6333333,-2.24,0.221,0,1,0,0,0,0,1.099,,,7.54,1.946,2.079,24.78801993
849,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,200,0.497512438,60,10,9.090909091,106.2,-0.799666667,0.176,0,1,0,0,0,0,0.693,,,8.319,2.485,2.398,37.18202989
850,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,200,0.497512438,80,10,9.090909091,146.4,-4.306666667,0.159333333,0,1,0,0,0,0,0.916,,,5.133,1.504,1.386,9.485658736
851,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,200,0.497512438,80,10,9.090909091,125.3333333,-1.380333333,0.210666667,0,1,0,0,0,0,1.253,,,4.174,1.872,0.693,18.97131747
852,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,200,0.497512438,80,10,9.090909091,126.2666667,-2.326666667,0.168666667,0,1,0,0,0,0,1.253,,,5.617,1.099,0.693,28.45697621
853,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,100,0.99009901,20,10,9.090909091,162.4,-4.35,0.433333333,0,1,0,0,0,0,0.916,,,6.163,1.099,0.693,35.83529411
854,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,100,0.99009901,20,10,9.090909091,116.5333333,-1.746666667,0.39,0,1,0,0,0,0,0.693,,,6.248,1.609,1.386,71.67058822
855,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,100,0.99009901,20,10,9.090909091,119.3,-3.026666667,0.326333333,0,1,0,0,0,0,0.916,,,6.522,0.916,1.609,107.5058823
856,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,100,0.99009901,40,10,9.090909091,115.8333333,-10.29333333,0.177666667,0,1,0,0,0,0,0.916,,,6.946,3.277,1.099,18.29837029
857,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,100,0.99009901,40,10,9.090909091,132.1666667,-2.353333333,0.207666667,0,1,0,0,0,0,0.693,,,7.414,3.795,1.386,36.59674058
858,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,100,0.99009901,40,10,9.090909091,118.2666667,-1.74,0.222,0,1,0,0,0,0,1.253,,,7.237,2.603,1.946,54.89511087
859,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,100,0.99009901,60,10,9.090909091,121,-2.136666667,0.170333333,0,1,0,0,0,0,0.916,,,6.959,0.693,1.609,12.45272902
860,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,100,0.99009901,60,10,9.090909091,111.5333333,-1.166666667,0.215666667,0,1,0,0,0,0,0.693,,,7.969,1.504,2.079,24.90545804
861,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,100,0.99009901,60,10,9.090909091,126.0666667,-2.483333333,0.171333333,0,1,0,0,0,0,0.916,,,8.736,1.872,2.708,37.35818705
862,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,100,0.99009901,80,10,9.090909091,144.3333333,-4.096666667,0.148,0,1,0,0,0,0,0.693,,,4.898,0.693,0.693,9.529908382
863,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,100,0.99009901,80,10,9.090909091,116.6333333,-2.266666667,0.159,0,1,0,0,0,0,1.099,,,6.409,1.609,1.792,19.05981676
864,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,100,0.99009901,80,10,9.090909091,127.7333333,-0.218,0.197333333,0,1,0,0,0,0,1.386,,,6.461,1.386,1.099,28.58972515
865,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,50,1.960784314,20,10,9.090909091,159.3666667,-8.39,0.433,0,1,0,0,0,0,0.693,,,5.168,1.872,1.386,36.18424276
866,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,50,1.960784314,20,10,9.090909091,116.4666667,-2.456666667,0.282333333,0,1,0,0,0,0,0.916,,,6.399,1.705,1.609,72.36848553
867,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,50,1.960784314,20,10,9.090909091,153.8,-1.91,0.473666667,0,1,0,0,0,0,0.916,,,6.465,1.872,1.386,108.5527283
868,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,50,1.960784314,40,10,9.090909091,108.6666667,-1.44,0.173666667,0,1,0,0,0,0,0.693,,,7.604,3.384,1.609,18.47368604
869,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,50,1.960784314,40,10,9.090909091,118.8333333,-2.203333333,0.208333333,0,1,0,0,0,0,0.693,,,7.719,3.434,2.197,36.94737207
870,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,50,1.960784314,40,10,9.090909091,113.7333333,-2.22,0.229,0,1,0,0,0,0,0.916,,,6.732,1.946,1.386,55.42105811
871,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,50,1.960784314,60,10,9.090909091,132.3,-3.596666667,0.207333333,0,1,0,0,0,0,0.693,,,7.011,1.609,1.099,12.57016713
872,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,50,1.960784314,60,10,9.090909091,117.4333333,-2.566666667,0.154666667,0,1,0,0,0,0,0.693,,,7.337,1.609,1.099,25.14033425
873,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,50,1.960784314,60,10,9.090909091,120.5333333,-2.226666667,0.225333333,0,1,0,0,0,0,0.916,,,8.409,1.946,3.526,37.71050138
874,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,50,1.960784314,80,10,9.090909091,131.1,-1.386666667,0.132333333,0,1,0,0,0,0,1.099,,,5.651,1.386,1.099,9.618407673
875,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,50,1.960784314,80,10,9.090909091,119.6,-2.66,0.184,0,1,0,0,0,0,0.405,,,7.983,1.253,1.386,19.23681535
876,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,50,1.960784314,80,10,9.090909091,121,-1.334666667,0.19,0,1,0,0,0,0,0.916,,,7.238,1.253,1.386,28.85522302
877,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,20,10,9.090909091,191.2666667,-5.396666667,0.513,0,1,0,0,0,0,1.386,,,4.984,1.253,1.099,38.975832
878,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,20,10,9.090909091,385.8666667,-4.446666667,0.701,0,1,0,0,0,0,0.916,,,5.725,1.705,1.386,77.951664
879,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,20,10,9.090909091,183.3333333,-3.206666667,0.539333333,0,1,0,0,0,0,0.916,,,5.999,1.504,1.386,116.927496
880,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,40,10,9.090909091,97.60333333,-2.336666667,0.188333333,0,1,0,0,0,0,1.253,,,6.854,1.253,1.386,19.876212
881,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,40,10,9.090909091,119.1666667,-2.018333333,0.197333333,0,1,0,0,0,0,0.693,,,7.276,1.946,1.946,39.752424
882,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,40,10,9.090909091,103.9666667,-1.347333333,0.224666667,0,1,0,0,0,0,0.693,,,6.766,1.609,2.485,59.628636
883,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,60,10,9.090909091,143.1666667,-2.683333333,0.189666667,0,1,0,0,0,0,0.916,,,7.656,1.253,1.386,13.509672
884,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,60,10,9.090909091,124.6,-2.823333333,0.196333333,0,1,0,0,0,0,1.099,,,7.451,1.872,2.639,27.019344
885,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,60,10,9.090909091,118.8333333,-2.566666667,0.200333333,0,1,0,0,0,0,1.504,,,8.113,1.253,1.792,40.529016
886,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,10,9.090909091,80,10,9.090909091,128.4666667,-4.26,0.170666667,0,1,0,0,0,0,0.693,,,5.974,1.609,1.099,10.326402
887,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,10,9.090909091,80,10,9.090909091,122.4,-0.256,0.174,0,1,0,0,0,0,0.916,,,5.673,1.609,1.609,20.652804
888,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,10,9.090909091,80,10,9.090909091,134.6,-1.372,0.224,0,1,0,0,0,0,2.89,,,6.607,1.253,1.099,30.979206
889,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,20,10,9.090909091,216.2666667,-7.543333333,0.555666667,0,1,0,0,0,0,0.693,,,2.639,1.609,1.099,70.38121091
890,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,20,10,9.090909091,193.8333333,-4.23,0.536666667,0,1,0,0,0,0,0.693,,,3.497,1.504,1.099,140.7624218
891,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,20,10,9.090909091,874.3333333,-2.313333333,0.326333333,0,1,0,0,0,0,0.693,,,3.045,1.099,0.693,211.1436327
892,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,40,10,9.090909091,139.2666667,-5.043333333,0.179,0,1,0,0,0,0,0.693,,,5.418,1.099,2.079,35.65462909
893,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,40,10,9.090909091,163.2333333,-4.753333333,0.229,0,1,0,0,0,0,0.916,,,6.223,1.386,4.007,71.30925818
894,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,40,10,9.090909091,190.5333333,-5.64,0.275333333,0,1,0,0,0,0,0.405,,,5.756,1.253,2.079,106.9638873
895,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,60,10,9.090909091,149.8666667,-6.043333333,0.227333333,0,1,0,0,0,0,0.693,,,6.874,1.099,1.386,24.07910182
896,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,60,10,9.090909091,152.6333333,-6.406666667,0.220666667,0,1,0,0,0,0,0.693,,,6.947,1.705,1.099,48.15820364
897,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,60,10,9.090909091,183.5,-4.306666667,0.219,0,1,0,0,0,0,0.916,,,6.51,2.079,1.792,72.23730545
898,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,4,1,50,80,10,9.090909091,169.6,-8.64,0.205,0,1,0,0,0,0,1.386,,,5.719,1.099,1.609,18.29133818
899,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,8,1,50,80,10,9.090909091,157.9,-5.786666667,0.182,0,1,0,0,0,0,0.693,,,5.298,1.609,1.946,36.58267636
900,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,592.8,642.09,386.654,2500,12,1,50,80,10,9.090909091,186.1,-3.573333333,0.175666667,0,1,0,0,0,0,0.693,,,6.133,1.504,0.693,54.87401455
901,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,200,0.497512438,20,500,0.199600798,145.9333333,12.13333333,0.338333333,0,0,0,0,0,1,1.792,,,3.114,3.497,2.079,26.46151005
902,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,8,200,0.497512438,20,500,0.199600798,232.5,11.56666667,0.528666667,0,0,0,0,0,1,2.303,,,7.898,4.64,3.611,52.92302011
903,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,12,200,0.497512438,20,500,0.199600798,473.7,12.93333333,0.365666667,0,0,0,0,0,1,3.135,,,8.732,4.6,4.22,79.38453016
904,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,200,0.497512438,40,500,0.199600798,173.3333333,7.903333333,0.338666667,0,0,0,0,0,1,1.386,,,5.182,3.795,1.386,14.73534239
905,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,8,200,0.497512438,40,500,0.199600798,143.8666667,6.54,0.368,0,0,0,0,0,1,1.099,,,7.84,3.861,1.609,29.47068478
906,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,12,200,0.497512438,40,500,0.199600798,186.3333333,2.443333333,0.315333333,0,0,0,0,0,1,4.682,,,10.853,4.663,7.179,44.20602717
907,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,200,0.497512438,60,500,0.199600798,185.8333333,-5.43,0.162333333,0,0,0,0,0,1,2.079,,,9.468,4.718,1.792,10.82661983
908,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,8,200,0.497512438,60,500,0.199600798,160.5333333,5.633333333,0.243333333,0,0,0,0,0,1,1.609,,,9.015,3.998,1.386,21.65323967
909,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,12,200,0.497512438,60,500,0.199600798,132.9666667,0.464333333,0.204333333,0,0,0,0,0,1,4.828,,,12.37,5.507,7.034,32.4798595
910,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,200,0.497512438,80,500,0.199600798,242.4,-21.8,0.187,0,0,0,0,0,1,4.394,,,11.671,4.966,4.078,8.872258558
911,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,8,200,0.497512438,80,500,0.199600798,106.8,2.466666667,0.147333333,0,0,0,0,0,1,3.761,,,10.017,4.086,3.784,17.74451712
912,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,12,200,0.497512438,80,500,0.199600798,104.0333333,-11.91333333,0.246333333,0,0,0,0,0,1,5.525,,,10.68,5.549,7.589,26.61677567
913,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,100,0.99009901,20,500,0.199600798,251.5666667,10.82,0.556333333,0,0,0,0,0,1,0.693,,,5.159,3.818,0.693,26.45612569
914,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,8,100,0.99009901,20,500,0.199600798,253.2333333,11,0.742333333,0,0,0,0,0,1,2.398,,,7.209,4.663,3.401,52.91225138
915,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,12,100,0.99009901,20,500,0.199600798,403.8666667,12.23333333,0.668,0,0,0,0,0,1,3.714,,,8.547,4.151,5.46,79.36837707
916,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,100,0.99009901,40,500,0.199600798,174.2,5.666666667,0.307333333,0,0,0,0,0,1,1.099,,,5.1,4.718,1.609,14.72995802
917,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,8,100,0.99009901,40,500,0.199600798,177.8666667,8.876666667,0.396666667,0,0,0,0,0,1,0.693,,,8.416,4.256,2.197,29.45991605
918,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,12,100,0.99009901,40,500,0.199600798,130.0333333,1.906666667,0.248,0,0,0,0,0,1,2.833,,,9.634,4.317,6.118,44.18987407
919,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,100,0.99009901,60,500,0.199600798,159.0333333,-10.13333333,0.152333333,0,0,0,0,0,1,1.386,,,9.103,3.045,2.565,10.82123547
920,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,8,100,0.99009901,60,500,0.199600798,130.7,0.829333333,0.201,0,0,0,0,0,1,4.466,,,11.379,4.787,6.08,21.64247094
921,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,12,100,0.99009901,60,500,0.199600798,130.8333333,4.373333333,0.252666667,0,0,0,0,0,1,5.505,,,11.551,5.244,8.805,32.46370641
922,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,551,642.09,386.654,2500,4,100,0.99009901,80,500,0.199600798,212.2333333,-19.76666667,0.199,0,0,0,0,0,1,2.303,,,7.103,4.7,1.386,8.866874192
